epoch,step,train/loss,train/max_reward,train/reward,val/max_aug_reward,val/max_reward,val/reward
0,49,-3.563302516937256,-7.648881912231445,-8.99902629852295,,,
0,99,-2.8018009662628174,-6.822521209716797,-7.87615966796875,,,
0,149,-2.2465341091156006,-6.635868072509766,-7.566616058349609,,,
0,199,-1.784132957458496,-6.52835750579834,-7.4006805419921875,,,
0,249,-1.7585735321044922,-6.495094299316406,-7.305688381195068,,,
0,299,-1.6922118663787842,-6.341968536376953,-7.149069786071777,,,
0,349,-1.5421264171600342,-6.2903242111206055,-7.066199779510498,,,
0,399,-1.3412545919418335,-6.347923278808594,-7.089566707611084,,,
0,449,-1.444177269935608,-6.331403732299805,-7.050650596618652,,,
0,499,-1.6476119756698608,-6.32211971282959,-7.046019077301025,,,
0,549,-1.354471206665039,-6.300956726074219,-7.0226922035217285,,,
0,599,-1.519010305404663,-6.252152919769287,-6.959109783172607,,,
0,649,-1.3468259572982788,-6.203835487365723,-6.898212909698486,,,
0,699,-1.0762985944747925,-6.2764434814453125,-6.919158935546875,,,
0,749,-1.2538769245147705,-6.1777753829956055,-6.852315425872803,,,
0,799,-1.1348410844802856,-6.170438766479492,-6.832077503204346,,,
0,849,-1.0549015998840332,-6.188270568847656,-6.8188157081604,,,
0,899,-0.9787800908088684,-6.133761882781982,-6.739722728729248,,,
0,949,-1.0696958303451538,-6.14266300201416,-6.7632670402526855,,,
0,999,-1.1718324422836304,-6.104134559631348,-6.706532001495361,,,
0,1049,-0.8327040076255798,-6.011270999908447,-6.580522537231445,,,
0,1099,-0.9188183546066284,-6.0793304443359375,-6.659084320068359,,,
0,1149,-0.7859001159667969,-6.105623245239258,-6.662741661071777,,,
0,1199,-0.8087278008460999,-6.075923919677734,-6.638238430023193,,,
0,1249,-0.9911240935325623,-5.988494873046875,-6.549779891967773,,,
0,1299,-0.8803736567497253,-5.991018772125244,-6.579812049865723,,,
0,1349,-0.7197590470314026,-6.022036552429199,-6.562941551208496,,,
0,1399,-0.9002729058265686,-6.025216102600098,-6.556923866271973,,,
0,1449,-0.729357123374939,-6.010288238525391,-6.526219367980957,,,
0,1499,-0.7254878282546997,-6.07559871673584,-6.577381610870361,,,
0,1549,-0.7081498503684998,-6.007838726043701,-6.518454551696777,,,
0,1599,-0.6583923101425171,-5.99355411529541,-6.50120210647583,,,
0,1649,-0.6623687744140625,-5.9182329177856445,-6.420369625091553,,,
0,1699,-0.6209527850151062,-5.970531463623047,-6.470726013183594,,,
0,1749,-0.5920077562332153,-6.023191928863525,-6.5113348960876465,,,
0,1799,-0.5802642107009888,-5.9667463302612305,-6.441256523132324,,,
0,1849,-0.6146039962768555,-5.961896896362305,-6.424672603607178,,,
0,1899,-0.5454331040382385,-5.9887800216674805,-6.443859577178955,,,
0,1949,-0.5717535018920898,-5.929041385650635,-6.391917705535889,,,
0,1999,-0.564634382724762,-5.928936958312988,-6.38287878036499,,,
0,2049,-0.5786198377609253,-5.962425708770752,-6.422300815582275,,,
0,2099,-0.499551922082901,-5.982558250427246,-6.429080486297607,,,
0,2149,-0.5432518124580383,-5.921934127807617,-6.363390922546387,,,
0,2199,-0.5022401213645935,-5.956344127655029,-6.373798847198486,,,
0,2249,-0.4920957088470459,-6.007914066314697,-6.444341659545898,,,
0,2299,-0.44656074047088623,-5.9660444259643555,-6.398311614990234,,,
0,2349,-0.5226542353630066,-5.914952278137207,-6.351053237915039,,,
0,2399,-0.5483123064041138,-5.940000057220459,-6.351351261138916,,,
0,2449,-0.5014165639877319,-5.8747944831848145,-6.28972053527832,,,
0,2499,-0.5217576622962952,-5.85809326171875,-6.290857791900635,,,
0,2499,,,,-5.800259590148926,-5.891515731811523,-6.223001480102539
1,2549,-0.4734213650226593,-5.921910285949707,-6.32034969329834,,,
1,2599,-0.47898048162460327,-5.893808364868164,-6.303294658660889,,,
1,2649,-0.49511978030204773,-5.957315444946289,-6.372326374053955,,,
1,2699,-0.483749657869339,-5.866003036499023,-6.272305011749268,,,
1,2749,-0.4501800537109375,-5.982672691345215,-6.379434585571289,,,
1,2799,-0.46535995602607727,-5.932919025421143,-6.334475994110107,,,
1,2849,-0.5851888060569763,-5.944972038269043,-6.345162391662598,,,
1,2899,-0.5145028233528137,-5.878133773803711,-6.2733941078186035,,,
1,2949,-0.46863043308258057,-5.897611618041992,-6.275369644165039,,,
1,2999,-0.4743664562702179,-5.967981338500977,-6.32643461227417,,,
1,3049,-0.4540907144546509,-5.784607410430908,-6.1825103759765625,,,
1,3099,-0.509319543838501,-5.897695541381836,-6.276691913604736,,,
1,3149,-0.4232606887817383,-5.936916828155518,-6.295416831970215,,,
1,3199,-0.4210415184497833,-5.918275356292725,-6.282485008239746,,,
1,3249,-0.5046645402908325,-5.8775105476379395,-6.237847328186035,,,
1,3299,-0.4154234528541565,-5.828969955444336,-6.221736907958984,,,
1,3349,-0.4341142177581787,-5.918317794799805,-6.283400058746338,,,
1,3399,-0.442992627620697,-5.843029499053955,-6.199721336364746,,,
1,3449,-0.3859824240207672,-5.932557106018066,-6.29219913482666,,,
1,3499,-0.38941702246665955,-5.885372161865234,-6.23176383972168,,,
1,3549,-0.38108137249946594,-5.854797840118408,-6.213310241699219,,,
1,3599,-0.31837859749794006,-5.906196117401123,-6.21743631362915,,,
1,3649,-0.41888701915740967,-5.843473434448242,-6.179764270782471,,,
1,3699,-0.39880719780921936,-5.867613792419434,-6.214753150939941,,,
1,3749,-0.4401998817920685,-5.885918617248535,-6.251133918762207,,,
1,3799,-0.35957664251327515,-5.804000377655029,-6.136786460876465,,,
1,3849,-0.3527681529521942,-5.830033302307129,-6.163300514221191,,,
1,3899,-0.4712008535861969,-5.8263397216796875,-6.1555352210998535,,,
1,3949,-0.3753639757633209,-5.858590126037598,-6.193581581115723,,,
1,3999,-0.35647886991500854,-5.909600257873535,-6.238903522491455,,,
1,4049,-0.3406292200088501,-5.8065924644470215,-6.135035037994385,,,
1,4099,-0.3935764729976654,-5.837421417236328,-6.167294025421143,,,
1,4149,-0.4076095521450043,-5.873666763305664,-6.212579250335693,,,
1,4199,-0.3485725224018097,-5.875689506530762,-6.19656229019165,,,
1,4249,-0.43083620071411133,-5.8354363441467285,-6.169404029846191,,,
1,4299,-0.3976677656173706,-5.846830368041992,-6.178538799285889,,,
1,4349,-0.3757554590702057,-5.845155239105225,-6.175652980804443,,,
1,4399,-0.43804648518562317,-5.824498653411865,-6.16461181640625,,,
1,4449,-0.34880301356315613,-5.909976959228516,-6.2462663650512695,,,
1,4499,-0.3284972608089447,-5.888439655303955,-6.191945552825928,,,
1,4549,-0.3459482491016388,-5.790356636047363,-6.112058162689209,,,
1,4599,-0.33521273732185364,-5.833806991577148,-6.179858207702637,,,
1,4649,-0.3067740201950073,-5.807791709899902,-6.120222091674805,,,
1,4699,-0.3466494679450989,-5.845098972320557,-6.173562526702881,,,
1,4749,-0.34322547912597656,-5.815441131591797,-6.119179725646973,,,
1,4799,-0.358704149723053,-5.853571891784668,-6.166608810424805,,,
1,4849,-0.3140840530395508,-5.9110260009765625,-6.231740474700928,,,
1,4899,-0.347787469625473,-5.828183174133301,-6.153332233428955,,,
1,4949,-0.350042462348938,-5.830697059631348,-6.15139627456665,,,
1,4999,-0.36631590127944946,-5.765224933624268,-6.078287124633789,,,
1,4999,,,,-5.753064155578613,-5.822811126708984,-6.068485736846924
2,5049,-0.4351106286048889,-5.798915386199951,-6.125006675720215,,,
2,5099,-0.3367432951927185,-5.865832328796387,-6.164984226226807,,,
2,5149,-0.31908199191093445,-5.786129951477051,-6.099551677703857,,,
2,5199,-0.35568538308143616,-5.841292858123779,-6.158510208129883,,,
2,5249,-0.3092266619205475,-5.838068962097168,-6.142969131469727,,,
2,5299,-0.3529612720012665,-5.8109259605407715,-6.118670463562012,,,
2,5349,-0.3653797209262848,-5.805265426635742,-6.119166851043701,,,
2,5399,-0.350769579410553,-5.882234573364258,-6.1843767166137695,,,
2,5449,-0.3214985132217407,-5.81890869140625,-6.112811088562012,,,
2,5499,-0.33379194140434265,-5.871109962463379,-6.18228816986084,,,
2,5549,-0.32111266255378723,-5.8808393478393555,-6.167054176330566,,,
2,5599,-0.2895750105381012,-5.857410907745361,-6.151487350463867,,,
2,5649,-0.36020177602767944,-5.779585838317871,-6.087932586669922,,,
2,5699,-0.31743791699409485,-5.768786430358887,-6.05933141708374,,,
2,5749,-0.30647605657577515,-5.828845024108887,-6.109369277954102,,,
2,5799,-0.315743625164032,-5.745989799499512,-6.034735679626465,,,
2,5849,-0.2773188352584839,-5.808385372161865,-6.087413311004639,,,
2,5899,-0.26456278562545776,-5.831668853759766,-6.119557857513428,,,
2,5949,-0.30866268277168274,-5.843512535095215,-6.132315635681152,,,
2,5999,-0.2951522469520569,-5.788328170776367,-6.085696697235107,,,
2,6049,-0.29495635628700256,-5.717957496643066,-5.999387264251709,,,
2,6099,-0.32876503467559814,-5.795533657073975,-6.08872127532959,,,
