condition,condition_label,delta_cost,gap_mad,rank_span,margin_norm,raw_margin_rank,first_clamp,pre_final,final_weight,log_pre_over_upper,upper_clip
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.34782612323760986,0.5752758979797363,1.1851881742477417,1.1851881742477417,3.4074156284332275,2.5,0.4467499256134033,1.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.6521739363670349,0.06536984443664551,4.94793176651001,2.5,3.8333332538604736,2.5,0.6166713237762451,1.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.695652186870575,0.09669250249862671,3.9405922889709473,2.5,3.59375,2.5,0.523561954498291,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.08695651590824127,1.352821707725525,0.5063548684120178,0.5063548684120178,5.8230814933776855,2.5,1.2198548316955566,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.260869562625885,1.6383551359176636,0.5849114060401917,0.5849114060401917,2.2421603202819824,2.2421603202819824,-0.15703867375850677,0.0
source,FFSP100 ckpt @ FFSP100,7.0,3.5,0.6086956262588501,0.9287068247795105,0.9978115558624268,0.9978115558624268,1.6392619609832764,1.6392619609832764,-0.6088816523551941,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.1304347813129425,0.2684764862060547,1.4472752809524536,1.4472752809524536,11.09577751159668,2.5,2.150010824203491,1.0
source,FFSP100 ckpt @ FFSP100,7.0,3.5,0.6521738767623901,2.2414751052856445,0.5933810472488403,0.5933810472488403,0.9098510146141052,0.9098510146141052,-1.4582257270812988,0.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.5652173757553101,0.16899752616882324,2.7433054447174072,2.5,4.42307710647583,2.5,0.8231222629547119,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.17391303181648254,1.7706825733184814,0.5001406073570251,0.5001406073570251,2.8758087158203125,2.5,0.2020396590232849,1.0
source,FFSP100 ckpt @ FFSP100,7.0,3.5,0.6956521272659302,0.1988515406847,2.556708574295044,2.5,3.593750238418579,2.5,0.5235620737075806,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.43478259444236755,0.6716604232788086,1.140063762664795,1.140063762664795,2.6221468448638916,2.5,0.06882041692733765,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.21739131212234497,1.683300495147705,0.547133207321167,0.547133207321167,2.516812562942505,2.5,0.009669750928878784,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.04347826540470123,0.3750573396682739,0.9980587959289551,0.9980587959289551,22.95534896850586,2.5,3.1988303661346436,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.30434781312942505,0.17116953432559967,2.366884469985962,2.366884469985962,7.776906490325928,2.5,1.637268304824829,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.3478260934352875,2.8380582332611084,0.454883873462677,0.454883873462677,1.3077911138534546,1.3077911138534546,-0.9347959160804749,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.3913043439388275,2.2686331272125244,0.5359481573104858,0.5359481573104858,1.369645357131958,1.369645357131958,-0.8681257963180542,0.0
source,FFSP100 ckpt @ FFSP100,7.0,3.5,0.7391303777694702,2.094054698944092,0.6262600421905518,0.6262600421905518,0.8472930788993835,0.8472930788993835,-1.560995101928711,0.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.4782608449459076,2.6196744441986084,0.5140716433525085,0.5140716433525085,1.074877142906189,1.074877142906189,-1.2177562713623047,0.0
source,FFSP100 ckpt @ FFSP100,7.0,3.5,0.7826087474822998,0.4992047846317291,1.4874444007873535,1.4874444007873535,1.9006233215332031,1.9006233215332031,-0.3954554796218872,0.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.52173912525177,1.1954066753387451,0.8368266820907593,0.8368266820907593,1.6039178371429443,1.6039178371429443,-0.6403279304504395,0.0
source,FFSP100 ckpt @ FFSP100,7.0,3.5,0.8260869979858398,1.836052417755127,0.6835065484046936,0.6835065484046936,0.827402651309967,0.827402651309967,-1.595266580581665,0.0
source,FFSP100 ckpt @ FFSP100,7.0,3.5,0.8695652484893799,1.6739901304244995,0.7247138023376465,0.7247138023376465,0.8334208130836487,0.8334208130836487,-1.5848110914230347,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.17391306161880493,1.6003671884536743,0.531428337097168,0.531428337097168,3.0557126998901367,2.5,0.289580762386322,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.21739131212234497,1.569814682006836,0.5705333352088928,0.5705333352088928,2.62445330619812,2.5,0.07008883357048035,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.1304348111152649,0.5026628375053406,0.9934117794036865,0.9934117794036865,7.61615514755249,2.5,1.6071348190307617,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.260869562625885,0.8705119490623474,0.8548106551170349,0.8548106551170349,3.2767741680145264,2.5,0.3903481960296631,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.30434781312942505,1.4223942756652832,0.6643886566162109,0.6643886566162109,2.1829915046691895,2.1829915046691895,-0.1956215798854828,0.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.04347825050354004,1.9480141401290894,0.37141549587249756,0.37141549587249756,8.542558670043945,2.5,1.772740125656128,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.34782612323760986,0.1724555939435959,2.441774845123291,2.441774845123291,7.020102024078369,2.5,1.4895639419555664,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.08695656061172485,0.5237462520599365,0.894801139831543,0.894801139831543,10.29020881652832,2.5,2.0412724018096924,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.3913043737411499,1.1643919944763184,0.7996901273727417,0.7996901273727417,2.043652296066284,2.043652296066284,-0.29077836871147156,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.43478262424468994,1.002329707145691,0.8966290354728699,0.8966290354728699,2.062246799468994,2.062246799468994,-0.27771109342575073,0.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.04347825050354004,0.04494534060359001,3.5645017623901367,2.5,57.50001525878906,2.5,4.523562431335449,1.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.3913043439388275,2.6120073795318604,0.49248918890953064,0.49248918890953064,1.2585835456848145,1.2585835456848145,-0.9901271462440491,0.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.43478259444236755,0.5581744909286499,1.273963451385498,1.273963451385498,2.9301159381866455,2.5,0.22902971506118774,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3478260934352875,1.5143029689788818,0.6631100177764893,0.6631100177764893,1.9064412117004395,1.9064412117004395,-0.39104607701301575,0.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.4782608449459076,1.8821520805358887,0.6268724799156189,0.6268724799156189,1.310733437538147,1.310733437538147,-0.931553840637207,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.21739128232002258,1.0116400718688965,0.7426331043243408,0.7426331043243408,3.4161126613616943,2.5,0.45042747259140015,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.08695650100708008,1.5121309757232666,0.47363707423210144,0.47363707423210144,5.4468278884887695,2.5,1.123488187789917,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.1304347813129425,1.1547577381134033,0.6031163334846497,0.6031163334846497,4.623891830444336,2.5,0.8871794939041138,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.17391303181648254,0.5853325724601746,0.971705436706543,0.971705436706543,5.587306499481201,2.5,1.1602249145507812,1.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.52173912525177,0.41075417399406433,1.5885294675827026,1.5885294675827026,3.0446815490722656,2.5,0.2843632698059082,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.2608695328235626,0.9363739490509033,0.818210780620575,0.818210780620575,3.136475086212158,2.5,0.3272159993648529,1.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.5652173757553101,1.1840957403182983,0.8530442714691162,0.8530442714691162,1.5092321634292603,1.5092321634292603,-0.7281132936477661,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.30434784293174744,0.48789384961128235,1.2625212669372559,1.2625212669372559,4.148283958435059,2.5,0.7305865287780762,1.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.6086956262588501,0.15275192260742188,2.947014570236206,2.5,4.107142925262451,2.5,0.7162070870399475,1.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.6521738767623901,0.009310424327850342,15.93105411529541,2.5,3.8333334922790527,2.5,0.6166714429855347,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.17391303181648254,0.3501507043838501,1.3225830793380737,1.3225830793380737,7.60485315322876,2.5,1.6049922704696655,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3478260934352875,0.06461726129055023,4.400482654571533,2.5,7.1875,2.5,1.523561954498291,1.0
source,FFSP100 ckpt @ FFSP100,8.0,4.0,0.695652186870575,2.6316792964935303,0.5428251624107361,0.5428251624107361,0.7803111672401428,0.7803111672401428,-1.6798067092895508,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.21739129722118378,1.4344959259033203,0.6022411584854126,0.6022411584854126,2.7703094482421875,2.5,0.1481190323829651,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.043478261679410934,1.4921811819076538,0.43583521246910095,0.43583521246910095,10.024209976196289,2.5,2.003488540649414,1.0
source,FFSP100 ckpt @ FFSP100,8.0,4.0,0.739130437374115,0.53850257396698,1.4146026372909546,1.4146026372909546,1.9138741493225098,1.9138741493225098,-0.3854321241378784,0.0
source,FFSP100 ckpt @ FFSP100,7.0,3.5,0.6521739363670349,1.5339748859405518,0.745011568069458,0.745011568069458,1.1423510313034058,1.1423510313034058,-1.1299220323562622,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.260869562625885,0.06771015375852585,3.9567534923553467,2.5,9.583333015441895,2.5,1.9385994672775269,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.08695651590824127,1.702972412109375,0.44103676080703735,0.44103676080703735,5.07192325592041,2.5,1.0206047296524048,1.0
source,FFSP100 ckpt @ FFSP100,8.0,4.0,0.782608687877655,1.9018239974975586,0.6666626930236816,0.6666626930236816,0.8518467545509338,0.8518467545509338,-1.5532622337341309,0.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.52173912525177,1.0313119888305664,0.9143466353416443,0.9143466353416443,1.7524977922439575,1.7524977922439575,-0.5125154256820679,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.30434784293174744,0.01967192254960537,8.667884826660156,2.5,8.214284896850586,2.5,1.7162069082260132,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.1304347813129425,1.327915072441101,0.5546174049377441,0.5546174049377441,4.252066612243652,2.5,0.7662360668182373,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3913043439388275,1.5318028926849365,0.6783589720726013,0.6783589720726013,1.7335840463638306,1.7335840463638306,-0.5281702280044556,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.43478262424468994,1.1350858211517334,0.8321506381034851,0.8321506381034851,1.9139463901519775,1.9139463901519775,-0.3853776454925537,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.47826087474823,0.5656606554985046,1.289549708366394,1.289549708366394,2.696331262588501,2.5,0.1090695932507515,1.0
source,FFSP100 ckpt @ FFSP100,8.0,4.0,0.8260869383811951,0.3910822570323944,1.7286708354949951,1.7286708354949951,2.0926015377044678,2.0926015377044678,-0.25663048028945923,0.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.5652173757553101,0.9167020320892334,0.9946417212486267,0.9946417212486267,1.7597508430480957,1.7597508430480957,-0.5065569281578064,0.0
source,FFSP100 ckpt @ FFSP100,8.0,4.0,0.8695652484893799,1.2037676572799683,0.8832682967185974,0.8832682967185974,1.0157585144042969,1.0157585144042969,-1.2993706464767456,0.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.6086956858634949,0.5075657367706299,1.4337719678878784,1.4337719678878784,2.355482339859009,2.355482339859009,-0.08590561896562576,0.0
source,FFSP100 ckpt @ FFSP100,8.0,4.0,0.9130434989929199,0.13308000564575195,3.3192028999328613,2.5,2.738095283508301,2.5,0.13124454021453857,1.0
source,FFSP100 ckpt @ FFSP100,8.0,4.0,0.95652174949646,0.02898234687745571,8.300212860107422,2.5,2.6136362552642822,2.5,0.0641302764415741,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.04347825050354004,0.977764368057251,0.5616614818572998,0.5616614818572998,12.918216705322266,2.5,2.3694069385528564,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.21739129722118378,1.2632977962493896,0.649959921836853,0.649959921836853,2.9898157119750977,2.5,0.25812849402427673,1.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.5652173757553101,1.3037642240524292,0.8051638603210449,0.8051638603210449,1.42452073097229,1.42452073097229,-0.8114514350891113,0.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.08695651590824127,0.10658085346221924,2.325892210006714,2.325892210006714,26.74776268005371,2.5,3.4194183349609375,1.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.6086956262588501,1.866417646408081,0.6564030051231384,0.6564030051231384,1.0783764123916626,1.0783764123916626,-1.2130672931671143,0.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.52173912525177,0.20605981349945068,2.4029674530029297,2.4029674530029297,4.605687618255615,2.5,0.8814884424209595,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.1304347664117813,1.3956252336502075,0.5383123755455017,0.5383123755455017,4.12706184387207,2.5,0.7231869697570801,1.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.6521738767623901,0.5739088654518127,1.3438410758972168,1.3438410758972168,2.060556411743164,2.060556411743164,-0.2788941264152527,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.3913043141365051,0.2966030538082123,1.8166663646697998,1.8166663646697998,4.642592430114746,2.5,0.8930025100708008,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.17391304671764374,1.3082431554794312,0.5997405648231506,0.5997405648231506,3.4485082626342773,2.5,0.46404439210891724,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.260869562625885,0.20388780534267426,2.042203903198242,2.042203903198242,7.828448295593262,2.5,1.6467983722686768,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.30434781312942505,2.463000774383545,0.47792041301727295,0.47792041301727295,1.5703099966049194,1.5703099966049194,-0.6708787083625793,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.3478260636329651,1.8935757875442505,0.5798873901367188,0.5798873901367188,1.667176365852356,1.667176365852356,-0.5845214128494263,0.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.6956521272659302,1.7189973592758179,0.7008653283119202,0.7008653283119202,1.0074939727783203,1.0074939727783203,-1.311156988143921,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.43478256464004517,2.244617223739624,0.5527565479278564,0.5527565479278564,1.2713401317596436,1.2713401317596436,-0.9755780696868896,0.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.739130437374115,0.1241474524140358,3.411794662475586,2.5,3.382352828979492,2.5,0.4360990822315216,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.47826087474823,0.8203493356704712,1.031745433807373,1.031745433807373,2.1572859287261963,2.1572859287261963,-0.2127106785774231,0.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.782608687877655,1.460995078086853,0.7809424996376038,0.7809424996376038,0.9978709816932678,0.9978709816932678,-1.325002908706665,0.0
source,FFSP100 ckpt @ FFSP100,6.0,3.0,0.8260869383811951,1.2989327907562256,0.8412433862686157,0.8412433862686157,1.0183472633361816,1.0183472633361816,-1.2956984043121338,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.30434784293174744,1.0998764038085938,0.7752251625061035,0.7752251625061035,2.547168254852295,2.5,0.026966098695993423,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3478260934352875,2.070305585861206,0.5496581196784973,0.5496581196784973,1.580267071723938,1.580267071723938,-0.6617596745491028,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.2608695924282074,0.002172008855268359,31.152883529663086,2.5,9.583332061767578,2.5,1.9385992288589478,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3913043439388275,0.3700210750102997,1.590907335281372,1.590907335281372,4.065651893615723,2.5,0.7015585899353027,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.1304347813129425,0.5004908442497253,0.9959961771965027,0.9959961771965027,7.635970592498779,2.5,1.6108834743499756,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.43478259444236755,1.9228851795196533,0.6065229773521423,0.6065229773521423,1.395002841949463,1.395002841949463,-0.8416599631309509,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.17391303181648254,2.44850492477417,0.41175225377082825,0.41175225377082825,2.3675756454467773,2.3675756454467773,-0.07851758599281311,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.47826090455055237,0.32803526520729065,1.7882121801376343,1.7882121801376343,3.7389888763427734,2.5,0.580720067024231,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.21739134192466736,1.0242371559143066,0.7371395230293274,0.7371395230293274,3.390841245651245,2.5,0.4397151470184326,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.52173912525177,1.6648828983306885,0.685985267162323,0.685985267162323,1.3148051500320435,1.3148051500320435,-0.9270790815353394,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.5652173757553101,1.5028204917907715,0.7393659949302673,0.7393659949302673,1.3081090450286865,1.3081090450286865,-0.934445321559906,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.260869562625885,3.7667651176452637,0.3549391031265259,0.3549391031265259,1.3605998754501343,1.3605998754501343,-0.8776852488517761,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.30434781312942505,0.5965831875801086,1.1190032958984375,1.1190032958984375,3.676725387573242,2.5,0.5564932823181152,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.21739131212234497,2.669060707092285,0.41493019461631775,0.41493019461631775,1.9086787700653076,1.9086787700653076,-0.38935381174087524,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3478260636329651,3.036909818649292,0.4367713928222656,0.4367713928222656,1.2557178735733032,1.2557178735733032,-0.9934157133102417,0.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.08695650100708008,2.1663978099823,0.38173016905784607,0.38173016905784607,4.38989782333374,2.5,0.812259316444397,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3913043141365051,0.7440035343170166,1.0462514162063599,1.0462514162063599,2.6737537384033203,2.5,0.09693853557109833,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.13043475151062012,0.21838374435901642,1.638183355331421,1.638183355331421,12.559409141540527,2.5,2.328768730163574,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.43478262424468994,2.338853359222412,0.5392839312553406,0.5392839312553406,1.240352988243103,1.240352988243103,-1.0111773014068604,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.17391306161880493,1.6426515579223633,0.5231777429580688,0.5231777429580688,3.0082716941833496,2.5,0.2670068144798279,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.47826087474823,1.0020058155059814,0.9150604605674744,0.9150604605674744,1.9133082628250122,1.9133082628250122,-0.38585880398750305,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.52173912525177,1.1640681028366089,0.850271999835968,0.850271999835968,1.629688024520874,1.629688024520874,-0.6173323392868042,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.21739131212234497,3.1973400115966797,0.37232038378715515,0.37232038378715515,1.7126736640930176,1.7126736640930176,-0.5456778407096863,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.260869562625885,0.02715804986655712,6.845203876495361,2.5,9.583333015441895,2.5,1.9385994672775269,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.17391306161880493,2.099635601043701,0.4515337347984314,0.4515337347984314,2.5963187217712402,2.5,0.054539404809474945,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.30434781312942505,2.467484712600708,0.47739914059638977,0.47739914059638977,1.5685971975326538,1.5685971975326538,-0.6724531054496765,0.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.04347825050354004,1.5969727039337158,0.4184434413909912,0.4184434413909912,9.624201774597168,2.5,1.944738745689392,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3478260636329651,0.17457838356494904,2.4239165782928467,2.4239165782928467,6.9687604904174805,2.5,1.4789739847183228,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.08695650100708008,0.35104140639305115,1.1375848054885864,1.1375848054885864,13.082228660583496,2.5,2.387608289718628,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.3913043737411499,1.7694282531738281,0.6221305131912231,0.6221305131912231,1.5898889303207397,1.5898889303207397,-0.653002142906189,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.1304348111152649,1.0732264518737793,0.6302034854888916,0.6302034854888916,4.831559181213379,2.5,0.9505606889724731,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.43478262424468994,0.4325806498527527,1.4844944477081299,1.4844944477081299,3.414337158203125,2.5,0.44967737793922424,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.47826087474823,0.5946429967880249,1.2514628171920776,1.2514628171920776,2.616694927215576,2.5,0.06581760942935944,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.1304348111152649,3.5483813285827637,0.3075230121612549,0.3075230121612549,2.3576760292053223,2.3576760292053223,-0.08456260710954666,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.17391306161880493,0.3781994581222534,1.2628257274627686,1.2628257274627686,7.261247158050537,2.5,1.5382893085479736,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.08695656061172485,2.450676918029785,0.3545094430446625,0.3545094430446625,4.07685661315918,2.5,0.7055291533470154,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.21739131212234497,2.818526029586792,0.4015844762325287,0.4015844762325287,1.8472884893417358,1.8472884893417358,-0.43651890754699707,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.260869562625885,0.5256198048591614,1.156995177268982,1.156995177268982,4.435148239135742,2.5,0.8270542621612549,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.3043478727340698,2.120469570159912,0.5228475332260132,0.5228475332260132,1.71792733669281,1.71792733669281,-0.5412591099739075,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.34782612323760986,0.7836220264434814,0.9845757484436035,0.9845757484436035,2.830655097961426,2.5,0.17920781672000885,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.3913043737411499,0.9456843733787537,0.9060109853744507,0.9060109853744507,2.315361261367798,2.315361261367798,-0.11069081723690033,0.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.08695650100708008,2.1241135597229004,0.386271595954895,0.386271595954895,4.442124366760254,2.5,0.8293216824531555,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.13043475151062012,1.0460683107376099,0.6399700045585632,0.6399700045585632,4.906437873840332,2.5,0.9727479219436646,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.04347825050354004,1.0264091491699219,0.5455352663993835,0.5455352663993835,12.547313690185547,2.5,2.327378511428833,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.17391300201416016,1.3942582607269287,0.5772587656974792,0.5772587656974792,3.3192386627197266,2.5,0.40892428159713745,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.2173912525177002,0.8986480236053467,0.797326385974884,0.797326385974884,3.6677021980285645,2.5,0.5529483556747437,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.260869562625885,0.6962018609046936,0.9774478673934937,0.9774478673934937,3.7468836307525635,2.5,0.5837630033493042,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.30434781312942505,0.6406457424163818,1.0721689462661743,1.0721689462661743,3.522840976715088,2.5,0.4948112964630127,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.3478260636329651,0.478583425283432,1.3235437870025635,1.3235437870025635,3.8051886558532715,2.5,0.606039822101593,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.17391306161880493,0.3819003701210022,1.2554688453674316,1.2554688453674316,7.218945026397705,2.5,1.5298599004745483,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.34782612323760986,0.41729894280433655,1.4369593858718872,1.4369593858718872,4.131258010864258,2.5,0.7246531248092651,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.21739131212234497,1.7077958583831787,0.5424110293388367,0.5424110293388367,2.4950907230377197,2.4950907230377197,-0.0028358555864542723,0.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.260869562625885,1.5233385562896729,0.6110222935676575,0.6110222935676575,2.342252254486084,2.342252254486084,-0.09403161704540253,0.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.3043478727340698,0.17094074189662933,2.3687846660614014,2.3687846660614014,7.783148288726807,2.5,1.6384257078170776,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.3913043737411499,0.6270650029182434,1.1592937707901,1.1592937707901,2.962639331817627,2.5,0.2449548989534378,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.17391306161880493,0.03539856895804405,5.2309184074401855,2.5,14.374998092651367,2.5,2.523561716079712,1.0
source,FFSP100 ckpt @ FFSP100,2.0,1.0,0.21739131212234497,0.2451646625995636,1.738258957862854,1.738258957862854,7.995990753173828,2.5,1.6773486137390137,1.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.2608695328235626,0.6753541231155396,0.9954414963722229,0.9954414963722229,3.81585955619812,2.5,0.6100800037384033,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.43478259444236755,0.29345375299453735,1.8736768960952759,1.8736768960952759,4.309456825256348,2.5,0.7855780124664307,1.0
source,FFSP100 ckpt @ FFSP100,1.0,0.5,0.1304347813129425,0.7017958164215088,0.8131469488143921,0.8131469488143921,6.234126567840576,2.5,1.318259358406067,1.0
source,FFSP100 ckpt @ FFSP100,5.0,2.5,0.6086956262588501,0.258055180311203,2.1515300273895264,2.1515300273895264,3.534656524658203,2.5,0.49964189529418945,1.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.4782608449459076,2.3831498622894287,0.5441031455993652,0.5441031455993652,1.1376702785491943,1.1376702785491943,-1.13584566116333,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.52173912525177,2.198692560195923,0.5805589556694031,0.5805589556694031,1.112738013267517,1.112738013267517,-1.1678141355514526,0.0
source,FFSP100 ckpt @ FFSP100,3.0,1.5,0.30434784293174744,2.3348846435546875,0.4934862554073334,0.4934862554073334,1.6214547157287598,1.6214547157287598,-0.6246393918991089,0.0
source,FFSP100 ckpt @ FFSP100,4.0,2.0,0.5652173757553101,0.8462948799133301,1.0434954166412354,1.0434954166412354,1.846184253692627,1.846184253692627,-0.4373815357685089,0.0
