condition,condition_label,delta_cost,gap_mad,rank_span,margin_norm,raw_margin_rank,first_clamp,pre_final,final_weight,log_pre_over_upper,upper_clip
source,FFSP100 ckpt @ FFSP100,2.0,2.0,0.43478259444236755,0.22328244149684906,2.207524299621582,2.207524299621582,5.077306270599365,2.5,1.0221351385116577,1.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.08695651590824127,1.0187478065490723,0.6002874374389648,0.6002874374389648,6.903306007385254,2.5,1.4653593301773071,1.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.1304347813129425,2.071382522583008,0.4247560203075409,0.4247560203075409,3.256462812423706,2.5,0.381377637386322,1.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.17391303181648254,1.7345023155212402,0.5063742399215698,0.5063742399215698,2.911652088165283,2.5,0.21990986168384552,1.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.21739131212234497,1.8516818284988403,0.5167140960693359,0.5167140960693359,2.376884698867798,2.376884698867798,-0.07285619527101517,0.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.260869562625885,0.3133174180984497,1.5781327486038208,1.5781327486038208,6.049509048461914,2.5,1.2748899459838867,1.0
source,FFSP100 ckpt @ FFSP100,6.0,6.0,0.7826087474822998,2.6649680137634277,0.5444941520690918,0.5444941520690918,0.6957424879074097,0.6957424879074097,-1.845302700996399,0.0
source,FFSP100 ckpt @ FFSP100,2.0,2.0,0.4782608449459076,2.784745693206787,0.49556511640548706,0.49556511640548706,1.0361816883087158,1.0361816883087158,-1.27065110206604,0.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.30434781312942505,0.9868506193161011,0.8273386359214783,0.8273386359214783,2.7183985710144043,2.5,0.12082889676094055,1.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.3478260934352875,0.9519554376602173,0.8760787844657898,0.8760787844657898,2.518726348876953,2.5,0.010766257531940937,1.0
source,FFSP100 ckpt @ FFSP100,6.0,6.0,0.8260869979858398,0.9660753011703491,1.0047707557678223,1.0047707557678223,1.2163013219833374,1.2163013219833374,-1.039427399635315,0.0
source,FFSP100 ckpt @ FFSP100,5.0,5.0,0.6956521272659302,2.2057766914367676,0.6034799218177795,0.6034799218177795,0.8675024509429932,0.8675024509429932,-1.5269882678985596,0.0
source,FFSP100 ckpt @ FFSP100,4.0,4.0,0.52173912525177,0.4408172369003296,1.522612452507019,1.522612452507019,2.9183404445648193,2.5,0.22322016954421997,1.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.08695650100708008,1.0690059661865234,0.5831915140151978,0.5831915140151978,6.706704139709473,2.5,1.423675775527954,1.0
source,FFSP100 ckpt @ FFSP100,2.0,2.0,0.21739131212234497,3.5576581954956055,0.34921398758888245,0.34921398758888245,1.60638427734375,1.60638427734375,-0.6381111145019531,0.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.1304348111152649,2.0777668952941895,0.423972487449646,0.423972487449646,3.250455141067505,2.5,0.3787136971950531,1.0
source,FFSP100 ckpt @ FFSP100,1.0,1.0,0.17391306161880493,0.3788742423057556,1.2614758014678955,1.2614758014678955,7.253485202789307,2.5,1.5367462635040283,1.0
source,FFSP100 ckpt @ FFSP100,3.0,3.0,0.1304348111152649,0.5855808258056641,0.9064489006996155,0.9064489006996155,6.949440002441406,2.5,1.474968671798706,1.0
source,FFSP100 ckpt @ FFSP100,3.0,3.0,0.17391306161880493,1.2479541301727295,0.6169604659080505,0.6169604659080505,3.5475223064422607,2.5,0.5048837065696716,1.0
