epoch,step,train/loss,train/max_reward,train/reward,val/max_aug_reward,val/max_reward,val/reward
0,49,-3.408745050430298,-7.703474998474121,-9.01201057434082,,,
0,99,-2.4926671981811523,-6.852129936218262,-7.937392234802246,,,
0,149,-1.927799940109253,-6.627621650695801,-7.633386135101318,,,
0,199,-1.6803582906723022,-6.452976703643799,-7.385792255401611,,,
0,249,-1.5043389797210693,-6.493971824645996,-7.337691307067871,,,
0,299,-1.4631445407867432,-6.412680625915527,-7.274312496185303,,,
0,349,-1.4040993452072144,-6.396596908569336,-7.237187385559082,,,
0,399,-1.3878729343414307,-6.3214263916015625,-7.108154296875,,,
0,449,-1.1111849546432495,-6.302940845489502,-7.108274459838867,,,
0,499,-1.013355016708374,-6.316554546356201,-7.067812442779541,,,
0,549,-1.1535221338272095,-6.225981712341309,-7.020346641540527,,,
0,599,-1.02324378490448,-6.291423797607422,-7.020667552947998,,,
0,649,-0.8762073516845703,-6.210311412811279,-6.950265884399414,,,
0,699,-0.9657343626022339,-6.230473518371582,-6.981845378875732,,,
0,749,-0.9389575123786926,-6.207256317138672,-6.907549858093262,,,
0,799,-0.938817024230957,-6.204708576202393,-6.910339832305908,,,
0,849,-0.9005062580108643,-6.18754768371582,-6.892079830169678,,,
0,899,-0.7739757299423218,-6.120738983154297,-6.780491828918457,,,
0,949,-0.7990609407424927,-6.173317909240723,-6.864809513092041,,,
0,999,-0.8866167068481445,-6.131339073181152,-6.808495998382568,,,
0,1049,-0.8817521333694458,-6.077213287353516,-6.743732929229736,,,
0,1099,-1.0110423564910889,-6.126847267150879,-6.786746501922607,,,
0,1149,-0.7486599087715149,-6.086691856384277,-6.718647480010986,,,
0,1199,-0.9059382677078247,-6.08361291885376,-6.728474140167236,,,
0,1249,-0.923285961151123,-6.040776252746582,-6.6826019287109375,,,
0,1299,-0.8589924573898315,-6.102055549621582,-6.740909099578857,,,
0,1349,-0.780352771282196,-5.986547946929932,-6.611257076263428,,,
0,1399,-0.884405255317688,-6.045812606811523,-6.660210609436035,,,
0,1449,-0.7779505848884583,-6.037926197052002,-6.6738433837890625,,,
0,1499,-0.573442816734314,-6.040067672729492,-6.632856845855713,,,
0,1549,-0.5946571826934814,-6.028263568878174,-6.632226467132568,,,
0,1599,-0.6703941226005554,-6.077210903167725,-6.634831428527832,,,
0,1649,-0.6343621611595154,-5.957145690917969,-6.545731067657471,,,
0,1699,-0.7792983651161194,-6.013680458068848,-6.6078410148620605,,,
0,1749,-0.5694890022277832,-5.965507507324219,-6.536492347717285,,,
0,1799,-0.6412613391876221,-6.048656463623047,-6.603116989135742,,,
0,1849,-0.6765652298927307,-5.973841190338135,-6.555854320526123,,,
0,1899,-0.5942586064338684,-5.994524002075195,-6.543554306030273,,,
0,1949,-0.4894552528858185,-6.015629768371582,-6.559749603271484,,,
0,1999,-0.553564190864563,-5.959833145141602,-6.513412952423096,,,
0,2049,-0.4982324242591858,-6.027731895446777,-6.5575737953186035,,,
0,2099,-0.5085892081260681,-6.016767978668213,-6.542204856872559,,,
0,2149,-0.5633189082145691,-5.960402965545654,-6.504279613494873,,,
0,2199,-0.5054196119308472,-6.002841949462891,-6.52642822265625,,,
0,2249,-0.43297263979911804,-5.922041893005371,-6.432161331176758,,,
0,2299,-0.4070688784122467,-5.991510391235352,-6.48513126373291,,,
0,2349,-0.49335533380508423,-5.9484686851501465,-6.452142715454102,,,
0,2399,-0.5089941024780273,-5.9334001541137695,-6.463870525360107,,,
0,2449,-0.5179243087768555,-5.924693584442139,-6.45591402053833,,,
0,2499,-0.5039915442466736,-5.921716213226318,-6.453254222869873,,,
0,2499,,,,-5.790994644165039,-5.921607971191406,-6.352199554443359
1,2549,-0.5901594758033752,-5.897983551025391,-6.40401029586792,,,
1,2599,-0.4308661222457886,-5.929944038391113,-6.428555965423584,,,
1,2649,-0.44342267513275146,-6.021050930023193,-6.504644393920898,,,
1,2699,-0.43330076336860657,-5.897040367126465,-6.4073357582092285,,,
1,2749,-0.3710513114929199,-5.932214736938477,-6.423256874084473,,,
1,2799,-0.4225302040576935,-5.944094181060791,-6.433511257171631,,,
1,2849,-0.43420860171318054,-5.952125072479248,-6.446785926818848,,,
1,2899,-0.4608781039714813,-5.9166765213012695,-6.420332908630371,,,
1,2949,-0.34930419921875,-5.936241149902344,-6.406984806060791,,,
1,2999,-0.44555753469467163,-5.961111068725586,-6.442712783813477,,,
1,3049,-0.3774295747280121,-5.915804862976074,-6.411846160888672,,,
1,3099,-0.427256315946579,-5.903287410736084,-6.388101577758789,,,
1,3149,-0.40279310941696167,-5.955605983734131,-6.421890735626221,,,
1,3199,-0.2891803979873657,-5.94207763671875,-6.401686668395996,,,
1,3249,-0.5406786799430847,-5.935545444488525,-6.43212890625,,,
1,3299,-0.42423215508461,-5.951990604400635,-6.407455921173096,,,
1,3349,-0.36452919244766235,-5.905642509460449,-6.403312683105469,,,
1,3399,-0.3857406675815582,-5.922439098358154,-6.396173477172852,,,
1,3449,-0.35681214928627014,-5.841284275054932,-6.334029197692871,,,
1,3499,-0.31815293431282043,-5.932826995849609,-6.392453670501709,,,
1,3549,-0.43063944578170776,-5.9036054611206055,-6.374344348907471,,,
1,3599,-0.40281417965888977,-5.911182880401611,-6.388769626617432,,,
1,3649,-0.31079334020614624,-5.894160747528076,-6.379927635192871,,,
1,3699,-0.367879718542099,-5.9101057052612305,-6.391054630279541,,,
1,3749,-0.415630966424942,-5.919741153717041,-6.382634162902832,,,
1,3799,-0.33314886689186096,-5.8975067138671875,-6.377094745635986,,,
1,3849,-0.3105906844139099,-5.907859802246094,-6.387585163116455,,,
1,3899,-0.42263418436050415,-5.900259017944336,-6.37852668762207,,,
1,3949,-0.3093240559101105,-5.876084804534912,-6.345481872558594,,,
1,3999,-0.3116113543510437,-5.921897888183594,-6.370398044586182,,,
1,4049,-0.2562815845012665,-5.883854866027832,-6.330450534820557,,,
1,4099,-0.3639657497406006,-5.929641246795654,-6.369045734405518,,,
1,4149,-0.27060890197753906,-5.833526611328125,-6.290019512176514,,,
1,4199,-0.35217946767807007,-5.921257972717285,-6.362441062927246,,,
1,4249,-0.30324801802635193,-5.871274471282959,-6.319750785827637,,,
1,4299,-0.2717239558696747,-5.910188674926758,-6.350569725036621,,,
1,4349,-0.3236966133117676,-5.926584243774414,-6.378654479980469,,,
1,4399,-0.3095577657222748,-5.838471412658691,-6.290584564208984,,,
1,4449,-0.35435423254966736,-5.875959396362305,-6.328920364379883,,,
1,4499,-0.2607284188270569,-5.895014762878418,-6.321784019470215,,,
1,4549,-0.30133625864982605,-5.915738582611084,-6.356306552886963,,,
1,4599,-0.3576076924800873,-5.901155471801758,-6.346822261810303,,,
1,4649,-0.33603426814079285,-5.91696834564209,-6.365904808044434,,,
1,4699,-0.27441710233688354,-5.858930587768555,-6.301432132720947,,,
1,4749,-0.28940802812576294,-5.869702339172363,-6.305877685546875,,,
1,4799,-0.3955809772014618,-5.840305805206299,-6.2577667236328125,,,
1,4849,-0.3288268446922302,-5.863041877746582,-6.317712306976318,,,
1,4899,-0.2873621881008148,-5.833745002746582,-6.274882793426514,,,
1,4949,-0.30440473556518555,-5.91802453994751,-6.374856472015381,,,
1,4999,-0.293367862701416,-5.85606575012207,-6.283792495727539,,,
1,4999,,,,-5.752740859985352,-5.853386878967285,-6.239670753479004
2,5049,-0.25162410736083984,-5.819934844970703,-6.259012222290039,,,
2,5099,-0.3880709707736969,-5.853700637817383,-6.305695533752441,,,
2,5149,-0.2728816270828247,-5.840668678283691,-6.269071102142334,,,
2,5199,-0.324837863445282,-5.822052955627441,-6.28575325012207,,,
2,5249,-0.30797696113586426,-5.865322113037109,-6.2909393310546875,,,
2,5299,-0.34342873096466064,-5.841071128845215,-6.283203601837158,,,
2,5349,-0.3322434425354004,-5.875823020935059,-6.300330638885498,,,
2,5399,-0.262538880109787,-5.920483589172363,-6.357933044433594,,,
2,5449,-0.30787384510040283,-5.905546188354492,-6.335585594177246,,,
2,5499,-0.2801376283168793,-5.868685722351074,-6.3015360832214355,,,
2,5549,-0.2809542417526245,-5.84683895111084,-6.274000644683838,,,
2,5599,-0.36321592330932617,-5.853884220123291,-6.27562141418457,,,
2,5649,-0.3342559039592743,-5.825162410736084,-6.264576435089111,,,
2,5699,-0.22962573170661926,-5.867793083190918,-6.292375564575195,,,
2,5749,-0.32336390018463135,-5.870800018310547,-6.305472373962402,,,
2,5799,-0.23099154233932495,-5.860017776489258,-6.285123348236084,,,
2,5849,-0.27429598569869995,-5.901368618011475,-6.3197760581970215,,,
2,5899,-0.22892415523529053,-5.831358909606934,-6.287779331207275,,,
2,5949,-0.3066129684448242,-5.886552810668945,-6.314671516418457,,,
2,5999,-0.25392797589302063,-5.851550579071045,-6.258839130401611,,,
2,6049,-0.2675856053829193,-5.814905166625977,-6.217990398406982,,,
2,6099,-0.2703377604484558,-5.909604072570801,-6.33796501159668,,,
2,6149,-0.2400907427072525,-5.882673263549805,-6.310479164123535,,,
2,6199,-0.26268064975738525,-5.888541221618652,-6.291646480560303,,,
2,6249,-0.2653505802154541,-5.822598457336426,-6.243136882781982,,,
2,6299,-0.25310850143432617,-5.886837959289551,-6.319473743438721,,,
2,6349,-0.2616212069988251,-5.917388916015625,-6.308792591094971,,,
2,6399,-0.30307409167289734,-5.87175178527832,-6.323789119720459,,,
2,6449,-0.30785974860191345,-5.875974655151367,-6.297156810760498,,,
2,6499,-0.22318598628044128,-5.875539779663086,-6.287468910217285,,,
2,6549,-0.21964694559574127,-5.874758243560791,-6.296653747558594,,,
2,6599,-0.33210861682891846,-5.8222551345825195,-6.237833023071289,,,
2,6649,-0.3356850743293762,-5.866264343261719,-6.314539432525635,,,
2,6699,-0.24385502934455872,-5.820757865905762,-6.244585990905762,,,
2,6749,-0.2640901505947113,-5.862020015716553,-6.274710655212402,,,
2,6799,-0.2628479599952698,-5.866623878479004,-6.279999732971191,,,
2,6849,-0.27629873156547546,-5.92883825302124,-6.363726615905762,,,
2,6899,-0.2738794982433319,-5.7936601638793945,-6.2122015953063965,,,
2,6949,-0.29427894949913025,-5.826454162597656,-6.254037857055664,,,
2,6999,-0.26054075360298157,-5.80160665512085,-6.20670223236084,,,
2,7049,-0.30056142807006836,-5.823036193847656,-6.2448554039001465,,,
2,7099,-0.2634333074092865,-5.840943336486816,-6.254330158233643,,,
2,7149,-0.2842952013015747,-5.8817138671875,-6.285988807678223,,,
2,7199,-0.35331642627716064,-5.901874542236328,-6.299540996551514,,,
2,7249,-0.22089222073554993,-5.851555824279785,-6.242483615875244,,,
2,7299,-0.26432475447654724,-5.8794403076171875,-6.29764986038208,,,
2,7349,-0.3329222798347473,-5.859036445617676,-6.263813495635986,,,
2,7399,-0.3252851068973541,-5.804764747619629,-6.212202072143555,,,
2,7449,-0.2690034806728363,-5.845236778259277,-6.247925758361816,,,
2,7499,-0.2759096026420593,-5.822405815124512,-6.24232292175293,,,
2,7499,,,,-5.73775053024292,-5.832897186279297,-6.184340000152588
3,7549,-0.2842749059200287,-5.83690881729126,-6.251498222351074,,,
3,7599,-0.285554438829422,-5.861752986907959,-6.256816864013672,,,
3,7649,-0.24075059592723846,-5.860013008117676,-6.247287273406982,,,
3,7699,-0.31601518392562866,-5.859173774719238,-6.240681171417236,,,
3,7749,-0.2953142523765564,-5.885905742645264,-6.274203300476074,,,
3,7799,-0.3204537034034729,-5.801309585571289,-6.189056396484375,,,
3,7849,-0.3254314661026001,-5.835243225097656,-6.218192100524902,,,
3,7899,-0.317041277885437,-5.840638637542725,-6.229328632354736,,,
3,7949,-0.3089199662208557,-5.838198184967041,-6.241888523101807,,,
3,7999,-0.2691814601421356,-5.90049934387207,-6.275232791900635,,,
3,8049,-0.3183380961418152,-5.872372150421143,-6.263243198394775,,,
3,8099,-0.34652990102767944,-5.856151580810547,-6.250266075134277,,,
3,8149,-0.2441784292459488,-5.840933799743652,-6.218788146972656,,,
3,8199,-0.28123313188552856,-5.759994029998779,-6.157144546508789,,,
3,8249,-0.2665272355079651,-5.832732677459717,-6.191498756408691,,,
3,8299,-0.26753315329551697,-5.886411666870117,-6.2600297927856445,,,
3,8349,-0.29719024896621704,-5.859061241149902,-6.251042366027832,,,
3,8399,-0.2665536403656006,-5.819637298583984,-6.202796459197998,,,
3,8449,-0.27523165941238403,-5.787029266357422,-6.159739017486572,,,
3,8499,-0.2735598385334015,-5.8436479568481445,-6.218721389770508,,,
3,8549,-0.2959739863872528,-5.865697860717773,-6.258680820465088,,,
3,8599,-0.2692165970802307,-5.860036849975586,-6.236544132232666,,,
3,8649,-0.25380057096481323,-5.873063087463379,-6.244838714599609,,,
3,8699,-0.23181132972240448,-5.8226776123046875,-6.201210975646973,,,
3,8749,-0.19206851720809937,-5.858353614807129,-6.234137058258057,,,
3,8799,-0.26475515961647034,-5.7786455154418945,-6.1478729248046875,,,
3,8849,-0.27462056279182434,-5.864058494567871,-6.232248306274414,,,
3,8899,-0.23590964078903198,-5.828125,-6.194480895996094,,,
3,8949,-0.22569392621517181,-5.849218368530273,-6.217864990234375,,,
3,8999,-0.2926733195781708,-5.856759071350098,-6.243986129760742,,,
3,9049,-0.24674998223781586,-5.786440372467041,-6.151270389556885,,,
3,9099,-0.2174072414636612,-5.863812446594238,-6.213268756866455,,,
3,9149,-0.254683256149292,-5.791146278381348,-6.165244102478027,,,
3,9199,-0.2890028953552246,-5.873506546020508,-6.230868816375732,,,
3,9249,-0.26383084058761597,-5.8245768547058105,-6.189290523529053,,,
3,9299,-0.29030153155326843,-5.838133811950684,-6.213540077209473,,,
3,9349,-0.26139312982559204,-5.910455703735352,-6.264773845672607,,,
3,9399,-0.2375572770833969,-5.824415683746338,-6.1822991371154785,,,
3,9449,-0.2827846109867096,-5.831036567687988,-6.20653772354126,,,
3,9499,-0.231318399310112,-5.863320827484131,-6.233419895172119,,,
3,9549,-0.21833793818950653,-5.853717803955078,-6.237548828125,,,
3,9599,-0.19692771136760712,-5.821505546569824,-6.165925979614258,,,
3,9649,-0.24019569158554077,-5.847694396972656,-6.208208084106445,,,
3,9699,-0.25950896739959717,-5.821194171905518,-6.166219234466553,,,
3,9749,-0.26465627551078796,-5.846918106079102,-6.200397968292236,,,
3,9799,-0.23721392452716827,-5.789637565612793,-6.153501033782959,,,
3,9849,-0.29875829815864563,-5.827672004699707,-6.207316875457764,,,
3,9899,-0.3064948320388794,-5.789534568786621,-6.1620097160339355,,,
3,9949,-0.24841560423374176,-5.806343078613281,-6.1586809158325195,,,
3,9999,-0.25522053241729736,-5.867922782897949,-6.237958908081055,,,
3,9999,,,,-5.73315954208374,-5.819108009338379,-6.125319480895996
4,10049,-0.19850002229213715,-5.892712593078613,-6.253352642059326,,,
4,10099,-0.2977551519870758,-5.816763877868652,-6.164390563964844,,,
4,10149,-0.2582962214946747,-5.807023048400879,-6.175148010253906,,,
4,10199,-0.24100808799266815,-5.80817985534668,-6.164682865142822,,,
4,10249,-0.27211233973503113,-5.806404113769531,-6.15789794921875,,,
4,10299,-0.26478222012519836,-5.782474517822266,-6.1267523765563965,,,
4,10349,-0.26360565423965454,-5.834628105163574,-6.178591251373291,,,
4,10399,-0.2659502923488617,-5.835472583770752,-6.198163986206055,,,
4,10449,-0.22029975056648254,-5.882037162780762,-6.2284088134765625,,,
4,10499,-0.2392604947090149,-5.842739582061768,-6.20120906829834,,,
4,10549,-0.21738560497760773,-5.855605602264404,-6.206652641296387,,,
4,10599,-0.2145652025938034,-5.89774227142334,-6.24431037902832,,,
4,10649,-0.25609859824180603,-5.7845611572265625,-6.134223461151123,,,
4,10699,-0.2620967924594879,-5.76933479309082,-6.132998466491699,,,
4,10749,-0.27636003494262695,-5.791584491729736,-6.134274959564209,,,
4,10799,-0.2898164391517639,-5.821124076843262,-6.173011779785156,,,
4,10849,-0.18661896884441376,-5.852804183959961,-6.185510158538818,,,
4,10899,-0.2295653074979782,-5.844890594482422,-6.196722984313965,,,
4,10949,-0.27790820598602295,-5.846936225891113,-6.184987545013428,,,
4,10999,-0.24728797376155853,-5.838815689086914,-6.200003147125244,,,
4,11049,-0.36875060200691223,-5.78959846496582,-6.145705223083496,,,
4,11099,-0.24855689704418182,-5.820324897766113,-6.15948486328125,,,
4,11149,-0.2819697856903076,-5.820352554321289,-6.182118892669678,,,
