length,steps,bank,candidate,probe,geometry,initial_cosine,max_sum_error,max_step_error,minimum_probability,stationary_fraction,endpoint_fr_distance
0.2,30,scratch,49,3,p_euclidean,1.0,9.094947017729282e-13,1.571971719460663e-13,0.005974063966573193,0.0,0.19996103652245906
0.2,30,scratch,49,3,fisher,1.0,4.440892098500626e-15,1.0925635396397126e-13,0.0065494659054144986,0.0,0.19975078647958314
0.2,30,scratch,49,4,p_euclidean,0.9999999999999999,6.821210263296962e-13,1.571971719460663e-13,0.005790025544372167,0.0,0.1999624018256552
0.2,30,scratch,49,4,fisher,0.9999999999999999,6.217248937900877e-15,1.0925635396397126e-13,0.006386504950616413,0.0,0.19977426067608298
0.2,30,scratch,49,5,p_euclidean,1.0000000000000002,7.958078640513122e-13,1.0925635396397126e-13,0.005642160894109614,0.0,0.19995951999536188
0.2,30,scratch,49,5,fisher,1.0000000000000002,4.884981308350689e-15,1.571971719460663e-13,0.006269988519145853,0.0,0.19974833794911073
0.2,30,scratch,49,6,p_euclidean,0.9999999999999999,5.115907697472721e-13,1.571971719460663e-13,0.006795050477912852,0.0,0.19995000424757423
0.2,30,scratch,49,6,fisher,0.9999999999999999,6.217248937900877e-15,1.0925635396397126e-13,0.007127642495377468,0.0,0.19973335903576256
0.2,30,scratch,49,7,p_euclidean,0.9999999999999999,9.094947017729282e-13,1.571971719460663e-13,0.0054487693753339055,0.0,0.1999383916050144
0.2,30,scratch,49,7,fisher,0.9999999999999999,8.881784197001252e-15,1.571971719460663e-13,0.006170143374085773,0.0,0.19973668042705406
0.2,30,scratch,49,8,p_euclidean,1.0,1.1084466677857563e-12,9.058379046855691e-14,0.00638746462224725,0.0,0.19995855942365112
0.2,30,scratch,49,8,fisher,1.0,5.329070518200751e-15,1.571971719460663e-13,0.006785672445540294,0.0,0.19974986595993455
0.2,30,scratch,49,9,p_euclidean,1.0,7.958078640513122e-13,1.0925635396397126e-13,0.005907393184451215,0.0,0.1999630362529853
0.2,30,scratch,49,9,fisher,1.0,5.329070518200751e-15,1.0925635396397126e-13,0.006480509992478842,0.0,0.19974780346055293
0.2,30,scratch,49,10,p_euclidean,1.0,1.0231815394945443e-12,1.571971719460663e-13,0.005967499025829709,0.0,0.19995338075664382
0.2,30,scratch,49,10,fisher,1.0,7.105427357601002e-15,1.571971719460663e-13,0.006485235950551345,0.0,0.19973881932258494
0.2,30,scratch,49,11,p_euclidean,0.9999999999999998,7.958078640513122e-13,1.571971719460663e-13,0.006398491562008305,0.0,0.19996695215043386
0.2,30,scratch,49,11,fisher,0.9999999999999998,5.329070518200751e-15,1.571971719460663e-13,0.006784418549520157,0.0,0.19976544887268835
0.2,30,scratch,49,12,p_euclidean,1.0,1.1368683772161603e-12,1.571971719460663e-13,0.0060331520912053575,0.0,0.19996919587456263
0.2,30,scratch,49,12,fisher,1.0,7.105427357601002e-15,1.0925635396397126e-13,0.006517310785343336,0.0,0.19975192496142394
0.2,30,scratch,49,13,p_euclidean,1.0,5.684341886080801e-13,1.571971719460663e-13,0.0060520693398886,0.0,0.19996053996680532
0.2,30,scratch,49,13,fisher,1.0,4.884981308350689e-15,1.571971719460663e-13,0.006559177659514085,0.0,0.19976732028286784
0.2,30,scratch,49,14,p_euclidean,1.0,6.821210263296962e-13,1.0925635396397126e-13,0.006554527908252573,0.0,0.19997025717264796
0.2,30,scratch,49,14,fisher,1.0,4.440892098500626e-15,1.571971719460663e-13,0.006941987418837776,0.0,0.19974293200757212
0.2,30,scratch,49,15,p_euclidean,0.9999999999999998,5.684341886080801e-13,9.058379046855691e-14,0.006122167010802791,0.0,0.19995673863163313
0.2,30,scratch,49,15,fisher,0.9999999999999998,7.105427357601002e-15,1.0925635396397126e-13,0.006601600683371973,0.0,0.1997586622955992
0.2,30,scratch,50,0,p_euclidean,1.0,1.6653345369377348e-16,1.571971719460663e-13,0.006393218920794149,0.0,0.1999714774925073
0.2,30,scratch,50,0,fisher,1.0,8.673617379884035e-19,1.571971719460663e-13,0.006839240903218523,0.0,0.19975772578973394
0.2,30,scratch,50,1,p_euclidean,1.0000000000000002,1.8041124150158794e-16,1.571971719460663e-13,0.006432088275529598,0.0,0.19997591443511556
0.2,30,scratch,50,1,fisher,1.0000000000000002,1.0842021724855044e-18,1.0925635396397126e-13,0.006833034644329059,0.0,0.19976605743679549
0.2,30,scratch,50,2,p_euclidean,1.0000000000000002,2.0816681711721685e-16,1.571971719460663e-13,0.005862345941103639,0.0,0.19995016070487193
0.2,30,scratch,50,2,fisher,1.0000000000000002,1.0842021724855044e-18,1.571971719460663e-13,0.006457509753553659,0.0,0.19972055468644248
0.2,30,scratch,50,3,p_euclidean,1.0,1.5265566588595902e-16,1.0925635396397126e-13,0.005974063966573193,0.0,0.1999610365224635
0.2,30,scratch,50,3,fisher,1.0,1.0842021724855044e-18,1.0925635396397126e-13,0.0065494659054145,0.0,0.19975078647958314
0.2,30,scratch,50,4,p_euclidean,0.9999999999999999,2.220446049250313e-16,1.571971719460663e-13,0.005790025544372164,0.0,0.1999624018256552
0.2,30,scratch,50,4,fisher,0.9999999999999999,1.4094628242311558e-18,1.571971719460663e-13,0.006386504950616411,0.0,0.19977426067608742
0.2,30,scratch,50,5,p_euclidean,1.0,1.3877787807814457e-16,1.0925635396397126e-13,0.005642160894109615,0.0,0.19995951999536188
0.2,30,scratch,50,5,fisher,1.0,1.1926223897340549e-18,1.571971719460663e-13,0.006269988519145852,0.0,0.19974833794911073
0.2,30,scratch,50,6,p_euclidean,1.0,1.5265566588595902e-16,1.571971719460663e-13,0.006795050477912852,0.0,0.19995000424757423
0.2,30,scratch,50,6,fisher,1.0,9.75781955236954e-19,1.571971719460663e-13,0.007127642495377468,0.0,0.19973335903576478
0.2,30,scratch,50,7,p_euclidean,1.0,2.498001805406602e-16,1.571971719460663e-13,0.005448769375333904,0.0,0.19993839160501217
0.2,30,scratch,50,7,fisher,1.0,1.0842021724855044e-18,1.571971719460663e-13,0.006170143374085773,0.0,0.19973668042705406
0.2,30,scratch,50,8,p_euclidean,1.0,1.3877787807814457e-16,1.571971719460663e-13,0.006387464622247252,0.0,0.1999585594236489
0.2,30,scratch,50,8,fisher,1.0,1.1926223897340549e-18,1.0925635396397126e-13,0.006785672445540295,0.0,0.19974986595993455
0.2,30,scratch,50,9,p_euclidean,1.0000000000000002,1.6653345369377348e-16,1.571971719460663e-13,0.005907393184451219,0.0,0.1999630362529853
0.2,30,scratch,50,9,fisher,1.0000000000000002,1.0842021724855044e-18,1.571971719460663e-13,0.006480509992478837,0.0,0.1997478034605507
0.2,30,scratch,50,10,p_euclidean,1.0,2.220446049250313e-16,1.0925635396397126e-13,0.005967499025829705,0.0,0.19995338075664604
0.2,30,scratch,50,10,fisher,1.0,1.3010426069826053e-18,1.571971719460663e-13,0.006485235950551345,0.0,0.19973881932258272
0.2,30,scratch,50,11,p_euclidean,1.0,1.942890293094024e-16,1.571971719460663e-13,0.006398491562008304,0.0,0.19996695215043386
0.2,30,scratch,50,11,fisher,1.0,1.0842021724855044e-18,1.571971719460663e-13,0.006784418549520152,0.0,0.19976544887268835
0.2,30,scratch,50,12,p_euclidean,1.0,1.5265566588595902e-16,1.571971719460663e-13,0.006033152091205357,0.0,0.19996919587456263
0.2,30,scratch,50,12,fisher,1.0,1.3010426069826053e-18,1.0925635396397126e-13,0.006517310785343336,0.0,0.19975192496142172
0.2,30,scratch,50,13,p_euclidean,1.0,1.249000902703301e-16,1.0925635396397126e-13,0.0060520693398885975,0.0,0.19996053996680085
0.2,30,scratch,50,13,fisher,1.0,1.1384122811097797e-18,1.571971719460663e-13,0.006559177659514089,0.0,0.19976732028286784
0.2,30,scratch,50,14,p_euclidean,1.0,1.5265566588595902e-16,1.571971719460663e-13,0.006554527908252576,0.0,0.19997025717264796
0.2,30,scratch,50,14,fisher,1.0,1.1926223897340549e-18,1.571971719460663e-13,0.006941987418837776,0.0,0.19974293200757212
0.2,30,scratch,50,15,p_euclidean,1.0000000000000002,1.942890293094024e-16,1.0925635396397126e-13,0.006122167010802791,0.0,0.19995673863162866
0.2,30,scratch,50,15,fisher,1.0000000000000002,1.0299920638612292e-18,1.0925635396397126e-13,0.006601600683371974,0.0,0.1997586622955992
0.2,30,scratch,51,0,p_euclidean,1.0,1.6653345369377348e-16,1.571971719460663e-13,0.006393218920794149,0.0,0.1999714774925073
0.2,30,scratch,51,0,fisher,1.0,8.673617379884035e-19,1.571971719460663e-13,0.006839240903218523,0.0,0.19975772578973394
0.2,30,scratch,51,1,p_euclidean,1.0000000000000002,1.8041124150158794e-16,1.571971719460663e-13,0.006432088275529598,0.0,0.19997591443511556
0.2,30,scratch,51,1,fisher,1.0000000000000002,1.0842021724855044e-18,1.0925635396397126e-13,0.006833034644329059,0.0,0.19976605743679549
0.2,30,scratch,51,2,p_euclidean,1.0000000000000002,2.0816681711721685e-16,1.571971719460663e-13,0.005862345941103639,0.0,0.19995016070487193
0.2,30,scratch,51,2,fisher,1.0000000000000002,1.0842021724855044e-18,1.571971719460663e-13,0.006457509753553659,0.0,0.19972055468644248
0.2,30,scratch,51,3,p_euclidean,1.0,1.5265566588595902e-16,1.0925635396397126e-13,0.005974063966573193,0.0,0.1999610365224635
0.2,30,scratch,51,3,fisher,1.0,1.0842021724855044e-18,1.0925635396397126e-13,0.0065494659054145,0.0,0.19975078647958314
0.2,30,scratch,51,4,p_euclidean,0.9999999999999999,2.220446049250313e-16,1.571971719460663e-13,0.005790025544372164,0.0,0.1999624018256552
0.2,30,scratch,51,4,fisher,0.9999999999999999,1.4094628242311558e-18,1.571971719460663e-13,0.006386504950616411,0.0,0.19977426067608742
0.2,30,scratch,51,5,p_euclidean,1.0,1.3877787807814457e-16,1.0925635396397126e-13,0.005642160894109615,0.0,0.19995951999536188
0.2,30,scratch,51,5,fisher,1.0,1.1926223897340549e-18,1.571971719460663e-13,0.006269988519145852,0.0,0.19974833794911073
0.2,30,scratch,51,6,p_euclidean,1.0,1.5265566588595902e-16,1.571971719460663e-13,0.006795050477912852,0.0,0.19995000424757423
0.2,30,scratch,51,6,fisher,1.0,9.75781955236954e-19,1.571971719460663e-13,0.007127642495377468,0.0,0.19973335903576478
0.2,30,scratch,51,7,p_euclidean,1.0,2.498001805406602e-16,1.571971719460663e-13,0.005448769375333904,0.0,0.19993839160501217
0.2,30,scratch,51,7,fisher,1.0,1.0842021724855044e-18,1.571971719460663e-13,0.006170143374085773,0.0,0.19973668042705406
0.2,30,scratch,51,8,p_euclidean,1.0,1.3877787807814457e-16,1.571971719460663e-13,0.006387464622247252,0.0,0.1999585594236489
0.2,30,scratch,51,8,fisher,1.0,1.1926223897340549e-18,1.0925635396397126e-13,0.006785672445540295,0.0,0.19974986595993455
0.2,30,scratch,51,9,p_euclidean,1.0000000000000002,1.6653345369377348e-16,1.571971719460663e-13,0.005907393184451219,0.0,0.1999630362529853
0.2,30,scratch,51,9,fisher,1.0000000000000002,1.0842021724855044e-18,1.571971719460663e-13,0.006480509992478837,0.0,0.1997478034605507
0.2,30,scratch,51,10,p_euclidean,1.0,2.220446049250313e-16,1.0925635396397126e-13,0.005967499025829705,0.0,0.19995338075664604
0.2,30,scratch,51,10,fisher,1.0,1.3010426069826053e-18,1.571971719460663e-13,0.006485235950551345,0.0,0.19973881932258272
0.2,30,scratch,51,11,p_euclidean,1.0,1.942890293094024e-16,1.571971719460663e-13,0.006398491562008304,0.0,0.19996695215043386
0.2,30,scratch,51,11,fisher,1.0,1.0842021724855044e-18,1.571971719460663e-13,0.006784418549520152,0.0,0.19976544887268835
0.2,30,scratch,51,12,p_euclidean,1.0,1.5265566588595902e-16,1.571971719460663e-13,0.006033152091205357,0.0,0.19996919587456263
0.2,30,scratch,51,12,fisher,1.0,1.3010426069826053e-18,1.0925635396397126e-13,0.006517310785343336,0.0,0.19975192496142172
0.2,30,scratch,51,13,p_euclidean,1.0,1.249000902703301e-16,1.0925635396397126e-13,0.0060520693398885975,0.0,0.19996053996680085
0.2,30,scratch,51,13,fisher,1.0,1.1384122811097797e-18,1.571971719460663e-13,0.006559177659514089,0.0,0.19976732028286784
0.2,30,scratch,51,14,p_euclidean,1.0,1.5265566588595902e-16,1.571971719460663e-13,0.006554527908252576,0.0,0.19997025717264796
0.2,30,scratch,51,14,fisher,1.0,1.1926223897340549e-18,1.571971719460663e-13,0.006941987418837776,0.0,0.19974293200757212
0.2,30,scratch,51,15,p_euclidean,1.0000000000000002,1.942890293094024e-16,1.0925635396397126e-13,0.006122167010802791,0.0,0.19995673863162866
0.2,30,scratch,51,15,fisher,1.0000000000000002,1.0299920638612292e-18,1.0925635396397126e-13,0.006601600683371974,0.0,0.1997586622955992
0.2,30,scratch,52,0,p_euclidean,1.0,2.498001805406602e-16,1.0925635396397126e-13,0.006009762570948945,0.0,0.19950859682552424
0.2,30,scratch,52,0,fisher,1.0,1.0842021724855044e-18,1.0925635396397126e-13,0.006512554304468573,0.0,0.19997457502282037
0.2,30,scratch,52,1,p_euclidean,1.0,1.3877787807814457e-16,1.571971719460663e-13,0.006250432166044202,0.0,0.1995442078397022
0.2,30,scratch,52,1,fisher,1.0,1.0842021724855044e-18,1.571971719460663e-13,0.006681561189181482,0.0,0.19996897649874953
0.2,30,scratch,52,2,p_euclidean,1.0,1.942890293094024e-16,1.571971719460663e-13,0.005974148222750184,0.0,0.1994251812847611
0.2,30,scratch,52,2,fisher,1.0,8.673617379884035e-19,1.0925635396397126e-13,0.006420551544942398,0.0,0.19996182415917493
0.2,30,scratch,52,3,p_euclidean,0.9999999999999999,1.5265566588595902e-16,1.571971719460663e-13,0.006331175663309528,0.0,0.1995319111318492
0.2,30,scratch,52,3,fisher,0.9999999999999999,1.0842021724855044e-18,1.571971719460663e-13,0.00670787335913778,0.0,0.1999664065907542
0.2,30,scratch,52,4,p_euclidean,1.0,1.6653345369377348e-16,1.0925635396397126e-13,0.00583626599525275,0.0,0.19924758778137977
0.2,30,scratch,52,4,fisher,1.0,6.505213034913027e-19,1.0925635396397126e-13,0.006375477351799362,0.0,0.1999516910094711
0.2,30,scratch,52,5,p_euclidean,1.0,1.1102230246251565e-16,1.571971719460663e-13,0.006595848325984695,0.0,0.1995505773323814
0.2,30,scratch,52,5,fisher,1.0,1.0842021724855044e-18,1.571971719460663e-13,0.006906110193642083,0.0,0.19996414934965442
0.2,30,scratch,52,6,p_euclidean,0.9999999999999999,1.3877787807814457e-16,1.571971719460663e-13,0.006308023527627606,0.0,0.1995132433235582
0.2,30,scratch,52,6,fisher,0.9999999999999999,6.505213034913027e-19,1.0925635396397126e-13,0.0067155665957103405,0.0,0.19995082514713114
0.2,30,scratch,52,7,p_euclidean,0.9999999999999999,1.6653345369377348e-16,9.058379046855691e-14,0.006339209223118766,0.0,0.1993968284298295
0.2,30,scratch,52,7,fisher,0.9999999999999999,1.0842021724855044e-18,1.0925635396397126e-13,0.0067238591772773425,0.0,0.19994784011946912
0.2,30,scratch,52,8,p_euclidean,1.0,1.8735013540549517e-16,1.571971719460663e-13,0.005875297748573494,0.0,0.19953760816672128
0.2,30,scratch,52,8,fisher,1.0,1.0842021724855044e-18,1.571971719460663e-13,0.006402800375645579,0.0,0.1999640435932541
0.2,30,scratch,52,9,p_euclidean,1.0,1.3877787807814457e-16,1.571971719460663e-13,0.006213285968750133,0.0,0.19958699830690899
0.2,30,scratch,52,9,fisher,1.0,1.3010426069826053e-18,1.7586973544148066e-13,0.006623753519152812,0.0,0.19997381538645576
0.2,30,scratch,52,10,p_euclidean,1.0,1.3877787807814457e-16,1.0925635396397126e-13,0.006408557750833897,0.0,0.1993044017796334
0.2,30,scratch,52,10,fisher,1.0,1.0842021724855044e-18,2.4248311691899005e-13,0.006785135403117133,0.0,0.19989046605121616
0.2,30,scratch,52,11,p_euclidean,0.9999999999999999,1.6653345369377348e-16,1.571971719460663e-13,0.006308269045751822,0.0,0.1994847766037739
0.2,30,scratch,52,11,fisher,0.9999999999999999,9.215718466126788e-19,1.571971719460663e-13,0.006686677446147647,0.0,0.19995223402021997
0.2,30,scratch,52,12,p_euclidean,0.9999999999999999,1.8041124150158794e-16,1.571971719460663e-13,0.006204962699611862,0.0,0.19963713629912103
0.2,30,scratch,52,12,fisher,0.9999999999999999,1.3010426069826053e-18,1.571971719460663e-13,0.006633412151840701,0.0,0.19997278410368866
0.2,30,scratch,52,13,p_euclidean,1.0,1.6653345369377348e-16,1.571971719460663e-13,0.006182023100711214,0.0,0.19945629469900195
0.2,30,scratch,52,13,fisher,1.0,1.3010426069826053e-18,1.0925635396397126e-13,0.00657358966836567,0.0,0.19996909372564337
0.2,30,scratch,52,14,p_euclidean,1.0000000000000002,1.942890293094024e-16,1.571971719460663e-13,0.006027452132162692,0.0,0.199495195702881
0.2,30,scratch,52,14,fisher,1.0000000000000002,1.3552527156068805e-18,1.0925635396397126e-13,0.006491703122557005,0.0,0.19995695976937894
0.2,30,scratch,52,15,p_euclidean,0.9999999999999999,1.5265566588595902e-16,1.571971719460663e-13,0.006195054959568616,0.0,0.19952330096750207
0.2,30,scratch,52,15,fisher,0.9999999999999999,9.75781955236954e-19,1.0925635396397126e-13,0.0065683499381730326,0.0,0.19995445547848587
0.2,30,scratch,53,0,p_euclidean,1.0,2.498001805406602e-16,1.571971719460663e-13,0.00620968064128671,0.0,0.1999459194815743
0.2,30,scratch,53,0,fisher,1.0,1.951563910473908e-18,1.571971719460663e-13,0.006750911326406218,0.0,0.1995633262152042
0.2,30,scratch,53,1,p_euclidean,1.0,1.942890293094024e-16,9.058379046855691e-14,0.005958433195239102,0.0,0.19989550494648797
0.2,30,scratch,53,1,fisher,1.0,1.951563910473908e-18,1.571971719460663e-13,0.006571073243901617,0.0,0.19956798292218722
0.2,30,scratch,53,2,p_euclidean,1.0,2.636779683484747e-16,1.571971719460663e-13,0.005292138976001449,0.0,0.19990966303552207
0.2,30,scratch,53,2,fisher,1.0,1.8431436932253575e-18,1.571971719460663e-13,0.006062906988770949,0.0,0.19945032777147098
0.2,30,scratch,53,3,p_euclidean,1.0,2.220446049250313e-16,1.0925635396397126e-13,0.006084574137769512,0.0,0.1999090426018982
0.2,30,scratch,53,3,fisher,1.0,1.734723475976807e-18,1.0925635396397126e-13,0.00663739012635295,0.0,0.19959084528148038
0.2,30,scratch,53,4,p_euclidean,1.0,2.220446049250313e-16,1.0925635396397126e-13,0.006099115589727678,0.0,0.19989812954077862
0.2,30,scratch,53,4,fisher,1.0,1.5178830414797062e-18,1.0925635396397126e-13,0.00661285747147748,0.0,0.19952895618609703
0.2,30,scratch,53,5,p_euclidean,1.0000000000000002,2.498001805406602e-16,1.571971719460663e-13,0.005827410186746114,0.0,0.19990539805555846
0.2,30,scratch,53,5,fisher,1.0000000000000002,1.951563910473908e-18,1.571971719460663e-13,0.006433524857262767,0.0,0.19961602847544216
0.2,30,scratch,53,6,p_euclidean,1.0,1.6653345369377348e-16,1.571971719460663e-13,0.006187434965718536,0.0,0.1998681929566778
0.2,30,scratch,53,6,fisher,1.0,1.3010426069826053e-18,1.571971719460663e-13,0.0067022549021237094,0.0,0.19934347897427382
0.2,30,scratch,53,7,p_euclidean,1.0,1.942890293094024e-16,1.571971719460663e-13,0.005427970384569252,0.0,0.19989317172344448
0.2,30,scratch,53,7,fisher,1.0,1.3010426069826053e-18,1.571971719460663e-13,0.006175904673872591,0.0,0.1993995967819954
0.2,30,scratch,53,8,p_euclidean,1.0,1.942890293094024e-16,1.571971719460663e-13,0.0062013441296002135,0.0,0.199924689727553
0.2,30,scratch,53,8,fisher,1.0,1.951563910473908e-18,1.571971719460663e-13,0.006663604150204155,0.0,0.1996098826692642
0.2,30,scratch,53,9,p_euclidean,0.9999999999999999,1.5265566588595902e-16,1.571971719460663e-13,0.005480078829305616,0.0,0.1999215812483355
0.2,30,scratch,53,9,fisher,0.9999999999999999,1.3010426069826053e-18,1.571971719460663e-13,0.006211775733900086,0.0,0.19946610251907537
0.2,30,scratch,53,10,p_euclidean,1.0,2.7755575615628914e-16,9.058379046855691e-14,0.005388865480149252,0.0,0.19989614255014415
0.2,30,scratch,53,10,fisher,1.0,1.734723475976807e-18,1.571971719460663e-13,0.006114090641027272,0.0,0.19952839723644875
0.2,30,scratch,53,11,p_euclidean,0.9999999999999999,2.220446049250313e-16,1.0925635396397126e-13,0.005801016419675754,0.0,0.199893367839858
0.2,30,scratch,53,11,fisher,0.9999999999999999,2.168404344971009e-18,1.571971719460663e-13,0.00636698846790843,0.0,0.1995835631003989
0.2,30,scratch,53,12,p_euclidean,1.0,1.6653345369377348e-16,1.0925635396397126e-13,0.005896669946349809,0.0,0.19993131031981407
0.2,30,scratch,53,12,fisher,1.0,1.463672932855431e-18,2.2381142078531369e-13,0.006450423950605343,0.0,0.19960443810869866
0.2,30,scratch,53,13,p_euclidean,1.0,3.885780586188048e-16,1.571971719460663e-13,0.006023169623303584,0.0,0.19992250715096813
0.2,30,scratch,53,13,fisher,1.0,1.734723475976807e-18,1.0925635396397126e-13,0.006551852702646745,0.0,0.1995393408379983
0.2,30,scratch,53,14,p_euclidean,1.0,1.8041124150158794e-16,1.571971719460663e-13,0.006462570329044527,0.0,0.1999225520574637
0.2,30,scratch,53,14,fisher,1.0,1.6263032587282567e-18,1.571971719460663e-13,0.006907312455140578,0.0,0.19962491381256733
0.2,30,scratch,53,15,p_euclidean,0.9999999999999999,2.220446049250313e-16,9.058379046855691e-14,0.005708997223047514,0.0,0.19989067526614168
0.2,30,scratch,53,15,fisher,0.9999999999999999,1.734723475976807e-18,1.571971719460663e-13,0.006350354360251265,0.0,0.1994570247852781
0.2,30,scratch,54,0,p_euclidean,0.9999999999999999,5.551115123125783e-17,1.571971719460663e-13,0.005729248846825853,0.0,0.1997318165428895
0.2,30,scratch,54,0,fisher,0.9999999999999999,5.421010862427522e-19,1.0925635396397126e-13,0.00633777481989115,0.0,0.19992287960182706
0.2,30,scratch,54,1,p_euclidean,1.0,9.71445146547012e-17,1.571971719460663e-13,0.0062343747684981115,0.0,0.19975368526553225
0.2,30,scratch,54,1,fisher,1.0,6.2341624917916505e-19,9.058379046855691e-14,0.006688676747538025,0.0,0.19991414191502574
0.2,30,scratch,54,2,p_euclidean,1.0000000000000002,1.1102230246251565e-16,1.0925635396397126e-13,0.006354187130950505,0.0,0.19978439526146616
0.2,30,scratch,54,2,fisher,1.0000000000000002,6.505213034913027e-19,1.0925635396397126e-13,0.006717256177660057,0.0,0.1999158929357444
0.2,30,scratch,54,3,p_euclidean,1.0,9.020562075079397e-17,1.0925635396397126e-13,0.0067438894085608036,0.0,0.19978033830537514
0.2,30,scratch,54,3,fisher,1.0,4.87890977618477e-19,1.571971719460663e-13,0.00704859843242264,0.0,0.19992170629013012
0.2,30,scratch,54,4,p_euclidean,1.0,6.245004513516506e-17,1.571971719460663e-13,0.006345448599395836,0.0,0.19956926208403808
0.2,30,scratch,54,4,fisher,1.0,4.87890977618477e-19,1.571971719460663e-13,0.0067879957905455065,0.0,0.1998677597227151
0.2,30,scratch,54,5,p_euclidean,1.0,9.71445146547012e-17,1.571971719460663e-13,0.006440333036501088,0.0,0.1997902736037803
0.2,30,scratch,54,5,fisher,1.0,5.421010862427522e-19,1.571971719460663e-13,0.006840137087980196,0.0,0.19992859901023188
0.2,30,scratch,54,6,p_euclidean,1.0,5.551115123125783e-17,1.571971719460663e-13,0.0063694744160757225,0.0,0.1997330691960037
0.2,30,scratch,54,6,fisher,1.0,6.505213034913027e-19,1.571971719460663e-13,0.006779698237377077,0.0,0.19990184610141845
0.2,30,scratch,54,7,p_euclidean,0.9999999999999999,6.938893903907228e-17,1.571971719460663e-13,0.006313910143853621,0.0,0.19971727622497554
0.2,30,scratch,54,7,fisher,0.9999999999999999,6.505213034913027e-19,1.0925635396397126e-13,0.006752190849736369,0.0,0.19992151485457244
0.2,30,scratch,54,8,p_euclidean,1.0,7.632783294297951e-17,1.0925635396397126e-13,0.006376193853995941,0.0,0.19976454142417374
0.2,30,scratch,54,8,fisher,1.0,6.505213034913027e-19,1.0925635396397126e-13,0.006737152547882843,0.0,0.19988265128619165
0.2,30,scratch,54,9,p_euclidean,1.0,1.249000902703301e-16,2.4248311691899005e-13,0.006363154759507339,0.0,0.19969662343892794
0.2,30,scratch,54,9,fisher,1.0,4.336808689942018e-19,1.571971719460663e-13,0.006771553980751666,0.0,0.1998883475969662
0.2,30,scratch,54,10,p_euclidean,1.0,5.551115123125783e-17,1.571971719460663e-13,0.006316216226840814,0.0,0.19975261305074174
0.2,30,scratch,54,10,fisher,1.0,3.2526065174565133e-19,1.571971719460663e-13,0.006754432918817164,0.0,0.19992316549754768
0.2,30,scratch,54,11,p_euclidean,1.0,7.979727989493313e-17,1.7586973544148066e-13,0.006075206837064559,0.0,0.1997193008095742
0.2,30,scratch,54,11,fisher,1.0,4.87890977618477e-19,1.0925635396397126e-13,0.006556168605763473,0.0,0.19991514324938556
0.2,30,scratch,54,12,p_euclidean,1.0,9.020562075079397e-17,1.571971719460663e-13,0.006650172692596315,0.0,0.19980401097450115
0.2,30,scratch,54,12,fisher,1.0,7.589415207398531e-19,1.0925635396397126e-13,0.006956456240622516,0.0,0.19990923890657378
0.2,30,scratch,54,13,p_euclidean,1.0,6.938893903907228e-17,1.571971719460663e-13,0.006293118377102479,0.0,0.19972936264553864
0.2,30,scratch,54,13,fisher,1.0,4.336808689942018e-19,9.058379046855691e-14,0.006682099401360811,0.0,0.19989665674740492
0.2,30,scratch,54,14,p_euclidean,1.0,5.898059818321144e-17,1.571971719460663e-13,0.006373216898558286,0.0,0.19979464362032645
0.2,30,scratch,54,14,fisher,1.0,3.7947076036992655e-19,9.058379046855691e-14,0.0067429712135242,0.0,0.19991598187678458
0.2,30,scratch,54,15,p_euclidean,0.9999999999999999,7.632783294297951e-17,1.571971719460663e-13,0.005934349755110838,0.0,0.19973112299244372
0.2,30,scratch,54,15,fisher,0.9999999999999999,4.87890977618477e-19,1.571971719460663e-13,0.006386372193558658,0.0,0.19989846159335597
0.2,30,scratch,55,0,p_euclidean,1.0,1.8041124150158794e-16,1.571971719460663e-13,0.00639321892079415,0.0,0.1999714774925073
0.2,30,scratch,55,0,fisher,1.0,1.3010426069826053e-18,1.0925635396397126e-13,0.006839240903218523,0.0,0.19975772578973616
0.2,30,scratch,55,1,p_euclidean,1.0000000000000002,1.942890293094024e-16,1.571971719460663e-13,0.006432088275529594,0.0,0.19997591443511556
0.2,30,scratch,55,1,fisher,1.0000000000000002,1.3010426069826053e-18,1.0925635396397126e-13,0.006833034644329059,0.0,0.19976605743679549
0.2,30,scratch,55,2,p_euclidean,1.0000000000000002,1.8041124150158794e-16,1.571971719460663e-13,0.005862345941103637,0.0,0.19995016070487193
0.2,30,scratch,55,2,fisher,1.0000000000000002,1.3010426069826053e-18,1.571971719460663e-13,0.0064575097535536615,0.0,0.19972055468644026
0.2,30,scratch,55,3,p_euclidean,1.0,1.6653345369377348e-16,1.0925635396397126e-13,0.005974063966573193,0.0,0.1999610365224635
0.2,30,scratch,55,3,fisher,1.0,1.0842021724855044e-18,1.0925635396397126e-13,0.006549465905414502,0.0,0.1997507864795809
0.2,30,scratch,55,4,p_euclidean,0.9999999999999999,1.942890293094024e-16,1.571971719460663e-13,0.00579002554437216,0.0,0.1999624018256552
0.2,30,scratch,55,4,fisher,0.9999999999999999,1.3010426069826053e-18,1.571971719460663e-13,0.006386504950616411,0.0,0.1997742606760852
0.2,30,scratch,55,5,p_euclidean,1.0,1.457167719820518e-16,1.571971719460663e-13,0.005642160894109614,0.0,0.19995951999536632
0.2,30,scratch,55,5,fisher,1.0,1.5178830414797062e-18,1.571971719460663e-13,0.00626998851914585,0.0,0.19974833794911073
