dataset,bank,candidate,probe,geometry,steps,initial_cosine,max_sum_error,max_step_error,minimum_probability,stationary_fraction,endpoint_fr_distance
external,scratch,43,9,fisher,60,1.0,2.42861286636753e-17,2.447250843813642e-12,0.009384328436826213,0.0,0.02999909656269853
external,scratch,43,10,initial,0,0.9999999999999999,0.0,0.0,0.01,0.0,0.0
external,scratch,43,10,p_euclidean,30,0.9999999999999999,5.329070518200751e-15,7.165930175634383e-13,0.009323339873216877,0.0,0.029999570524085223
external,scratch,43,10,fisher,30,0.9999999999999999,2.7755575615628914e-17,7.165930175634383e-13,0.009339108108747628,0.0,0.02999912442308475
external,scratch,43,10,p_euclidean,60,0.9999999999999999,7.105427357601002e-15,1.993641254686984e-12,0.009323248352808846,0.0,0.0299995714690968
external,scratch,43,10,fisher,60,0.9999999999999999,4.163336342344337e-17,1.993641254686984e-12,0.00933929375629293,0.0,0.0299991284911833
external,scratch,43,11,initial,0,1.0,8.881784197001252e-16,0.0,0.01,0.0,0.0
external,scratch,43,11,p_euclidean,30,1.0,3.552713678800501e-15,6.156748288271841e-13,0.009384365372064418,0.0,0.029999578147181703
external,scratch,43,11,fisher,30,1.0,2.7755575615628914e-17,7.165930175634383e-13,0.009396963248328926,0.0,0.029999288666658908
external,scratch,43,11,p_euclidean,60,1.0,5.329070518200751e-15,1.105462834986859e-12,0.009384289298889337,0.0,0.029999577768058
external,scratch,43,11,fisher,60,1.0,3.469446951953614e-17,1.993641254686984e-12,0.009397104661927204,0.0,0.0299992849487679
external,scratch,43,12,initial,0,0.9999999999999999,5.204170427930421e-18,0.0,0.01,0.0,0.0
external,scratch,43,12,p_euclidean,30,0.9999999999999999,4.440892098500626e-15,6.156748288271841e-13,0.00929732640023231,0.0,0.029999677765625656
external,scratch,43,12,fisher,30,0.9999999999999999,1.734723475976807e-17,6.156748288271841e-13,0.009314543782294345,0.0,0.0299991869534549
external,scratch,43,12,p_euclidean,60,0.9999999999999999,4.440892098500626e-15,1.105462834986859e-12,0.009297228021621126,0.0,0.029999677504858692
external,scratch,43,12,fisher,60,0.9999999999999999,2.42861286636753e-17,1.993641254686984e-12,0.009314741103352215,0.0,0.029999186501831403
external,scratch,43,13,initial,0,1.0,8.881784197001252e-16,0.0,0.01,0.0,0.0
external,scratch,43,13,p_euclidean,30,1.0,4.440892098500626e-15,1.160682227413501e-12,0.009369396554514558,0.0,0.029999645760405685
external,scratch,43,13,fisher,30,1.0,3.469446951953614e-17,6.156748288271841e-13,0.009383841846864966,0.0,0.029999160643973045
external,scratch,43,13,p_euclidean,60,1.0,5.329070518200751e-15,1.993641254686984e-12,0.009369325789687934,0.0,0.029999647403291054
external,scratch,43,13,fisher,60,1.0,4.163336342344337e-17,1.993641254686984e-12,0.009384012700181623,0.0,0.0299991648898176
external,scratch,43,14,initial,0,1.0,3.1086244689504383e-15,0.0,0.01,0.0,0.0
external,scratch,43,14,p_euclidean,30,1.0,4.6629367034256575e-15,7.165930175634383e-13,0.009427359743960953,0.0,0.029999695152566723
external,scratch,43,14,fisher,30,1.0,2.7755575615628914e-17,1.0597640386772467e-12,0.00944035304077208,0.0,0.029999212993645233
external,scratch,43,14,p_euclidean,60,1.0,3.774758283725532e-15,1.105462834986859e-12,0.009427271733191911,0.0,0.029999694196471086
external,scratch,43,14,fisher,60,1.0,3.122502256758253e-17,1.993641254686984e-12,0.009440490609135781,0.0,0.029999209351363264
external,scratch,43,15,initial,0,1.0000000000000002,2.220446049250313e-15,0.0,0.01,0.0,0.0
external,scratch,43,15,p_euclidean,30,1.0000000000000002,3.552713678800501e-15,1.0597640386772467e-12,0.009364669523623288,0.0,0.029999587206564017
external,scratch,43,15,fisher,30,1.0000000000000002,2.7755575615628914e-17,7.165930175634383e-13,0.009379397439514664,0.0,0.029999031288898435
external,scratch,43,15,p_euclidean,60,1.0000000000000002,4.884981308350689e-15,1.993641254686984e-12,0.009364588610530262,0.0,0.02999958917562321
external,scratch,43,15,fisher,60,1.0000000000000002,2.42861286636753e-17,1.993641254686984e-12,0.009379569182049984,0.0,0.029999030130455275
external,scratch,44,0,initial,0,0.9999999999999999,8.326672684688674e-17,0.0,0.01,0.0,0.0
external,scratch,44,0,p_euclidean,30,0.9999999999999999,1.942890293094024e-16,6.156748288271841e-13,0.00941906614410655,0.0,0.029999761965700825
external,scratch,44,0,fisher,30,0.9999999999999999,1.734723475976807e-18,1.160682227413501e-12,0.00943126983650437,0.0,0.029998834455881074
external,scratch,44,0,p_euclidean,60,0.9999999999999999,2.7755575615628914e-16,1.105462834986859e-12,0.009419014652424021,0.0,0.02999976178845677
external,scratch,44,0,fisher,60,0.9999999999999999,1.5178830414797062e-18,1.993641254686984e-12,0.009431427771597096,0.0,0.029998833576946608
external,scratch,44,1,initial,0,0.9999999999999999,6.938893903907228e-17,0.0,0.01,0.0,0.0
external,scratch,44,1,p_euclidean,30,0.9999999999999999,1.6653345369377348e-16,1.5038532485273093e-12,0.009505458728005246,0.0,0.029999585103767764
external,scratch,44,1,fisher,30,0.9999999999999999,1.5178830414797062e-18,7.165930175634383e-13,0.009513441964664726,0.0,0.02999879042808845
external,scratch,44,1,p_euclidean,60,0.9999999999999999,2.636779683484747e-16,3.3354292635137672e-12,0.009505455128402208,0.0,0.02999958478183097
external,scratch,44,1,fisher,60,0.9999999999999999,1.734723475976807e-18,2.447250843813642e-12,0.009513574024493187,0.0,0.02999878945045359
external,scratch,44,2,initial,0,1.0000000000000002,4.163336342344337e-17,0.0,0.01,0.0,0.0
external,scratch,44,2,p_euclidean,30,1.0000000000000002,1.8041124150158794e-16,7.165930175634383e-13,0.009348136677936327,0.0,0.02999951874951184
external,scratch,44,2,fisher,30,1.0000000000000002,1.5178830414797062e-18,6.156748288271841e-13,0.009364074502864141,0.0,0.02999866102869269
external,scratch,44,2,p_euclidean,60,1.0000000000000002,1.942890293094024e-16,1.5590724241135168e-12,0.009348052632506909,0.0,0.029999518318618613
external,scratch,44,2,fisher,60,1.0000000000000002,1.951563910473908e-18,1.105462834986859e-12,0.009364264039809913,0.0,0.02999865987959148
external,scratch,44,3,initial,0,1.0,2.7755575615628914e-17,0.0,0.01,0.0,0.0
external,scratch,44,3,p_euclidean,30,1.0,1.6653345369377348e-16,7.165930175634383e-13,0.009434997170836226,0.0,0.029999622459515245
external,scratch,44,3,fisher,30,1.0,1.3010426069826053e-18,1.0597640386772467e-12,0.009446944333823065,0.0,0.0299987980411387
external,scratch,44,3,p_euclidean,60,1.0,1.8041124150158794e-16,1.105462834986859e-12,0.00943493241697805,0.0,0.02999962208931874
external,scratch,44,3,fisher,60,1.0,1.734723475976807e-18,1.993641254686984e-12,0.00944708512465581,0.0,0.029998797067427176
external,scratch,44,4,initial,0,1.0000000000000002,2.0816681711721685e-17,0.0,0.01,0.0,0.0
external,scratch,44,4,p_euclidean,30,1.0000000000000002,2.220446049250313e-16,1.160682227413501e-12,0.009441611889640062,0.0,0.029999594707940003
external,scratch,44,4,fisher,30,1.0000000000000002,1.4094628242311558e-18,1.0597640386772467e-12,0.009452672438011359,0.0,0.02999887442819334
external,scratch,44,4,p_euclidean,60,1.0000000000000002,2.0816681711721685e-16,2.8818196743871094e-12,0.009441556177996661,0.0,0.029999594281607415
external,scratch,44,4,fisher,60,1.0000000000000002,1.1926223897340549e-18,1.993641254686984e-12,0.009452806575792208,0.0,0.029998873503589443
external,scratch,44,5,initial,0,0.9999999999999998,5.551115123125783e-17,0.0,0.01,0.0,0.0
external,scratch,44,5,p_euclidean,30,0.9999999999999998,1.8041124150158794e-16,1.160682227413501e-12,0.009356901798469446,0.0,0.029999567476142894
external,scratch,44,5,fisher,30,0.9999999999999998,1.3010426069826053e-18,7.165930175634383e-13,0.009372355996015528,0.0,0.02999873393395222
external,scratch,44,5,p_euclidean,60,0.9999999999999998,2.0816681711721685e-16,1.993641254686984e-12,0.009356844904953952,0.0,0.029999567091201183
external,scratch,44,5,fisher,60,0.9999999999999998,1.5178830414797062e-18,2.447250843813642e-12,0.009372562713540603,0.0,0.029998732947151746
external,scratch,44,6,initial,0,1.0,8.326672684688674e-17,0.0,0.01,0.0,0.0
external,scratch,44,6,p_euclidean,30,1.0,1.249000902703301e-16,1.160682227413501e-12,0.009444908463876753,0.0,0.029999451422484752
external,scratch,44,6,fisher,30,1.0,1.0842021724855044e-18,1.160682227413501e-12,0.009455386466921617,0.0,0.029998741538460008
external,scratch,44,6,p_euclidean,60,1.0,1.942890293094024e-16,1.993641254686984e-12,0.009444868994102584,0.0,0.02999945092272328
external,scratch,44,6,fisher,60,1.0,1.3010426069826053e-18,1.993641254686984e-12,0.009455526119808832,0.0,0.029998740465529236
external,scratch,44,7,initial,0,0.9999999999999998,5.551115123125783e-17,0.0,0.01,0.0,0.0
external,scratch,44,7,p_euclidean,30,0.9999999999999998,1.942890293094024e-16,1.0597640386772467e-12,0.00937384189115875,0.0,0.02999954580120631
external,scratch,44,7,fisher,30,0.9999999999999998,1.734723475976807e-18,1.0597640386772467e-12,0.009388255565139399,0.0,0.02999877484312997
external,scratch,44,7,p_euclidean,60,0.9999999999999998,1.3877787807814457e-16,1.993641254686984e-12,0.00937379172411798,0.0,0.029999545392504295
external,scratch,44,7,fisher,60,0.9999999999999998,1.734723475976807e-18,1.5590724241135168e-12,0.009388451045684086,0.0,0.029998773827196304
external,scratch,44,8,initial,0,1.0,8.326672684688674e-17,0.0,0.01,0.0,0.0
external,scratch,44,8,p_euclidean,30,1.0,1.3877787807814457e-16,6.156748288271841e-13,0.009411991029009387,0.0,0.02999962663836686
external,scratch,44,8,fisher,30,1.0,1.3010426069826053e-18,7.165930175634383e-13,0.009423317887828337,0.0,0.029998852262148337
external,scratch,44,8,p_euclidean,60,1.0,2.498001805406602e-16,1.993641254686984e-12,0.009411948992699957,0.0,0.02999962642622965
external,scratch,44,8,fisher,60,1.0,1.951563910473908e-18,1.993641254686984e-12,0.009423469594148597,0.0,0.029998851301273725
external,scratch,44,9,initial,0,0.9999999999999999,6.938893903907228e-17,0.0,0.01,0.0,0.0
external,scratch,44,9,p_euclidean,30,0.9999999999999999,2.7755575615628914e-16,1.0597640386772467e-12,0.009414636421352802,0.0,0.029999708767255735
external,scratch,44,9,fisher,30,0.9999999999999999,1.5178830414797062e-18,1.160682227413501e-12,0.009426947321554595,0.0,0.029998839851917244
external,scratch,44,9,p_euclidean,60,0.9999999999999999,2.3592239273284576e-16,2.447250843813642e-12,0.009414568502816037,0.0,0.029999708471744824
external,scratch,44,9,fisher,60,0.9999999999999999,1.3010426069826053e-18,1.5590724241135168e-12,0.009427091392868365,0.0,0.029998838897792906
external,scratch,44,10,initial,0,1.0,2.7755575615628914e-17,0.0,0.01,0.0,0.0
external,scratch,44,10,p_euclidean,30,1.0,1.6653345369377348e-16,7.165930175634383e-13,0.009369615289538159,0.0,0.029999360370349237
external,scratch,44,10,fisher,30,1.0,8.673617379884035e-19,6.156748288271841e-13,0.009383279727871167,0.0,0.02999852951446929
external,scratch,44,10,p_euclidean,60,1.0,2.220446049250313e-16,2.447250843813642e-12,0.009369598984542324,0.0,0.029999359910734276
external,scratch,44,10,fisher,60,1.0,1.3010426069826053e-18,1.105462834986859e-12,0.00938349466706951,0.0,0.029998528284724265
external,scratch,44,11,initial,0,1.0,8.326672684688674e-17,0.0,0.01,0.0,0.0
external,scratch,44,11,p_euclidean,30,1.0,1.6653345369377348e-16,7.165930175634383e-13,0.009449415175438361,0.0,0.02999952358741187
external,scratch,44,11,fisher,30,1.0,1.5178830414797062e-18,1.0597640386772467e-12,0.00945924829764467,0.0,0.029998752206639313
external,scratch,44,11,p_euclidean,60,1.0,2.498001805406602e-16,1.993641254686984e-12,0.00944941273901233,0.0,0.029999523136355982
external,scratch,44,11,fisher,60,1.0,1.3010426069826053e-18,1.993641254686984e-12,0.009459412511327172,0.0,0.029998751157439964
external,scratch,44,12,initial,0,1.0,7.589415207398531e-19,0.0,0.01,0.0,0.0
external,scratch,44,12,p_euclidean,30,1.0,1.6653345369377348e-16,6.156748288271841e-13,0.009377820867460095,0.0,0.02999964215748009
external,scratch,44,12,fisher,30,1.0,1.4094628242311558e-18,6.156748288271841e-13,0.009391082122989619,0.0,0.029998757576842245
external,scratch,44,12,p_euclidean,60,1.0,2.0816681711721685e-16,1.993641254686984e-12,0.009377771281626722,0.0,0.029999641913144935
external,scratch,44,12,fisher,60,1.0,1.951563910473908e-18,2.447250843813642e-12,0.009391259521897455,0.0,0.029998756587362996
external,scratch,44,13,initial,0,1.0,2.7755575615628914e-17,0.0,0.01,0.0,0.0
external,scratch,44,13,p_euclidean,30,1.0,2.3592239273284576e-16,7.165930175634383e-13,0.009397705594257325,0.0,0.029999720248907902
external,scratch,44,13,fisher,30,1.0,1.3010426069826053e-18,7.165930175634383e-13,0.009410387979789653,0.0,0.029998952601738998
external,scratch,44,13,p_euclidean,60,1.0,2.0816681711721685e-16,1.5590724241135168e-12,0.009397657219399377,0.0,0.0299997199868978
external,scratch,44,13,fisher,60,1.0,1.734723475976807e-18,1.993641254686984e-12,0.009410556319816656,0.0,0.029998951745250926
external,scratch,44,14,initial,0,1.0,7.632783294297951e-17,0.0,0.01,0.0,0.0
external,scratch,44,14,p_euclidean,30,1.0,1.5265566588595902e-16,7.165930175634383e-13,0.009412705610845815,0.0,0.02999956629942301
external,scratch,44,14,fisher,30,1.0,1.1384122811097797e-18,1.0597640386772467e-12,0.0094252066623533,0.0,0.029998633874391924
external,scratch,44,14,p_euclidean,60,1.0,1.457167719820518e-16,2.447250843813642e-12,0.009412692581747529,0.0,0.029999566031623303
external,scratch,44,14,fisher,60,1.0,9.75781955236954e-19,1.105462834986859e-12,0.009425405325713518,0.0,0.02999863285185081
external,scratch,44,15,initial,0,1.0,4.163336342344337e-17,0.0,0.01,0.0,0.0
external,scratch,44,15,p_euclidean,30,1.0,1.249000902703301e-16,1.160682227413501e-12,0.009401156537840176,0.0,0.02999956818149679
external,scratch,44,15,fisher,30,1.0,1.3010426069826053e-18,1.160682227413501e-12,0.00941362814039811,0.0,0.029998813562234987
external,scratch,44,15,p_euclidean,60,1.0,1.6653345369377348e-16,1.105462834986859e-12,0.009401088347536335,0.0,0.02999956785138815
external,scratch,44,15,fisher,60,1.0,1.8431436932253575e-18,1.993641254686984e-12,0.009413774415685909,0.0,0.029998812590108007
external,scratch,45,0,initial,0,1.0,2.168404344971009e-19,0.0,0.01,0.0,0.0
external,scratch,45,0,p_euclidean,30,1.0,1.951563910473908e-18,1.160682227413501e-12,0.009490452709679447,0.0,0.029999999979305705
external,scratch,45,0,fisher,30,1.0,1.1858461261560205e-20,6.156748288271841e-13,0.009498616571156923,0.0,0.029999100928790018
external,scratch,45,0,p_euclidean,60,1.0,1.5178830414797062e-18,2.447250843813642e-12,0.009490452446438204,0.0,0.029999999979128063
external,scratch,45,0,fisher,60,1.0,1.0164395367051604e-20,1.105462834986859e-12,0.009498754945344495,0.0,0.029999100179383318
external,scratch,45,1,initial,0,0.9999999999999999,4.336808689942018e-19,0.0,0.01,0.0,0.0
external,scratch,45,1,p_euclidean,30,0.9999999999999999,1.4094628242311558e-18,1.0597640386772467e-12,0.009489714883588468,0.0,0.029999999986603847
external,scratch,45,1,fisher,30,0.9999999999999999,9.317362419797304e-21,7.165930175634383e-13,0.00949790235241019,0.0,0.029999101646989927
external,scratch,45,1,p_euclidean,60,0.9999999999999999,1.8431436932253575e-18,2.447250843813642e-12,0.009489714412595758,0.0,0.029999999986470613
external,scratch,45,1,fisher,60,0.9999999999999999,1.7787691892340307e-20,1.993641254686984e-12,0.009498040927344555,0.0,0.029999100897657265
external,scratch,45,2,initial,0,0.9999999999999999,4.336808689942018e-19,0.0,0.01,0.0,0.0
external,scratch,45,2,p_euclidean,30,0.9999999999999999,2.6020852139652106e-18,7.165930175634383e-13,0.009490840174686222,0.0,0.029999999979927455
external,scratch,45,2,fisher,30,0.9999999999999999,1.0164395367051604e-20,7.165930175634383e-13,0.009498978717937832,0.0,0.029999100648387976
external,scratch,45,2,p_euclidean,60,0.9999999999999999,1.951563910473908e-18,1.105462834986859e-12,0.009490840192935574,0.0,0.02999999997977942
external,scratch,45,2,fisher,60,0.9999999999999999,1.3552527156068805e-20,1.993641254686984e-12,0.009499116935777645,0.0,0.029999099897959795
external,scratch,45,3,initial,0,1.0,3.3881317890172014e-21,0.0,0.01,0.0,0.0
external,scratch,45,3,p_euclidean,30,1.0,1.951563910473908e-18,7.165930175634383e-13,0.009488333496730533,0.0,0.02999999998062322
external,scratch,45,3,fisher,30,1.0,1.6940658945086007e-20,6.156748288271841e-13,0.009496600899152456,0.0,0.02999910116822947
external,scratch,45,3,p_euclidean,60,1.0,2.168404344971009e-18,1.993641254686984e-12,0.009488332312565547,0.0,0.029999999980489987
external,scratch,45,3,fisher,60,1.0,1.6940658945086007e-20,1.5590724241135168e-12,0.009496740138082651,0.0,0.029999100418793164
external,scratch,45,4,initial,0,1.0000000000000002,7.589415207398531e-19,0.0,0.01,0.0,0.0
external,scratch,45,4,p_euclidean,30,1.0000000000000002,1.5178830414797062e-18,1.160682227413501e-12,0.009488097362848615,0.0,0.029999999982310822
external,scratch,45,4,fisher,30,1.0000000000000002,8.470329472543003e-21,1.160682227413501e-12,0.009496369096323148,0.0,0.029999101923232047
external,scratch,45,4,p_euclidean,60,1.0000000000000002,1.4094628242311558e-18,1.993641254686984e-12,0.00948809607432834,0.0,0.029999999982147984
external,scratch,45,4,fisher,60,1.0000000000000002,1.3552527156068805e-20,2.447250843813642e-12,0.009496508309025454,0.0,0.029999101174358313
external,scratch,45,5,initial,0,1.0,3.2526065174565133e-19,0.0,0.01,0.0,0.0
external,scratch,45,5,p_euclidean,30,1.0,1.5178830414797062e-18,1.0597640386772467e-12,0.009487668793648308,0.0,0.029999999974923863
external,scratch,45,5,fisher,30,1.0,1.3552527156068805e-20,1.160682227413501e-12,0.00949595453481956,0.0,0.02999910138626237
external,scratch,45,5,p_euclidean,60,1.0,1.734723475976807e-18,1.105462834986859e-12,0.009487667455631921,0.0,0.029999999974672203
external,scratch,45,5,fisher,60,1.0,1.3552527156068805e-20,1.105462834986859e-12,0.00949609393725833,0.0,0.029999100637477447
external,scratch,45,6,initial,0,0.9999999999999999,3.2526065174565133e-19,0.0,0.01,0.0,0.0
external,scratch,45,6,p_euclidean,30,0.9999999999999999,1.1926223897340549e-18,1.160682227413501e-12,0.00949010844351724,0.0,0.029999999980712042
external,scratch,45,6,fisher,30,0.9999999999999999,1.1858461261560205e-20,1.160682227413501e-12,0.009498289290923261,0.0,0.029999100921121562
external,scratch,45,6,p_euclidean,60,0.9999999999999999,1.6263032587282567e-18,2.447250843813642e-12,0.009490108084429056,0.0,0.029999999980638025
external,scratch,45,6,fisher,60,0.9999999999999999,1.4399560103323106e-20,2.8818196743871094e-12,0.009498427860441153,0.0,0.02999910017066378
external,scratch,45,7,initial,0,1.0,4.336808689942018e-19,0.0,0.01,0.0,0.0
external,scratch,45,7,p_euclidean,30,1.0,1.3010426069826053e-18,7.165930175634383e-13,0.009490567377519939,0.0,0.02999999997332508
external,scratch,45,7,fisher,30,1.0,1.6940658945086007e-20,1.0597640386772467e-12,0.009498718398306788,0.0,0.02999910117939166
external,scratch,45,7,p_euclidean,60,1.0,1.951563910473908e-18,2.447250843813642e-12,0.009490567255219094,0.0,0.029999999973147437
external,scratch,45,7,fisher,60,1.0,1.6940658945086007e-20,2.8818196743871094e-12,0.0094988566918101,0.0,0.029999100430103398
external,scratch,45,8,initial,0,1.0,9.75781955236954e-19,0.0,0.01,0.0,0.0
external,scratch,45,8,p_euclidean,30,1.0,1.734723475976807e-18,1.0597640386772467e-12,0.009492650065741282,0.0,0.02999999997209639
external,scratch,45,8,fisher,30,1.0,1.4823076576950256e-20,7.165930175634383e-13,0.009500691185877156,0.0,0.029999101228200358
external,scratch,45,8,p_euclidean,60,1.0,2.168404344971009e-18,1.993641254686984e-12,0.00949265097809841,0.0,0.029999999971963155
external,scratch,45,8,fisher,60,1.0,1.8211208365967457e-20,1.993641254686984e-12,0.009500828617538351,0.0,0.029999100478053466
external,scratch,45,9,initial,0,1.0,2.168404344971009e-19,0.0,0.01,0.0,0.0
external,scratch,45,9,p_euclidean,30,1.0,1.734723475976807e-18,7.165930175634383e-13,0.009490914761878314,0.0,0.029999999977618104
external,scratch,45,9,fisher,30,1.0,1.1858461261560205e-20,7.165930175634383e-13,0.009499054854048882,0.0,0.029999101419304838
external,scratch,45,9,p_euclidean,60,1.0,2.3852447794681098e-18,2.8818196743871094e-12,0.009490914720220683,0.0,0.02999999997744046
external,scratch,45,9,fisher,60,1.0,1.3552527156068805e-20,1.993641254686984e-12,0.00949919303938785,0.0,0.02999910067034227
external,scratch,45,10,initial,0,0.9999999999999999,5.421010862427522e-19,0.0,0.01,0.0,0.0
external,scratch,45,10,p_euclidean,30,0.9999999999999999,9.75781955236954e-19,6.156748288271841e-13,0.009488963930191947,0.0,0.029999999987240396
external,scratch,45,10,fisher,30,0.9999999999999999,1.0164395367051604e-20,7.165930175634383e-13,0.009497191439988534,0.0,0.02999910097127742
external,scratch,45,10,p_euclidean,60,0.9999999999999999,1.1384122811097797e-18,1.993641254686984e-12,0.009488963134309211,0.0,0.029999999987107166
external,scratch,45,10,fisher,60,0.9999999999999999,7.623296525288703e-21,1.5590724241135168e-12,0.009497330379434914,0.0,0.029999100221308167
external,scratch,45,11,initial,0,0.9999999999999999,4.336808689942018e-19,0.0,0.01,0.0,0.0
external,scratch,45,11,p_euclidean,30,0.9999999999999999,1.734723475976807e-18,1.0597640386772467e-12,0.009489179018811893,0.0,0.029999999986263366
external,scratch,45,11,fisher,30,0.9999999999999999,8.470329472543003e-21,6.156748288271841e-13,0.00949739075637772,0.0,0.02999910158642688
external,scratch,45,11,p_euclidean,60,0.9999999999999999,1.734723475976807e-18,1.993641254686984e-12,0.009489178350429364,0.0,0.02999999998611533
external,scratch,45,11,fisher,60,0.9999999999999999,1.3552527156068805e-20,2.447250843813642e-12,0.00949752955202574,0.0,0.029999100836857348
external,scratch,45,12,initial,0,1.0,4.336808689942018e-19,0.0,0.01,0.0,0.0
external,scratch,45,12,p_euclidean,30,1.0,2.8189256484623115e-18,1.0597640386772467e-12,0.009488897431908127,0.0,0.029999999975930502
external,scratch,45,12,fisher,30,1.0,2.0328790734103208e-20,6.156748288271841e-13,0.00949711305162624,0.0,0.029999100807634307
external,scratch,45,12,p_euclidean,60,1.0,2.168404344971009e-18,2.8818196743871094e-12,0.009488896760866849,0.0,0.029999999975693647
external,scratch,45,12,fisher,60,1.0,1.6940658945086007e-20,1.993641254686984e-12,0.009497251911199179,0.0,0.029999100058035154
external,scratch,45,13,initial,0,1.0000000000000002,4.336808689942018e-19,0.0,0.01,0.0,0.0
external,scratch,45,13,p_euclidean,30,1.0000000000000002,1.8973538018496328e-18,7.165930175634383e-13,0.009490964502393917,0.0,0.02999999995884723
external,scratch,45,13,fisher,30,1.0000000000000002,1.6940658945086007e-20,7.165930175634383e-13,0.00949908837815735,0.0,0.029999101906163065
external,scratch,45,13,p_euclidean,60,1.0000000000000002,2.6020852139652106e-18,1.993641254686984e-12,0.009490964619162212,0.0,0.029999999958669588
external,scratch,45,13,fisher,60,1.0000000000000002,1.8634724839594607e-20,1.993641254686984e-12,0.009499226442959401,0.0,0.02999910115691923
external,scratch,45,14,initial,0,1.0,2.168404344971009e-19,0.0,0.01,0.0,0.0
external,scratch,45,14,p_euclidean,30,1.0,1.2468324983583301e-18,7.165930175634383e-13,0.009489530172182115,0.0,0.029999999986677864
external,scratch,45,14,fisher,30,1.0,1.2705494208814505e-20,6.156748288271841e-13,0.009497733283421793,0.0,0.02999910051122917
external,scratch,45,14,p_euclidean,60,1.0,1.3010426069826053e-18,1.105462834986859e-12,0.009489529601471893,0.0,0.02999999998650022
external,scratch,45,14,fisher,60,1.0,1.3552527156068805e-20,1.993641254686984e-12,0.009497872026462236,0.0,0.02999909976146716
external,scratch,45,15,initial,0,1.0,4.336808689942018e-19,0.0,0.01,0.0,0.0
external,scratch,45,15,p_euclidean,30,1.0,1.734723475976807e-18,7.165930175634383e-13,0.009490866845660889,0.0,0.029999999977499674
external,scratch,45,15,fisher,30,1.0,1.1858461261560205e-20,1.0597640386772467e-12,0.00949899352122867,0.0,0.02999910170648709
external,scratch,45,15,p_euclidean,60,1.0,1.951563910473908e-18,1.5590724241135168e-12,0.009490866934846503,0.0,0.02999999997730723
external,scratch,45,15,fisher,60,1.0,1.2705494208814505e-20,1.993641254686984e-12,0.009499131607593149,0.0,0.02999910095759855
external,scratch,46,0,initial,0,0.9999999999999999,1.3877787807814457e-17,0.0,0.01,0.0,0.0
external,scratch,46,0,p_euclidean,30,0.9999999999999999,3.8163916471489756e-17,1.160682227413501e-12,0.009414362260188847,0.0,0.029999493328325633
external,scratch,46,0,fisher,30,0.9999999999999999,3.2526065174565133e-19,7.165930175634383e-13,0.009424873458510516,0.0,0.02999918972143438
external,scratch,46,0,p_euclidean,60,0.9999999999999999,4.163336342344337e-17,1.105462834986859e-12,0.00941431998368471,0.0,0.029999492890977593
external,scratch,46,0,fisher,60,0.9999999999999999,2.710505431213761e-19,2.447250843813642e-12,0.009425011361370882,0.0,0.029999189294222607
external,scratch,46,1,initial,0,0.9999999999999999,1.3877787807814457e-17,0.0,0.01,0.0,0.0
external,scratch,46,1,p_euclidean,30,0.9999999999999999,2.7755575615628914e-17,1.0597640386772467e-12,0.009443905344816187,0.0,0.02999947359646602
external,scratch,46,1,fisher,30,0.9999999999999999,3.2526065174565133e-19,7.165930175634383e-13,0.00945435531586834,0.0,0.02999916089090281
external,scratch,46,1,p_euclidean,60,0.9999999999999999,3.469446951953614e-17,1.105462834986859e-12,0.009443872626970436,0.0,0.029999473172959236
external,scratch,46,1,fisher,60,0.9999999999999999,2.439454888092385e-19,1.105462834986859e-12,0.009454499538938343,0.0,0.029999160088277434
external,scratch,46,2,initial,0,1.0,1.0842021724855044e-19,0.0,0.01,0.0,0.0
external,scratch,46,2,p_euclidean,30,1.0,2.42861286636753e-17,1.0597640386772467e-12,0.009267426557836378,0.0,0.02999902295619559
external,scratch,46,2,fisher,30,1.0,2.710505431213761e-19,7.165930175634383e-13,0.009285999517273448,0.0,0.029998963890828324
external,scratch,46,2,p_euclidean,60,1.0,3.122502256758253e-17,2.447250843813642e-12,0.009267238084636956,0.0,0.02999902174121559
external,scratch,46,2,fisher,60,1.0,3.2526065174565133e-19,1.993641254686984e-12,0.009286138172302822,0.0,0.029998962912917836
external,scratch,46,3,initial,0,1.0,1.3877787807814457e-17,0.0,0.01,0.0,0.0
external,scratch,46,3,p_euclidean,30,1.0,2.7755575615628914e-17,1.160682227413501e-12,0.009339140020126648,0.0,0.02999937081645816
external,scratch,46,3,fisher,30,1.0,2.710505431213761e-19,6.156748288271841e-13,0.009353849709232955,0.0,0.029999117554297808
external,scratch,46,3,p_euclidean,60,1.0,3.469446951953614e-17,1.993641254686984e-12,0.009339042309403578,0.0,0.029999370220189118
external,scratch,46,3,fisher,60,1.0,3.2526065174565133e-19,1.105462834986859e-12,0.009354006074396773,0.0,0.029999116965751402
external,scratch,46,4,initial,0,1.0,1.474514954580286e-17,0.0,0.01,0.0,0.0
external,scratch,46,4,p_euclidean,30,1.0,2.2551405187698492e-17,6.156748288271841e-13,0.009360737055759502,0.0,0.029999191964318304
external,scratch,46,4,fisher,30,1.0,2.303929616531697e-19,6.156748288271841e-13,0.009374687278871459,0.0,0.02999892916316542
external,scratch,46,4,p_euclidean,60,1.0,3.122502256758253e-17,1.993641254686984e-12,0.009360604522552007,0.0,0.02999919106959852
external,scratch,46,4,fisher,60,1.0,1.8973538018496328e-19,1.105462834986859e-12,0.009374798373888186,0.0,0.029998927955894532
