dataset,bank,candidate,probe,geometry,steps,initial_cosine,max_sum_error,max_step_error,minimum_probability,stationary_fraction,endpoint_fr_distance
matched,epoch135,2,13,p_euclidean,60,1.0,3.608224830031759e-16,1.993641254686984e-12,0.00948378968261128,0.0,0.0299999480666457
matched,epoch135,2,13,fisher,60,1.0,2.6020852139652106e-18,1.993641254686984e-12,0.009492758337728224,0.0,0.029999110725213537
matched,epoch135,2,14,initial,0,0.9999999999999998,8.326672684688674e-17,0.0,0.01,0.0,0.0
matched,epoch135,2,14,p_euclidean,30,0.9999999999999998,2.3592239273284576e-16,7.165930175634383e-13,0.009449757511214293,0.0,0.029999974495849055
matched,epoch135,2,14,fisher,30,0.9999999999999998,2.168404344971009e-18,7.165930175634383e-13,0.009459948965663774,0.0,0.02999900749417204
matched,epoch135,2,14,p_euclidean,60,0.9999999999999998,2.3592239273284576e-16,1.993641254686984e-12,0.009449730120894267,0.0,0.02999997446647883
matched,epoch135,2,14,fisher,60,0.9999999999999998,2.6020852139652106e-18,1.5590724241135168e-12,0.009460095639086553,0.0,0.02999900667228253
matched,epoch135,2,15,initial,0,1.0,8.326672684688674e-17,0.0,0.01,0.0,0.0
matched,epoch135,2,15,p_euclidean,30,1.0,3.608224830031759e-16,6.156748288271841e-13,0.009501635701154124,0.0,0.02999994768585387
matched,epoch135,2,15,fisher,30,1.0,1.951563910473908e-18,6.156748288271841e-13,0.009510176936302595,0.0,0.02999905218365123
matched,epoch135,2,15,p_euclidean,60,1.0,3.3306690738754696e-16,1.993641254686984e-12,0.009501609104193757,0.0,0.029999947621132728
matched,epoch135,2,15,fisher,60,1.0,2.168404344971009e-18,1.993641254686984e-12,0.009510296711613579,0.0,0.029999051450438886
matched,epoch135,3,0,initial,0,1.0000000000000002,8.881784197001252e-16,0.0,0.01,0.0,0.0
matched,epoch135,3,0,p_euclidean,30,1.0000000000000002,3.552713678800501e-15,6.156748288271841e-13,0.009370363694215057,0.0,0.029999692384737497
matched,epoch135,3,0,fisher,30,1.0000000000000002,2.0816681711721685e-17,7.165930175634383e-13,0.009383925611668655,0.0,0.029999244207155298
matched,epoch135,3,0,p_euclidean,60,1.0000000000000002,5.329070518200751e-15,1.105462834986859e-12,0.00937026952711274,0.0,0.029999692147863802
matched,epoch135,3,0,fisher,60,1.0000000000000002,3.469446951953614e-17,2.8818196743871094e-12,0.009384064774281149,0.0,0.029999243630395283
matched,epoch135,3,1,initial,0,0.9999999999999999,1.3877787807814457e-17,0.0,0.01,0.0,0.0
matched,epoch135,3,1,p_euclidean,30,0.9999999999999999,5.329070518200751e-15,1.0597640386772467e-12,0.009386799494931057,0.0,0.02999973803937207
matched,epoch135,3,1,fisher,30,0.9999999999999999,2.7755575615628914e-17,7.165930175634383e-13,0.009399149588938628,0.0,0.029999221946727283
matched,epoch135,3,1,p_euclidean,60,0.9999999999999999,4.440892098500626e-15,1.993641254686984e-12,0.00938674154377443,0.0,0.029999737860647507
matched,epoch135,3,1,fisher,60,0.9999999999999999,3.469446951953614e-17,1.5590724241135168e-12,0.009399302203048748,0.0,0.029999221329848235
matched,epoch135,3,2,initial,0,1.0,1.3322676295501878e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,2,p_euclidean,30,1.0,3.552713678800501e-15,1.160682227413501e-12,0.009359050759860921,0.0,0.0299996609137097
matched,epoch135,3,2,fisher,30,1.0,2.0816681711721685e-17,1.0597640386772467e-12,0.009374183722498666,0.0,0.029999132854842295
matched,epoch135,3,2,p_euclidean,60,1.0,4.440892098500626e-15,1.5590724241135168e-12,0.009358971041969531,0.0,0.029999660740077146
matched,epoch135,3,2,fisher,60,1.0,2.7755575615628914e-17,1.5590724241135168e-12,0.009374361564473709,0.0,0.029999132318583765
matched,epoch135,3,3,initial,0,1.0000000000000002,2.220446049250313e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,3,p_euclidean,30,1.0000000000000002,3.3306690738754696e-15,6.156748288271841e-13,0.009319773456619704,0.0,0.02999951411982604
matched,epoch135,3,3,fisher,30,1.0000000000000002,2.0816681711721685e-17,1.160682227413501e-12,0.009338361303642309,0.0,0.02999912741930264
matched,epoch135,3,3,p_euclidean,60,1.0000000000000002,3.3306690738754696e-15,1.5590724241135168e-12,0.009319628423441884,0.0,0.029999513913269056
matched,epoch135,3,3,fisher,60,1.0000000000000002,2.0816681711721685e-17,1.5590724241135168e-12,0.00933853578963953,0.0,0.02999912672585557
matched,epoch135,3,4,initial,0,0.9999999999999998,2.4424906541753444e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,4,p_euclidean,30,0.9999999999999998,3.1086244689504383e-15,1.0597640386772467e-12,0.009455760264781449,0.0,0.029999644274513508
matched,epoch135,3,4,fisher,30,0.9999999999999998,2.949029909160572e-17,7.165930175634383e-13,0.009466307047287598,0.0,0.02999929889476133
matched,epoch135,3,4,p_euclidean,60,0.9999999999999998,3.9968028886505635e-15,1.993641254686984e-12,0.00945570606499404,0.0,0.029999644060599982
matched,epoch135,3,4,fisher,60,0.9999999999999998,2.949029909160572e-17,1.993641254686984e-12,0.009466432244508199,0.0,0.029999298417632447
matched,epoch135,3,5,initial,0,1.0,1.3322676295501878e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,5,p_euclidean,30,1.0,2.6645352591003757e-15,7.165930175634383e-13,0.009299103120441141,0.0,0.02999966854458476
matched,epoch135,3,5,fisher,30,1.0,2.0816681711721685e-17,7.165930175634383e-13,0.00932044610470172,0.0,0.029998738812571788
matched,epoch135,3,5,p_euclidean,60,1.0,3.9968028886505635e-15,1.993641254686984e-12,0.009298980695162511,0.0,0.029999668420885108
matched,epoch135,3,5,fisher,60,1.0,2.42861286636753e-17,1.993641254686984e-12,0.009320687378977878,0.0,0.02999873760575217
matched,epoch135,3,6,initial,0,1.0,1.7763568394002505e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,6,p_euclidean,30,1.0,2.220446049250313e-15,1.0597640386772467e-12,0.009315536408516598,0.0,0.02999949924511416
matched,epoch135,3,6,fisher,30,1.0,1.3877787807814457e-17,7.165930175634383e-13,0.009334543340407746,0.0,0.029998971227902124
matched,epoch135,3,6,p_euclidean,60,1.0,3.1086244689504383e-15,1.5590724241135168e-12,0.009315395330186086,0.0,0.029999498864760745
matched,epoch135,3,6,fisher,60,1.0,2.7755575615628914e-17,1.5590724241135168e-12,0.009334729201134734,0.0,0.029998970354123466
matched,epoch135,3,7,initial,0,1.0,1.887379141862766e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,7,p_euclidean,30,1.0,3.6637359812630166e-15,1.0597640386772467e-12,0.009301198566202987,0.0,0.029999646082815544
matched,epoch135,3,7,fisher,30,1.0,2.7755575615628914e-17,1.160682227413501e-12,0.009319941899571445,0.0,0.029999093840084638
matched,epoch135,3,7,p_euclidean,60,1.0,4.3298697960381105e-15,1.105462834986859e-12,0.00930105172160894,0.0,0.02999964580511287
matched,epoch135,3,7,fisher,60,1.0,2.42861286636753e-17,2.8818196743871094e-12,0.009320118585716701,0.0,0.029999093228191893
matched,epoch135,3,8,initial,0,1.0,1.7763568394002505e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,8,p_euclidean,30,1.0,2.6645352591003757e-15,1.0597640386772467e-12,0.009328868240830677,0.0,0.029999694819824424
matched,epoch135,3,8,fisher,30,1.0,2.7755575615628914e-17,1.160682227413501e-12,0.009347260363114101,0.0,0.029999234191100194
matched,epoch135,3,8,p_euclidean,60,1.0,3.552713678800501e-15,1.5590724241135168e-12,0.00932872855416062,0.0,0.029999694585245318
matched,epoch135,3,8,fisher,60,1.0,3.469446951953614e-17,1.993641254686984e-12,0.009347437321888037,0.0,0.029999233661031507
matched,epoch135,3,9,initial,0,1.0,2.220446049250313e-16,0.0,0.01,0.0,0.0
matched,epoch135,3,9,p_euclidean,30,1.0,3.1086244689504383e-15,6.156748288271841e-13,0.00928545800766548,0.0,0.029999726365530745
matched,epoch135,3,9,fisher,30,1.0,2.949029909160572e-17,1.0597640386772467e-12,0.009307093271444824,0.0,0.029999076899534922
matched,epoch135,3,9,p_euclidean,60,1.0,3.3306690738754696e-15,2.447250843813642e-12,0.009285323939795443,0.0,0.02999972619531822
matched,epoch135,3,9,fisher,60,1.0,3.122502256758253e-17,2.447250843813642e-12,0.009307329396639964,0.0,0.029999076332349866
matched,epoch135,3,10,initial,0,0.9999999999999998,4.440892098500626e-16,0.0,0.01,0.0,0.0
matched,epoch135,3,10,p_euclidean,30,0.9999999999999998,3.1086244689504383e-15,6.156748288271841e-13,0.009355903680248046,0.0,0.029999725347630807
matched,epoch135,3,10,fisher,30,0.9999999999999998,3.469446951953614e-17,6.156748288271841e-13,0.009370142741987754,0.0,0.029999061069215852
matched,epoch135,3,10,p_euclidean,60,0.9999999999999998,3.1086244689504383e-15,1.105462834986859e-12,0.009355833628393716,0.0,0.029999725212621387
matched,epoch135,3,10,fisher,60,0.9999999999999998,2.42861286636753e-17,2.447250843813642e-12,0.009370315710040183,0.0,0.029999060165195258
matched,epoch135,3,11,initial,0,0.9999999999999998,4.440892098500626e-16,0.0,0.01,0.0,0.0
matched,epoch135,3,11,p_euclidean,30,0.9999999999999998,3.1086244689504383e-15,6.156748288271841e-13,0.009283557669998095,0.0,0.02999968024971397
matched,epoch135,3,11,fisher,30,0.9999999999999998,2.0816681711721685e-17,1.0597640386772467e-12,0.009301746833525151,0.0,0.029999059609394158
matched,epoch135,3,11,p_euclidean,60,0.9999999999999998,3.552713678800501e-15,1.5590724241135168e-12,0.009283436310861789,0.0,0.029999680047969327
matched,epoch135,3,11,fisher,60,0.9999999999999998,2.7755575615628914e-17,1.105462834986859e-12,0.009301937329763449,0.0,0.0299990590219125
matched,epoch135,3,12,initial,0,0.9999999999999999,2.220446049250313e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,12,p_euclidean,30,0.9999999999999999,3.552713678800501e-15,6.156748288271841e-13,0.009276505080285713,0.0,0.02999957765652664
matched,epoch135,3,12,fisher,30,0.9999999999999999,2.42861286636753e-17,6.156748288271841e-13,0.009299517402252001,0.0,0.029998995584070303
matched,epoch135,3,12,p_euclidean,60,0.9999999999999999,3.552713678800501e-15,1.5590724241135168e-12,0.009276313316247342,0.0,0.02999957727731411
matched,epoch135,3,12,fisher,60,0.9999999999999999,3.8163916471489756e-17,1.993641254686984e-12,0.009299723673869414,0.0,0.029998994927585836
matched,epoch135,3,13,initial,0,1.0,2.220446049250313e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,13,p_euclidean,30,1.0,3.3306690738754696e-15,1.160682227413501e-12,0.009325981905377609,0.0,0.029999617285261092
matched,epoch135,3,13,fisher,30,1.0,2.42861286636753e-17,6.156748288271841e-13,0.009343260077275315,0.0,0.029999345038166522
matched,epoch135,3,13,p_euclidean,60,1.0,3.1086244689504383e-15,1.993641254686984e-12,0.009325862966787522,0.0,0.029999616965900488
matched,epoch135,3,13,fisher,60,1.0,3.122502256758253e-17,1.105462834986859e-12,0.009343437402369115,0.0,0.029999344612940675
matched,epoch135,3,14,initial,0,1.0,6.938893903907228e-18,0.0,0.01,0.0,0.0
matched,epoch135,3,14,p_euclidean,30,1.0,2.220446049250313e-15,7.165930175634383e-13,0.009231479839919964,0.0,0.029999597169799996
matched,epoch135,3,14,fisher,30,1.0,1.734723475976807e-17,1.0597640386772467e-12,0.00925478977947888,0.0,0.029998774873937373
matched,epoch135,3,14,p_euclidean,60,1.0,2.6645352591003757e-15,1.993641254686984e-12,0.009231297201928775,0.0,0.029999597012214316
matched,epoch135,3,14,fisher,60,1.0,2.0816681711721685e-17,2.447250843813642e-12,0.00925500883178752,0.0,0.02999877394708018
matched,epoch135,3,15,initial,0,0.9999999999999998,1.3322676295501878e-15,0.0,0.01,0.0,0.0
matched,epoch135,3,15,p_euclidean,30,0.9999999999999998,2.6645352591003757e-15,7.165930175634383e-13,0.00934625875103442,0.0,0.02999958960488701
matched,epoch135,3,15,fisher,30,0.9999999999999998,2.0816681711721685e-17,1.160682227413501e-12,0.009365296835605911,0.0,0.029999039121504947
matched,epoch135,3,15,p_euclidean,60,0.9999999999999998,3.552713678800501e-15,1.105462834986859e-12,0.009346122230140644,0.0,0.02999958934946343
matched,epoch135,3,15,fisher,60,0.9999999999999998,2.0816681711721685e-17,2.447250843813642e-12,0.009365486627035631,0.0,0.029999038456390698
matched,epoch135,4,0,initial,0,1.0,1.1102230246251565e-16,0.0,0.01,0.0,0.0
matched,epoch135,4,0,p_euclidean,30,1.0,3.885780586188048e-16,1.0597640386772467e-12,0.009477241270135372,0.0,0.029999961371944224
matched,epoch135,4,0,fisher,30,1.0,2.6020852139652106e-18,7.165930175634383e-13,0.00948576045352984,0.0,0.029999129201284783
matched,epoch135,4,0,p_euclidean,60,1.0,3.3306690738754696e-16,1.993641254686984e-12,0.009477227457903796,0.0,0.029999961332729627
matched,epoch135,4,0,fisher,60,1.0,2.168404344971009e-18,1.105462834986859e-12,0.00948589180163934,0.0,0.029999128458955082
matched,epoch135,4,1,initial,0,1.0,5.551115123125783e-17,0.0,0.01,0.0,0.0
matched,epoch135,4,1,p_euclidean,30,1.0,3.3306690738754696e-16,7.165930175634383e-13,0.009477937202276559,0.0,0.029999948530811147
matched,epoch135,4,1,fisher,30,1.0,2.6020852139652106e-18,6.156748288271841e-13,0.00948668910119187,0.0,0.029999128390723634
matched,epoch135,4,1,p_euclidean,60,1.0,3.3306690738754696e-16,1.993641254686984e-12,0.009477915122974445,0.0,0.029999948469198755
matched,epoch135,4,1,fisher,60,1.0,2.6020852139652106e-18,1.993641254686984e-12,0.009486816515454553,0.0,0.029999127669607988
matched,epoch135,4,2,initial,0,1.0000000000000002,1.1102230246251565e-16,0.0,0.01,0.0,0.0
matched,epoch135,4,2,p_euclidean,30,1.0000000000000002,3.608224830031759e-16,7.165930175634383e-13,0.009442128963002604,0.0,0.029999962319104807
matched,epoch135,4,2,fisher,30,1.0000000000000002,2.168404344971009e-18,6.156748288271841e-13,0.00945279625285145,0.0,0.029999070168073693
matched,epoch135,4,2,p_euclidean,60,1.0000000000000002,3.3306690738754696e-16,1.993641254686984e-12,0.009442104819816385,0.0,0.029999962276366966
matched,epoch135,4,2,fisher,60,1.0000000000000002,2.6020852139652106e-18,1.993641254686984e-12,0.00945295375847176,0.0,0.029999069407415195
matched,epoch135,4,3,initial,0,1.0,5.551115123125783e-17,0.0,0.01,0.0,0.0
matched,epoch135,4,3,p_euclidean,30,1.0,3.0531133177191805e-16,6.156748288271841e-13,0.009436591574245068,0.0,0.029999966028370233
matched,epoch135,4,3,fisher,30,1.0,1.734723475976807e-18,7.165930175634383e-13,0.009447487328692375,0.0,0.02999906236563102
matched,epoch135,4,3,p_euclidean,60,1.0,3.0531133177191805e-16,2.447250843813642e-12,0.00943656743174108,0.0,0.02999996599809698
matched,epoch135,4,3,fisher,60,1.0,2.168404344971009e-18,1.5590724241135168e-12,0.00944764872763632,0.0,0.029999061651027538
matched,epoch135,4,4,initial,0,1.0,1.1102230246251565e-16,0.0,0.01,0.0,0.0
matched,epoch135,4,4,p_euclidean,30,1.0,2.7755575615628914e-16,7.165930175634383e-13,0.009472788216940541,0.0,0.029999963572595156
matched,epoch135,4,4,fisher,30,1.0,2.6020852139652106e-18,7.165930175634383e-13,0.009482098002434101,0.0,0.029999090218587793
matched,epoch135,4,4,p_euclidean,60,1.0,3.0531133177191805e-16,1.993641254686984e-12,0.009472780550724747,0.0,0.02999996353083435
matched,epoch135,4,4,fisher,60,1.0,2.3852447794681098e-18,1.993641254686984e-12,0.009482248283188374,0.0,0.02999908949871476
matched,epoch135,4,5,initial,0,1.0,1.8041124150158794e-16,0.0,0.01,0.0,0.0
matched,epoch135,4,5,p_euclidean,30,1.0,2.7755575615628914e-16,1.160682227413501e-12,0.009448339054003356,0.0,0.029999964618880215
matched,epoch135,4,5,fisher,30,1.0,2.168404344971009e-18,7.165930175634383e-13,0.009459113363358768,0.0,0.02999904568096547
matched,epoch135,4,5,p_euclidean,60,1.0,3.0531133177191805e-16,1.993641254686984e-12,0.009448309825265651,0.0,0.029999964591982172
matched,epoch135,4,5,fisher,60,1.0,2.168404344971009e-18,1.5590724241135168e-12,0.009459267887918397,0.0,0.029999044887678333
matched,epoch135,4,6,initial,0,1.0,4.163336342344337e-17,0.0,0.01,0.0,0.0
matched,epoch135,4,6,p_euclidean,30,1.0,3.122502256758253e-16,7.165930175634383e-13,0.009493677541047286,0.0,0.029999925937174137
matched,epoch135,4,6,fisher,30,1.0,1.951563910473908e-18,1.160682227413501e-12,0.009502344985792444,0.0,0.02999907709419251
matched,epoch135,4,6,p_euclidean,60,1.0,2.7755575615628914e-16,2.447250843813642e-12,0.00949367252838354,0.0,0.02999992589898094
matched,epoch135,4,6,fisher,60,1.0,2.0599841277224584e-18,1.993641254686984e-12,0.00950248690938321,0.0,0.029999076363038526
matched,epoch135,4,7,initial,0,1.0,2.7755575615628914e-17,0.0,0.01,0.0,0.0
matched,epoch135,4,7,p_euclidean,30,1.0,3.608224830031759e-16,7.165930175634383e-13,0.009424652323919185,0.0,0.02999993404219908
matched,epoch135,4,7,fisher,30,1.0,2.6020852139652106e-18,7.165930175634383e-13,0.009436400586914112,0.0,0.02999908789591762
matched,epoch135,4,7,p_euclidean,60,1.0,3.885780586188048e-16,1.5590724241135168e-12,0.009424619375266757,0.0,0.029999933984746457
matched,epoch135,4,7,fisher,60,1.0,2.6020852139652106e-18,1.105462834986859e-12,0.009436567721361165,0.0,0.029999087170182157
matched,epoch135,4,8,initial,0,1.0,0.0,0.0,0.01,0.0,0.0
matched,epoch135,4,8,p_euclidean,30,1.0,3.3306690738754696e-16,7.165930175634383e-13,0.009486971978715158,0.0,0.02999997641025777
matched,epoch135,4,8,fisher,30,1.0,2.168404344971009e-18,1.0597640386772467e-12,0.009494932230479881,0.0,0.029999118488102248
matched,epoch135,4,8,p_euclidean,60,1.0,3.3306690738754696e-16,1.993641254686984e-12,0.009486974269543277,0.0,0.02999997639885904
matched,epoch135,4,8,fisher,60,1.0,2.6020852139652106e-18,1.993641254686984e-12,0.009495069380501042,0.0,0.029999117773130007
matched,epoch135,4,9,initial,0,1.0,1.6653345369377348e-16,0.0,0.01,0.0,0.0
matched,epoch135,4,9,p_euclidean,30,1.0,2.914335439641036e-16,6.156748288271841e-13,0.009421112025632889,0.0,0.02999997444853694
matched,epoch135,4,9,fisher,30,1.0,2.4936649967166602e-18,7.165930175634383e-13,0.009432717329651837,0.0,0.029999072019608365
matched,epoch135,4,9,p_euclidean,60,1.0,3.0531133177191805e-16,1.105462834986859e-12,0.00942108165527554,0.0,0.02999997443784878
matched,epoch135,4,9,fisher,60,1.0,2.0599841277224584e-18,1.993641254686984e-12,0.009432884618745974,0.0,0.02999907126205875
matched,epoch135,4,10,initial,0,1.0,2.7755575615628914e-17,0.0,0.01,0.0,0.0
matched,epoch135,4,10,p_euclidean,30,1.0,2.7755575615628914e-16,1.0597640386772467e-12,0.009456849322594722,0.0,0.029999950259392512
matched,epoch135,4,10,fisher,30,1.0,2.168404344971009e-18,6.156748288271841e-13,0.009466359823532867,0.0,0.02999910691356174
matched,epoch135,4,10,p_euclidean,60,1.0,2.7755575615628914e-16,1.993641254686984e-12,0.009456836474022833,0.0,0.029999950219778204
matched,epoch135,4,10,fisher,60,1.0,2.3852447794681098e-18,1.105462834986859e-12,0.009466508555200042,0.0,0.029999106189085075
matched,epoch135,4,11,initial,0,1.0,6.505213034913027e-19,0.0,0.01,0.0,0.0
matched,epoch135,4,11,p_euclidean,30,1.0,3.0531133177191805e-16,1.160682227413501e-12,0.00943148307993112,0.0,0.02999998073363144
matched,epoch135,4,11,fisher,30,1.0,1.951563910473908e-18,1.160682227413501e-12,0.009442369584244522,0.0,0.029999056675035385
matched,epoch135,4,11,p_euclidean,60,1.0,3.0531133177191805e-16,1.993641254686984e-12,0.009431460164416736,0.0,0.029999980710019795
matched,epoch135,4,11,fisher,60,1.0,2.168404344971009e-18,1.105462834986859e-12,0.009442531924637053,0.0,0.029999055920460982
matched,epoch135,4,12,initial,0,0.9999999999999999,1.6653345369377348e-16,0.0,0.01,0.0,0.0
matched,epoch135,4,12,p_euclidean,30,0.9999999999999999,2.7755575615628914e-16,6.156748288271841e-13,0.009481998132685215,0.0,0.029999963002703012
matched,epoch135,4,12,fisher,30,0.9999999999999999,2.168404344971009e-18,1.0597640386772467e-12,0.009490984606283705,0.0,0.02999908269449479
matched,epoch135,4,12,p_euclidean,60,0.9999999999999999,3.608224830031759e-16,1.105462834986859e-12,0.009481981326721442,0.0,0.029999962967292928
matched,epoch135,4,12,fisher,60,0.9999999999999999,1.951563910473908e-18,1.105462834986859e-12,0.009491120943714673,0.0,0.0299990819713647
matched,epoch135,4,13,initial,0,1.0,0.0,0.0,0.01,0.0,0.0
matched,epoch135,4,13,p_euclidean,30,1.0,3.885780586188048e-16,1.0597640386772467e-12,0.009484539854570758,0.0,0.029999949882790113
matched,epoch135,4,13,fisher,30,1.0,2.168404344971009e-18,6.156748288271841e-13,0.009493323417244801,0.0,0.02999910988380042
matched,epoch135,4,13,p_euclidean,60,1.0,3.3306690738754696e-16,1.993641254686984e-12,0.009484497532443407,0.0,0.029999949825988876
matched,epoch135,4,13,fisher,60,1.0,2.6020852139652106e-18,1.993641254686984e-12,0.009493432503981186,0.0,0.02999910915403881
matched,epoch135,4,14,initial,0,1.0,1.942890293094024e-16,0.0,0.01,0.0,0.0
matched,epoch135,4,14,p_euclidean,30,1.0,2.498001805406602e-16,7.165930175634383e-13,0.009451687058404082,0.0,0.029999977229944595
matched,epoch135,4,14,fisher,30,1.0,2.3852447794681098e-18,6.156748288271841e-13,0.009461782863101838,0.0,0.029999006263750818
matched,epoch135,4,14,p_euclidean,60,1.0,3.0531133177191805e-16,1.993641254686984e-12,0.009451661290955274,0.0,0.029999977202839312
matched,epoch135,4,14,fisher,60,1.0,1.951563910473908e-18,1.105462834986859e-12,0.009461929475009234,0.0,0.029999005439670278
matched,epoch135,4,15,initial,0,0.9999999999999998,1.1102230246251565e-16,0.0,0.01,0.0,0.0
matched,epoch135,4,15,p_euclidean,30,0.9999999999999998,4.718447854656915e-16,6.156748288271841e-13,0.009502528308925756,0.0,0.029999949527327183
matched,epoch135,4,15,fisher,30,0.9999999999999998,1.734723475976807e-18,6.156748288271841e-13,0.009511023922364789,0.0,0.029999048975032864
matched,epoch135,4,15,p_euclidean,60,0.9999999999999998,3.885780586188048e-16,1.105462834986859e-12,0.009502502426314209,0.0,0.029999949461732636
matched,epoch135,4,15,fisher,60,0.9999999999999998,2.168404344971009e-18,1.993641254686984e-12,0.009511143619806114,0.0,0.029999048240695336
matched,epoch135,5,0,initial,0,1.0000000000000002,4.547473508864641e-13,0.0,0.01,0.0,0.0
matched,epoch135,5,0,p_euclidean,30,1.0000000000000002,2.5011104298755527e-12,7.165930175634383e-13,0.009426614087985771,0.0,0.029986203900182692
matched,epoch135,5,0,fisher,30,1.0000000000000002,1.4210854715202004e-14,7.165930175634383e-13,0.009440249841514765,0.0,0.029985623779261034
matched,epoch135,5,0,p_euclidean,60,1.0000000000000002,1.8189894035458565e-12,1.105462834986859e-12,0.009426822604295977,0.0,0.029985910928576522
matched,epoch135,5,0,fisher,60,1.0000000000000002,1.4210854715202004e-14,1.105462834986859e-12,0.009440645408471272,0.0,0.029985315502427955
matched,epoch135,5,1,initial,0,0.9999999999999998,4.547473508864641e-13,0.0,0.01,0.0,0.0
matched,epoch135,5,1,p_euclidean,30,0.9999999999999998,2.2737367544323206e-12,1.0597640386772467e-12,0.009456556953781333,0.0,0.029985642153125006
matched,epoch135,5,1,fisher,30,0.9999999999999998,2.1316282072803006e-14,1.0597640386772467e-12,0.009470019069236097,0.0,0.02998615847411314
matched,epoch135,5,1,p_euclidean,60,0.9999999999999998,2.7284841053187847e-12,3.3354292635137672e-12,0.00945641674717853,0.0,0.0299854818668726
matched,epoch135,5,1,fisher,60,0.9999999999999998,1.4210854715202004e-14,1.993641254686984e-12,0.009470137091336022,0.0,0.029986028233465883
matched,epoch135,5,2,initial,0,0.9999999999999998,4.547473508864641e-13,0.0,0.01,0.0,0.0
matched,epoch135,5,2,p_euclidean,30,0.9999999999999998,1.8189894035458565e-12,1.0597640386772467e-12,0.009430833259245342,0.0,0.02998965473813382
matched,epoch135,5,2,fisher,30,0.9999999999999998,1.5987211554602254e-14,1.0597640386772467e-12,0.009444066299946194,0.0,0.029988912788811512
matched,epoch135,5,2,p_euclidean,60,0.9999999999999998,2.7284841053187847e-12,1.993641254686984e-12,0.009431057351824436,0.0,0.029989360878775476
matched,epoch135,5,2,fisher,60,0.9999999999999998,1.5987211554602254e-14,2.447250843813642e-12,0.00944448215505548,0.0,0.029988501031312193
matched,epoch135,5,3,initial,0,0.9999999999999998,3.552713678800501e-15,0.0,0.01,0.0,0.0
matched,epoch135,5,3,p_euclidean,30,0.9999999999999998,2.5011104298755527e-12,1.160682227413501e-12,0.009419860969729986,0.0,0.029988232510617236
matched,epoch135,5,3,fisher,30,0.9999999999999998,2.1316282072803006e-14,7.165930175634383e-13,0.009433389179043575,0.0,0.029988057156458647
matched,epoch135,5,3,p_euclidean,60,0.9999999999999998,1.8189894035458565e-12,1.5590724241135168e-12,0.009420044571128813,0.0,0.02998802299665179
matched,epoch135,5,3,fisher,60,0.9999999999999998,1.7763568394002505e-14,1.5590724241135168e-12,0.009433765095577876,0.0,0.029987921566887014
matched,epoch135,5,4,initial,0,1.0,2.2737367544323206e-13,0.0,0.01,0.0,0.0
matched,epoch135,5,4,p_euclidean,30,1.0,2.0463630789890885e-12,1.0597640386772467e-12,0.009460256811089258,0.0,0.02998870449438927
matched,epoch135,5,4,fisher,30,1.0,1.4210854715202004e-14,6.156748288271841e-13,0.009470771314168297,0.0,0.02998837041834419
matched,epoch135,5,4,p_euclidean,60,1.0,3.183231456205249e-12,1.993641254686984e-12,0.009460394557910562,0.0,0.029988720401850945
matched,epoch135,5,4,fisher,60,1.0,1.5987211554602254e-14,1.993641254686984e-12,0.009471069400707122,0.0,0.02998840283235161
matched,epoch135,5,5,initial,0,1.0000000000000002,9.094947017729282e-13,0.0,0.01,0.0,0.0
matched,epoch135,5,5,p_euclidean,30,1.0000000000000002,2.6147972675971687e-12,7.165930175634383e-13,0.009564718591798577,0.0,0.02998066686410821
matched,epoch135,5,5,fisher,30,1.0000000000000002,1.7763568394002505e-14,6.156748288271841e-13,0.009573006812100781,0.0,0.029979901441627443
matched,epoch135,5,5,p_euclidean,60,1.0000000000000002,2.7284841053187847e-12,1.105462834986859e-12,0.009564535053273322,0.0,0.029980807160938552
matched,epoch135,5,5,fisher,60,1.0000000000000002,2.6645352591003757e-14,1.105462834986859e-12,0.009573281227022645,0.0,0.029979906631342264
matched,epoch135,5,6,initial,0,1.0,2.2737367544323206e-13,0.0,0.01,0.0,0.0
matched,epoch135,5,6,p_euclidean,30,1.0,1.4779288903810084e-12,7.165930175634383e-13,0.009443198888752854,0.0,0.029987350907465033
matched,epoch135,5,6,fisher,30,1.0,1.9539925233402755e-14,1.0597640386772467e-12,0.009454735476435154,0.0,0.029986226477795645
matched,epoch135,5,6,p_euclidean,60,1.0,2.0463630789890885e-12,1.993641254686984e-12,0.009443407581448942,0.0,0.029987202302298448
matched,epoch135,5,6,fisher,60,1.0,1.5987211554602254e-14,1.5590724241135168e-12,0.009455118243384398,0.0,0.029986068803430667
matched,epoch135,5,7,initial,0,1.0,1.3642420526593924e-12,0.0,0.01,0.0,0.0
matched,epoch135,5,7,p_euclidean,30,1.0,2.7284841053187847e-12,7.165930175634383e-13,0.009481244829798416,0.0,0.02998994646516685
matched,epoch135,5,7,fisher,30,1.0,2.1316282072803006e-14,7.165930175634383e-13,0.00949240952314745,0.0,0.029988671245621587
