epoch,lr-Adam,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,val/max_reward,val/reward
,0.0001,0,,,,,,,,
,,9,,,7824.875593185425,,,,,
,,9,,31.15701675415039,,,,,,
0,,9,,,,0.6813979744911194,-98.3125,-102.65234375,,
,,19,,,7826.3819217681885,,,,,
,,19,,29.69813346862793,,,,,,
0,,19,,,,0.6865054965019226,-96.6875,-100.71354675292969,,
,,29,,,9536.290884017944,,,,,
,,29,,27.678251266479492,,,,,,
0,,29,,,,0.6875897645950317,-95.0,-99.35026550292969,,
0,,31,,,,,,,-94.25399780273438,-97.72435760498047
,,32,503.09954047203064,,,,,,,
,0.0001,32,,,,,,,,
,,39,,,7896.500587463379,,,,,
,,39,,27.77862548828125,,,,,,
1,,39,,,,0.6867851614952087,-95.65625,-99.68489837646484,,
,,49,,,8296.012878417969,,,,,
,,49,,33.05816650390625,,,,,,
1,,49,,,,0.6892076134681702,-95.4375,-99.87630462646484,,
,,59,,,7649.9316692352295,,,,,
,,59,,28.30791473388672,,,,,,
1,,59,,,,0.6876208186149597,-94.6875,-98.72135925292969,,
1,,63,,,,,,,-93.54000091552734,-96.89836883544922
,,64,474.0975081920624,,,,,,,
,0.0001,64,,,,,,,,
,,69,,,7650.8238315582275,,,,,
,,69,,27.76503562927246,,,,,,
2,,69,,,,0.6881604790687561,-95.46875,-99.2890625,,
,,79,,,7292.037725448608,,,,,
,,79,,30.63201904296875,,,,,,
2,,79,,,,0.685173511505127,-94.96875,-98.87890625,,
,,89,,,7637.701511383057,,,,,
,,89,,27.295589447021484,,,,,,
2,,89,,,,0.6884408593177795,-95.03125,-99.08203125,,
2,,95,,,,,,,-93.59500122070312,-96.97244262695312
,,96,468.1638479232788,,,,,,,
,0.0001,96,,,,,,,,
,,99,,,8034.776926040649,,,,,
,,99,,49.695491790771484,,,,,,
3,,99,,,,0.6879218816757202,-94.5625,-98.64323425292969,,
,,109,,,8335.829734802246,,,,,
,,109,,26.622772216796875,,,,,,
3,,109,,,,0.6875109076499939,-94.40625,-98.44010925292969,,
,,119,,,9285.969018936157,,,,,
,,119,,31.587839126586914,,,,,,
3,,119,,,,0.6914077401161194,-94.75,-98.87370300292969,,
3,,127,,,,,,,-93.27200317382812,-96.60779571533203
,,128,510.90945625305176,,,,,,,
,0.0001,128,,,,,,,,
,,129,,,9287.2896194458,,,,,
,,129,,28.060436248779297,,,,,,
4,,129,,,,0.6901092529296875,-94.1875,-98.63671875,,
,,139,,,8341.763496398926,,,,,
,,139,,28.69558334350586,,,,,,
4,,139,,,,0.6856396794319153,-95.28125,-99.79036712646484,,
,,149,,,10125.975608825684,,,,,
,,149,,29.484033584594727,,,,,,
4,,149,,,,0.6850494146347046,-94.25,-98.45182800292969,,
,,159,,,8195.642709732056,,,,,
,,159,,26.459217071533203,,,,,,
4,,159,,,,0.6898638010025024,-93.75,-97.66667175292969,,
4,,159,,,,,,,-93.30599975585938,-96.66836547851562
,,160,499.25469756126404,,,,,,,
,0.0001,160,,,,,,,,
,,169,,,8061.436653137207,,,,,
,,169,,26.447772979736328,,,,,,
5,,169,,,,0.6873911023139954,-95.53125,-99.47526550292969,,
,,179,,,7778.864145278931,,,,,
,,179,,30.406713485717773,,,,,,
5,,179,,,,0.6870712637901306,-95.21875,-99.33333587646484,,
,,189,,,7563.4284019470215,,,,,
,,189,,26.601076126098633,,,,,,
5,,189,,,,0.689064621925354,-93.96875,-98.15755462646484,,
5,,191,,,,,,,-93.51000213623047,-96.87396240234375
