set,instance,shape,ref_makespan,pred_makespan,gap,gap_avg,gap_max,base_pred_makespan,base_gap,aug_factor,aug_batch_size,entropy_mean,time_sec
generated,10x10_0000,10x10,759.0,1056.0,39.130435943603516,68.17254638671875,107.3781509399414,1056.0,39.130435943603516,1,16,2.1345839500427246,0.5222405465319753
generated,10x10_0001,10x10,906.0,1088.0,20.088302612304688,53.034461975097656,92.38412475585938,1088.0,20.088302612304688,1,16,2.1332650184631348,0.2373649151995778
generated,10x10_0002,10x10,781.0,1008.9999389648438,29.193342208862305,65.41593170166016,98.3354721069336,1008.9999389648438,29.193342208862305,1,16,2.1369078159332275,0.23363791964948177
generated,10x10_0003,10x10,805.0,1005.0000610351562,24.844730377197266,61.541141510009766,102.98135375976562,1005.0000610351562,24.844730377197266,1,16,2.135556221008301,0.23364876862615347
generated,10x10_0004,10x10,868.0,1119.0001220703125,28.917062759399414,61.134613037109375,99.3087387084961,1119.0001220703125,28.917062759399414,1,16,2.1375973224639893,0.2353472327813506
generated,10x10_0005,10x10,855.0,1040.0,21.637428283691406,59.91045379638672,104.79533386230469,1040.0,21.637428283691406,1,16,2.134063959121704,0.23524892423301935
generated,10x10_0006,10x10,763.0,1036.0,35.779823303222656,62.82254409790039,112.84403991699219,1036.0,35.779823303222656,1,16,2.1301639080047607,0.23448519594967365
generated,10x10_0007,10x10,868.0,1065.0,22.695850372314453,58.41914367675781,111.17508697509766,1065.0,22.695850372314453,1,16,2.1393892765045166,0.23365746811032295
generated,10x10_0008,10x10,781.0,1028.0,31.626117706298828,61.047542572021484,103.45709228515625,1028.0,31.626117706298828,1,16,2.1349990367889404,0.23430703766644
generated,10x10_0009,10x10,827.0,1051.999755859375,27.206743240356445,55.99777603149414,104.23219299316406,1051.999755859375,27.206743240356445,1,16,2.136493444442749,0.23405696731060743
generated,10x10_0010,10x10,801.0,1036.0,29.33832359313965,61.79677200317383,113.23344421386719,1036.0,29.33832359313965,1,16,2.140071153640747,0.23304032161831856
generated,10x10_0011,10x10,721.0,967.0,34.119285583496094,69.07832336425781,114.84050750732422,967.0,34.119285583496094,1,16,2.1297061443328857,0.23591715097427368
generated,10x10_0012,10x10,838.0,1170.0,39.61814498901367,68.47125244140625,141.16944885253906,1170.0,39.61814498901367,1,16,2.137707471847534,0.23797221388667822
generated,10x10_0013,10x10,829.0,1151.0,38.841976165771484,62.97308349609375,102.29191589355469,1151.0,38.841976165771484,1,16,2.1318767070770264,0.23373006843030453
generated,10x10_0014,10x10,862.0,1180.9998779296875,37.00693893432617,66.10443878173828,126.21810150146484,1180.9998779296875,37.00693893432617,1,16,2.13383412361145,0.23337530996650457
generated,10x10_0015,10x10,868.0,1138.0001220703125,31.106006622314453,60.1634521484375,98.15667724609375,1138.0001220703125,31.106006622314453,1,16,2.136941909790039,0.23380413837730885
generated,10x10_0016,10x10,869.0,1158.0,33.256614685058594,64.51290893554688,105.29344177246094,1158.0,33.256614685058594,1,16,2.133061647415161,0.23865240067243576
generated,10x10_0017,10x10,839.0,1142.0,36.114418029785156,66.9025650024414,109.53512573242188,1142.0,36.114418029785156,1,16,2.1351101398468018,0.23338499013334513
generated,10x10_0018,10x10,859.0,1106.0,28.754365921020508,60.20082092285156,95.110595703125,1106.0,28.754365921020508,1,16,2.138059616088867,0.23453886527568102
generated,10x10_0019,10x10,806.0,1095.0,35.8560791015625,67.64306640625,107.5682373046875,1095.0,35.8560791015625,1,16,2.1364858150482178,0.23275662120431662
generated,10x10_0020,10x10,805.0,975.0,21.118009567260742,54.71855545043945,110.55899047851562,975.0,21.118009567260742,1,16,2.135146379470825,0.23753330577164888
generated,10x10_0021,10x10,856.0,1019.0000610351562,19.042062759399414,54.14445495605469,87.9672622680664,1019.0000610351562,19.042062759399414,1,16,2.1351089477539062,0.23338536079972982
generated,10x10_0022,10x10,853.0,1137.0,33.29425048828125,65.18262481689453,111.37161254882812,1137.0,33.29425048828125,1,16,2.1379127502441406,0.23432468622922897
generated,10x10_0023,10x10,786.0,1025.0001220703125,30.407142639160156,59.093711853027344,89.94912719726562,1025.0001220703125,30.407142639160156,1,16,2.136434316635132,0.2340132873505354
generated,10x10_0024,10x10,889.0,1243.0,39.82002639770508,64.66536712646484,101.79979705810547,1243.0,39.82002639770508,1,16,2.137669324874878,0.23532988410443068
generated,10x10_0025,10x10,917.0,1186.0,29.33478355407715,62.653350830078125,106.21592712402344,1186.0,29.33478355407715,1,16,2.1363091468811035,0.23402063641697168
generated,10x10_0026,10x10,734.0,964.0000610351562,31.33515167236328,63.10775375366211,110.08174133300781,964.0000610351562,31.33515167236328,1,16,2.135305404663086,0.23353083990514278
generated,10x10_0027,10x10,928.0,1253.0,35.02155685424805,60.63611602783203,91.05606079101562,1253.0,35.02155685424805,1,16,2.1353919506073,0.23346173018217087
