epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/po_loss,train/po_pref_rate,train/reward,val/max_reward,val/reward
,899,,,9718.279361724854,,,,,,,
,899,,51.92255973815918,,,,,,,,
44,899,,,,0.22650299966335297,-111.54000091552734,0.22650299966335297,0.4325694441795349,-116.65583801269531,,
44,899,,,,,,,,,-111.3290023803711,-116.46011352539062
,900,401.7088005542755,,,,,,,,,
45,919,,,,,,,,,-108.80500030517578,-113.73487854003906
,920,378.71555519104004,,,,,,,,,
46,939,,,,,,,,,-108.90299987792969,-113.79651641845703
,940,373.2437403202057,,,,,,,,,
,949,,,10360.525608062744,,,,,,,
,949,,39.45517539978027,,,,,,,,
47,949,,,,0.22732985019683838,-109.73999786376953,0.22732985019683838,0.42982640862464905,-114.68917083740234,,
47,959,,,,,,,,,-109.31199645996094,-114.2101821899414
,960,372.02393102645874,,,,,,,,,
48,979,,,,,,,,,-109.08399963378906,-114.0427474975586
,980,368.375607252121,,,,,,,,,
,999,,,11732.247591018677,,,,,,,
,999,,52.96778678894043,,,,,,,,
49,999,,,,0.23005910217761993,-109.81999969482422,0.23005910217761993,0.4298611283302307,-114.80333709716797,,
49,999,,,,,,,,,-109.94400024414062,-114.94684600830078
,1000,422.98289036750793,,,,,,,,,
50,1019,,,,,,,,,-110.46800231933594,-115.42192077636719
,1020,386.8454022407532,,,,,,,,,
51,1039,,,,,,,,,-110.6719970703125,-115.7200927734375
,1040,375.6819884777069,,,,,,,,,
,1049,,,10335.729360580444,,,,,,,
,1049,,50.43768882751465,,,,,,,,
52,1049,,,,0.225424662232399,-110.27999877929688,0.225424662232399,0.43138888478279114,-115.32167053222656,,
52,1059,,,,,,,,,-107.88500213623047,-112.68212127685547
,1060,404.49842643737793,,,,,,,,,
53,1079,,,,,,,,,-108.4520034790039,-113.18646240234375
,1080,382.45930314064026,,,,,,,,,
,1099,,,9388.34023475647,,,,,,,
,1099,,71.30146026611328,,,,,,,,
54,1099,,,,0.22658978402614594,-108.57999420166016,0.22658978402614594,0.4285069406032562,-113.45417022705078,,
54,1099,,,,,,,,,-109.11199951171875,-113.92291259765625
,1100,386.0823748111725,,,,,,,,,
55,1119,,,,,,,,,-109.44300079345703,-114.34757232666016
,1120,420.59087896347046,,,,,,,,,
56,1139,,,,,,,,,-108.9209976196289,-113.74420166015625
,1140,378.4946722984314,,,,,,,,,
,1149,,,9913.665533065796,,,,,,,
,1149,,38.13648223876953,,,,,,,,
57,1149,,,,0.22321496903896332,-109.55999755859375,0.22321496903896332,0.42895835638046265,-114.62166595458984,,
57,1159,,,,,,,,,-109.23799896240234,-114.14107513427734
,1160,370.25479769706726,,,,,,,,,
58,1179,,,,,,,,,-108.83399963378906,-113.7822036743164
,1180,427.4311089515686,,,,,,,,,
,1199,,,9642.694234848022,,,,,,,
,1199,,51.81002616882324,,,,,,,,
59,1199,,,,0.2202981561422348,-108.5199966430664,0.2202981561422348,0.4316319525241852,-113.37333679199219,,
59,1199,,,,,,,,,-108.5510025024414,-113.32553100585938
,1200,385.2388126850128,,,,,,,,,
60,1219,,,,,,,,,-108.60099792480469,-113.49246215820312
,1220,370.1798806190491,,,,,,,,,
61,1239,,,,,,,,,-108.46399688720703,-113.33609008789062
,1240,366.61472845077515,,,,,,,,,
,1249,,,10117.170810699463,,,,,,,
,1249,,38.85817527770996,,,,,,,,
62,1249,,,,0.23553138971328735,-110.57999420166016,0.23553138971328735,0.42753472924232483,-115.27667236328125,,
62,1259,,,,,,,,,-109.83000183105469,-114.70430755615234
,1260,394.9459328651428,,,,,,,,,
63,1279,,,,,,,,,-108.7300033569336,-113.62482452392578
,1280,376.7533495426178,,,,,,,,,
,1299,,,10151.566743850708,,,,,,,
,1299,,54.53896522521973,,,,,,,,
64,1299,,,,0.22585399448871613,-110.72000122070312,0.22585399448871613,0.4327777922153473,-116.14583587646484,,
64,1299,,,,,,,,,-111.29199981689453,-116.32575225830078
,1300,378.84860944747925,,,,,,,,,
65,1319,,,,,,,,,-109.61000061035156,-114.5733642578125
,1320,388.63078570365906,,,,,,,,,
66,1339,,,,,,,,,-108.7490005493164,-113.67902374267578
,1340,404.5796458721161,,,,,,,,,
,1349,,,9776.668071746826,,,,,,,
,1349,,36.35358810424805,,,,,,,,
67,1349,,,,0.21390247344970703,-109.5999984741211,0.21390247344970703,0.4300694465637207,-114.5925064086914,,
67,1359,,,,,,,,,-109.51899719238281,-114.35623931884766
,1360,375.3975658416748,,,,,,,,,
68,1379,,,,,,,,,-107.66699981689453,-112.36779022216797
,1380,424.9546649456024,,,,,,,,,
,1399,,,9800.019025802612,,,,,,,
,1399,,80.08480072021484,,,,,,,,
69,1399,,,,0.21222931146621704,-108.77999877929688,0.21222931146621704,0.43194445967674255,-113.61917114257812,,
69,1399,,,,,,,,,-108.37699890136719,-113.15196228027344
,1400,377.18905115127563,,,,,,,,,
70,1419,,,,,,,,,-107.8030014038086,-112.52679443359375
,1420,371.72494864463806,,,,,,,,,
71,1439,,,,,,,,,-108.44000244140625,-113.18982696533203
,1440,387.80480337142944,,,,,,,,,
,1449,,,10124.237537384033,,,,,,,
,1449,,65.0641918182373,,,,,,,,
72,1449,,,,0.22663523256778717,-108.77999877929688,0.22663523256778717,0.42732641100883484,-113.4675064086914,,
72,1459,,,,,,,,,-107.5979995727539,-112.2828369140625
,1460,378.49880051612854,,,,,,,,,
73,1479,,,,,,,,,-108.56800079345703,-113.28070068359375
,1480,423.75157403945923,,,,,,,,,
,1499,,,10473.51884841919,,,,,,,
,1499,,77.12769508361816,,,,,,,,
74,1499,,,,0.22291147708892822,-107.87999725341797,0.22291147708892822,0.42684027552604675,-112.58917236328125,,
74,1499,,,,,,,,,-108.71299743652344,-113.4925537109375
,1500,379.1156966686249,,,,,,,,,
75,1519,,,,,,,,,-107.34500122070312,-111.89521789550781
,1520,368.5046091079712,,,,,,,,,
76,1539,,,,,,,,,-107.64299774169922,-112.31221771240234
,1540,370.6829466819763,,,,,,,,,
,1549,,,9370.534420013428,,,,,,,
,1549,,34.44314002990723,,,,,,,,
77,1549,,,,0.23373721539974213,-107.54000091552734,0.23373721539974213,0.4232986271381378,-111.95916748046875,,
77,1559,,,,,,,,,-108.36499786376953,-113.03579711914062
,1560,367.65497303009033,,,,,,,,,
78,1579,,,,,,,,,-107.56800079345703,-112.21271514892578
,1580,400.1566698551178,,,,,,,,,
,1599,,,9120.18632888794,,,,,,,
,1599,,49.587249755859375,,,,,,,,
79,1599,,,,0.21945638954639435,-107.29999542236328,0.21945638954639435,0.42229166626930237,-111.6308364868164,,
79,1599,,,,,,,,,-107.9990005493164,-112.5623779296875
,1600,384.41155338287354,,,,,,,,,
80,1619,,,,,,,,,-107.41300201416016,-112.08303833007812
,1620,385.8581967353821,,,,,,,,,
81,1639,,,,,,,,,-107.76899719238281,-112.45138549804688
,1640,366.4092047214508,,,,,,,,,
,1649,,,10258.532762527466,,,,,,,
,1649,,38.1312370300293,,,,,,,,
82,1649,,,,0.22592312097549438,-108.69999694824219,0.22592312097549438,0.43020835518836975,-113.76000213623047,,
82,1659,,,,,,,,,-107.5250015258789,-112.06392669677734
,1660,368.8340787887573,,,,,,,,,
83,1679,,,,,,,,,-107.31800079345703,-111.93270874023438
,1680,362.54399394989014,,,,,,,,,
,1699,,,10182.005882263184,,,,,,,
,1699,,68.24302673339844,,,,,,,,
84,1699,,,,0.2215334177017212,-108.05999755859375,0.2215334177017212,0.4266666769981384,-112.77000427246094,,
84,1699,,,,,,,,,-108.6969985961914,-113.44999694824219
,1700,374.75936818122864,,,,,,,,,
85,1719,,,,,,,,,-107.14199829101562,-111.64836883544922
,1720,397.4143543243408,,,,,,,,,
86,1739,,,,,,,,,-107.68499755859375,-112.29776000976562
,1740,369.594443321228,,,,,,,,,
,1749,,,9589.39266204834,,,,,,,
,1749,,40.366172790527344,,,,,,,,
87,1749,,,,0.22462205588817596,-106.55999755859375,0.22462205588817596,0.4281597435474396,-111.45750427246094,,
87,1759,,,,,,,,,-107.48400115966797,-112.01153564453125
,1760,365.5578463077545,,,,,,,,,
88,1779,,,,,,,,,-107.6449966430664,-112.21813201904297
,1780,364.1396906375885,,,,,,,,,
,1799,,,9435.778141021729,,,,,,,
,1799,,81.69913291931152,,,,,,,,
89,1799,,,,0.2189764529466629,-106.18000030517578,0.2189764529466629,0.4262847304344177,-110.84833526611328,,
89,1799,,,,,,,,,-106.552001953125,-111.10089111328125
,1800,400.0923261642456,,,,,,,,,
90,1819,,,,,,,,,-108.23100280761719,-112.8119125366211
,1820,369.81500244140625,,,,,,,,,
91,1839,,,,,,,,,-109.447998046875,-114.2890853881836
,1840,366.4382927417755,,,,,,,,,
,1849,,,12204.478740692139,,,,,,,
,1849,,51.79023742675781,,,,,,,,
92,1849,,,,0.22233551740646362,-107.43999481201172,0.22233551740646362,0.42576390504837036,-111.78417205810547,,
92,1859,,,,,,,,,-107.36599731445312,-111.7831039428711
,1860,378.16675543785095,,,,,,,,,
93,1879,,,,,,,,,-107.1510009765625,-111.70175170898438
,1880,360.13836121559143,,,,,,,,,
,1899,,,9054.325342178345,,,,,,,
,1899,,47.3780632019043,,,,,,,,
94,1899,,,,0.2141520231962204,-106.36000061035156,0.2141520231962204,0.42288196086883545,-110.74333953857422,,
94,1899,,,,,,,,,-106.4520034790039,-110.8458251953125
,1900,373.5776355266571,,,,,,,,,
95,1919,,,,,,,,,-107.9010009765625,-112.49160766601562
,1920,363.1229844093323,,,,,,,,,
96,1939,,,,,,,,,-106.5250015258789,-111.00208282470703
,1940,364.359738111496,,,,,,,,,
,1949,,,9893.641948699951,,,,,,,
,1949,,36.481380462646484,,,,,,,,
97,1949,,,,0.22326311469078064,-107.23999786376953,0.22326311469078064,0.4281250238418579,-112.15416717529297,,
97,1959,,,,,,,,,-107.48300170898438,-111.98249816894531
,1960,366.5799160003662,,,,,,,,,
98,1979,,,,,,,,,-107.06900024414062,-111.64159393310547
,1980,385.4461569786072,,,,,,,,,
,1999,,,9744.386434555054,,,,,,,
,1999,,50.97365379333496,,,,,,,,
99,1999,,,,0.2197485715150833,-106.89999389648438,0.2197485715150833,0.4240972399711609,-111.43333435058594,,
99,1999,,,,,,,,,-107.19000244140625,-111.77521514892578
,2000,360.7239866256714,,,,,,,,,
100,2019,,,,,,,,,-107.35199737548828,-111.94819641113281
,2020,391.035142660141,,,,,,,,,
101,2039,,,,,,,,,-107.06800079345703,-111.5614242553711
,2040,376.87972927093506,,,,,,,,,
,2049,,,9603.87921333313,,,,,,,
,2049,,39.65926170349121,,,,,,,,
102,2049,,,,0.2182825803756714,-106.95999908447266,0.2182825803756714,0.42260417342185974,-111.44166564941406,,
102,2059,,,,,,,,,-106.58599853515625,-110.97004699707031
,2060,360.9244487285614,,,,,,,,,
103,2079,,,,,,,,,-106.5,-110.89962005615234
,2080,363.95023584365845,,,,,,,,,
,2099,,,10349.618196487427,,,,,,,
,2099,,59.21530723571777,,,,,,,,
104,2099,,,,0.21990597248077393,-106.65999603271484,0.21990597248077393,0.42395833134651184,-111.30166625976562,,
104,2099,,,,,,,,,-106.38600158691406,-110.88849639892578
,2100,363.13177037239075,,,,,,,,,
105,2119,,,,,,,,,-106.50199890136719,-110.9834976196289
,2120,367.3727717399597,,,,,,,,,
106,2139,,,,,,,,,-106.51499938964844,-111.02732849121094
,2140,366.4044270515442,,,,,,,,,
,2149,,,9697.452545166016,,,,,,,
,2149,,46.835899353027344,,,,,,,,
107,2149,,,,0.22028903663158417,-106.37999725341797,0.22028903663158417,0.42690974473953247,-110.99500274658203,,
107,2159,,,,,,,,,-106.29499816894531,-110.69392395019531
,2160,407.47946214675903,,,,,,,,,
108,2179,,,,,,,,,-106.37999725341797,-110.83026123046875
,2180,361.65441727638245,,,,,,,,,
,2199,,,9690.094232559204,,,,,,,
,2199,,61.31172180175781,,,,,,,,
109,2199,,,,0.2101897895336151,-105.83999633789062,0.2101897895336151,0.42326390743255615,-110.35417175292969,,
109,2199,,,,,,,,,-106.33399963378906,-110.76811981201172
,2200,359.47034096717834,,,,,,,,,
110,2219,,,,,,,,,-106.1969985961914,-110.65232849121094
,2220,359.3783395290375,,,,,,,,,
111,2239,,,,,,,,,-106.43900299072266,-110.91158294677734
,2240,367.6262080669403,,,,,,,,,
,2249,,,9299.267053604126,,,,,,,
,2249,,40.847063064575195,,,,,,,,
112,2249,,,,0.21250471472740173,-105.87999725341797,0.21250471472740173,0.42201390862464905,-110.6066665649414,,
112,2259,,,,,,,,,-106.31600189208984,-110.76306915283203
,2260,366.47067284584045,,,,,,,,,
113,2279,,,,,,,,,-105.99700164794922,-110.47504425048828
,2280,368.96603894233704,,,,,,,,,
,2299,,,12028.970718383789,,,,,,,
,2299,,56.887149810791016,,,,,,,,
114,2299,,,,0.22054752707481384,-106.89999389648438,0.22054752707481384,0.4220833480358124,-111.2316665649414,,
114,2299,,,,,,,,,-106.45099639892578,-110.97012329101562
,2300,412.9164762496948,,,,,,,,,
115,2319,,,,,,,,,-106.13999938964844,-110.54962921142578
,2320,355.71817660331726,,,,,,,,,
116,2339,,,,,,,,,-106.08999633789062,-110.50312042236328
,2340,373.51216197013855,,,,,,,,,
,2349,,,9547.93667793274,,,,,,,
,2349,,48.244476318359375,,,,,,,,
117,2349,,,,0.2196350246667862,-106.57999420166016,0.2196350246667862,0.42472222447395325,-111.149169921875,,
117,2359,,,,,,,,,-106.35700225830078,-110.78425598144531
,2360,375.364138841629,,,,,,,,,
118,2379,,,,,,,,,-106.58300018310547,-111.08145904541016
,2380,368.17369198799133,,,,,,,,,
,2399,,,10429.407119750977,,,,,,,
,2399,,62.7439022064209,,,,,,,,
119,2399,,,,0.21781721711158752,-106.0,0.21781721711158752,0.42395833134651184,-110.50333404541016,,
119,2399,,,,,,,,,-106.67500305175781,-111.10196685791016
,2400,379.8820881843567,,,,,,,,,
120,2419,,,,,,,,,-106.4010009765625,-110.86712646484375
,2420,360.42288160324097,,,,,,,,,
121,2439,,,,,,,,,-106.61299896240234,-111.06324768066406
,2440,362.03858971595764,,,,,,,,,
,2449,,,9978.633880615234,,,,,,,
,2449,,38.63525390625,,,,,,,,
122,2449,,,,0.2168097048997879,-106.45999908447266,0.2168097048997879,0.4214930534362793,-110.67166900634766,,
122,2459,,,,,,,,,-106.09300231933594,-110.53245544433594
,2460,364.5130047798157,,,,,,,,,
123,2479,,,,,,,,,-105.9540023803711,-110.3027114868164
,2480,357.36910820007324,,,,,,,,,
,2499,,,9732.879877090454,,,,,,,
,2499,,83.12153816223145,,,,,,,,
124,2499,,,,0.22094455361366272,-106.0,0.22094455361366272,0.42597222328186035,-110.53500366210938,,
124,2499,,,,,,,,,-106.41600036621094,-110.8660888671875
,2500,362.4815983772278,,,,,,,,,
125,2519,,,,,,,,,-106.4209976196289,-110.87879180908203
,2520,372.5304958820343,,,,,,,,,
126,2539,,,,,,,,,-106.25700378417969,-110.64009094238281
,2540,370.95412015914917,,,,,,,,,
,2549,,,9963.225364685059,,,,,,,
,2549,,60.6379508972168,,,,,,,,
127,2549,,,,0.22389337420463562,-106.22000122070312,0.22389337420463562,0.4251736104488373,-110.47416687011719,,
127,2559,,,,,,,,,-105.9280014038086,-110.33025360107422
,2560,368.5440890789032,,,,,,,,,
128,2579,,,,,,,,,-105.99400329589844,-110.33504486083984
,2580,373.15334391593933,,,,,,,,,
,2599,,,9396.13151550293,,,,,,,
,2599,,48.67672920227051,,,,,,,,
129,2599,,,,0.21800872683525085,-105.68000030517578,0.21800872683525085,0.4254166781902313,-110.20667266845703,,
129,2599,,,,,,,,,-106.24500274658203,-110.68234252929688
,2600,358.5964753627777,,,,,,,,,
130,2619,,,,,,,,,-106.26499938964844,-110.7202377319336
,2620,361.34972405433655,,,,,,,,,
131,2639,,,,,,,,,-106.27300262451172,-110.67695617675781
,2640,363.0729761123657,,,,,,,,,
,2649,,,9448.509454727173,,,,,,,
,2649,,48.30503463745117,,,,,,,,
132,2649,,,,0.22194363176822662,-105.89999389648438,0.22194363176822662,0.42510417103767395,-110.24000549316406,,
132,2659,,,,,,,,,-105.96099853515625,-110.29749298095703
,2660,359.9041676521301,,,,,,,,,
133,2679,,,,,,,,,-106.00199890136719,-110.340087890625
,2680,368.48235154151917,,,,,,,,,
,2699,,,9760.480403900146,,,,,,,
,2699,,53.61604690551758,,,,,,,,
134,2699,,,,0.21203023195266724,-106.37999725341797,0.21203023195266724,0.4251388907432556,-110.93416595458984,,
134,2699,,,,,,,,,-106.04499816894531,-110.44774627685547
,2700,358.7127993106842,,,,,,,,,
135,2719,,,,,,,,,-106.05400085449219,-110.4434585571289
,2720,369.7384476661682,,,,,,,,,
136,2739,,,,,,,,,-106.15599822998047,-110.49749755859375
,2740,360.2080762386322,,,,,,,,,
,2749,,,9509.419441223145,,,,,,,
,2749,,60.65487861633301,,,,,,,,
137,2749,,,,0.2253771275281906,-106.05999755859375,0.2253771275281906,0.4264930784702301,-110.52249908447266,,
137,2759,,,,,,,,,-105.83699798583984,-110.27826690673828
,2760,364.1904146671295,,,,,,,,,
138,2779,,,,,,,,,-106.10800170898438,-110.53362274169922
,2780,393.0183732509613,,,,,,,,,
,2799,,,12810.786962509155,,,,,,,
,2799,,67.34657287597656,,,,,,,,
139,2799,,,,0.21276850998401642,-106.04000091552734,0.21276850998401642,0.4221527874469757,-110.22167205810547,,
139,2799,,,,,,,,,-106.0780029296875,-110.48017120361328
,2800,372.29023575782776,,,,,,,,,
140,2819,,,,,,,,,-105.8479995727539,-110.2159652709961
,2820,395.8880281448364,,,,,,,,,
141,2839,,,,,,,,,-105.8949966430664,-110.22058868408203
,2840,361.56573843955994,,,,,,,,,
,2849,,,9942.05904006958,,,,,,,
,2849,,38.60783576965332,,,,,,,,
142,2849,,,,0.21894854307174683,-105.5999984741211,0.21894854307174683,0.42569446563720703,-109.83917236328125,,
142,2859,,,,,,,,,-106.12799835205078,-110.52908325195312
,2860,356.62589740753174,,,,,,,,,
143,2879,,,,,,,,,-106.13899993896484,-110.5665054321289
,2880,365.50103092193604,,,,,,,,,
,2899,,,12126.057624816895,,,,,,,
,2899,,49.19004440307617,,,,,,,,
144,2899,,,,0.20979604125022888,-106.83999633789062,0.20979604125022888,0.42576390504837036,-111.40917205810547,,
144,2899,,,,,,,,,-106.33100128173828,-110.70917510986328
,2900,391.6998677253723,,,,,,,,,
145,2919,,,,,,,,,-105.84400177001953,-110.1952133178711
,2920,401.6710159778595,,,,,,,,,
146,2939,,,,,,,,,-105.6729965209961,-110.03166961669922
,2940,373.2810089588165,,,,,,,,,
,2949,,,9227.3108959198,,,,,,,
,2949,,40.63868522644043,,,,,,,,
147,2949,,,,0.22712792456150055,-105.15999603271484,0.22712792456150055,0.42142361402511597,-109.53500366210938,,
147,2959,,,,,,,,,-105.61000061035156,-109.93692016601562
,2960,356.65284538269043,,,,,,,,,
148,2979,,,,,,,,,-105.91000366210938,-110.33645629882812
,2980,360.30675506591797,,,,,,,,,
,2999,,,9386.130094528198,,,,,,,
,2999,,50.02331733703613,,,,,,,,
149,2999,,,,0.21516108512878418,-106.0199966430664,0.21516108512878418,0.42489585280418396,-110.40083312988281,,
149,2999,,,,,,,,,-105.90699768066406,-110.22749328613281
