epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/pair_count,train/quality,train/reward,val/gap,val/makespan,val/reward
,49,,,417.74916648864746,,,,,,,
,49,,0.7565021514892578,,,,,,,,
,99,,,413.03491592407227,,,,,,,
,99,,8.795499801635742,,,,,,,,
,149,,,412.578821182251,,,,,,,
,149,,0.7085800170898438,,,,,,,,
,199,,,416.49699211120605,,,,,,,
,199,,8.785486221313477,,,,,,,,
,249,,,410.4030132293701,,,,,,,
,249,,0.6189346313476562,,,,,,,,
,299,,,411.82947158813477,,,,,,,
,299,,8.776187896728516,,,,,,,,
,349,,,413.6226177215576,,,,,,,
,349,,0.64849853515625,,,,,,,,
,399,,,418.83373260498047,,,,,,,
,399,,8.458614349365234,,,,,,,,
,449,,,422.4371910095215,,,,,,,
,449,,0.6282329559326172,,,,,,,,
,499,,,352.04267501831055,,,,,,,
,499,,8.542776107788086,,,,,,,,
,549,,,343.9140319824219,,,,,,,
,549,,0.6039142608642578,,,,,,,,
,599,,,342.3299789428711,,,,,,,
,599,,8.23974609375,,,,,,,,
,649,,,341.66717529296875,,,,,,,
,649,,0.5707740783691406,,,,,,,,
,699,,,342.5142765045166,,,,,,,
,699,,8.379936218261719,,,,,,,,
,749,,,342.318058013916,,,,,,,
,749,,0.6387233734130859,,,,,,,,
,799,,,342.50473976135254,,,,,,,
,799,,8.551597595214844,,,,,,,,
,849,,,423.2199192047119,,,,,,,
,849,,0.6363391876220703,,,,,,,,
,899,,,416.057825088501,,,,,,,
,899,,8.681297302246094,,,,,,,,
,949,,,411.78369522094727,,,,,,,
,949,,0.6306171417236328,,,,,,,,
,999,,,351.6826629638672,,,,,,,
,999,,8.504152297973633,,,,,,,,
,1049,,,341.31908416748047,,,,,,,
,1049,,0.6036758422851562,,,,,,,,
,1099,,,341.86840057373047,,,,,,,
,1099,,8.477210998535156,,,,,,,,
,1149,,,351.06897354125977,,,,,,,
,1149,,0.5598068237304688,,,,,,,,
,1199,,,337.4979496002197,,,,,,,
,1199,,7.737636566162109,,,,,,,,
,1249,,,339.13230895996094,,,,,,,
,1249,,0.5640983581542969,,,,,,,,
,1299,,,342.4713611602783,,,,,,,
,1299,,10.213136672973633,,,,,,,,
,1349,,,342.07940101623535,,,,,,,
,1349,,0.5934238433837891,,,,,,,,
,1399,,,341.583251953125,,,,,,,
,1399,,8.249759674072266,,,,,,,,
,1449,,,342.88978576660156,,,,,,,
,1449,,0.5757808685302734,,,,,,,,
,1499,,,342.0431613922119,,,,,,,
,1499,,8.214235305786133,,,,,,,,
,1549,,,368.23296546936035,,,,,,,
,1549,,0.5824565887451172,,,,,,,,
,1599,,,349.74217414855957,,,,,,,
,1599,,8.254528045654297,,,,,,,,
,1649,,,344.2971706390381,,,,,,,
,1649,,0.6449222564697266,,,,,,,,
,1699,,,340.23547172546387,,,,,,,
,1699,,8.470535278320312,,,,,,,,
,1749,,,340.84153175354004,,,,,,,
,1749,,0.5755424499511719,,,,,,,,
,1799,,,422.65868186950684,,,,,,,
,1799,,8.550167083740234,,,,,,,,
,1849,,,340.2104377746582,,,,,,,
,1849,,0.5807876586914062,,,,,,,,
,1899,,,342.6947593688965,,,,,,,
,1899,,8.61215591430664,,,,,,,,
,1949,,,344.1917896270752,,,,,,,
,1949,,0.6382465362548828,,,,,,,,
,1999,,,344.2957401275635,,,,,,,
,1999,,8.499383926391602,,,,,,,,
,2049,,,343.8084125518799,,,,,,,
,2049,,0.5714893341064453,,,,,,,,
,2099,,,345.3943729400635,,,,,,,
,2099,,8.42142105102539,,,,,,,,
,2149,,,341.4275646209717,,,,,,,
,2149,,0.5853176116943359,,,,,,,,
,2199,,,342.2858715057373,,,,,,,
,2199,,8.455753326416016,,,,,,,,
,2249,,,341.19176864624023,,,,,,,
,2249,,0.8397102355957031,,,,,,,,
,2299,,,421.2212562561035,,,,,,,
,2299,,8.571863174438477,,,,,,,,
,2349,,,342.9114818572998,,,,,,,
,2349,,0.6213188171386719,,,,,,,,
,2399,,,338.4513854980469,,,,,,,
,2399,,8.299589157104492,,,,,,,,
,2449,,,338.1671905517578,,,,,,,
,2449,,0.5636215209960938,,,,,,,,
,2499,,,339.0364646911621,,,,,,,
,2499,,8.460044860839844,,,,,,,,
,2549,,,342.9865837097168,,,,,,,
,2549,,0.6012916564941406,,,,,,,,
,2599,,,341.77160263061523,,,,,,,
,2599,,8.522748947143555,,,,,,,,
,2649,,,346.1737632751465,,,,,,,
,2649,,0.5598068237304688,,,,,,,,
,2699,,,343.3234691619873,,,,,,,
,2699,,8.47005844116211,,,,,,,,
,2749,,,342.4227237701416,,,,,,,
,2749,,0.5497932434082031,,,,,,,,
,2799,,,352.3709774017334,,,,,,,
,2799,,8.260726928710938,,,,,,,,
,2849,,,345.0489044189453,,,,,,,
,2849,,0.5645751953125,,,,,,,,
,2899,,,343.4760570526123,,,,,,,
,2899,,7.745981216430664,,,,,,,,
,2949,,,348.8633632659912,,,,,,,
,2949,,0.5695819854736328,,,,,,,,
,2999,,,341.81857109069824,,,,,,,
