epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/po_loss,train/po_pref_rate,train/reward,val/max_aug_reward,val/max_reward,val/reward
,49,,,293.8096523284912,,,,,,,
,49,,6.674766540527344,,,,,,,,
0,49,,,,0.2986873388290405,0.2986873388290405,0.4949968755245209,-10.190459251403809,,,
,99,,,294.2626476287842,,,,,,,
,99,,19.39535140991211,,,,,,,,
0,99,,,,0.28829100728034973,0.28829100728034973,0.4949999749660492,-9.900217056274414,,,
,149,,,296.4162826538086,,,,,,,
,149,,6.565570831298828,,,,,,,,
0,149,,,,0.2916962206363678,0.2916962206363678,0.4949999749660492,-9.594552993774414,,,
,199,,,295.7279682159424,,,,,,,
,199,,19.307613372802734,,,,,,,,
0,199,,,,0.29890188574790955,0.29890188574790955,0.4949999749660492,-9.37391185760498,,,
,249,,,294.7561740875244,,,,,,,
,249,,6.525516510009766,,,,,,,,
0,249,,,,0.3005521595478058,0.3005521595478058,0.4949999749660492,-9.167608261108398,,,
,299,,,294.7251796722412,,,,,,,
,299,,18.69797706604004,,,,,,,,
0,299,,,,0.30016255378723145,0.30016255378723145,0.4949999749660492,-9.191164016723633,,,
,349,,,294.7232723236084,,,,,,,
,349,,6.487846374511719,,,,,,,,
0,349,,,,0.3030894994735718,0.3030894994735718,0.49499842524528503,-9.022449493408203,,,
,399,,,302.2160530090332,,,,,,,
,399,,19.29020881652832,,,,,,,,
0,399,,,,0.3046417534351349,0.3046417534351349,0.4949999749660492,-8.964329719543457,,,
,449,,,348.65593910217285,,,,,,,
,449,,6.600141525268555,,,,,,,,
0,449,,,,0.3031913638114929,0.3031913638114929,0.49499842524528503,-8.93289566040039,,,
,499,,,294.17943954467773,,,,,,,
,499,,19.309043884277344,,,,,,,,
0,499,,,,0.3064427375793457,0.3064427375793457,0.4949999749660492,-8.884584426879883,,,
,549,,,303.6525249481201,,,,,,,
,549,,6.637096405029297,,,,,,,,
0,549,,,,0.30521997809410095,0.30521997809410095,0.49499842524528503,-8.824344635009766,,,
,599,,,318.3267116546631,,,,,,,
,599,,20.590782165527344,,,,,,,,
0,599,,,,0.30933985114097595,0.30933985114097595,0.49499842524528503,-8.804544448852539,,,
,649,,,306.3030242919922,,,,,,,
,649,,6.703853607177734,,,,,,,,
0,649,,,,0.30659347772598267,0.30659347772598267,0.4949999749660492,-8.806310653686523,,,
,699,,,304.4013977050781,,,,,,,
,699,,19.203662872314453,,,,,,,,
0,699,,,,0.3083561360836029,0.3083561360836029,0.4949999749660492,-8.8414306640625,,,
,749,,,305.9377670288086,,,,,,,
,749,,6.593227386474609,,,,,,,,
0,749,,,,0.3072662651538849,0.3072662651538849,0.4949999749660492,-8.749839782714844,,,
,799,,,305.36937713623047,,,,,,,
,799,,19.147634506225586,,,,,,,,
0,799,,,,0.3075985610485077,0.3075985610485077,0.4949999749660492,-8.811540603637695,,,
,849,,,294.42572593688965,,,,,,,
,849,,6.5746307373046875,,,,,,,,
0,849,,,,0.3070616126060486,0.3070616126060486,0.4949999749660492,-8.681087493896484,,,
,899,,,294.9821949005127,,,,,,,
,899,,18.94831657409668,,,,,,,,
