scenario,solver,instance_id,status,objective,elapsed_s,notes
tsp50,two_opt,tsp50_00221,ok,585340.0,0.002508731558918953,
tsp50,two_opt,tsp50_00222,ok,610340.0,0.003184676170349121,
tsp50,two_opt,tsp50_00223,ok,630118.0,0.0031193550676107407,
tsp50,two_opt,tsp50_00224,ok,610667.0,0.002066747285425663,
tsp50,two_opt,tsp50_00225,ok,631636.0,0.006729475222527981,
tsp50,two_opt,tsp50_00226,ok,664348.0,0.00248664990067482,
tsp50,two_opt,tsp50_00227,ok,733157.0,0.005145872011780739,
tsp50,two_opt,tsp50_00228,ok,677809.0,0.003275136463344097,
tsp50,two_opt,tsp50_00229,ok,572921.0,0.0031590256839990616,
tsp50,two_opt,tsp50_00230,ok,702587.0,0.0021032365038990974,
tsp50,two_opt,tsp50_00231,ok,686924.0,0.006877855397760868,
tsp50,two_opt,tsp50_00232,ok,601886.0,0.006856376305222511,
tsp50,two_opt,tsp50_00233,ok,657279.0,0.0048378100618720055,
tsp50,two_opt,tsp50_00234,ok,663630.0,0.0027908924967050552,
tsp50,two_opt,tsp50_00235,ok,683634.0,0.0031454451382160187,
tsp50,two_opt,tsp50_00236,ok,589876.0,0.002120496705174446,
tsp50,two_opt,tsp50_00237,ok,577556.0,0.004758358933031559,
tsp50,two_opt,tsp50_00238,ok,610453.0,0.005250203423202038,
tsp50,two_opt,tsp50_00239,ok,806079.0,0.0032506873831152916,
tsp50,two_opt,tsp50_00240,ok,638628.0,0.0024151699617505074,
tsp50,two_opt,tsp50_00241,ok,650596.0,0.00319717638194561,
tsp50,two_opt,tsp50_00242,ok,741866.0,0.002873403951525688,
tsp50,two_opt,tsp50_00243,ok,610352.0,0.0031617367640137672,
tsp50,two_opt,tsp50_00244,ok,630229.0,0.0032424870878458023,
tsp50,two_opt,tsp50_00245,ok,614688.0,0.0031413258984684944,
tsp50,two_opt,tsp50_00246,ok,612459.0,0.003164776600897312,
tsp50,two_opt,tsp50_00247,ok,686323.0,0.00308422464877367,
tsp50,two_opt,tsp50_00248,ok,630799.0,0.0030993763357400894,
tsp50,two_opt,tsp50_00249,ok,690543.0,0.0031439661979675293,
tsp50,two_opt,tsp50_00250,ok,630376.0,0.003103606402873993,
tsp50,two_opt,tsp50_00251,ok,635425.0,0.0031894464045763016,
tsp50,two_opt,tsp50_00252,ok,590487.0,0.002070106565952301,
tsp50,two_opt,tsp50_00253,ok,595409.0,0.0024262703955173492,
tsp50,two_opt,tsp50_00254,ok,600481.0,0.0024239998310804367,
tsp50,two_opt,tsp50_00255,ok,627059.0,0.0023928992450237274,
tsp50,two_opt,tsp50_00256,ok,558406.0,0.002399980090558529,
tsp50,two_opt,tsp50_00257,ok,662567.0,0.002154008485376835,
tsp50,two_opt,tsp50_00258,ok,647007.0,0.004057782702147961,
tsp50,two_opt,tsp50_00259,ok,649510.0,0.0024091312661767006,
tsp50,two_opt,tsp50_00260,ok,666843.0,0.004217975772917271,
tsp50,two_opt,tsp50_00261,ok,624856.0,0.003183686174452305,
tsp50,two_opt,tsp50_00262,ok,538567.0,0.0031364159658551216,
tsp50,two_opt,tsp50_00263,ok,588147.0,0.0035694586113095284,
tsp50,two_opt,tsp50_00264,ok,604709.0,0.002345738932490349,
tsp50,two_opt,tsp50_00265,ok,745796.0,0.0021738382056355476,
tsp50,two_opt,tsp50_00266,ok,553871.0,0.0031806062906980515,
tsp50,two_opt,tsp50_00267,ok,632701.0,0.0031280359253287315,
tsp50,two_opt,tsp50_00268,ok,675487.0,0.0031576259061694145,
tsp50,two_opt,tsp50_00269,ok,575118.0,0.0031691761687397957,
tsp50,two_opt,tsp50_00270,ok,700420.0,0.0031684264540672302,
tsp50,two_opt,tsp50_00271,ok,716830.0,0.00477387011051178,
tsp50,two_opt,tsp50_00272,ok,602656.0,0.0020325463265180588,
tsp50,two_opt,tsp50_00273,ok,667711.0,0.0031826160848140717,
tsp50,two_opt,tsp50_00274,ok,633731.0,0.0024247486144304276,
tsp50,two_opt,tsp50_00275,ok,862363.0,0.0030258148908615112,
tsp50,two_opt,tsp50_00276,ok,634493.0,0.002056957222521305,
tsp50,two_opt,tsp50_00277,ok,602212.0,0.0027828123420476913,
tsp50,two_opt,tsp50_00278,ok,600634.0,0.0027579031884670258,
tsp50,two_opt,tsp50_00279,ok,644456.0,0.00416189432144165,
tsp50,two_opt,tsp50_00280,ok,574352.0,0.002121986821293831,
tsp50,two_opt,tsp50_00281,ok,621500.0,0.0027862321585416794,
tsp50,two_opt,tsp50_00282,ok,588257.0,0.0027869530022144318,
tsp50,two_opt,tsp50_00283,ok,657349.0,0.003179396502673626,
tsp50,two_opt,tsp50_00284,ok,598017.0,0.002109057269990444,
