set,instance,shape,ref_makespan,pred_makespan,gap,gap_avg,gap_max,base_pred_makespan,base_gap,aug_factor,aug_batch_size,entropy_mean,time_sec
generated,10x10_0000,10x10,759.0,814.9999389648438,7.378125190734863,14.361000061035156,22.79313850402832,814.9999389648438,7.378125190734863,1,16,0.7633708119392395,0.52301892824471
generated,10x10_0001,10x10,906.0,950.9998779296875,4.966878890991211,13.986611366271973,24.282550811767578,950.9998779296875,4.966878890991211,1,16,0.7164437770843506,0.24099996034055948
generated,10x10_0002,10x10,781.0,812.0000610351562,3.969275951385498,15.433942794799805,27.528799057006836,812.0000610351562,3.969275951385498,1,16,0.734160304069519,0.23960619512945414
generated,10x10_0003,10x10,805.0,851.0,5.714285373687744,14.203214645385742,24.968969345092773,851.0,5.714285373687744,1,16,0.7800633311271667,0.24302868265658617
generated,10x10_0004,10x10,868.0,927.0000610351562,6.797242164611816,13.588166236877441,21.774208068847656,927.0000610351562,6.797242164611816,1,16,0.7445257902145386,0.24139293935149908
generated,10x10_0005,10x10,855.0,900.0,5.263161659240723,13.460338592529297,28.77192497253418,900.0,5.263161659240723,1,16,0.7159499526023865,0.23821275122463703
generated,10x10_0006,10x10,763.0,805.9999389648438,5.635643005371094,14.900064468383789,31.716896057128906,805.9999389648438,5.635643005371094,1,16,0.7230603694915771,0.2384086800739169
generated,10x10_0007,10x10,868.0,940.0,8.294927597045898,15.296483039855957,26.728105545043945,940.0,8.294927597045898,1,16,0.7327420115470886,0.23713255487382412
generated,10x10_0008,10x10,781.0,812.0,3.969275951385498,12.47199821472168,25.096023559570312,812.0,3.969275951385498,1,16,0.7808246612548828,0.23761371243745089
generated,10x10_0009,10x10,827.0,875.0,5.804109573364258,13.925528526306152,24.42563819885254,875.0,5.804109573364258,1,16,0.7655786871910095,0.23729099426418543
generated,10x10_0010,10x10,801.0,838.9999389648438,4.744064807891846,11.704122543334961,24.843942642211914,838.9999389648438,4.744064807891846,1,16,0.7602189183235168,0.2371869646012783
generated,10x10_0011,10x10,721.0,785.9999389648438,9.015250205993652,22.783029556274414,37.03191375732422,785.9999389648438,9.015250205993652,1,16,0.7760715484619141,0.23647282645106316
generated,10x10_0012,10x10,838.0,918.0,9.546542167663574,17.539905548095703,26.849628448486328,918.0,9.546542167663574,1,16,0.7165288925170898,0.23719502426683903
generated,10x10_0013,10x10,829.0,851.0001220703125,2.653813362121582,13.547968864440918,23.28107452392578,851.0001220703125,2.653813362121582,1,16,0.7626456618309021,0.24196676723659039
generated,10x10_0014,10x10,862.0,924.0,7.192575931549072,12.668573379516602,24.593961715698242,924.0,7.192575931549072,1,16,0.7055385112762451,0.23728723358362913
generated,10x10_0015,10x10,868.0,924.0000610351562,6.451618671417236,17.261302947998047,27.304161071777344,924.0000610351562,6.451618671417236,1,16,0.7559144496917725,0.23620308749377728
generated,10x10_0016,10x10,869.0,928.9999389648438,6.904482841491699,15.898299217224121,29.804372787475586,928.9999389648438,6.904482841491699,1,16,0.7197341322898865,0.23623014707118273
generated,10x10_0017,10x10,839.0,884.0000610351562,5.3635358810424805,13.541973114013672,23.480342864990234,884.0000610351562,5.3635358810424805,1,16,0.7310612201690674,0.24250678438693285
generated,10x10_0018,10x10,859.0,877.0000610351562,2.095472812652588,10.060750961303711,17.811429977416992,877.0000610351562,2.095472812652588,1,16,0.7512822151184082,0.23794216196984053
generated,10x10_0019,10x10,806.0,898.0,11.414396286010742,18.58037757873535,29.900741577148438,898.0,11.414396286010742,1,16,0.7499399185180664,0.2371497042477131
generated,10x10_0020,10x10,805.0,822.9999389648438,2.236020565032959,6.789588928222656,15.279495239257812,822.9999389648438,2.236020565032959,1,16,0.7882093787193298,0.236588716506958
generated,10x10_0021,10x10,856.0,918.0000610351562,7.242989540100098,12.775635719299316,23.24764633178711,918.0000610351562,7.242989540100098,1,16,0.7591811418533325,0.24159907922148705
generated,10x10_0022,10x10,853.0,910.0,6.682300567626953,14.457237243652344,25.67409324645996,910.0,6.682300567626953,1,16,0.7623790502548218,0.2380144912749529
generated,10x10_0023,10x10,786.0,858.0,9.160304069519043,18.41106414794922,28.117036819458008,858.0,9.160304069519043,1,16,0.7699404358863831,0.23656584601849318
generated,10x10_0024,10x10,889.0,931.0,4.724419116973877,14.099418640136719,30.033756256103516,931.0,4.724419116973877,1,16,0.7001444697380066,0.23672861605882645
generated,10x10_0025,10x10,917.0,986.0000610351562,7.524538040161133,16.4888858795166,31.624853134155273,986.0000610351562,7.524538040161133,1,16,0.7127631306648254,0.23635312728583813
generated,10x10_0026,10x10,734.0,772.0,5.177104473114014,14.596807479858398,28.3378963470459,772.0,5.177104473114014,1,16,0.7945297956466675,0.23704454395920038
generated,10x10_0027,10x10,928.0,994.0,7.11207389831543,15.596378326416016,28.34050750732422,994.0,7.11207389831543,1,16,0.7130219340324402,0.24010639544576406
generated,10x10_0028,10x10,853.0,867.0,1.6412615776062012,6.261909008026123,14.30245590209961,867.0,1.6412615776062012,1,16,0.7578849196434021,0.2368264254182577
generated,10x10_0029,10x10,751.0,785.9999389648438,4.660439491271973,11.686491966247559,20.77227783203125,785.9999389648438,4.660439491271973,1,16,0.7673877477645874,0.23676384519785643
generated,10x10_0030,10x10,800.0,849.9999389648438,6.249988079071045,16.4296875,26.624988555908203,849.9999389648438,6.249988079071045,1,16,0.7441659569740295,0.23634985741227865
generated,10x10_0031,10x10,766.0,804.9999389648438,5.091381072998047,13.061976432800293,23.23760986328125,804.9999389648438,5.091381072998047,1,16,0.767926812171936,0.23655221704393625
generated,10x10_0032,10x10,769.0,798.9999389648438,3.9011597633361816,14.553189277648926,29.778934478759766,798.9999389648438,3.9011597633361816,1,16,0.7628002166748047,0.23659551702439785
generated,10x10_0033,10x10,751.0,766.0,1.9973278045654297,10.703432083129883,24.500656127929688,766.0,1.9973278045654297,1,16,0.7741323113441467,0.23733539413660765
generated,10x10_0034,10x10,757.0,798.0,5.41611909866333,18.012094497680664,30.118906021118164,798.0,5.41611909866333,1,16,0.7859677672386169,0.2377920914441347
generated,10x10_0035,10x10,914.0,984.9999389648438,7.768046855926514,16.47378158569336,24.83588409423828,984.9999389648438,7.768046855926514,1,16,0.6911981701850891,0.23855836037546396
generated,10x10_0036,10x10,785.0,855.9998779296875,9.044575691223145,15.528464317321777,24.33122444152832,855.9998779296875,9.044575691223145,1,16,0.7434412837028503,0.23842707090079784
generated,10x10_0037,10x10,869.0,911.0000610351562,4.8331499099731445,17.95885467529297,28.30840301513672,911.0000610351562,4.8331499099731445,1,16,0.7304264903068542,0.23780565336346626
generated,10x10_0038,10x10,857.0,961.0000610351562,12.13536262512207,20.3981876373291,32.32204818725586,961.0000610351562,12.13536262512207,1,16,0.7622601985931396,0.23772543296217918
generated,10x10_0039,10x10,889.0,964.9998779296875,8.548927307128906,14.283954620361328,22.722137451171875,964.9998779296875,8.548927307128906,1,16,0.6930879354476929,0.23860856983810663
generated,10x10_0040,10x10,792.0,805.9998779296875,1.7676591873168945,8.59276008605957,18.30807876586914,805.9998779296875,1.7676591873168945,1,16,0.7696167230606079,0.23750349320471287
generated,10x10_0041,10x10,830.0,885.0001220703125,6.626522541046143,11.894774436950684,25.301193237304688,885.0001220703125,6.626522541046143,1,16,0.7368455529212952,0.23719568364322186
generated,10x10_0042,10x10,811.0,853.0,5.17878532409668,16.159629821777344,27.12697982788086,853.0,5.17878532409668,1,16,0.7847205996513367,0.2396465167403221
generated,10x10_0043,10x10,839.0,898.9999389648438,7.151365280151367,13.227235794067383,23.957109451293945,898.9999389648438,7.151365280151367,1,16,0.7882222533226013,0.24081866163760424
generated,10x10_0044,10x10,803.0,842.9999389648438,4.9813032150268555,15.607488632202148,28.642581939697266,842.9999389648438,4.9813032150268555,1,16,0.8013086915016174,0.2427164250984788
generated,10x10_0045,10x10,848.0,914.0000610351562,7.783031463623047,15.533792495727539,26.061321258544922,914.0000610351562,7.783031463623047,1,16,0.755279541015625,0.239855345338583
generated,10x10_0046,10x10,847.0,940.0001220703125,10.979938507080078,21.488523483276367,29.397869110107422,940.0001220703125,10.979938507080078,1,16,0.7213326692581177,0.2405704827979207
generated,10x10_0047,10x10,746.0,793.0,6.3002705574035645,16.9288272857666,30.160856246948242,793.0,6.3002705574035645,1,16,0.757421612739563,0.24080621171742678
generated,10x10_0048,10x10,823.0,869.0,5.589306354522705,16.182231903076172,30.376697540283203,869.0,5.589306354522705,1,16,0.741097092628479,0.2423008969053626
generated,10x10_0049,10x10,767.0,788.0000610351562,2.7379512786865234,11.090290069580078,23.076927185058594,788.0000610351562,2.7379512786865234,1,16,0.7469461560249329,0.24111219123005867
generated,10x10_0050,10x10,817.0,874.0,6.976747512817383,12.999164581298828,22.643815994262695,874.0,6.976747512817383,1,16,0.763033926486969,0.24050611350685358
generated,10x10_0051,10x10,798.0,814.0,2.005016803741455,10.437226295471191,18.29574203491211,814.0,2.005016803741455,1,16,0.775030791759491,0.24051856342703104
generated,10x10_0052,10x10,857.0,925.0,7.9346537590026855,15.032458305358887,21.353553771972656,925.0,7.9346537590026855,1,16,0.7566664814949036,0.23992359545081854
generated,10x10_0053,10x10,860.0,878.9999389648438,2.209293842315674,10.428773880004883,22.32557487487793,878.9999389648438,2.209293842315674,1,16,0.747092068195343,0.24268131516873837
generated,10x10_0054,10x10,779.0,848.9999389648438,8.98587703704834,16.322004318237305,28.241336822509766,848.9999389648438,8.98587703704834,1,16,0.7928667068481445,0.2408005828037858
generated,10x10_0055,10x10,712.0,735.0000610351562,3.2303452491760254,14.862405776977539,32.584285736083984,735.0000610351562,3.2303452491760254,1,16,0.7964025735855103,0.23959205579012632
generated,10x10_0056,10x10,831.0,883.0000610351562,6.257534027099609,11.45363998413086,22.503005981445312,883.0000610351562,6.257534027099609,1,16,0.7466789484024048,0.2398465545848012
generated,10x10_0057,10x10,747.0,807.0000610351562,8.03213119506836,17.989683151245117,28.514076232910156,807.0000610351562,8.03213119506836,1,16,0.7903739809989929,0.241947578266263
generated,10x10_0058,10x10,889.0,922.0001220703125,3.7120580673217773,12.138819694519043,27.671550750732422,922.0001220703125,3.7120580673217773,1,16,0.7207017540931702,0.2410991108044982
generated,10x10_0059,10x10,867.0,937.9999389648438,8.189142227172852,14.148103713989258,25.14417266845703,937.9999389648438,8.189142227172852,1,16,0.7698031067848206,0.24007179494947195
generated,10x10_0060,10x10,862.0,913.0001220703125,5.916488170623779,13.901174545288086,25.057994842529297,913.0001220703125,5.916488170623779,1,16,0.7423458695411682,0.24056030344218016
generated,10x10_0061,10x10,751.0,795.0,5.858850479125977,11.613678932189941,23.169099807739258,795.0,5.858850479125977,1,16,0.7838979363441467,0.24110198020935059
generated,10x10_0062,10x10,793.0,811.9999389648438,2.395951747894287,9.424257278442383,18.411087036132812,811.9999389648438,2.395951747894287,1,16,0.782841682434082,0.24063133262097836
generated,10x10_0063,10x10,769.0,820.0,6.631994247436523,12.219608306884766,22.366714477539062,820.0,6.631994247436523,1,16,0.7749504446983337,0.25334301870316267
generated,10x10_0064,10x10,869.0,968.9999389648438,11.507474899291992,16.421531677246094,26.697349548339844,968.9999389648438,11.507474899291992,1,16,0.6903545260429382,0.2455785758793354
generated,10x10_0065,10x10,730.0,806.0000610351562,10.410964965820312,22.51498794555664,36.986289978027344,806.0000610351562,10.410964965820312,1,16,0.767418384552002,0.24283438455313444
generated,10x10_0066,10x10,823.0,879.0,6.804382801055908,15.523433685302734,29.04008674621582,879.0,6.804382801055908,1,16,0.7775954604148865,0.24250879604369402
generated,10x10_0067,10x10,776.0,824.0000610351562,6.185567378997803,14.632308959960938,27.96390151977539,824.0000610351562,6.185567378997803,1,16,0.7988726496696472,0.2418420882895589
generated,10x10_0068,10x10,822.0,892.9999389648438,8.63746452331543,16.899513244628906,30.291950225830078,892.9999389648438,8.63746452331543,1,16,0.7289684414863586,0.24055960308760405
generated,10x10_0069,10x10,821.0,877.0000610351562,6.820964813232422,13.133764266967773,22.04629135131836,877.0000610351562,6.820964813232422,1,16,0.7422254085540771,0.2436072826385498
generated,10x10_0070,10x10,810.0,847.0,4.567909240722656,11.82870864868164,21.481491088867188,847.0,4.567909240722656,1,16,0.7336159348487854,0.24136107973754406
generated,10x10_0071,10x10,708.0,758.0001220703125,7.062160968780518,16.833293914794922,31.63842010498047,758.0001220703125,7.062160968780518,1,16,0.8198960423469543,0.24231339618563652
generated,10x10_0072,10x10,782.0,830.9999389648438,6.265974044799805,13.009511947631836,24.168777465820312,830.9999389648438,6.265974044799805,1,16,0.7386701107025146,0.24285016488283873
generated,10x10_0073,10x10,901.0,994.9999389648438,10.432851791381836,16.571866989135742,25.86015510559082,994.9999389648438,10.432851791381836,1,16,0.7287963628768921,0.24256367608904839
generated,10x10_0074,10x10,887.0,972.0,9.582853317260742,19.216812133789062,29.086803436279297,972.0,9.582853317260742,1,16,0.7357142567634583,0.24106937181204557
generated,10x10_0075,10x10,867.0,923.0000610351562,6.459057331085205,14.017438888549805,25.60553550720215,923.0000610351562,6.459057331085205,1,16,0.7590811252593994,0.24423897080123425
generated,10x10_0076,10x10,858.0,924.0,7.692313194274902,16.603839874267578,24.941730499267578,924.0,7.692313194274902,1,16,0.7305883765220642,0.24234327673912048
generated,10x10_0077,10x10,891.0,930.0000610351562,4.377114772796631,11.94497299194336,23.232328414916992,930.0000610351562,4.377114772796631,1,16,0.7565078735351562,0.24122089985758066
generated,10x10_0078,10x10,926.0,989.0,6.803452968597412,13.87941837310791,24.406051635742188,989.0,6.803452968597412,1,16,0.7303304076194763,0.2418117495253682
generated,10x10_0079,10x10,830.0,882.0,6.265068054199219,14.306295394897461,25.54217529296875,882.0,6.265068054199219,1,16,0.786584734916687,0.2434234842658043
generated,10x10_0080,10x10,887.0,928.9999389648438,4.735052585601807,8.930206298828125,17.13640594482422,928.9999389648438,4.735052585601807,1,16,0.730560839176178,0.2408490115776658
generated,10x10_0081,10x10,903.0,934.9999389648438,3.543734550476074,8.373128890991211,19.158374786376953,934.9999389648438,3.543734550476074,1,16,0.6725326180458069,0.24264304619282484
generated,10x10_0082,10x10,821.0,836.9998779296875,1.9488334655761719,10.892784118652344,25.943958282470703,836.9998779296875,1.9488334655761719,1,16,0.7067516446113586,0.24291258491575718
generated,10x10_0083,10x10,797.0,879.9999389648438,10.414039611816406,18.047164916992188,35.00625991821289,879.9999389648438,10.414039611816406,1,16,0.7441463470458984,0.24246249627321959
generated,10x10_0084,10x10,841.0,910.9999389648438,8.323419570922852,16.47777557373047,31.272279739379883,910.9999389648438,8.323419570922852,1,16,0.7593667507171631,0.24044815357774496
generated,10x10_0085,10x10,703.0,730.0000610351562,3.8406848907470703,13.758003234863281,27.027023315429688,730.0000610351562,3.8406848907470703,1,16,0.8252420425415039,0.24218727741390467
