epoch,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,val/max_reward,val/reward
19,399,,,,,,,,,-52.6510009765625,-55.93650436401367
,400,,,190.4151701927185,,,,,,,
20,419,,,,,,,,,-52.54999923706055,-55.80891418457031
,420,,,190.73939871788025,,,,,,,
21,439,,,,,,,,,-52.5260009765625,-55.76008224487305
,440,,,188.85816168785095,,,,,,,
,449,,,,,5631.0272216796875,,,,,
,449,,,,14.050006866455078,,,,,,
22,449,,,,,,0.6913992762565613,-52.279998779296875,-56.15333557128906,,
22,459,,,,,,,,,-52.38100051879883,-55.69062805175781
,460,,,187.36224818229675,,,,,,,
23,479,,,,,,,,,-52.37300109863281,-55.7061653137207
,480,,,184.5269386768341,,,,,,,
,499,,,,,4807.841539382935,,,,,
,499,,,,27.564525604248047,,,,,,
24,499,,,,,,0.6907263398170471,-52.47999954223633,-56.7216682434082,,
24,499,,,,,,,,,-52.446998596191406,-55.79270553588867
,500,,,188.25256371498108,,,,,,,
25,519,,,,,,,,,-52.34299850463867,-55.63683319091797
,520,,,188.4120750427246,,,,,,,
26,539,,,,,,,,,-52.380001068115234,-55.65179443359375
,540,,,190.26510739326477,,,,,,,
,549,,,,,5512.4351978302,,,,,
,549,,,,13.142108917236328,,,,,,
27,549,,,,,,0.6903383731842041,-52.21999740600586,-56.29166793823242,,
27,559,,,,,,,,,-52.512001037597656,-55.76350402832031
,560,,,192.01434206962585,,,,,,,
28,579,,,,,,,,,-52.12200164794922,-55.52800369262695
,580,,,216.86848711967468,,,,,,,
,599,,,,,5188.24577331543,,,,,
,599,,,,26.5500545501709,,,,,,
29,599,,,,,,0.6921207904815674,-52.21999740600586,-56.37583541870117,,
29,599,,,,,,,,,-52.28099822998047,-55.6098747253418
,600,,,188.2555537223816,,,,,,,
30,619,,,,,,,,,-52.270999908447266,-55.66133117675781
,620,,,188.99663877487183,,,,,,,
31,639,,,,,,,,,-52.34700012207031,-55.71083450317383
,640,,,189.01209783554077,,,,,,,
,649,,,,,5404.635667800903,,,,,
,649,,,,13.26751708984375,,,,,,
32,649,,,,,,0.6900825500488281,-52.23999786376953,-56.25083541870117,,
32,659,,,,,,,,,-52.255001068115234,-55.523502349853516
,660,,,192.065575838089,,,,,,,
33,679,,,,,,,,,-52.20399856567383,-55.54741668701172
,680,,,194.2635519504547,,,,,,,
,699,,,,,5364.245891571045,,,,,
,699,,,,30.8377742767334,,,,,,
34,699,,,,,,0.690550684928894,-52.29999923706055,-56.32416915893555,,
34,699,,,,,,,,,-52.22800064086914,-55.55699920654297
,700,,,191.10902428627014,,,,,,,
35,719,,,,,,,,,-52.19499969482422,-55.54141616821289
,720,,,188.67450499534607,,,,,,,
36,739,,,,,,,,,-52.305999755859375,-55.59337615966797
,740,,,185.1572608947754,,,,,,,
,749,,,,,5414.968252182007,,,,,
,749,,,,13.713598251342773,,,,,,
37,749,,,,,,0.6900801062583923,-52.63999938964844,-56.68583297729492,,
37,759,,,,,,,,,-52.305999755859375,-55.584007263183594
,760,,,187.16506242752075,,,,,,,
38,779,,,,,,,,,-52.09700012207031,-55.47975540161133
,780,,,190.89715480804443,,,,,,,
,799,,,,,5543.820142745972,,,,,
,799,,,,28.01799774169922,,,,,,
39,799,,,,,,0.6907506585121155,-52.37999725341797,-56.43333435058594,,
39,799,,,,,,,,,-52.242000579833984,-55.58583450317383
,800,,,199.06092381477356,,,,,,,
40,819,,,,,,,,,-52.24399948120117,-55.52512741088867
,820,,,192.43658590316772,,,,,,,
41,839,,,,,,,,,-52.12099838256836,-55.47158432006836
,840,,,193.94616889953613,,,,,,,
,849,,,,,5127.6867389678955,,,,,
,849,,,,14.267444610595703,,,,,,
42,849,,,,,,0.6902408003807068,-51.39999771118164,-55.28333282470703,,
42,859,,,,,,,,,-52.117000579833984,-55.42853927612305
,860,,,191.45628094673157,,,,,,,
43,879,,,,,,,,,-52.0629997253418,-55.431209564208984
,880,,,192.49444770812988,,,,,,,
,899,,,,,5441.026449203491,,,,,
,899,,,,26.50904655456543,,,,,,
44,899,,,,,,0.6921451091766357,-51.91999816894531,-55.87000274658203,,
44,899,,,,,,,,,-52.30099868774414,-55.525543212890625
,900,,,192.39140844345093,,,,,,,
45,919,,,,,,,,,-52.277000427246094,-55.528289794921875
,920,,,192.32970809936523,,,,,,,
46,939,,,,,,,,,-52.29399871826172,-55.51295852661133
,940,,,196.37369084358215,,,,,,,
,949,,,,,6295.090198516846,,,,,
,949,,,,12.481451034545898,,,,,,
47,949,,,,,,0.6921057105064392,-51.89999771118164,-56.20166778564453,,
47,959,,,,,,,,,-52.20600128173828,-55.489959716796875
,960,,,251.53516721725464,,,,,,,
48,979,,,,,,,,,-52.13600158691406,-55.43208312988281
,980,,,188.88779425621033,,,,,,,
,999,,,,,5511.163949966431,,,,,
,999,,,,27.901411056518555,,,,,,
49,999,,,,,,0.6911044120788574,-51.79999923706055,-55.87666702270508,,
49,999,,,,,,,,,-52.104000091552734,-55.42250061035156
,1000,,,190.41630578041077,,,,,,,
50,1019,,,,,,,,,-52.275001525878906,-55.53166961669922
,1020,,,187.5968587398529,,,,,,,
51,1039,,,,,,,,,-52.20000076293945,-55.437042236328125
,1040,,,190.07106733322144,,,,,,,
,1049,,,,,5293.301582336426,,,,,
,1049,,,,13.108015060424805,,,,,,
52,1049,,,,,,0.6910759210586548,-52.5,-56.54249954223633,,
52,1059,,,,,,,,,-52.16699981689453,-55.46658706665039
,1060,,,192.660498380661,,,,,,,
53,1079,,,,,,,,,-52.23699951171875,-55.47704315185547
,1080,,,194.6274118423462,,,,,,,
,1099,,,,,5071.638107299805,,,,,
,1099,,,,26.350736618041992,,,,,,
54,1099,,,,,,0.6901509165763855,-51.65999984741211,-55.65583419799805,,
54,1099,,,,,,,,,-52.2130012512207,-55.49570846557617
,1100,,,196.2754786014557,,,,,,,
55,1119,,,,,,,,,-52.220001220703125,-55.4984130859375
,1120,,,189.7335720062256,,,,,,,
56,1139,,,,,,,,,-52.06700134277344,-55.37654113769531
,1140,,,190.41379165649414,,,,,,,
,1149,,,,,5703.702211380005,,,,,
,1149,,,,13.711690902709961,,,,,,
57,1149,,,,,,0.6915027499198914,-51.84000015258789,-55.88916778564453,,
57,1159,,,,,,,,,-51.97999954223633,-55.33708572387695
,1160,,,186.84622073173523,,,,,,,
58,1179,,,,,,,,,-52.12099838256836,-55.38804626464844
,1180,,,187.01525354385376,,,,,,,
,1199,,,,,5146.925210952759,,,,,
,1199,,,,27.498483657836914,,,,,,
59,1199,,,,,,0.6907473206520081,-52.2599983215332,-56.310001373291016,,
59,1199,,,,,,,,,-52.244998931884766,-55.50345993041992
,1200,,,188.12658023834229,,,,,,,
60,1219,,,,,,,,,-52.082000732421875,-55.37892150878906
,1220,,,189.19275450706482,,,,,,,
61,1239,,,,,,,,,-52.040000915527344,-55.32304000854492
,1240,,,191.32231783866882,,,,,,,
,1249,,,,,5233.992099761963,,,,,
,1249,,,,13.064861297607422,,,,,,
62,1249,,,,,,0.6905232667922974,-51.79999923706055,-56.11333465576172,,
62,1259,,,,,,,,,-52.12300109863281,-55.40428924560547
,1260,,,194.12533497810364,,,,,,,
63,1279,,,,,,,,,-52.143001556396484,-55.3970832824707
,1280,,,192.0207257270813,,,,,,,
,1299,,,,,6319.1728591918945,,,,,
,1299,,,,26.945829391479492,,,,,,
64,1299,,,,,,0.691692054271698,-51.79999923706055,-55.83583450317383,,
64,1299,,,,,,,,,-52.060001373291016,-55.3877067565918
,1300,,,244.69082617759705,,,,,,,
65,1319,,,,,,,,,-52.07600021362305,-55.435001373291016
,1320,,,242.5946352481842,,,,,,,
66,1339,,,,,,,,,-52.05500030517578,-55.366085052490234
,1340,,,245.47524166107178,,,,,,,
,1349,,,,,6825.619697570801,,,,,
,1349,,,,13.697147369384766,,,,,,
67,1349,,,,,,0.6899868845939636,-51.89999771118164,-55.866668701171875,,
67,1359,,,,,,,,,-52.132999420166016,-55.387840270996094
,1360,,,243.3081569671631,,,,,,,
68,1379,,,,,,,,,-52.07600021362305,-55.38033676147461
,1380,,,245.80847215652466,,,,,,,
,1399,,,,,6099.094867706299,,,,,
,1399,,,,27.655363082885742,,,,,,
69,1399,,,,,,0.6922038197517395,-51.34000015258789,-55.76416778564453,,
69,1399,,,,,,,,,-52.07099914550781,-55.413002014160156
,1400,,,222.24619150161743,,,,,,,
70,1419,,,,,,,,,-51.994998931884766,-55.316585540771484
,1420,,,186.86395645141602,,,,,,,
71,1439,,,,,,,,,-52.11399841308594,-55.42286682128906
,1440,,,184.91430258750916,,,,,,,
,1449,,,,,5079.033374786377,,,,,
,1449,,,,12.578248977661133,,,,,,
72,1449,,,,,,0.6911802291870117,-51.47999954223633,-55.649166107177734,,
72,1459,,,,,,,,,-52.15599822998047,-55.50933837890625
,1460,,,184.12392950057983,,,,,,,
73,1479,,,,,,,,,-52.08399963378906,-55.34408187866211
,1480,,,185.66809916496277,,,,,,,
,1499,,,,,5332.527160644531,,,,,
,1499,,,,27.423381805419922,,,,,,
74,1499,,,,,,0.6920469403266907,-52.119998931884766,-56.31416702270508,,
74,1499,,,,,,,,,-51.99599838256836,-55.27853775024414
,1500,,,191.1905915737152,,,,,,,
75,1519,,,,,,,,,-52.07400131225586,-55.36012649536133
,1520,,,192.50773167610168,,,,,,,
76,1539,,,,,,,,,-51.97200012207031,-55.217620849609375
,1540,,,190.60779428482056,,,,,,,
,1549,,,,,5123.129606246948,,,,,
,1549,,,,13.057231903076172,,,,,,
77,1549,,,,,,0.6914668679237366,-51.79999923706055,-55.78083419799805,,
77,1559,,,,,,,,,-52.020999908447266,-55.27945327758789
,1560,,,190.12514114379883,,,,,,,
78,1579,,,,,,,,,-52.005001068115234,-55.24900436401367
,1580,,,232.97972440719604,,,,,,,
,1599,,,,,5133.184909820557,,,,,
,1599,,,,27.45509147644043,,,,,,
79,1599,,,,,,0.6919198036193848,-51.34000015258789,-55.21750259399414,,
79,1599,,,,,,,,,-51.97100067138672,-55.267005920410156
,1600,,,187.39307498931885,,,,,,,
80,1619,,,,,,,,,-51.92499923706055,-55.17728805541992
,1620,,,186.96533370018005,,,,,,,
81,1639,,,,,,,,,-51.900001525878906,-55.200836181640625
,1640,,,184.56609392166138,,,,,,,
,1649,,,,,5173.678159713745,,,,,
,1649,,,,13.024568557739258,,,,,,
82,1649,,,,,,0.6913620233535767,-51.81999969482422,-55.829166412353516,,
82,1659,,,,,,,,,-51.90999984741211,-55.17924880981445
,1660,,,187.6780300140381,,,,,,,
83,1679,,,,,,,,,-51.90999984741211,-55.165958404541016
,1680,,,188.15227103233337,,,,,,,
,1699,,,,,5214.325428009033,,,,,
,1699,,,,26.630878448486328,,,,,,
84,1699,,,,,,0.6910732984542847,-51.19999694824219,-55.4275016784668,,
84,1699,,,,,,,,,-51.88199996948242,-55.195213317871094
,1700,,,187.7425308227539,,,,,,,
85,1719,,,,,,,,,-51.834999084472656,-55.1671257019043
,1720,,,187.34280967712402,,,,,,,
86,1739,,,,,,,,,-51.847999572753906,-55.1522102355957
,1740,,,185.09464716911316,,,,,,,
,1749,,,,,5267.847299575806,,,,,
,1749,,,,13.11182975769043,,,,,,
87,1749,,,,,,0.6923995018005371,-51.07999801635742,-55.269168853759766,,
87,1759,,,,,,,,,-51.80799865722656,-55.12520980834961
,1760,,,183.13387155532837,,,,,,,
88,1779,,,,,,,,,-51.85300064086914,-55.158958435058594
,1780,,,182.56562423706055,,,,,,,
,1799,,,,,5044.313192367554,,,,,
,1799,,,,26.32737159729004,,,,,,
89,1799,,,,,,0.6925594210624695,-50.89999771118164,-55.05583572387695,,
89,1799,,,,,,,,,-51.80699920654297,-55.11520767211914
,1800,,,185.55789351463318,,,,,,,
90,1819,,,,,,,,,-51.858001708984375,-55.13542175292969
,1820,,,182.73956108093262,,,,,,,
91,1839,,,,,,,,,-51.79800033569336,-55.12050247192383
,1840,,,185.75032091140747,,,,,,,
,1849,,,,,4917.210817337036,,,,,
,1849,,,,12.71677017211914,,,,,,
92,1849,,,,,,0.6919542551040649,-51.619998931884766,-55.49250030517578,,
92,1859,,,,,,,,,-51.827999114990234,-55.11378479003906
,1860,,,209.86295104026794,,,,,,,
93,1879,,,,,,,,,-51.89799880981445,-55.19245910644531
,1880,,,185.44545555114746,,,,,,,
,1899,,,,,4879.347801208496,,,,,
,1899,,,,27.172565460205078,,,,,,
94,1899,,,,,,0.6911260485649109,-51.18000030517578,-55.14833450317383,,
94,1899,,,,,,,,,-51.85200119018555,-55.138999938964844
,1900,,,186.05013823509216,,,,,,,
95,1919,,,,,,,,,-51.84000015258789,-55.185707092285156
,1920,,,183.73937106132507,,,,,,,
96,1939,,,,,,,,,-51.83700180053711,-55.15062713623047
,1940,,,181.82650566101074,,,,,,,
,1949,,,,,6557.80029296875,,,,,
,1949,,,,12.616634368896484,,,,,,
97,1949,,,,,,0.6923732757568359,-51.05999755859375,-55.26250076293945,,
97,1959,,,,,,,,,-51.803001403808594,-55.11445999145508
,1960,,,242.4122815132141,,,,,,,
98,1979,,,,,,,,,-51.78099822998047,-55.0887451171875
,1980,,,245.10617113113403,,,,,,,
,1999,,,,,6834.343671798706,,,,,
,1999,,,,27.644872665405273,,,,,,
99,1999,,,,,,0.6918061375617981,-51.71999740600586,-55.676666259765625,,
99,1999,,,,,,,,,-51.874000549316406,-55.15337371826172
,2000,,,246.82839584350586,,,,,,,
100,2019,,,,,,,,,-51.83399963378906,-55.11408615112305
,2020,,,241.67013120651245,,,,,,,
101,2039,,,,,,,,,-51.74599838256836,-55.09966278076172
,2040,,,242.39607691764832,,,,,,,
,2049,,,,,6276.246547698975,,,,,
,2049,,,,13.148069381713867,,,,,,
102,2049,,,,,,0.6911259889602661,-51.7599983215332,-55.747501373291016,,
102,2059,,,,,,,,,-51.76499938964844,-55.07904052734375
,2060,,,240.90950798988342,,,,,,,
103,2079,,,,,,,,,-51.76499938964844,-55.06471252441406
,2080,,,241.79553294181824,,,,,,,
,2099,,,,,6586.669206619263,,,,,
,2099,,,,26.529788970947266,,,,,,
104,2099,,,,,,0.6909158825874329,-51.37999725341797,-55.275001525878906,,
104,2099,,,,,,,,,-51.810001373291016,-55.1114616394043
,2100,,,244.1142725944519,,,,,,,
105,2119,,,,,,,,,-51.78900146484375,-55.0635871887207
,2120,,,242.89569520950317,,,,,,,
106,2139,,,,,,,,,-51.801998138427734,-55.105751037597656
,2140,,,242.0543351173401,,,,,,,
,2149,,,,,6522.828102111816,,,,,
,2149,,,,12.419700622558594,,,,,,
107,2149,,,,,,0.690853476524353,-51.19999694824219,-55.325836181640625,,
107,2159,,,,,,,,,-51.81800079345703,-55.08525466918945
,2160,,,241.40330839157104,,,,,,,
108,2179,,,,,,,,,-51.81800079345703,-55.05829620361328
,2180,,,241.54089331626892,,,,,,,
,2199,,,,,6434.501647949219,,,,,
,2199,,,,26.515960693359375,,,,,,
109,2199,,,,,,0.6908376812934875,-51.39999771118164,-55.484169006347656,,
109,2199,,,,,,,,,-51.737998962402344,-55.06804275512695
,2200,,,241.55730152130127,,,,,,,
110,2219,,,,,,,,,-51.76499938964844,-55.0664176940918
,2220,,,243.24218344688416,,,,,,,
111,2239,,,,,,,,,-51.797000885009766,-55.10145568847656
,2240,,,194.35709357261658,,,,,,,
,2249,,,,,4931.705713272095,,,,,
,2249,,,,12.815475463867188,,,,,,
112,2249,,,,,,0.6914690136909485,-51.34000015258789,-55.47916793823242,,
112,2259,,,,,,,,,-51.85300064086914,-55.127994537353516
,2260,,,184.65924668312073,,,,,,,
113,2279,,,,,,,,,-51.784000396728516,-55.13595962524414
,2280,,,186.91478276252747,,,,,,,
,2299,,,,,5516.354322433472,,,,,
,2299,,,,26.999473571777344,,,,,,
114,2299,,,,,,0.692319929599762,-51.53999710083008,-55.64833450317383,,
114,2299,,,,,,,,,-51.790000915527344,-55.04750061035156
,2300,,,187.19105434417725,,,,,,,
115,2319,,,,,,,,,-51.83300018310547,-55.128292083740234
,2320,,,187.8243727684021,,,,,,,
116,2339,,,,,,,,,-51.7130012512207,-55.04299545288086
,2340,,,186.02921676635742,,,,,,,
,2349,,,,,4896.147727966309,,,,,
,2349,,,,11.934280395507812,,,,,,
117,2349,,,,,,0.6914156079292297,-50.79999923706055,-55.005836486816406,,
117,2359,,,,,,,,,-51.709999084472656,-54.9676628112793
,2360,,,185.75373339653015,,,,,,,
118,2379,,,,,,,,,-51.76300048828125,-55.11258316040039
,2380,,,182.88357138633728,,,,,,,
,2399,,,,,5018.097162246704,,,,,
,2399,,,,27.256250381469727,,,,,,
119,2399,,,,,,0.6913174986839294,-51.0,-55.032501220703125,,
119,2399,,,,,,,,,-51.8380012512207,-55.1332893371582
,2400,,,183.5203127861023,,,,,,,
120,2419,,,,,,,,,-51.78300094604492,-55.1012077331543
,2420,,,184.6444239616394,,,,,,,
121,2439,,,,,,,,,-51.71500015258789,-55.02416229248047
,2440,,,182.79058837890625,,,,,,,
,2449,,,,,4778.872728347778,,,,,
,2449,,,,11.642932891845703,,,,,,
122,2449,,,,,,0.6921406388282776,-51.71999740600586,-56.03916931152344,,
122,2459,,,,,,,,,-51.81800079345703,-55.08783721923828
,2460,,,184.63932466506958,,,,,,,
123,2479,,,,,,,,,-51.77899932861328,-55.071380615234375
,2480,,,185.2335364818573,,,,,,,
,2499,,,,,4885.034084320068,,,,,
,2499,,,,28.516769409179688,,,,,,
124,2499,,,,,,0.6908761858940125,-50.86000061035156,-54.955833435058594,,
124,2499,,,,,,,,,-51.768001556396484,-55.05237579345703
,2500,,,185.73531866073608,,,,,,,
125,2519,,,,,,,,,-51.845001220703125,-55.126712799072266
,2520,,,184.92987823486328,,,,,,,
126,2539,,,,,,,,,-51.821998596191406,-55.10453796386719
,2540,,,186.94656109809875,,,,,,,
,2549,,,,,4966.866254806519,,,,,
,2549,,,,13.559818267822266,,,,,,
127,2549,,,,,,0.6923245787620544,-51.13999938964844,-55.36750030517578,,
127,2559,,,,,,,,,-51.75699996948242,-55.039085388183594
,2560,,,185.91048192977905,,,,,,,
128,2579,,,,,,,,,-51.821998596191406,-55.12191390991211
,2580,,,187.24706172943115,,,,,,,
,2599,,,,,5186.894655227661,,,,,
,2599,,,,28.798818588256836,,,,,,
129,2599,,,,,,0.6907147765159607,-51.15999984741211,-55.366668701171875,,
129,2599,,,,,,,,,-51.819000244140625,-55.09992218017578
,2600,,,187.6973593235016,,,,,,,
130,2619,,,,,,,,,-51.84299850463867,-55.099998474121094
,2620,,,185.15358352661133,,,,,,,
131,2639,,,,,,,,,-51.840999603271484,-55.12858200073242
,2640,,,185.6517288684845,,,,,,,
,2649,,,,,5146.605491638184,,,,,
,2649,,,,13.889312744140625,,,,,,
132,2649,,,,,,0.6912754774093628,-51.119998931884766,-55.10416793823242,,
132,2659,,,,,,,,,-51.78099822998047,-55.0838737487793
,2660,,,185.5497043132782,,,,,,,
133,2679,,,,,,,,,-51.85300064086914,-55.07870864868164
,2680,,,183.64052939414978,,,,,,,
,2699,,,,,4934.203624725342,,,,,
,2699,,,,27.27675437927246,,,,,,
134,2699,,,,,,0.6893423795700073,-51.63999938964844,-55.5533332824707,,
134,2699,,,,,,,,,-51.74100112915039,-55.03083038330078
,2700,,,185.57209610939026,,,,,,,
135,2719,,,,,,,,,-51.82500076293945,-55.12754440307617
,2720,,,184.1138904094696,,,,,,,
136,2739,,,,,,,,,-51.84199905395508,-55.12438201904297
,2740,,,187.03066873550415,,,,,,,
,2749,,,,,4801.265478134155,,,,,
,2749,,,,12.890338897705078,,,,,,
137,2749,,,,,,0.6900561451911926,-51.37999725341797,-55.239166259765625,,
137,2759,,,,,,,,,-51.74100112915039,-55.109458923339844
,2760,,,183.5510139465332,,,,,,,
138,2779,,,,,,,,,-51.792999267578125,-55.062416076660156
,2780,,,185.0261070728302,,,,,,,
,2799,,,,,5013.770818710327,,,,,
,2799,,,,27.365684509277344,,,,,,
139,2799,,,,,,0.6916651129722595,-51.63999938964844,-55.540836334228516,,
139,2799,,,,,,,,,-51.845001220703125,-55.077423095703125
,2800,,,186.00303649902344,,,,,,,
140,2819,,,,,,,,,-51.729000091552734,-55.05261993408203
,2820,,,186.73113870620728,,,,,,,
141,2839,,,,,,,,,-51.78900146484375,-55.0556640625
,2840,,,186.55980825424194,,,,,,,
,2849,,,,,5111.611604690552,,,,,
,2849,,,,14.322280883789062,,,,,,
142,2849,,,,,,0.691458523273468,-51.37999725341797,-55.645835876464844,,
142,2859,,,,,,,,,-51.823001861572266,-55.12788391113281
,2860,,,188.12726068496704,,,,,,,
143,2879,,,,,,,,,-51.770999908447266,-55.075496673583984
,2880,,,187.7676408290863,,,,,,,
,2899,,,,,6410.297870635986,,,,,
,2899,,,,27.901649475097656,,,,,,
144,2899,,,,,,0.6913818717002869,-50.959999084472656,-55.16749954223633,,
144,2899,,,,,,,,,-51.72800064086914,-55.01200485229492
,2900,,,243.36310195922852,,,,,,,
145,2919,,,,,,,,,-51.722999572753906,-55.05342102050781
,2920,,,190.89236569404602,,,,,,,
146,2939,,,,,,,,,-51.78499984741211,-55.056087493896484
,2940,,,182.2149636745453,,,,,,,
,2949,,,,,4796.815872192383,,,,,
,2949,,,,15.583992004394531,,,,,,
147,2949,,,,,,0.6906545162200928,-51.2599983215332,-55.59583282470703,,
147,2959,,,,,,,,,-51.78099822998047,-55.07779312133789
,2960,,,184.07167315483093,,,,,,,
148,2979,,,,,,,,,-51.72800064086914,-55.10561752319336
,2980,,,182.82982110977173,,,,,,,
,2999,,,,,5069.602012634277,,,,,
,2999,,,,25.646448135375977,,,,,,
149,2999,,,,,,0.6921302676200867,-51.31999969482422,-55.46000289916992,,
149,2999,,,,,,,,,-51.834999084472656,-55.06624984741211
,3000,,,184.05280113220215,,,,,,,
150,3000,-51.8390007019043,-55.142539978027344,,,,,,,,
