epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/quality,train/reward,train/shape_j,train/shape_m,val/gap,val/makespan,val/reward
18,23199,,,,0.6288355588912964,1.3229210376739502,-3236.0,15.0,15.0,,,
,23249,,,1415.8344268798828,,,,,,,,
,23249,,1.779317855834961,,,,,,,,,
18,23249,,,,0.6150569915771484,1.2897672653198242,-3474.00048828125,15.0,15.0,,,
,23299,,,1450.1731395721436,,,,,,,,
,23299,,10.294198989868164,,,,,,,,,
18,23299,,,,0.6787208318710327,1.3401579856872559,-3071.000244140625,15.0,15.0,,,
,23349,,,1507.810115814209,,,,,,,,
,23349,,2.010822296142578,,,,,,,,,
18,23349,,,,0.6968545317649841,1.2959474325180054,-3164.999755859375,15.0,15.0,,,
,23399,,,1479.9997806549072,,,,,,,,
,23399,,10.10274887084961,,,,,,,,,
18,23399,,,,0.6488625407218933,1.3285367488861084,-3086.000244140625,15.0,15.0,,,
,23449,,,1465.1265144348145,,,,,,,,
,23449,,1.9609928131103516,,,,,,,,,
18,23449,,,,0.6572689414024353,1.3525922298431396,-3246.0,15.0,15.0,,,
,23499,,,1469.0909385681152,,,,,,,,
,23499,,11.1236572265625,,,,,,,,,
18,23499,,,,0.6183862686157227,1.3499717712402344,-2939.0,15.0,15.0,,,
,23549,,,1524.583339691162,,,,,,,,
,23549,,2.5467872619628906,,,,,,,,,
18,23549,,,,0.6630795001983643,1.313223123550415,-3244.999755859375,15.0,15.0,,,
,23599,,,1485.846996307373,,,,,,,,
,23599,,14.060258865356445,,,,,,,,,
18,23599,,,,0.6923446655273438,1.3202804327011108,-3301.0,15.0,15.0,,,
,23649,,,1444.1909790039062,,,,,,,,
,23649,,1.9173622131347656,,,,,,,,,
18,23649,,,,0.6652155518531799,1.361431360244751,-3144.000244140625,15.0,15.0,,,
,23699,,,1474.4253158569336,,,,,,,,
,23699,,10.063886642456055,,,,,,,,,
18,23699,,,,0.6216477155685425,1.3288829326629639,-3200.0,15.0,15.0,,,
,23749,,,1477.2663116455078,,,,,,,,
,23749,,1.985788345336914,,,,,,,,,
18,23749,,,,0.6170719861984253,1.3533258438110352,-3231.999755859375,15.0,15.0,,,
18,23749,,,,,,,,,36.82241439819336,3346.2099609375,-3346.2099609375
,23750,1904.2703294754028,,,,,,,,,,
,23799,,,1806.035041809082,,,,,,,,
,23799,,10.976314544677734,,,,,,,,,
19,23799,,,,0.6063181757926941,1.3094637393951416,-3133.000244140625,15.0,15.0,,,
,23849,,,1441.3690567016602,,,,,,,,
,23849,,1.8355846405029297,,,,,,,,,
19,23849,,,,0.6236406564712524,1.3597619533538818,-3177.0,15.0,15.0,,,
,23899,,,1456.2339782714844,,,,,,,,
,23899,,10.107994079589844,,,,,,,,,
19,23899,,,,0.6480371356010437,1.348267674446106,-3142.0,15.0,15.0,,,
,23949,,,1581.4778804779053,,,,,,,,
,23949,,2.106189727783203,,,,,,,,,
19,23949,,,,0.6437902450561523,1.2850903272628784,-3350.0,15.0,15.0,,,
,23999,,,1424.0376949310303,,,,,,,,
,23999,,9.993791580200195,,,,,,,,,
19,23999,,,,0.6413725018501282,1.3382480144500732,-3224.999755859375,15.0,15.0,,,
,24049,,,1433.657169342041,,,,,,,,
,24049,,1.9164085388183594,,,,,,,,,
19,24049,,,,0.645626962184906,1.343680739402771,-3208.0,15.0,15.0,,,
,24099,,,1436.3746643066406,,,,,,,,
,24099,,10.361671447753906,,,,,,,,,
19,24099,,,,0.6715402603149414,1.2926181554794312,-3204.0,15.0,15.0,,,
,24149,,,1723.6089706420898,,,,,,,,
,24149,,2.2280216217041016,,,,,,,,,
19,24149,,,,0.6017201542854309,1.3644310235977173,-3048.99951171875,15.0,15.0,,,
,24199,,,1438.6749267578125,,,,,,,,
,24199,,17.3642635345459,,,,,,,,,
19,24199,,,,0.6510980129241943,1.3397645950317383,-3172.999755859375,15.0,15.0,,,
,24249,,,1425.4801273345947,,,,,,,,
,24249,,1.8608570098876953,,,,,,,,,
19,24249,,,,0.617671012878418,1.391751766204834,-3090.999755859375,15.0,15.0,,,
,24299,,,1432.504415512085,,,,,,,,
,24299,,10.477066040039062,,,,,,,,,
19,24299,,,,0.6196224093437195,1.3597378730773926,-3139.000244140625,15.0,15.0,,,
,24349,,,1509.9027156829834,,,,,,,,
,24349,,2.0241737365722656,,,,,,,,,
19,24349,,,,0.6286273002624512,1.3591580390930176,-3070.000244140625,15.0,15.0,,,
,24399,,,1699.9058723449707,,,,,,,,
,24399,,10.512828826904297,,,,,,,,,
19,24399,,,,0.6273761987686157,1.3869746923446655,-2992.000244140625,15.0,15.0,,,
,24449,,,1432.33060836792,,,,,,,,
,24449,,2.0961761474609375,,,,,,,,,
19,24449,,,,0.662161648273468,1.3336682319641113,-3138.000244140625,15.0,15.0,,,
,24499,,,1439.9149417877197,,,,,,,,
,24499,,17.38905906677246,,,,,,,,,
19,24499,,,,0.6580716371536255,1.3428151607513428,-3169.0,15.0,15.0,,,
,24549,,,1450.9763717651367,,,,,,,,
,24549,,1.9924640655517578,,,,,,,,,
19,24549,,,,0.6165570616722107,1.3112130165100098,-3199.000244140625,15.0,15.0,,,
,24599,,,1447.6549625396729,,,,,,,,
,24599,,10.23101806640625,,,,,,,,,
19,24599,,,,0.6710307598114014,1.3221147060394287,-3147.0,15.0,15.0,,,
,24649,,,1431.999921798706,,,,,,,,
,24649,,1.9364356994628906,,,,,,,,,
19,24649,,,,0.6525160074234009,1.3649096488952637,-3010.0,15.0,15.0,,,
,24699,,,1421.2751388549805,,,,,,,,
,24699,,10.595083236694336,,,,,,,,,
19,24699,,,,0.6728661060333252,1.343076467514038,-3112.99951171875,15.0,15.0,,,
,24749,,,1439.732313156128,,,,,,,,
,24749,,1.9631385803222656,,,,,,,,,
19,24749,,,,0.688987135887146,1.3466665744781494,-3235.000244140625,15.0,15.0,,,
,24799,,,1449.328899383545,,,,,,,,
,24799,,10.01429557800293,,,,,,,,,
19,24799,,,,0.6439508199691772,1.2963814735412598,-3275.0,15.0,15.0,,,
,24849,,,1467.9901599884033,,,,,,,,
,24849,,2.079010009765625,,,,,,,,,
19,24849,,,,0.6883576512336731,1.3253631591796875,-3104.0,15.0,15.0,,,
,24899,,,1439.5051002502441,,,,,,,,
,24899,,10.981082916259766,,,,,,,,,
19,24899,,,,0.6331549882888794,1.3436293601989746,-3274.000244140625,15.0,15.0,,,
,24949,,,1426.659345626831,,,,,,,,
,24949,,1.9359588623046875,,,,,,,,,
19,24949,,,,0.6508340835571289,1.3228974342346191,-3061.0,15.0,15.0,,,
,24999,,,1424.3602752685547,,,,,,,,
,24999,,10.603189468383789,,,,,,,,,
19,24999,,,,0.6608140468597412,1.2999391555786133,-3318.999755859375,15.0,15.0,,,
19,24999,,,,,,,,,36.97608184814453,3349.8701171875,-3349.8701171875
,25000,1902.6632556915283,,,,,,,,,,
