epoch,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/bopo_loss,train/bopo_pair_count,train/loss,train/max_reward,train/reward,val/max_reward,val/reward
142,2849,,,,,,0.6863406300544739,250.0,0.6863406300544739,-51.41999816894531,-55.739166259765625,,
142,2859,,,,,,,,,,,-51.948001861572266,-55.3106689453125
,2860,,,214.89558053016663,,,,,,,,,
143,2879,,,,,,,,,,,-51.917999267578125,-55.31004333496094
,2880,,,205.86477708816528,,,,,,,,,
,2899,,,,,5578.131198883057,,,,,,,
,2899,,,,40.29440879821777,,,,,,,,
144,2899,,,,,,0.685725748538971,250.0,0.685725748538971,-51.099998474121094,-55.36333465576172,,
144,2899,,,,,,,,,,,-51.92300033569336,-55.27799606323242
,2900,,,208.16164588928223,,,,,,,,,
145,2919,,,,,,,,,,,-51.98699951171875,-55.31808853149414
,2920,,,208.47202944755554,,,,,,,,,
146,2939,,,,,,,,,,,-51.9900016784668,-55.29024887084961
,2940,,,208.6969118118286,,,,,,,,,
,2949,,,,,5550.702333450317,,,,,,,
,2949,,,,30.29489517211914,,,,,,,,
147,2949,,,,,,0.6915763020515442,250.0,0.6915763020515442,-52.05999755859375,-55.96666717529297,,
147,2959,,,,,,,,,,,-51.90399932861328,-55.28982925415039
,2960,,,216.45706033706665,,,,,,,,,
148,2979,,,,,,,,,,,-51.95500183105469,-55.30324935913086
,2980,,,207.38351845741272,,,,,,,,,
,2999,,,,,5688.336372375488,,,,,,,
,2999,,,,45.27854919433594,,,,,,,,
149,2999,,,,,,0.6836145520210266,250.0,0.6836145520210266,-51.439998626708984,-55.67250061035156,,
149,2999,,,,,,,,,,,-51.95100021362305,-55.293251037597656
,3000,,,205.7964985370636,,,,,,,,,
150,3000,-51.98899841308594,-55.33863067626953,,,,,,,,,,
