problem,transfer,scale_name,target_size,formula,num_pairs,pre_pressure_q10,pre_pressure_median,pre_pressure_q90,weight_mean,weight_std,weight_q10,weight_median,weight_q90,low_clamp_share,interior_share,high_clamp_share,tie_pass_share,effective_pair_ratio,weight_gini
tsp100,TSP100 -> TSP50,search,100,gap/MAD * margin/std * regret,158400,-1.3015678167343139,0.18007409572601318,0.9679279565811161,1.8074713945388794,0.934122622013092,0.20000000298023224,2.5,2.5,0.125,0.2919381313131313,0.5830618686868687,nan,0.7892070980935234,0.25969049863245686
tsp100,TSP100 -> TSP50,transfer,50,gap/MAD * margin/std * regret,39200,-1.30526465177536,0.1546165943145752,0.9495428681373596,1.7918483018875122,0.9386427998542786,0.20000000298023224,2.5,2.5,0.12793367346938775,0.3002295918367347,0.5718367346938775,nan,0.7846774846564356,0.26499060466679447
cvrp100,CVRP100 -> CVRP50,search,100,absolute objective gap,158400,-1.2413625359535216,-0.4947469234466553,-0.011920734588056724,2.0166375637054443,1.514412522315979,0.30000001192092896,1.6003799438476562,4.864624023437501,0.10432449494949494,0.8019633838383838,0.09371212121212122,nan,0.639410806948024,0.41723436289620563
cvrp100,CVRP100 -> CVRP50,transfer,50,absolute objective gap,39200,-1.4888309240341187,-0.744662344455719,-0.2960331529378891,1.184822678565979,0.9446868896484375,0.30000001192092896,0.9001350402832031,2.528930282592773,0.1817091836734694,0.8140051020408163,0.004285714285714286,nan,0.6113497908784761,0.4164485038939707
ffsp100,FFSP100 -> FFSP50,search,100,tie(gap/MAD) * margin^-0.6 / rank span,4189,-0.4848583459854126,-0.007723424583673477,0.7244358420372011,1.9221546649932861,0.6924009323120117,0.8186186790466309,2.4559333324432373,2.5,0.0,0.5058486512294104,0.49415134877058964,1.0,0.8851442597170465,0.1905881598284367
ffsp100,FFSP100 -> FFSP50,transfer,50,tie(gap/MAD) * margin^-0.6 / rank span,4076,-0.49036455154418945,-0.02013435773551464,0.660037636756897,1.9040709733963013,0.6959414482116699,0.8083054721355438,2.3867428302764893,2.5,0.0,0.5181550539744848,0.4818449460255152,1.0,0.8821518988579088,0.19486511904649473
jssp10x10,JSSP10x10 -> JSSP15x15,search,10,gap/MAD * regret^0.9 * sigmoid(rank),32493,-0.8865460753440857,-0.13492609560489655,0.3272311925888061,1.9521387815475464,1.0527490377426147,0.389560729265213,2.198847770690918,3.0,0.003139137660419167,0.612531929954144,0.38432893238543686,nan,0.7746997089035463,0.2983841833242684
jssp10x10,JSSP10x10 -> JSSP15x15,transfer,15,gap/MAD * regret^0.9 * sigmoid(rank),32501,-0.8460353016853333,-0.08130582422018051,0.3916460871696472,2.046745538711548,1.0412486791610718,0.42764753103256226,2.487799882888794,3.0,0.0024306944401710716,0.5671210116611797,0.43044829389864925,nan,0.7944009851013368,0.27640004927953754
