epoch,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,val/max_reward,val/reward
,300,,,186.89100289344788,,,,,,,
15,319,,,,,,,,,-52.72200012207031,-56.02937316894531
,320,,,190.1099660396576,,,,,,,
16,339,,,,,,,,,-52.63600158691406,-56.033790588378906
,340,,,187.03743028640747,,,,,,,
,349,,,,,5053.852319717407,,,,,
,349,,,,13.319730758666992,,,,,,
17,349,,,,,,0.6913875937461853,-52.55999755859375,-56.76166915893555,,
17,359,,,,,,,,,-52.63999938964844,-55.98612594604492
,360,,,188.1851725578308,,,,,,,
18,379,,,,,,,,,-52.731998443603516,-56.08991622924805
,380,,,188.3910562992096,,,,,,,
,399,,,,,5060.434341430664,,,,,
,399,,,,25.187969207763672,,,,,,
19,399,,,,,,0.6909015774726868,-52.41999816894531,-56.42583465576172,,
19,399,,,,,,,,,-52.637001037597656,-55.94845962524414
,400,,,183.19256973266602,,,,,,,
20,419,,,,,,,,,-52.48500061035156,-55.818912506103516
,420,,,184.7878861427307,,,,,,,
21,439,,,,,,,,,-52.49700164794922,-55.78403854370117
,440,,,243.99293398857117,,,,,,,
,449,,,,,6764.032602310181,,,,,
,449,,,,13.419389724731445,,,,,,
22,449,,,,,,0.6913701295852661,-52.439998626708984,-56.41250228881836,,
22,459,,,,,,,,,-52.50199890136719,-55.857505798339844
,460,,,253.3195652961731,,,,,,,
23,479,,,,,,,,,-52.5890007019043,-55.86178970336914
,480,,,230.04950785636902,,,,,,,
,499,,,,,4985.518932342529,,,,,
,499,,,,26.39603614807129,,,,,,
24,499,,,,,,0.6920146942138672,-52.55999755859375,-56.59250259399414,,
24,499,,,,,,,,,-52.4119987487793,-55.71575164794922
,500,,,189.57676434516907,,,,,,,
25,519,,,,,,,,,-52.39400100708008,-55.85400390625
,520,,,190.96842527389526,,,,,,,
26,539,,,,,,,,,-52.486000061035156,-55.802791595458984
,540,,,188.497807264328,,,,,,,
,549,,,,,5323.539733886719,,,,,
,549,,,,14.05477523803711,,,,,,
27,549,,,,,,0.6915640234947205,-52.2599983215332,-56.23666763305664,,
27,559,,,,,,,,,-52.3849983215332,-55.61225891113281
,560,,,188.2321228981018,,,,,,,
28,579,,,,,,,,,-52.34700012207031,-55.667625427246094
,580,,,189.2543683052063,,,,,,,
,599,,,,,5075.051784515381,,,,,
,599,,,,26.107311248779297,,,,,,
29,599,,,,,,0.6911512017250061,-52.55999755859375,-56.60750198364258,,
29,599,,,,,,,,,-52.31999969482422,-55.645790100097656
,600,,,184.72985768318176,,,,,,,
30,619,,,,,,,,,-52.42499923706055,-55.738834381103516
,620,,,186.01671361923218,,,,,,,
31,639,,,,,,,,,-52.34199905395508,-55.62287521362305
,640,,,188.86020016670227,,,,,,,
,649,,,,,5111.260175704956,,,,,
,649,,,,14.473676681518555,,,,,,
32,649,,,,,,0.6911540627479553,-52.279998779296875,-56.233333587646484,,
32,659,,,,,,,,,-52.14699935913086,-55.541080474853516
,660,,,186.08815264701843,,,,,,,
33,679,,,,,,,,,-52.27299880981445,-55.61517333984375
,680,,,184.74074792861938,,,,,,,
,699,,,,,5078.666210174561,,,,,
,699,,,,26.819467544555664,,,,,,
34,699,,,,,,0.6919580698013306,-52.37999725341797,-56.455833435058594,,
34,699,,,,,,,,,-52.178001403808594,-55.4907112121582
,700,,,186.35824418067932,,,,,,,
35,719,,,,,,,,,-52.35599899291992,-55.64504623413086
,720,,,189.41131043434143,,,,,,,
36,739,,,,,,,,,-52.19499969482422,-55.52653884887695
,740,,,186.16566133499146,,,,,,,
,749,,,,,5388.0109786987305,,,,,
,749,,,,13.072013854980469,,,,,,
37,749,,,,,,0.6929072737693787,-52.55999755859375,-56.690834045410156,,
37,759,,,,,,,,,-52.05500030517578,-55.413997650146484
,760,,,186.7045340538025,,,,,,,
38,779,,,,,,,,,-52.16400146484375,-55.469749450683594
,780,,,185.34278798103333,,,,,,,
,799,,,,,4888.9923095703125,,,,,
,799,,,,27.130603790283203,,,,,,
39,799,,,,,,0.6914778351783752,-52.63999938964844,-56.6058349609375,,
39,799,,,,,,,,,-52.361000061035156,-55.69337463378906
,800,,,186.2296006679535,,,,,,,
40,819,,,,,,,,,-52.19300079345703,-55.528411865234375
,820,,,187.26698517799377,,,,,,,
41,839,,,,,,,,,-52.3380012512207,-55.58991622924805
,840,,,188.62275099754333,,,,,,,
,849,,,,,4866.929531097412,,,,,
,849,,,,13.597726821899414,,,,,,
42,849,,,,,,0.6922098398208618,-51.36000061035156,-55.657501220703125,,
42,859,,,,,,,,,-52.22100067138672,-55.49524688720703
,860,,,191.2193205356598,,,,,,,
43,879,,,,,,,,,-52.24700164794922,-55.52633285522461
,880,,,189.38439273834229,,,,,,,
,899,,,,,5390.05184173584,,,,,
,899,,,,27.408123016357422,,,,,,
44,899,,,,,,0.6912015676498413,-51.959999084472656,-55.82416915893555,,
44,899,,,,,,,,,-52.3380012512207,-55.53137969970703
,900,,,186.5471053123474,,,,,,,
45,919,,,,,,,,,-52.18000030517578,-55.44304275512695
,920,,,187.931307554245,,,,,,,
46,939,,,,,,,,,-52.2239990234375,-55.59199905395508
,940,,,187.74776124954224,,,,,,,
,949,,,,,4785.284757614136,,,,,
,949,,,,11.908292770385742,,,,,,
47,949,,,,,,0.6919180154800415,-52.279998779296875,-56.318336486816406,,
47,959,,,,,,,,,-52.152000427246094,-55.46071243286133
,960,,,183.2761402130127,,,,,,,
48,979,,,,,,,,,-52.17499923706055,-55.53953552246094
,980,,,189.2799711227417,,,,,,,
,999,,,,,5100.732803344727,,,,,
,999,,,,26.55029296875,,,,,,
49,999,,,,,,0.6919333338737488,-52.02000045776367,-56.03750228881836,,
49,999,,,,,,,,,-52.178001403808594,-55.49204635620117
,1000,,,190.7048237323761,,,,,,,
50,1019,,,,,,,,,-52.16999816894531,-55.48796081542969
,1020,,,188.4176790714264,,,,,,,
51,1039,,,,,,,,,-52.257999420166016,-55.545169830322266
,1040,,,186.30526542663574,,,,,,,
,1049,,,,,5214.194059371948,,,,,
,1049,,,,12.694835662841797,,,,,,
52,1049,,,,,,0.6918222904205322,-52.55999755859375,-56.68000030517578,,
52,1059,,,,,,,,,-52.15299987792969,-55.434288024902344
,1060,,,189.34751677513123,,,,,,,
53,1079,,,,,,,,,-52.0890007019043,-55.33512496948242
,1080,,,186.70383429527283,,,,,,,
,1099,,,,,4876.23405456543,,,,,
,1099,,,,26.549339294433594,,,,,,
54,1099,,,,,,0.6909701824188232,-51.69999694824219,-55.825836181640625,,
54,1099,,,,,,,,,-52.16699981689453,-55.413291931152344
,1100,,,187.78180074691772,,,,,,,
55,1119,,,,,,,,,-52.24599838256836,-55.471961975097656
,1120,,,187.2029709815979,,,,,,,
56,1139,,,,,,,,,-52.220001220703125,-55.46787643432617
,1140,,,189.01446294784546,,,,,,,
,1149,,,,,4823.819637298584,,,,,
,1149,,,,12.187004089355469,,,,,,
57,1149,,,,,,0.6913964748382568,-51.91999816894531,-55.95500183105469,,
57,1159,,,,,,,,,-52.15999984741211,-55.40121078491211
,1160,,,183.77277302742004,,,,,,,
58,1179,,,,,,,,,-52.25299835205078,-55.535335540771484
,1180,,,184.5127649307251,,,,,,,
,1199,,,,,5468.555927276611,,,,,
,1199,,,,27.196884155273438,,,,,,
59,1199,,,,,,0.6918907761573792,-51.959999084472656,-56.05750274658203,,
59,1199,,,,,,,,,-52.10900115966797,-55.43938064575195
,1200,,,191.57703399658203,,,,,,,
60,1219,,,,,,,,,-52.16899871826172,-55.39583206176758
,1220,,,189.73912167549133,,,,,,,
61,1239,,,,,,,,,-52.1349983215332,-55.3455810546875
,1240,,,191.66271448135376,,,,,,,
,1249,,,,,4796.861886978149,,,,,
,1249,,,,12.653827667236328,,,,,,
62,1249,,,,,,0.6924745440483093,-52.36000061035156,-56.358333587646484,,
62,1259,,,,,,,,,-52.07600021362305,-55.36532974243164
,1260,,,188.07223320007324,,,,,,,
63,1279,,,,,,,,,-51.930999755859375,-55.24191665649414
,1280,,,188.42731285095215,,,,,,,
,1299,,,,,4758.376121520996,,,,,
,1299,,,,26.485204696655273,,,,,,
64,1299,,,,,,0.6910514235496521,-51.57999801635742,-55.614166259765625,,
64,1299,,,,,,,,,-52.02199935913086,-55.33970260620117
,1300,,,185.01913690567017,,,,,,,
65,1319,,,,,,,,,-52.05500030517578,-55.356956481933594
,1320,,,187.1322886943817,,,,,,,
66,1339,,,,,,,,,-52.159000396728516,-55.36137771606445
,1340,,,187.7198770046234,,,,,,,
,1349,,,,,5365.787506103516,,,,,
,1349,,,,13.162851333618164,,,,,,
67,1349,,,,,,0.6919570565223694,-52.05999755859375,-56.03166961669922,,
67,1359,,,,,,,,,-52.12699890136719,-55.347084045410156
,1360,,,187.00257420539856,,,,,,,
68,1379,,,,,,,,,-52.125,-55.30471420288086
,1380,,,184.95898985862732,,,,,,,
,1399,,,,,5052.664279937744,,,,,
,1399,,,,26.643753051757812,,,,,,
69,1399,,,,,,0.6916384696960449,-51.619998931884766,-55.5433349609375,,
69,1399,,,,,,,,,-52.069000244140625,-55.25533676147461
,1400,,,186.20724248886108,,,,,,,
70,1419,,,,,,,,,-52.20899963378906,-55.42550277709961
,1420,,,185.39379048347473,,,,,,,
71,1439,,,,,,,,,-52.12799835205078,-55.337127685546875
,1440,,,189.8195939064026,,,,,,,
,1449,,,,,5535.346984863281,,,,,
,1449,,,,13.857841491699219,,,,,,
72,1449,,,,,,0.6914085745811462,-51.73999786376953,-55.5433349609375,,
72,1459,,,,,,,,,-52.066001892089844,-55.30957794189453
,1460,,,192.36862683296204,,,,,,,
73,1479,,,,,,,,,-52.28200149536133,-55.350791931152344
,1480,,,187.82875514030457,,,,,,,
,1499,,,,,5244.027376174927,,,,,
,1499,,,,26.294469833374023,,,,,,
74,1499,,,,,,0.6919547319412231,-51.939998626708984,-56.30666732788086,,
74,1499,,,,,,,,,-52.143001556396484,-55.283119201660156
,1500,,,187.48650884628296,,,,,,,
75,1519,,,,,,,,,-52.143001556396484,-55.36616897583008
,1520,,,190.98464918136597,,,,,,,
76,1539,,,,,,,,,-52.03499984741211,-55.24683380126953
,1540,,,190.64776992797852,,,,,,,
,1549,,,,,5084.238052368164,,,,,
,1549,,,,13.081789016723633,,,,,,
77,1549,,,,,,0.6922557353973389,-51.68000030517578,-55.741668701171875,,
77,1559,,,,,,,,,-51.98699951171875,-55.132205963134766
,1560,,,188.53250432014465,,,,,,,
78,1579,,,,,,,,,-51.98699951171875,-55.17229080200195
,1580,,,189.06637525558472,,,,,,,
,1599,,,,,4993.880033493042,,,,,
,1599,,,,26.300907135009766,,,,,,
79,1599,,,,,,0.6907125115394592,-51.13999938964844,-55.100833892822266,,
79,1599,,,,,,,,,-51.999000549316406,-55.20158767700195
,1600,,,188.00140571594238,,,,,,,
80,1619,,,,,,,,,-51.952999114990234,-55.195289611816406
,1620,,,189.52340817451477,,,,,,,
81,1639,,,,,,,,,-51.91299819946289,-55.132083892822266
,1640,,,189.15391659736633,,,,,,,
,1649,,,,,5310.256242752075,,,,,
,1649,,,,14.175891876220703,,,,,,
82,1649,,,,,,0.6924692392349243,-51.63999938964844,-55.70000076293945,,
82,1659,,,,,,,,,-51.93199920654297,-55.15041732788086
,1660,,,189.16627192497253,,,,,,,
83,1679,,,,,,,,,-51.867000579833984,-55.06129837036133
,1680,,,189.02746319770813,,,,,,,
,1699,,,,,5266.780376434326,,,,,
,1699,,,,27.190208435058594,,,,,,
84,1699,,,,,,0.69230717420578,-51.2599983215332,-55.36916732788086,,
84,1699,,,,,,,,,-52.00400161743164,-55.20637512207031
,1700,,,190.10917353630066,,,,,,,
85,1719,,,,,,,,,-51.922000885009766,-55.117916107177734
,1720,,,189.56060791015625,,,,,,,
86,1739,,,,,,,,,-51.96200180053711,-55.14225387573242
,1740,,,186.2299563884735,,,,,,,
,1749,,,,,5335.4949951171875,,,,,
,1749,,,,13.668537139892578,,,,,,
87,1749,,,,,,0.6909807324409485,-51.37999725341797,-55.39750289916992,,
87,1759,,,,,,,,,-51.933998107910156,-55.11720657348633
,1760,,,186.58628368377686,,,,,,,
88,1779,,,,,,,,,-51.9379997253418,-55.134334564208984
,1780,,,186.31590723991394,,,,,,,
,1799,,,,,5068.051815032959,,,,,
,1799,,,,27.708768844604492,,,,,,
89,1799,,,,,,0.6916024088859558,-50.939998626708984,-55.07833480834961,,
89,1799,,,,,,,,,-51.887001037597656,-55.08091735839844
,1800,,,190.31440496444702,,,,,,,
90,1819,,,,,,,,,-51.862998962402344,-55.10087203979492
,1820,,,189.84178233146667,,,,,,,
91,1839,,,,,,,,,-51.89799880981445,-55.063873291015625
,1840,,,189.5578691959381,,,,,,,
,1849,,,,,5046.733617782593,,,,,
,1849,,,,12.892007827758789,,,,,,
92,1849,,,,,,0.6909125447273254,-51.7599983215332,-55.62916946411133,,
92,1859,,,,,,,,,-51.90700149536133,-55.09512710571289
,1860,,,190.02066826820374,,,,,,,
93,1879,,,,,,,,,-51.88399887084961,-55.10928726196289
,1880,,,187.30293822288513,,,,,,,
,1899,,,,,4816.933870315552,,,,,
,1899,,,,26.489734649658203,,,,,,
94,1899,,,,,,0.6920142769813538,-51.2599983215332,-55.179168701171875,,
94,1899,,,,,,,,,-51.83700180053711,-55.04791259765625
,1900,,,189.85439586639404,,,,,,,
95,1919,,,,,,,,,-51.88100051879883,-55.11336898803711
,1920,,,187.14506649971008,,,,,,,
96,1939,,,,,,,,,-51.858001708984375,-55.09632873535156
,1940,,,190.62858152389526,,,,,,,
,1949,,,,,5202.951192855835,,,,,
,1949,,,,13.435840606689453,,,,,,
97,1949,,,,,,0.6914103627204895,-51.18000030517578,-55.2591667175293,,
97,1959,,,,,,,,,-51.89799880981445,-55.117252349853516
,1960,,,188.02647161483765,,,,,,,
98,1979,,,,,,,,,-51.87799835205078,-55.06379699707031
,1980,,,189.0280487537384,,,,,,,
,1999,,,,,4971.269845962524,,,,,
,1999,,,,29.346704483032227,,,,,,
99,1999,,,,,,0.6918303966522217,-51.779998779296875,-55.80500030517578,,
99,1999,,,,,,,,,-51.83399963378906,-55.04558181762695
,2000,,,188.75628900527954,,,,,,,
100,2019,,,,,,,,,-51.84400177001953,-55.03828811645508
,2020,,,187.87453150749207,,,,,,,
101,2039,,,,,,,,,-51.84299850463867,-55.04883575439453
,2040,,,188.17660880088806,,,,,,,
,2049,,,,,5041.89395904541,,,,,
,2049,,,,15.010833740234375,,,,,,
102,2049,,,,,,0.6925768852233887,-51.959999084472656,-55.90666961669922,,
102,2059,,,,,,,,,-51.893001556396484,-55.08374786376953
,2060,,,187.9571647644043,,,,,,,
103,2079,,,,,,,,,-51.840999603271484,-55.14912796020508
,2080,,,185.41904211044312,,,,,,,
,2099,,,,,5001.280069351196,,,,,
,2099,,,,26.54862403869629,,,,,,
104,2099,,,,,,0.6913501024246216,-51.53999710083008,-55.33250045776367,,
104,2099,,,,,,,,,-51.867000579833984,-55.04008483886719
,2100,,,184.70588374137878,,,,,,,
105,2119,,,,,,,,,-51.85900115966797,-55.11787796020508
,2120,,,186.63203144073486,,,,,,,
106,2139,,,,,,,,,-51.86600112915039,-55.04871368408203
,2140,,,185.17242813110352,,,,,,,
,2149,,,,,5274.458646774292,,,,,
,2149,,,,12.984275817871094,,,,,,
107,2149,,,,,,0.6917736530303955,-51.15999984741211,-55.151668548583984,,
107,2159,,,,,,,,,-51.902000427246094,-55.09412384033203
,2160,,,186.08829379081726,,,,,,,
108,2179,,,,,,,,,-51.887001037597656,-55.07000732421875
,2180,,,186.21485233306885,,,,,,,
,2199,,,,,4997.6966381073,,,,,
,2199,,,,26.37195587158203,,,,,,
109,2199,,,,,,0.6912498474121094,-51.55999755859375,-55.60166931152344,,
109,2199,,,,,,,,,-51.85900115966797,-55.049957275390625
,2200,,,186.42785716056824,,,,,,,
110,2219,,,,,,,,,-51.858001708984375,-55.00025177001953
,2220,,,186.22591423988342,,,,,,,
111,2239,,,,,,,,,-51.85599899291992,-55.08045196533203
,2240,,,185.1387221813202,,,,,,,
,2249,,,,,5368.27540397644,,,,,
,2249,,,,13.323545455932617,,,,,,
112,2249,,,,,,0.6923894286155701,-51.23999786376953,-55.483333587646484,,
112,2259,,,,,,,,,-51.88600158691406,-55.054752349853516
,2260,,,185.06602144241333,,,,,,,
113,2279,,,,,,,,,-51.91600036621094,-55.060245513916016
,2280,,,189.3871636390686,,,,,,,
,2299,,,,,5297.601222991943,,,,,
,2299,,,,28.322219848632812,,,,,,
114,2299,,,,,,0.6922794580459595,-51.599998474121094,-55.8275032043457,,
114,2299,,,,,,,,,-51.88199996948242,-55.012332916259766
,2300,,,188.51253938674927,,,,,,,
115,2319,,,,,,,,,-51.8120002746582,-54.986419677734375
,2320,,,188.1577820777893,,,,,,,
116,2339,,,,,,,,,-51.8849983215332,-55.094703674316406
,2340,,,185.73658299446106,,,,,,,
,2349,,,,,5014.500856399536,,,,,
,2349,,,,12.560129165649414,,,,,,
117,2349,,,,,,0.6912743449211121,-51.0,-55.04249954223633,,
117,2359,,,,,,,,,-51.83000183105469,-54.966915130615234
,2360,,,188.26899886131287,,,,,,,
118,2379,,,,,,,,,-51.89799880981445,-55.04025650024414
,2380,,,186.9129123687744,,,,,,,
,2399,,,,,5125.040769577026,,,,,
,2399,,,,26.407241821289062,,,,,,
119,2399,,,,,,0.6914717555046082,-51.19999694824219,-55.20166778564453,,
119,2399,,,,,,,,,-51.85900115966797,-55.0584602355957
,2400,,,185.46163511276245,,,,,,,
120,2419,,,,,,,,,-51.887001037597656,-55.07845687866211
,2420,,,187.51011538505554,,,,,,,
121,2439,,,,,,,,,-51.867000579833984,-55.0168342590332
,2440,,,184.85999131202698,,,,,,,
,2449,,,,,4757.421016693115,,,,,
,2449,,,,12.87698745727539,,,,,,
122,2449,,,,,,0.6918684244155884,-52.21999740600586,-56.1591682434082,,
122,2459,,,,,,,,,-51.86899948120117,-55.06141662597656
,2460,,,185.5891044139862,,,,,,,
123,2479,,,,,,,,,-51.845001220703125,-55.09833526611328
,2480,,,246.93090772628784,,,,,,,
,2499,,,,,6347.861766815186,,,,,
,2499,,,,27.537822723388672,,,,,,
124,2499,,,,,,0.6916519999504089,-50.81999969482422,-55.089168548583984,,
124,2499,,,,,,,,,-51.847999572753906,-55.02849578857422
,2500,,,245.1442472934723,,,,,,,
125,2519,,,,,,,,,-51.85499954223633,-55.050750732421875
,2520,,,244.27244877815247,,,,,,,
126,2539,,,,,,,,,-51.80500030517578,-55.06380081176758
,2540,,,244.77701020240784,,,,,,,
,2549,,,,,6547.40571975708,,,,,
,2549,,,,12.804031372070312,,,,,,
127,2549,,,,,,0.6911969184875488,-51.29999923706055,-55.169166564941406,,
127,2559,,,,,,,,,-51.867000579833984,-55.01754379272461
,2560,,,243.30715799331665,,,,,,,
128,2579,,,,,,,,,-51.85900115966797,-54.973663330078125
,2580,,,219.0093698501587,,,,,,,
,2599,,,,,5233.38770866394,,,,,
,2599,,,,29.1135311126709,,,,,,
129,2599,,,,,,0.6922925114631653,-51.439998626708984,-55.380836486816406,,
129,2599,,,,,,,,,-51.85900115966797,-55.05046463012695
,2600,,,188.62154722213745,,,,,,,
130,2619,,,,,,,,,-51.79999923706055,-54.994876861572266
,2620,,,186.11587262153625,,,,,,,
131,2639,,,,,,,,,-51.78900146484375,-54.986698150634766
,2640,,,184.25701236724854,,,,,,,
,2649,,,,,5219.339847564697,,,,,
,2649,,,,13.163328170776367,,,,,,
132,2649,,,,,,0.6918140649795532,-51.02000045776367,-55.21916961669922,,
132,2659,,,,,,,,,-51.83700180053711,-54.999961853027344
,2660,,,192.53439474105835,,,,,,,
133,2679,,,,,,,,,-51.8380012512207,-55.03624725341797
,2680,,,184.6328854560852,,,,,,,
,2699,,,,,4989.638090133667,,,,,
,2699,,,,28.208017349243164,,,,,,
134,2699,,,,,,0.691715657711029,-51.57999801635742,-55.44166946411133,,
134,2699,,,,,,,,,-51.83700180053711,-54.963829040527344
,2700,,,185.83217072486877,,,,,,,
135,2719,,,,,,,,,-51.827999114990234,-55.06224822998047
,2720,,,184.5001356601715,,,,,,,
136,2739,,,,,,,,,-51.805999755859375,-55.039119720458984
,2740,,,185.1330270767212,,,,,,,
,2749,,,,,4743.191957473755,,,,,
,2749,,,,13.730049133300781,,,,,,
137,2749,,,,,,0.6922318339347839,-51.29999923706055,-55.34333419799805,,
137,2759,,,,,,,,,-51.8380012512207,-55.02092361450195
,2760,,,183.34897136688232,,,,,,,
138,2779,,,,,,,,,-51.803001403808594,-55.04100036621094
,2780,,,185.25141859054565,,,,,,,
,2799,,,,,5042.737245559692,,,,,
,2799,,,,27.718305587768555,,,,,,
139,2799,,,,,,0.6913537383079529,-51.65999984741211,-55.635833740234375,,
139,2799,,,,,,,,,-51.88100051879883,-55.06575012207031
,2800,,,185.76424622535706,,,,,,,
140,2819,,,,,,,,,-51.79999923706055,-54.97728729248047
,2820,,,187.8755316734314,,,,,,,
141,2839,,,,,,,,,-51.832000732421875,-54.987998962402344
,2840,,,186.74889826774597,,,,,,,
,2849,,,,,5094.470262527466,,,,,
,2849,,,,13.44609260559082,,,,,,
142,2849,,,,,,0.6923547387123108,-51.39999771118164,-55.462501525878906,,
142,2859,,,,,,,,,-51.85499954223633,-55.054039001464844
,2860,,,189.3745036125183,,,,,,,
143,2879,,,,,,,,,-51.88199996948242,-55.01841735839844
,2880,,,189.23763036727905,,,,,,,
,2899,,,,,5108.571290969849,,,,,
,2899,,,,26.208162307739258,,,,,,
144,2899,,,,,,0.6915571093559265,-51.0,-54.984169006347656,,
144,2899,,,,,,,,,-51.89899826049805,-55.0621223449707
,2900,,,189.52235198020935,,,,,,,
145,2919,,,,,,,,,-51.80099868774414,-54.970584869384766
,2920,,,187.51349425315857,,,,,,,
146,2939,,,,,,,,,-51.84199905395508,-54.98037338256836
,2940,,,187.53223133087158,,,,,,,
,2949,,,,,5109.298229217529,,,,,
,2949,,,,13.872146606445312,,,,,,
147,2949,,,,,,0.6915655732154846,-51.52000045776367,-55.70166778564453,,
147,2959,,,,,,,,,-51.81399917602539,-55.001922607421875
,2960,,,190.17975854873657,,,,,,,
148,2979,,,,,,,,,-51.75600051879883,-55.0004997253418
,2980,,,188.06979393959045,,,,,,,
,2999,,,,,5188.163042068481,,,,,
,2999,,,,26.45111083984375,,,,,,
149,2999,,,,,,0.6921103596687317,-51.47999954223633,-55.29916763305664,,
149,2999,,,,,,,,,-51.85499954223633,-55.00587844848633
,3000,,,185.77810621261597,,,,,,,
150,3000,-51.86399841308594,-55.082210540771484,,,,,,,,
