epoch,lr-Adam,step,time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,train/sll_loss
,0.0001,0,,,,,,
,,9,,12257.026195526123,,,,
,,9,63.82918357849121,,,,,
0,,9,,,22.311635971069336,-133.78125,-143.18881225585938,22.311635971069336
