epoch,lr-Adam,step,test/max_aug_reward,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/reward,val/max_aug_reward,val/max_reward,val/reward
0,,799,,,,,,,26110.5546875,-11.758747100830078,,,
,,849,,,,,,206.83026313781738,,,,,
,,849,,,,,2.1026134490966797,,,,,,
0,,849,,,,,,,25892.140625,-12.182549476623535,,,
,,899,,,,,,186.3703727722168,,,,,
,,899,,,,,15.68913459777832,,,,,,
0,,899,,,,,,,25958.48046875,-11.836325645446777,,,
,,949,,,,,,201.25174522399902,,,,,
,,949,,,,,1.9228458404541016,,,,,,
0,,949,,,,,,,26029.08984375,-11.94800853729248,,,
,,999,,,,,,198.69756698608398,,,,,
,,999,,,,,16.651153564453125,,,,,,
0,,999,,,,,,,26179.955078125,-12.222204208374023,,,
,,1049,,,,,,200.00648498535156,,,,,
,,1049,,,,,1.8992424011230469,,,,,,
0,,1049,,,,,,,26083.10546875,-11.739131927490234,,,
,,1099,,,,,,190.04297256469727,,,,,
,,1099,,,,,16.22915267944336,,,,,,
0,,1099,,,,,,,25840.8046875,-11.932636260986328,,,
,,1149,,,,,,188.2150173187256,,,,,
,,1149,,,,,1.8208026885986328,,,,,,
0,,1149,,,,,,,26202.6328125,-11.825016975402832,,,
,,1199,,,,,,197.706937789917,,,,,
,,1199,,,,,16.305923461914062,,,,,,
0,,1199,,,,,,,25971.103515625,-11.658037185668945,,,
,,1249,,,,,,188.38858604431152,,,,,
,,1249,,,,,1.8315315246582031,,,,,,
0,,1249,,,,,,,26081.78515625,-12.089545249938965,,,
,,1299,,,,,,186.64121627807617,,,,,
,,1299,,,,,16.739368438720703,,,,,,
0,,1299,,,,,,,26159.6796875,-12.075820922851562,,,
,,1349,,,,,,184.91768836975098,,,,,
,,1349,,,,,1.764059066772461,,,,,,
0,,1349,,,,,,,26161.05078125,-11.738737106323242,,,
,,1399,,,,,,192.5508975982666,,,,,
,,1399,,,,,15.985488891601562,,,,,,
0,,1399,,,,,,,26152.15625,-11.501283645629883,,,
,,1449,,,,,,193.6798095703125,,,,,
,,1449,,,,,5.100011825561523,,,,,,
0,,1449,,,,,,,26227.78125,-11.538554191589355,,,
,,1499,,,,,,190.6421184539795,,,,,
,,1499,,,,,16.161203384399414,,,,,,
0,,1499,,,,,,,26155.0078125,-11.510232925415039,,,
,,1549,,,,,,186.9344711303711,,,,,
,,1549,,,,,3.2219886779785156,,,,,,
0,,1549,,,,,,,25954.267578125,-11.741270065307617,,,
0,,1562,,,,,,,,,-10.776778221130371,-11.000468254089355,-11.697782516479492
,,1563,,,,348.44786262512207,,,,,,,
,0.0003,1563,,,,,,,,,,,
,,1599,,,,,,242.68031120300293,,,,,
,,1599,,,,,18.2039737701416,,,,,,
1,,1599,,,,,,,26026.63671875,-11.568354606628418,,,
,,1649,,,,,,201.80249214172363,,,,,
,,1649,,,,,1.7724037170410156,,,,,,
1,,1649,,,,,,,26167.6015625,-11.892587661743164,,,
,,1699,,,,,,192.6138401031494,,,,,
,,1699,,,,,16.18504524230957,,,,,,
1,,1699,,,,,,,25968.89453125,-11.899243354797363,,,
,,1749,,,,,,200.57249069213867,,,,,
,,1749,,,,,1.8339157104492188,,,,,,
1,,1749,,,,,,,26212.228515625,-11.786075592041016,,,
,,1799,,,,,,191.85161590576172,,,,,
,,1799,,,,,15.803813934326172,,,,,,
1,,1799,,,,,,,26155.634765625,-11.68798828125,,,
,,1849,,,,,,200.90341567993164,,,,,
,,1849,,,,,3.8175582885742188,,,,,,
1,,1849,,,,,,,26136.921875,-11.814093589782715,,,
,,1899,,,,,,193.07756423950195,,,,,
,,1899,,,,,16.013383865356445,,,,,,
1,,1899,,,,,,,25972.46484375,-11.553009033203125,,,
,,1949,,,,,,186.86890602111816,,,,,
,,1949,,,,,1.7693042755126953,,,,,,
1,,1949,,,,,,,26142.76953125,-11.4907808303833,,,
,,1999,,,,,,194.18811798095703,,,,,
,,1999,,,,,16.11948013305664,,,,,,
1,,1999,,,,,,,26122.40234375,-11.66457462310791,,,
,,2049,,,,,,197.07059860229492,,,,,
,,2049,,,,,4.712104797363281,,,,,,
1,,2049,,,,,,,26068.19140625,-11.57129955291748,,,
,,2099,,,,,,191.47610664367676,,,,,
,,2099,,,,,15.494346618652344,,,,,,
1,,2099,,,,,,,26118.140625,-11.376304626464844,,,
,,2149,,,,,,192.77381896972656,,,,,
,,2149,,,,,1.874685287475586,,,,,,
1,,2149,,,,,,,26054.54296875,-11.440580368041992,,,
,,2199,,,,,,191.3743019104004,,,,,
,,2199,,,,,15.477895736694336,,,,,,
1,,2199,,,,,,,26090.6640625,-11.662590026855469,,,
,,2249,,,,,,193.6204433441162,,,,,
,,2249,,,,,1.8079280853271484,,,,,,
1,,2249,,,,,,,26157.0234375,-11.603378295898438,,,
,,2299,,,,,,189.23211097717285,,,,,
,,2299,,,,,15.23900032043457,,,,,,
1,,2299,,,,,,,26203.548828125,-11.359909057617188,,,
,,2349,,,,,,191.32256507873535,,,,,
,,2349,,,,,1.7309188842773438,,,,,,
1,,2349,,,,,,,26153.986328125,-11.912782669067383,,,
,,2399,,,,,,225.87895393371582,,,,,
,,2399,,,,,15.755891799926758,,,,,,
1,,2399,,,,,,,26289.435546875,-11.673332214355469,,,
,,2449,,,,,,215.26026725769043,,,,,
,,2449,,,,,3.4198760986328125,,,,,,
1,,2449,,,,,,,25993.33203125,-11.669892311096191,,,
,,2499,,,,,,196.014404296875,,,,,
,,2499,,,,,22.661924362182617,,,,,,
1,,2499,,,,,,,25969.1796875,-11.427952766418457,,,
,,2549,,,,,,186.0804557800293,,,,,
,,2549,,,,,1.7886161804199219,,,,,,
1,,2549,,,,,,,26086.44921875,-11.761016845703125,,,
,,2599,,,,,,189.1331672668457,,,,,
,,2599,,,,,15.34128189086914,,,,,,
1,,2599,,,,,,,25998.291015625,-11.534010887145996,,,
,,2649,,,,,,192.6894187927246,,,,,
,,2649,,,,,5.0296783447265625,,,,,,
1,,2649,,,,,,,26237.154296875,-11.741375923156738,,,
,,2699,,,,,,189.36562538146973,,,,,
,,2699,,,,,15.430212020874023,,,,,,
1,,2699,,,,,,,26255.046875,-11.49910831451416,,,
,,2749,,,,,,189.9259090423584,,,,,
,,2749,,,,,1.7747879028320312,,,,,,
1,,2749,,,,,,,26185.65625,-11.585270881652832,,,
,,2799,,,,,,211.41457557678223,,,,,
,,2799,,,,,22.730350494384766,,,,,,
1,,2799,,,,,,,25978.681640625,-11.501901626586914,,,
,,2849,,,,,,196.40040397644043,,,,,
,,2849,,,,,3.5648345947265625,,,,,,
1,,2849,,,,,,,26136.498046875,-11.6846923828125,,,
,,2899,,,,,,188.5981559753418,,,,,
,,2899,,,,,15.35797119140625,,,,,,
1,,2899,,,,,,,25977.443359375,-11.48050308227539,,,
,,2949,,,,,,191.3132667541504,,,,,
,,2949,,,,,3.996133804321289,,,,,,
1,,2949,,,,,,,26331.3828125,-11.652206420898438,,,
,,2999,,,,,,196.58327102661133,,,,,
,,2999,,,,,16.13306999206543,,,,,,
1,,2999,,,,,,,26214.52734375,-11.676161766052246,,,
,,3049,,,,,,198.94146919250488,,,,,
,,3049,,,,,1.8074512481689453,,,,,,
1,,3049,,,,,,,26106.365234375,-11.461762428283691,,,
,,3099,,,,,,189.9704933166504,,,,,
,,3099,,,,,15.544652938842773,,,,,,
1,,3099,,,,,,,26290.404296875,-11.76518726348877,,,
1,,3125,,,,,,,,,-10.674945831298828,-10.86575698852539,-11.47368335723877
,,3126,,,,348.43203043937683,,,,,,,
,0.0003,3126,,,,,,,,,,,
,,3149,,,,,,208.1151008605957,,,,,
,,3149,,,,,5.683183670043945,,,,,,
2,,3149,,,,,,,26119.859375,-11.46209716796875,,,
,,3199,,,,,,189.042329788208,,,,,
,,3199,,,,,23.55051040649414,,,,,,
2,,3199,,,,,,,26120.07421875,-11.226950645446777,,,
,,3249,,,,,,186.20705604553223,,,,,
,,3249,,,,,1.9419193267822266,,,,,,
2,,3249,,,,,,,26026.7734375,-11.303912162780762,,,
,,3299,,,,,,189.24498558044434,,,,,
,,3299,,,,,16.40033721923828,,,,,,
2,,3299,,,,,,,26138.84375,-11.711417198181152,,,
,,3349,,,,,,192.3384666442871,,,,,
,,3349,,,,,1.9404888153076172,,,,,,
2,,3349,,,,,,,25974.16015625,-11.473459243774414,,,
,,3399,,,,,,186.41185760498047,,,,,
,,3399,,,,,15.537261962890625,,,,,,
2,,3399,,,,,,,26060.224609375,-11.63762378692627,,,
,,3449,,,,,,190.56391716003418,,,,,
,,3449,,,,,1.9054412841796875,,,,,,
2,,3449,,,,,,,26241.0390625,-11.28200626373291,,,
,,3499,,,,,,196.06924057006836,,,,,
,,3499,,,,,15.838146209716797,,,,,,
2,,3499,,,,,,,26173.02734375,-11.90536880493164,,,
,,3549,,,,,,191.38741493225098,,,,,
,,3549,,,,,1.8956661224365234,,,,,,
2,,3549,,,,,,,26089.953125,-11.896459579467773,,,
,,3599,,,,,,187.75153160095215,,,,,
,,3599,,,,,16.114473342895508,,,,,,
2,,3599,,,,,,,26215.30859375,-11.679248809814453,,,
,,3649,,,,,,202.03924179077148,,,,,
,,3649,,,,,1.9283294677734375,,,,,,
2,,3649,,,,,,,26186.544921875,-11.539230346679688,,,
,,3699,,,,,,195.95599174499512,,,,,
,,3699,,,,,16.440629959106445,,,,,,
2,,3699,,,,,,,26226.0390625,-11.567679405212402,,,
,,3749,,,,,,190.2158260345459,,,,,
,,3749,,,,,1.9450187683105469,,,,,,
2,,3749,,,,,,,26142.41796875,-11.57778263092041,,,
,,3799,,,,,,192.29459762573242,,,,,
,,3799,,,,,16.11781120300293,,,,,,
2,,3799,,,,,,,26091.015625,-11.474560737609863,,,
,,3849,,,,,,192.14534759521484,,,,,
,,3849,,,,,2.022266387939453,,,,,,
2,,3849,,,,,,,26020.240234375,-11.862736701965332,,,
,,3899,,,,,,191.57099723815918,,,,,
,,3899,,,,,15.535593032836914,,,,,,
2,,3899,,,,,,,25964.484375,-11.665441513061523,,,
,,3949,,,,,,190.20771980285645,,,,,
,,3949,,,,,1.9369125366210938,,,,,,
2,,3949,,,,,,,26116.177734375,-11.519916534423828,,,
,,3999,,,,,,192.34991073608398,,,,,
,,3999,,,,,16.173362731933594,,,,,,
2,,3999,,,,,,,26219.09375,-11.99693775177002,,,
,,4049,,,,,,251.99389457702637,,,,,
,,4049,,,,,4.401922225952148,,,,,,
2,,4049,,,,,,,26077.673828125,-11.11342716217041,,,
,,4099,,,,,,192.77071952819824,,,,,
,,4099,,,,,16.275405883789062,,,,,,
2,,4099,,,,,,,26063.234375,-11.869037628173828,,,
,,4149,,,,,,197.2181797027588,,,,,
,,4149,,,,,2.0046234130859375,,,,,,
2,,4149,,,,,,,25956.625,-11.426030158996582,,,
,,4199,,,,,,188.7948513031006,,,,,
,,4199,,,,,16.091346740722656,,,,,,
2,,4199,,,,,,,26118.560546875,-11.495112419128418,,,
,,4249,,,,,,188.6746883392334,,,,,
,,4249,,,,,1.93023681640625,,,,,,
2,,4249,,,,,,,26176.078125,-11.424514770507812,,,
,,4299,,,,,,191.60985946655273,,,,,
,,4299,,,,,16.310930252075195,,,,,,
2,,4299,,,,,,,26155.33984375,-11.58841323852539,,,
,,4349,,,,,,188.917875289917,,,,,
,,4349,,,,,1.9636154174804688,,,,,,
2,,4349,,,,,,,26184.63671875,-11.572806358337402,,,
,,4399,,,,,,188.47131729125977,,,,,
,,4399,,,,,15.512943267822266,,,,,,
2,,4399,,,,,,,26017.84375,-11.469396591186523,,,
,,4449,,,,,,190.0179386138916,,,,,
,,4449,,,,,1.9145011901855469,,,,,,
2,,4449,,,,,,,25920.978515625,-11.432035446166992,,,
,,4499,,,,,,192.96884536743164,,,,,
,,4499,,,,,16.735315322875977,,,,,,
2,,4499,,,,,,,26087.15625,-11.511910438537598,,,
,,4549,,,,,,203.02104949951172,,,,,
,,4549,,,,,2.0372867584228516,,,,,,
2,,4549,,,,,,,25963.373046875,-11.482694625854492,,,
,,4599,,,,,,203.53078842163086,,,,,
,,4599,,,,,16.722679138183594,,,,,,
2,,4599,,,,,,,26086.91015625,-11.613029479980469,,,
,,4649,,,,,,201.4625072479248,,,,,
,,4649,,,,,1.9729137420654297,,,,,,
2,,4649,,,,,,,25922.322265625,-11.681891441345215,,,
2,,4688,,,,,,,,,-10.66136360168457,-10.85427188873291,-11.438230514526367
,,4689,,,,346.6379306316376,,,,,,,
,0.0003,4689,,,,,,,,,,,
,,4699,,,,,,192.46912002563477,,,,,
,,4699,,,,,15.432119369506836,,,,,,
3,,4699,,,,,,,26095.38671875,-11.4031343460083,,,
,,4749,,,,,,192.1374797821045,,,,,
,,4749,,,,,1.8742084503173828,,,,,,
3,,4749,,,,,,,26203.927734375,-11.44642448425293,,,
,,4799,,,,,,190.34051895141602,,,,,
,,4799,,,,,15.376567840576172,,,,,,
3,,4799,,,,,,,26045.49609375,-11.334329605102539,,,
,,4849,,,,,,193.06278228759766,,,,,
,,4849,,,,,1.804351806640625,,,,,,
3,,4849,,,,,,,26155.693359375,-11.43968677520752,,,
,,4899,,,,,,198.93336296081543,,,,,
,,4899,,,,,16.006946563720703,,,,,,
3,,4899,,,,,,,26246.7265625,-11.40065860748291,,,
,,4949,,,,,,209.20252799987793,,,,,
,,4949,,,,,5.327939987182617,,,,,,
3,,4949,,,,,,,26096.73828125,-11.44838809967041,,,
,,4999,,,,,,201.6735076904297,,,,,
,,4999,,,,,22.114992141723633,,,,,,
3,,4999,,,,,,,26036.8671875,-11.310006141662598,,,
,,5049,,,,,,195.36590576171875,,,,,
,,5049,,,,,1.9726753234863281,,,,,,
3,,5049,,,,,,,26105.931640625,-11.286669731140137,,,
,,5099,,,,,,189.88513946533203,,,,,
,,5099,,,,,23.77629280090332,,,,,,
3,,5099,,,,,,,25944.9765625,-11.527388572692871,,,
,,5149,,,,,,194.44561004638672,,,,,
,,5149,,,,,3.9887428283691406,,,,,,
3,,5149,,,,,,,25817.90625,-11.393547058105469,,,
,,5199,,,,,,194.5490837097168,,,,,
,,5199,,,,,24.088144302368164,,,,,,
3,,5199,,,,,,,26110.384765625,-11.573532104492188,,,
,,5249,,,,,,188.08746337890625,,,,,
,,5249,,,,,1.8036365509033203,,,,,,
3,,5249,,,,,,,26124.11328125,-11.451696395874023,,,
,,5299,,,,,,203.60469818115234,,,,,
,,5299,,,,,15.49839973449707,,,,,,
3,,5299,,,,,,,26155.05859375,-11.445631980895996,,,
,,5349,,,,,,191.3905143737793,,,,,
,,5349,,,,,3.0465126037597656,,,,,,
3,,5349,,,,,,,26017.685546875,-11.416945457458496,,,
,,5399,,,,,,201.8899917602539,,,,,
,,5399,,,,,21.82149887084961,,,,,,
3,,5399,,,,,,,26056.39453125,-11.454704284667969,,,
,,5449,,,,,,190.3085708618164,,,,,
,,5449,,,,,1.8076896667480469,,,,,,
3,,5449,,,,,,,26059.8671875,-11.426122665405273,,,
,,5499,,,,,,197.25322723388672,,,,,
,,5499,,,,,15.480756759643555,,,,,,
3,,5499,,,,,,,26115.990234375,-11.401403427124023,,,
,,5549,,,,,,190.9191608428955,,,,,
,,5549,,,,,1.8343925476074219,,,,,,
3,,5549,,,,,,,26072.046875,-11.391671180725098,,,
,,5599,,,,,,191.67065620422363,,,,,
,,5599,,,,,15.715837478637695,,,,,,
3,,5599,,,,,,,26051.904296875,-11.15902328491211,,,
,,5649,,,,,,189.3470287322998,,,,,
,,5649,,,,,1.8072128295898438,,,,,,
3,,5649,,,,,,,26199.51953125,-11.39912223815918,,,
,,5699,,,,,,197.9515552520752,,,,,
,,5699,,,,,16.08872413635254,,,,,,
3,,5699,,,,,,,26151.9375,-11.342103004455566,,,
,,5749,,,,,,196.65956497192383,,,,,
,,5749,,,,,1.8742084503173828,,,,,,
3,,5749,,,,,,,26394.330078125,-11.358769416809082,,,
,,5799,,,,,,195.36972045898438,,,,,
,,5799,,,,,15.963077545166016,,,,,,
3,,5799,,,,,,,25916.650390625,-11.366364479064941,,,
,,5849,,,,,,187.42847442626953,,,,,
,,5849,,,,,1.8506050109863281,,,,,,
3,,5849,,,,,,,26012.66015625,-11.478158950805664,,,
,,5899,,,,,,190.10496139526367,,,,,
,,5899,,,,,15.443086624145508,,,,,,
3,,5899,,,,,,,26082.767578125,-11.429964065551758,,,
,,5949,,,,,,186.5215301513672,,,,,
,,5949,,,,,1.7528533935546875,,,,,,
3,,5949,,,,,,,26036.42578125,-11.26675033569336,,,
,,5999,,,,,,191.74456596374512,,,,,
,,5999,,,,,16.122102737426758,,,,,,
3,,5999,,,,,,,26043.74609375,-11.470373153686523,,,
,,6049,,,,,,190.57369232177734,,,,,
,,6049,,,,,1.8548965454101562,,,,,,
3,,6049,,,,,,,26119.6796875,-11.695889472961426,,,
,,6099,,,,,,194.65255737304688,,,,,
,,6099,,,,,15.598058700561523,,,,,,
3,,6099,,,,,,,26154.87109375,-11.493117332458496,,,
,,6149,,,,,,190.43970108032227,,,,,
,,6149,,,,,1.7936229705810547,,,,,,
3,,6149,,,,,,,26100.76953125,-11.486024856567383,,,
,,6199,,,,,,189.24355506896973,,,,,
,,6199,,,,,24.21426773071289,,,,,,
3,,6199,,,,,,,26377.328125,-11.679224967956543,,,
,,6249,,,,,,194.99516487121582,,,,,
,,6249,,,,,1.8360614776611328,,,,,,
3,,6249,,,,,,,26123.3359375,-11.455982208251953,,,
3,,6251,,,,,,,,,-10.637728691101074,-10.825970649719238,-11.388627052307129
,,6252,,,,344.4005835056305,,,,,,,
,0.0003,6252,,,,,,,,,,,
,,6299,,,,,,202.49629020690918,,,,,
,,6299,,,,,21.400928497314453,,,,,,
4,,6299,,,,,,,26032.71875,-11.660799026489258,,,
,,6349,,,,,,191.7431354522705,,,,,
,,6349,,,,,1.8880367279052734,,,,,,
4,,6349,,,,,,,26089.30078125,-11.352129936218262,,,
,,6399,,,,,,187.2732639312744,,,,,
,,6399,,,,,15.421867370605469,,,,,,
4,,6399,,,,,,,26229.85546875,-11.347797393798828,,,
,,6449,,,,,,191.21289253234863,,,,,
,,6449,,,,,1.9843578338623047,,,,,,
4,,6449,,,,,,,26149.51953125,-11.25864028930664,,,
,,6499,,,,,,187.0279312133789,,,,,
,,6499,,,,,15.522480010986328,,,,,,
4,,6499,,,,,,,26081.359375,-11.373929977416992,,,
,,6549,,,,,,186.99312210083008,,,,,
,,6549,,,,,1.8720626831054688,,,,,,
4,,6549,,,,,,,26160.78515625,-11.161686897277832,,,
,,6599,,,,,,191.04409217834473,,,,,
,,6599,,,,,15.592336654663086,,,,,,
4,,6599,,,,,,,26235.36328125,-11.238126754760742,,,
,,6649,,,,,,188.70282173156738,,,,,
,,6649,,,,,1.93023681640625,,,,,,
4,,6649,,,,,,,26046.76953125,-11.36886978149414,,,
,,6699,,,,,,187.73865699768066,,,,,
,,6699,,,,,15.584945678710938,,,,,,
4,,6699,,,,,,,26109.98828125,-11.323639869689941,,,
,,6749,,,,,,195.29962539672852,,,,,
,,6749,,,,,1.970052719116211,,,,,,
4,,6749,,,,,,,26004.849609375,-11.299549102783203,,,
,,6799,,,,,,189.69345092773438,,,,,
,,6799,,,,,15.642404556274414,,,,,,
4,,6799,,,,,,,26230.66015625,-11.60345458984375,,,
,,6849,,,,,,188.03906440734863,,,,,
,,6849,,,,,1.920938491821289,,,,,,
4,,6849,,,,,,,26093.576171875,-11.209609031677246,,,
,,6899,,,,,,186.88225746154785,,,,,
,,6899,,,,,15.669107437133789,,,,,,
4,,6899,,,,,,,26061.470703125,-11.279959678649902,,,
,,6949,,,,,,186.99884414672852,,,,,
,,6949,,,,,1.9028186798095703,,,,,,
4,,6949,,,,,,,26064.505859375,-11.425654411315918,,,
,,6999,,,,,,188.69566917419434,,,,,
,,6999,,,,,15.683174133300781,,,,,,
4,,6999,,,,,,,26158.71484375,-11.365792274475098,,,
,,7049,,,,,,197.68905639648438,,,,,
,,7049,,,,,2.0406246185302734,,,,,,
4,,7049,,,,,,,26052.9375,-11.273378372192383,,,
,,7099,,,,,,191.38431549072266,,,,,
,,7099,,,,,15.657424926757812,,,,,,
4,,7099,,,,,,,25995.5234375,-11.437312126159668,,,
,,7149,,,,,,191.98203086853027,,,,,
,,7149,,,,,2.0105838775634766,,,,,,
4,,7149,,,,,,,26021.375,-11.38221263885498,,,
,,7199,,,,,,192.56830215454102,,,,,
,,7199,,,,,16.084909439086914,,,,,,
4,,7199,,,,,,,26124.43359375,-11.20501708984375,,,
,,7249,,,,,,193.50385665893555,,,,,
,,7249,,,,,1.966714859008789,,,,,,
4,,7249,,,,,,,26178.36328125,-11.328274726867676,,,
,,7299,,,,,,188.5690689086914,,,,,
,,7299,,,,,15.77305793762207,,,,,,
4,,7299,,,,,,,26015.9140625,-11.4345703125,,,
,,7349,,,,,,198.899507522583,,,,,
,,7349,,,,,2.0329952239990234,,,,,,
4,,7349,,,,,,,25989.32421875,-11.447436332702637,,,
,,7399,,,,,,195.15037536621094,,,,,
,,7399,,,,,16.24441146850586,,,,,,
4,,7399,,,,,,,26012.591796875,-11.450404167175293,,,
,,7449,,,,,,188.49873542785645,,,,,
,,7449,,,,,1.9526481628417969,,,,,,
4,,7449,,,,,,,26186.5078125,-11.077698707580566,,,
,,7499,,,,,,201.127290725708,,,,,
,,7499,,,,,16.75891876220703,,,,,,
4,,7499,,,,,,,26107.583984375,-11.40050983428955,,,
,,7549,,,,,,197.11828231811523,,,,,
,,7549,,,,,2.057313919067383,,,,,,
4,,7549,,,,,,,26064.306640625,-11.480317115783691,,,
,,7599,,,,,,194.166898727417,,,,,
,,7599,,,,,15.880823135375977,,,,,,
4,,7599,,,,,,,25995.869140625,-11.425498962402344,,,
,,7649,,,,,,194.5209503173828,,,,,
,,7649,,,,,1.940011978149414,,,,,,
4,,7649,,,,,,,26189.869140625,-11.728763580322266,,,
,,7699,,,,,,188.9195442199707,,,,,
,,7699,,,,,16.190767288208008,,,,,,
4,,7699,,,,,,,26047.421875,-11.447150230407715,,,
,,7749,,,,,,190.31190872192383,,,,,
,,7749,,,,,1.9485950469970703,,,,,,
4,,7749,,,,,,,26152.31640625,-11.375852584838867,,,
,,7799,,,,,,188.56501579284668,,,,,
,,7799,,,,,15.97905158996582,,,,,,
4,,7799,,,,,,,26180.84375,-11.519309997558594,,,
4,,7814,,,,,,,,,-10.614323616027832,-10.795807838439941,-11.333632469177246
,,7815,,,,341.1483714580536,,,,,,,
,0.0003,7815,,,,,,,,,,,
,,7849,,,,,,193.05968284606934,,,,,
,,7849,,,,,1.8928050994873047,,,,,,
5,,7849,,,,,,,26188.0,-11.47805118560791,,,
,,7899,,,,,,189.02134895324707,,,,,
,,7899,,,,,16.10088348388672,,,,,,
5,,7899,,,,,,,26073.79296875,-11.30974292755127,,,
,,7949,,,,,,574.876070022583,,,,,
,,7949,,,,,4.617452621459961,,,,,,
5,,7949,,,,,,,26214.177734375,-11.105481147766113,,,
,,7999,,,,,,214.71691131591797,,,,,
,,7999,,,,,22.104501724243164,,,,,,
5,,7999,,,,,,,26278.41796875,-11.647727012634277,,,
,,8049,,,,,,190.1695728302002,,,,,
,,8049,,,,,1.857757568359375,,,,,,
5,,8049,,,,,,,26126.24609375,-11.262191772460938,,,
,,8099,,,,,,193.7415599822998,,,,,
,,8099,,,,,15.716314315795898,,,,,,
5,,8099,,,,,,,26183.595703125,-11.453125,,,
,,8149,,,,,,202.0719051361084,,,,,
,,8149,,,,,1.9752979278564453,,,,,,
5,,8149,,,,,,,26233.177734375,-11.09444522857666,,,
,,8199,,,,,,187.20459938049316,,,,,
,,8199,,,,,15.51198959350586,,,,,,
5,,8199,,,,,,,26174.103515625,-11.55975341796875,,,
,,8249,,,,,,201.1568546295166,,,,,
,,8249,,,,,1.94549560546875,,,,,,
5,,8249,,,,,,,26186.720703125,-11.172917366027832,,,
,,8299,,,,,,192.11125373840332,,,,,
,,8299,,,,,16.00050926208496,,,,,,
5,,8299,,,,,,,26190.681640625,-11.225581169128418,,,
,,8349,,,,,,193.9218044281006,,,,,
,,8349,,,,,1.9259452819824219,,,,,,
5,,8349,,,,,,,26167.2578125,-11.344053268432617,,,
,,8399,,,,,,186.05446815490723,,,,,
,,8399,,,,,15.456676483154297,,,,,,
5,,8399,,,,,,,26191.787109375,-11.393930435180664,,,
,,8449,,,,,,201.42889022827148,,,,,
,,8449,,,,,1.9316673278808594,,,,,,
5,,8449,,,,,,,26142.0859375,-11.326250076293945,,,
,,8499,,,,,,193.50266456604004,,,,,
,,8499,,,,,16.54982566833496,,,,,,
5,,8499,,,,,,,26256.357421875,-11.50148868560791,,,
,,8549,,,,,,187.0737075805664,,,,,
,,8549,,,,,1.802682876586914,,,,,,
5,,8549,,,,,,,26226.80078125,-11.547253608703613,,,
,,8599,,,,,,189.79883193969727,,,,,
,,8599,,,,,15.94233512878418,,,,,,
5,,8599,,,,,,,26179.0390625,-11.51517105102539,,,
,,8649,,,,,,185.92333793640137,,,,,
,,8649,,,,,1.8527507781982422,,,,,,
5,,8649,,,,,,,26163.46484375,-11.542619705200195,,,
,,8699,,,,,,203.48215103149414,,,,,
,,8699,,,,,15.830039978027344,,,,,,
5,,8699,,,,,,,26226.013671875,-11.04509162902832,,,
