epoch,lr-Adam,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/reward,val/max_aug_reward,val/max_reward,val/reward
,0.0003,0,,,,,,,,
,,49,,,318.601131439209,,,,,
,,49,,12.735843658447266,,,,,,
0,,49,,,,0.6224028468132019,-10.203734397888184,,,
,,99,,,332.0348262786865,,,,,
,,99,,21.9266414642334,,,,,,
0,,99,,,,0.6126989722251892,-9.860126495361328,,,
,,149,,,321.4449882507324,,,,,
,,149,,7.675647735595703,,,,,,
0,,149,,,,0.6158033609390259,-9.611249923706055,,,
,,199,,,322.2815990447998,,,,,
,,199,,20.12157440185547,,,,,,
0,,199,,,,0.6255282163619995,-9.34368896484375,,,
,,249,,,325.2389430999756,,,,,
,,249,,13.544082641601562,,,,,,
0,,249,,,,0.6244818568229675,-9.172417640686035,,,
,,299,,,330.49988746643066,,,,,
,,299,,22.957563400268555,,,,,,
0,,299,,,,0.632529079914093,-9.147506713867188,,,
,,349,,,321.19226455688477,,,,,
,,349,,9.420156478881836,,,,,,
0,,349,,,,0.6337437629699707,-8.993708610534668,,,
,,399,,,274.98817443847656,,,,,
,,399,,16.12687110900879,,,,,,
0,,399,,,,0.6334813237190247,-8.98258113861084,,,
,,449,,,284.07835960388184,,,,,
,,449,,10.083913803100586,,,,,,
0,,449,,,,0.6388953924179077,-8.873825073242188,,,
,,499,,,275.0837802886963,,,,,
,,499,,16.41249656677246,,,,,,
0,,499,,,,0.6398297548294067,-8.85634994506836,,,
,,549,,,285.4645252227783,,,,,
,,549,,10.089635848999023,,,,,,
0,,549,,,,0.6360259056091309,-8.809868812561035,,,
,,599,,,274.8394012451172,,,,,
,,599,,16.03245735168457,,,,,,
0,,599,,,,0.6428014039993286,-8.786786079406738,,,
,,649,,,283.8261127471924,,,,,
,,649,,13.460636138916016,,,,,,
0,,649,,,,0.6413134336471558,-8.789044380187988,,,
,,699,,,275.6354808807373,,,,,
,,699,,16.111373901367188,,,,,,
0,,699,,,,0.6381048560142517,-8.793170928955078,,,
,,749,,,285.6416702270508,,,,,
,,749,,10.170221328735352,,,,,,
0,,749,,,,0.6408526301383972,-8.767534255981445,,,
,,799,,,283.5581302642822,,,,,
,,799,,16.30234718322754,,,,,,
