subset,target,condition,method,rho,nn_median,nn_mean,false_skip_mean,false_skip_q90,skipped_mae_mean,ef_distance_rank,ef_top1,ef_top5_overlap
seed2,warm,best_s025,euclidean_two_point,0.6622415535236954,0.0016396430969241038,0.0551350073051454,0.0,0.0,0.0008792970848084325,0.9978446966136453,0.925,0.875
seed2,warm,best_s025,fisher_two_point,0.6489807695705032,0.00170750732421876,0.05521697540283219,0.0,0.0,0.0008792970848084325,0.9978446966136453,0.925,0.875
seed2,scratch,best_s040,one_point,0.663487018599612,0.009089950180053652,0.05335967725753783,0.163125,0.25,0.0074542575302122315,0.9969729619383079,0.9,0.8850000000000001
seed2,scratch,best_s040,euclidean_two_point,0.667186278140726,0.008658030700683383,0.049894810123443614,0.163125,0.25,0.00756804632568344,0.9969729619383079,0.9,0.8850000000000001
seed2,scratch,best_s040,fisher_two_point,0.6657259954962326,0.009089950180053652,0.05322729215621946,0.163125,0.25,0.0074542575302122315,0.9969729619383079,0.9,0.8850000000000001
seed2,warm,best_s040,one_point,0.6781607067804876,0.0020081531524658303,0.0552591681861879,0.0,0.0,0.0008792970848084325,0.9969729619383079,0.9,0.8850000000000001
seed2,warm,best_s040,euclidean_two_point,0.6839958237386871,0.001775371551513416,0.04769187397003185,0.0,0.0,0.0009176429004669906,0.9969729619383079,0.9,0.8850000000000001
seed2,warm,best_s040,fisher_two_point,0.6792811000299315,0.001775371551513416,0.0552149903106691,0.0,0.0,0.0008792970848084325,0.9969729619383079,0.9,0.8850000000000001
seed2,scratch,tails_s010,one_point,0.676047340994297,0.009089950180053652,0.049168244056701685,0.163125,0.25,0.00756804632568344,0.9991454850542495,0.875,0.945
seed2,scratch,tails_s010,euclidean_two_point,0.6810822047166426,0.009089950180053652,0.05601255790710451,0.163125,0.25,0.00756804632568344,0.9991454850542495,0.875,0.945
seed2,scratch,tails_s010,fisher_two_point,0.6755557511658613,0.008609993362426849,0.048197784957885806,0.163125,0.25,0.00756804632568344,0.9991454850542495,0.875,0.945
seed2,warm,tails_s010,one_point,0.6679951273328271,0.001771243286132762,0.04193724370956433,0.0,0.0,0.0009176429004669906,0.9991454850542495,0.875,0.945
seed2,warm,tails_s010,euclidean_two_point,0.6733040117811485,0.001771243286132762,0.04483167341232315,0.0,0.0,0.0009176429004669906,0.9991454850542495,0.875,0.945
seed2,warm,tails_s010,fisher_two_point,0.6674294810706737,0.001771243286132762,0.03971325057983406,0.0,0.0,0.0009176429004669906,0.9991454850542495,0.875,0.945
seed2,scratch,tails_s020,one_point,0.7736214806872522,0.008658030700683383,0.05525852872848509,0.123125,0.25,0.006939555252075014,0.998403434405727,0.9,0.9549999999999998
seed2,scratch,tails_s020,euclidean_two_point,0.7799024865489079,0.008609993362426849,0.0545897494316101,0.123125,0.25,0.006939555252075014,0.998403434405727,0.9,0.9549999999999998
seed2,scratch,tails_s020,fisher_two_point,0.7760008782717366,0.008609993362426849,0.05466221525192261,0.123125,0.25,0.007053344047546222,0.998403434405727,0.9,0.9549999999999998
seed2,warm,tails_s020,one_point,0.7867094187846825,0.00170750732421876,0.042332274169921934,0.0,0.0,0.0008827974128724003,0.998403434405727,0.9,0.9549999999999998
seed2,warm,tails_s020,euclidean_two_point,0.7947131454779779,0.0016396430969241038,0.04216116191864021,0.0,0.0,0.0008827974128724003,0.998403434405727,0.9,0.9549999999999998
seed2,warm,tails_s020,fisher_two_point,0.7885459017666736,0.001771243286132762,0.0424474542045594,0.0,0.0,0.0009211432285309584,0.998403434405727,0.9,0.9549999999999998
seed2,scratch,tails_s035,one_point,0.806213051699033,0.008564367294311648,0.07243608152389518,0.046875,0.125,0.005617727955818004,0.9994908312162378,0.95,0.9649999999999999
seed2,scratch,tails_s035,euclidean_two_point,0.8081665978349446,0.008564367294311648,0.07243608152389518,0.046875,0.125,0.005671275624275043,0.9994908312162378,0.95,0.9649999999999999
seed2,scratch,tails_s035,fisher_two_point,0.8122646807682157,0.008564367294311648,0.0722849764633178,0.046875,0.125,0.005617727955818004,0.9994908312162378,0.95,0.9649999999999999
seed2,warm,tails_s035,one_point,0.8531211487384138,0.0016396430969241038,0.048971852874755896,0.0,0.0,0.0008815719642639808,0.9994908312162378,0.95,0.9649999999999999
seed2,warm,tails_s035,euclidean_two_point,0.8544988450480222,0.0016396430969241038,0.048971852874755896,0.0,0.0,0.0008996170539856552,0.9994908312162378,0.95,0.9649999999999999
seed2,warm,tails_s035,fisher_two_point,0.8578760814298273,0.0016396430969241038,0.048977910594940235,0.0,0.0,0.0008815719642639808,0.9994908312162378,0.95,0.9649999999999999
