epoch,step,train/loss,train/max_reward,train/reward,train/t_decode,train/t_diag,train/t_ga,train/t_total_raw
0,49,-17.300195693969727,-12.64491081237793,-16.845972061157227,0.2805863916873932,0.0,0.0,0.4027824103832245
0,99,-4.1154632568359375,-10.113380432128906,-12.419806480407715,0.15104402601718903,0.0,0.0,0.2580808699131012
