epoch,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/po_loss,train/po_pref_rate,train/reward,val/max_reward,val/reward
144,2899,,,,,,0.20979604125022888,-106.83999633789062,0.20979604125022888,0.42576390504837036,-111.40917205810547,,
144,2899,,,,,,,,,,,-106.33100128173828,-110.70917510986328
,2900,,,378.8524880409241,,,,,,,,,
145,2919,,,,,,,,,,,-105.84400177001953,-110.1952133178711
,2920,,,350.4444601535797,,,,,,,,,
146,2939,,,,,,,,,,,-105.6729965209961,-110.03166961669922
,2940,,,355.83237528800964,,,,,,,,,
,2949,,,,,8922.591209411621,,,,,,,
,2949,,,,37.51993179321289,,,,,,,,
147,2949,,,,,,0.22712792456150055,-105.15999603271484,0.22712792456150055,0.42142361402511597,-109.53500366210938,,
147,2959,,,,,,,,,,,-105.61000061035156,-109.93692016601562
,2960,,,350.52430415153503,,,,,,,,,
148,2979,,,,,,,,,,,-105.91000366210938,-110.33645629882812
,2980,,,343.07042479515076,,,,,,,,,
,2999,,,,,9262.655258178711,,,,,,,
,2999,,,,50.54163932800293,,,,,,,,
149,2999,,,,,,0.21516108512878418,-106.0199966430664,0.21516108512878418,0.42489585280418396,-110.40083312988281,,
149,2999,,,,,,,,,,,-105.90699768066406,-110.22749328613281
,3000,,,347.01767134666443,,,,,,,,,
150,3019,,,,,,,,,,,-105.94300079345703,-110.27562713623047
,3020,,,344.8075029850006,,,,,,,,,
151,3039,,,,,,,,,,,-105.927001953125,-110.34921264648438
,3040,,,344.38140177726746,,,,,,,,,
,3049,,,,,8937.347412109375,,,,,,,
,3049,,,,34.16943550109863,,,,,,,,
152,3049,,,,,,0.22446590662002563,-106.13999938964844,0.22446590662002563,0.4234375059604645,-110.60083770751953,,
152,3059,,,,,,,,,,,-106.02799987792969,-110.39811706542969
,3060,,,342.970472574234,,,,,,,,,
153,3079,,,,,,,,,,,-106.00800323486328,-110.35259246826172
,3080,,,364.44021439552307,,,,,,,,,
,3099,,,,,9146.700143814087,,,,,,,
,3099,,,,61.63597106933594,,,,,,,,
154,3099,,,,,,0.21987463533878326,-105.65999603271484,0.21987463533878326,0.4227430522441864,-110.04833221435547,,
154,3099,,,,,,,,,,,-106.04399871826172,-110.3720474243164
,3100,,,343.081680059433,,,,,,,,,
155,3119,,,,,,,,,,,-106.01000213623047,-110.37230682373047
,3120,,,344.8594765663147,,,,,,,,,
156,3139,,,,,,,,,,,-106.02899932861328,-110.42987823486328
,3140,,,351.1142451763153,,,,,,,,,
,3149,,,,,9369.145631790161,,,,,,,
,3149,,,,47.44720458984375,,,,,,,,
157,3149,,,,,,0.2172560691833496,-105.86000061035156,0.2172560691833496,0.4239930510520935,-110.34833526611328,,
157,3159,,,,,,,,,,,-106.02400207519531,-110.4104995727539
,3160,,,351.99113416671753,,,,,,,,,
158,3179,,,,,,,,,,,-106.04499816894531,-110.37166595458984
,3180,,,344.3695869445801,,,,,,,,,
,3199,,,,,9492.40493774414,,,,,,,
,3199,,,,58.451175689697266,,,,,,,,
159,3199,,,,,,0.20785750448703766,-105.93999481201172,0.20785750448703766,0.4249305725097656,-110.51333618164062,,
159,3199,,,,,,,,,,,-105.93900299072266,-110.32379913330078
,3200,,,350.95862221717834,,,,,,,,,
160,3219,,,,,,,,,,,-105.9540023803711,-110.3016357421875
,3220,,,354.1009557247162,,,,,,,,,
161,3239,,,,,,,,,,,-105.9209976196289,-110.24992370605469
,3240,,,342.38274669647217,,,,,,,,,
,3249,,,,,9192.509889602661,,,,,,,
,3249,,,,47.583580017089844,,,,,,,,
162,3249,,,,,,0.21243639290332794,-106.47999572753906,0.21243639290332794,0.42364585399627686,-110.82833862304688,,
162,3259,,,,,,,,,,,-105.91600036621094,-110.28084564208984
,3260,,,392.88445234298706,,,,,,,,,
163,3279,,,,,,,,,,,-105.93099975585938,-110.26874542236328
,3280,,,352.02867555618286,,,,,,,,,
,3299,,,,,9226.006031036377,,,,,,,
,3299,,,,45.91560363769531,,,,,,,,
164,3299,,,,,,0.21983112394809723,-105.68000030517578,0.21983112394809723,0.42829862236976624,-110.18250274658203,,
164,3299,,,,,,,,,,,-105.90899658203125,-110.28549194335938
,3300,,,346.0377974510193,,,,,,,,,
165,3319,,,,,,,,,,,-105.81999969482422,-110.22053527832031
,3320,,,347.1400697231293,,,,,,,,,
166,3339,,,,,,,,,,,-105.82099914550781,-110.17662811279297
,3340,,,345.4647674560547,,,,,,,,,
,3349,,,,,9009.915590286255,,,,,,,
,3349,,,,37.54377365112305,,,,,,,,
167,3349,,,,,,0.2111022025346756,-106.23999786376953,0.2111022025346756,0.42184028029441833,-110.41166687011719,,
167,3359,,,,,,,,,,,-105.78900146484375,-110.14313507080078
,3360,,,345.3711097240448,,,,,,,,,
168,3379,,,,,,,,,,,-105.75599670410156,-110.16566467285156
,3380,,,341.4828670024872,,,,,,,,,
,3399,,,,,9190.367460250854,,,,,,,
,3399,,,,57.92117118835449,,,,,,,,
169,3399,,,,,,0.22027212381362915,-105.5199966430664,0.22027212381362915,0.4242708384990692,-109.77833557128906,,
169,3399,,,,,,,,,,,-105.78900146484375,-110.18267822265625
,3400,,,348.69039130210876,,,,,,,,,
170,3419,,,,,,,,,,,-105.9010009765625,-110.2403335571289
,3420,,,344.196165561676,,,,,,,,,
171,3439,,,,,,,,,,,-105.90899658203125,-110.27024841308594
,3440,,,356.3454260826111,,,,,,,,,
,3449,,,,,9465.468168258667,,,,,,,
,3449,,,,49.2403507232666,,,,,,,,
172,3449,,,,,,0.21231555938720703,-105.31999969482422,0.21231555938720703,0.42753472924232483,-109.92583465576172,,
172,3459,,,,,,,,,,,-105.92900085449219,-110.24958801269531
,3460,,,357.7657427787781,,,,,,,,,
173,3479,,,,,,,,,,,-105.94100189208984,-110.24304962158203
,3480,,,360.3796410560608,,,,,,,,,
,3499,,,,,10082.9758644104,,,,,,,
,3499,,,,64.65268135070801,,,,,,,,
174,3499,,,,,,0.21588759124279022,-105.86000061035156,0.21588759124279022,0.42673611640930176,-110.2550048828125,,
174,3499,,,,,,,,,,,-105.83999633789062,-110.2266616821289
,3500,,,366.47572588920593,,,,,,,,,
175,3519,,,,,,,,,,,-105.88300323486328,-110.24217224121094
,3520,,,358.9519500732422,,,,,,,,,
176,3539,,,,,,,,,,,-105.93499755859375,-110.27062225341797
,3540,,,361.4288582801819,,,,,,,,,
,3549,,,,,9666.150331497192,,,,,,,
,3549,,,,48.33698272705078,,,,,,,,
177,3549,,,,,,0.21239416301250458,-105.87999725341797,0.21239416301250458,0.42510417103767395,-110.4808349609375,,
177,3559,,,,,,,,,,,-105.96099853515625,-110.29975891113281
,3560,,,365.2643949985504,,,,,,,,,
178,3579,,,,,,,,,,,-105.93399810791016,-110.27387237548828
,3580,,,358.2179503440857,,,,,,,,,
,3599,,,,,9427.83522605896,,,,,,,
,3599,,,,64.36705589294434,,,,,,,,
179,3599,,,,,,0.2221757024526596,-105.5199966430664,0.2221757024526596,0.42423611879348755,-109.86917114257812,,
179,3599,,,,,,,,,,,-105.98300170898438,-110.32418060302734
,3600,,,358.5506184101105,,,,,,,,,
180,3619,,,,,,,,,,,-105.9739990234375,-110.33521270751953
,3620,,,371.72813630104065,,,,,,,,,
181,3639,,,,,,,,,,,-105.93299865722656,-110.27367401123047
,3640,,,367.73778557777405,,,,,,,,,
,3649,,,,,9651.314496994019,,,,,,,
,3649,,,,44.530391693115234,,,,,,,,
182,3649,,,,,,0.2128027230501175,-105.87999725341797,0.2128027230501175,0.4227430522441864,-110.1741714477539,,
182,3659,,,,,,,,,,,-105.89399719238281,-110.19988250732422
,3660,,,363.6953239440918,,,,,,,,,
183,3679,,,,,,,,,,,-105.875,-110.1916732788086
,3680,,,360.452942609787,,,,,,,,,
,3699,,,,,9296.006202697754,,,,,,,
,3699,,,,56.044816970825195,,,,,,,,
184,3699,,,,,,0.21087874472141266,-105.29999542236328,0.21087874472141266,0.42229166626930237,-109.73583221435547,,
184,3699,,,,,,,,,,,-105.89299774169922,-110.25858306884766
,3700,,,366.14936804771423,,,,,,,,,
185,3719,,,,,,,,,,,-105.8499984741211,-110.20021057128906
,3720,,,361.3971929550171,,,,,,,,,
186,3739,,,,,,,,,,,-105.77400207519531,-110.13936614990234
,3740,,,388.55163502693176,,,,,,,,,
,3749,,,,,9425.161123275757,,,,,,,
,3749,,,,43.517112731933594,,,,,,,,
187,3749,,,,,,0.22515246272087097,-106.25999450683594,0.22515246272087097,0.4241666793823242,-110.66250610351562,,
187,3759,,,,,,,,,,,-105.87799835205078,-110.21304321289062
,3760,,,360.2394804954529,,,,,,,,,
188,3779,,,,,,,,,,,-105.89399719238281,-110.2742919921875
,3780,,,403.41436290740967,,,,,,,,,
,3799,,,,,9481.868982315063,,,,,,,
,3799,,,,64.93473052978516,,,,,,,,
189,3799,,,,,,0.2141900658607483,-106.0199966430664,0.2141900658607483,0.4282291829586029,-110.52916717529297,,
189,3799,,,,,,,,,,,-105.92500305175781,-110.30023956298828
,3800,,,378.6963269710541,,,,,,,,,
190,3819,,,,,,,,,,,-105.99500274658203,-110.35062408447266
,3820,,,361.96570444107056,,,,,,,,,
191,3839,,,,,,,,,,,-105.9280014038086,-110.33759307861328
,3840,,,369.2454583644867,,,,,,,,,
,3849,,,,,9599.34139251709,,,,,,,
,3849,,,,39.304494857788086,,,,,,,,
192,3849,,,,,,0.21403425931930542,-106.15999603271484,0.21403425931930542,0.4231944680213928,-110.34166717529297,,
192,3859,,,,,,,,,,,-105.90399932861328,-110.27579498291016
,3860,,,356.6892228126526,,,,,,,,,
193,3879,,,,,,,,,,,-105.91999816894531,-110.2353744506836
,3880,,,379.68098735809326,,,,,,,,,
,3899,,,,,9902.33063697815,,,,,,,
,3899,,,,55.994510650634766,,,,,,,,
194,3899,,,,,,0.21713700890541077,-105.47999572753906,0.21713700890541077,0.42413195967674255,-109.8116683959961,,
194,3899,,,,,,,,,,,-105.83799743652344,-110.16058349609375
,3900,,,371.3458459377289,,,,,,,,,
195,3919,,,,,,,,,,,-105.8499984741211,-110.22721099853516
,3920,,,358.88888216018677,,,,,,,,,
196,3939,,,,,,,,,,,-105.84300231933594,-110.20308685302734
,3940,,,357.6720097064972,,,,,,,,,
,3949,,,,,9589.288711547852,,,,,,,
,3949,,,,42.899370193481445,,,,,,,,
197,3949,,,,,,0.21494333446025848,-105.79999542236328,0.21494333446025848,0.4186111092567444,-109.87250518798828,,
197,3959,,,,,,,,,,,-105.89399719238281,-110.21113586425781
,3960,,,361.8110022544861,,,,,,,,,
198,3979,,,,,,,,,,,-105.83599853515625,-110.22225952148438
,3980,,,368.24585366249084,,,,,,,,,
,3999,,,,,9803.60746383667,,,,,,,
,3999,,,,63.582658767700195,,,,,,,,
199,3999,,,,,,0.21557234227657318,-105.54000091552734,0.21557234227657318,0.42201390862464905,-109.87916564941406,,
199,3999,,,,,,,,,,,-105.81500244140625,-110.15850067138672
,4000,,,366.8130416870117,,,,,,,,,
200,4000,-105.50199890136719,-109.85978698730469,,,,,,,,,,
