epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/quality,train/reward,val/gap,val/makespan,val/reward
,90049,,,832.6923847198486,,,,,,
,90049,,1.384735107421875,,,,,,,
,90099,,,781.8632125854492,,,,,,
,90099,,9.78541374206543,,,,,,,
,90149,,,801.5251159667969,,,,,,
,90149,,1.25885009765625,,,,,,,
,90199,,,801.7451763153076,,,,,,
,90199,,10.116100311279297,,,,,,,
,90249,,,788.1314754486084,,,,,,
,90249,,1.1861324310302734,,,,,,,
,90299,,,791.9774055480957,,,,,,
,90299,,9.638309478759766,,,,,,,
,90349,,,790.4067039489746,,,,,,
,90349,,1.2202262878417969,,,,,,,
,90399,,,777.8444290161133,,,,,,
,90399,,9.74583625793457,,,,,,,
,90449,,,803.837776184082,,,,,,
,90449,,1.3427734375,,,,,,,
,90499,,,799.4725704193115,,,,,,
,90499,,10.16092300415039,,,,,,,
,90549,,,794.7635650634766,,,,,,
,90549,,1.3036727905273438,,,,,,,
,90599,,,801.7663955688477,,,,,,
,90599,,9.690523147583008,,,,,,,
,90649,,,801.487922668457,,,,,,
,90649,,1.3451576232910156,,,,,,,
,90699,,,804.4881820678711,,,,,,
,90699,,10.279178619384766,,,,,,,
,90749,,,800.0931739807129,,,,,,
,90749,,1.3191699981689453,,,,,,,
,90799,,,778.7809371948242,,,,,,
,90799,,9.469985961914062,,,,,,,
,90849,,,784.1336727142334,,,,,,
,90849,,0.7462501525878906,,,,,,,
,90899,,,1047.4517345428467,,,,,,
,90899,,9.071826934814453,,,,,,,
,90949,,,772.0761299133301,,,,,,
,90949,,1.077890396118164,,,,,,,
,90999,,,784.430980682373,,,,,,
,90999,,8.915901184082031,,,,,,,
,91049,,,775.3584384918213,,,,,,
,91049,,1.1644363403320312,,,,,,,
,91099,,,783.578634262085,,,,,,
,91099,,9.547710418701172,,,,,,,
,91149,,,779.1891098022461,,,,,,
,91149,,2.8138160705566406,,,,,,,
,91199,,,774.6889591217041,,,,,,
,91199,,9.558916091918945,,,,,,,
,91249,,,776.7784595489502,,,,,,
,91249,,1.188039779663086,,,,,,,
,91299,,,777.2367000579834,,,,,,
