epoch,step,train/loss,train/max_reward,train/reward,train/t_decode,train/t_diag,train/t_ga,train/t_total_raw
0,49,-8.577766418457031,-12.904825210571289,-16.404150009155273,0.2980554699897766,0.0,0.0,0.4212421774864197
