epoch,lr-Adam,step,test/max_aug_reward,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/reward,val/max_aug_reward,val/max_reward,val/reward
,0.0003,0,,,,,,,,,,,
,,49,,,,,,380.07116317749023,,,,,
,,49,,,,,20.3402042388916,,,,,,
0,,49,,,,,,,104384.8046875,-20.8717041015625,,,
,,99,,,,,,364.90583419799805,,,,,
,,99,,,,,21.796226501464844,,,,,,
0,,99,,,,,,,103804.375,-19.793561935424805,,,
,,149,,,,,,365.8435344696045,,,,,
,,149,,,,,16.424894332885742,,,,,,
0,,149,,,,,,,103747.1953125,-20.160791397094727,,,
,,199,,,,,,355.70406913757324,,,,,
,,199,,,,,21.616697311401367,,,,,,
0,,199,,,,,,,103978.09375,-19.642208099365234,,,
,,249,,,,,,356.6865921020508,,,,,
,,249,,,,,21.58522605895996,,,,,,
0,,249,,,,,,,101735.8671875,-19.320878982543945,,,
,,299,,,,,,356.31561279296875,,,,,
,,299,,,,,21.574974060058594,,,,,,
0,,299,,,,,,,101015.796875,-19.63172149658203,,,
,,349,,,,,,358.78586769104004,,,,,
,,349,,,,,21.47364616394043,,,,,,
0,,349,,,,,,,102046.046875,-19.24686622619629,,,
,,399,,,,,,358.400821685791,,,,,
,,399,,,,,21.528244018554688,,,,,,
0,,399,,,,,,,101854.0859375,-19.072805404663086,,,
,,449,,,,,,361.8767261505127,,,,,
,,449,,,,,21.539926528930664,,,,,,
0,,449,,,,,,,100730.234375,-19.160625457763672,,,
,,499,,,,,,358.01029205322266,,,,,
,,499,,,,,23.139476776123047,,,,,,
0,,499,,,,,,,100271.0,-18.981525421142578,,,
,,549,,,,,,352.9698848724365,,,,,
,,549,,,,,21.478652954101562,,,,,,
0,,549,,,,,,,101724.40625,-18.193641662597656,,,
,,599,,,,,,363.32082748413086,,,,,
,,599,,,,,21.282434463500977,,,,,,
0,,599,,,,,,,101502.1875,-18.44173240661621,,,
,,649,,,,,,355.40080070495605,,,,,
,,649,,,,,21.44026756286621,,,,,,
0,,649,,,,,,,101649.25,-18.39852523803711,,,
,,699,,,,,,358.3569526672363,,,,,
,,699,,,,,21.602153778076172,,,,,,
0,,699,,,,,,,100932.96875,-18.261945724487305,,,
,,749,,,,,,362.2784614562988,,,,,
,,749,,,,,21.538257598876953,,,,,,
0,,749,,,,,,,101276.375,-18.216083526611328,,,
,,799,,,,,,352.6597023010254,,,,,
,,799,,,,,21.4388370513916,,,,,,
0,,799,,,,,,,100741.1484375,-18.155120849609375,,,
,,849,,,,,,352.5266647338867,,,,,
,,849,,,,,21.556377410888672,,,,,,
0,,849,,,,,,,101580.40625,-18.48430061340332,,,
,,899,,,,,,353.8358211517334,,,,,
,,899,,,,,21.533966064453125,,,,,,
0,,899,,,,,,,100221.3125,-18.384065628051758,,,
,,949,,,,,,354.42590713500977,,,,,
,,949,,,,,21.32439613342285,,,,,,
0,,949,,,,,,,101447.6875,-18.258203506469727,,,
,,999,,,,,,358.11495780944824,,,,,
,,999,,,,,21.319866180419922,,,,,,
0,,999,,,,,,,101524.890625,-17.712121963500977,,,
,,1049,,,,,,354.80451583862305,,,,,
,,1049,,,,,21.580934524536133,,,,,,
0,,1049,,,,,,,100955.90625,-18.178810119628906,,,
,,1099,,,,,,368.27969551086426,,,,,
,,1099,,,,,21.485090255737305,,,,,,
0,,1099,,,,,,,100631.15625,-17.58721160888672,,,
,,1149,,,,,,366.1067485809326,,,,,
,,1149,,,,,19.910097122192383,,,,,,
0,,1149,,,,,,,100515.234375,-17.716087341308594,,,
,,1199,,,,,,369.3099021911621,,,,,
,,1199,,,,,21.40641212463379,,,,,,
0,,1199,,,,,,,99858.7578125,-18.11543083190918,,,
,,1249,,,,,,366.3628101348877,,,,,
,,1249,,,,,21.41737937927246,,,,,,
0,,1249,,,,,,,100890.03125,-17.95534324645996,,,
,,1299,,,,,,364.7439479827881,,,,,
,,1299,,,,,21.035432815551758,,,,,,
0,,1299,,,,,,,101143.859375,-18.241846084594727,,,
,,1349,,,,,,355.3500175476074,,,,,
,,1349,,,,,21.347999572753906,,,,,,
0,,1349,,,,,,,100381.828125,-17.497129440307617,,,
,,1399,,,,,,356.18090629577637,,,,,
,,1399,,,,,21.396636962890625,,,,,,
0,,1399,,,,,,,100869.703125,-18.17060089111328,,,
,,1449,,,,,,376.5871524810791,,,,,
,,1449,,,,,15.174150466918945,,,,,,
0,,1449,,,,,,,100897.390625,-17.507991790771484,,,
,,1499,,,,,,366.6675090789795,,,,,
,,1499,,,,,26.229143142700195,,,,,,
0,,1499,,,,,,,101595.265625,-17.75611686706543,,,
,,1549,,,,,,365.71502685546875,,,,,
,,1549,,,,,20.31397819519043,,,,,,
0,,1549,,,,,,,100987.078125,-17.649354934692383,,,
0,,1562,,,,,,,,,-16.431333541870117,-16.66017723083496,-17.43035888671875
,,1563,,,,721.1427211761475,,,,,,,
,0.0003,1563,,,,,,,,,,,
,,1599,,,,,,369.01116371154785,,,,,
,,1599,,,,,20.909547805786133,,,,,,
1,,1599,,,,,,,100669.453125,-17.748340606689453,,,
,,1649,,,,,,359.9708080291748,,,,,
,,1649,,,,,21.045684814453125,,,,,,
1,,1649,,,,,,,101273.1640625,-17.923887252807617,,,
,,1699,,,,,,369.94242668151855,,,,,
,,1699,,,,,21.088838577270508,,,,,,
1,,1699,,,,,,,100595.296875,-17.5863037109375,,,
,,1749,,,,,,358.1070899963379,,,,,
,,1749,,,,,21.0878849029541,,,,,,
1,,1749,,,,,,,100171.8984375,-17.901384353637695,,,
,,1799,,,,,,354.5079231262207,,,,,
,,1799,,,,,21.292686462402344,,,,,,
1,,1799,,,,,,,100876.2265625,-17.683696746826172,,,
,,1849,,,,,,368.2675361633301,,,,,
,,1849,,,,,21.22950553894043,,,,,,
1,,1849,,,,,,,100225.875,-17.67061424255371,,,
,,1899,,,,,,424.05152320861816,,,,,
,,1899,,,,,20.75648307800293,,,,,,
1,,1899,,,,,,,100913.828125,-17.621768951416016,,,
,,1949,,,,,,354.94136810302734,,,,,
,,1949,,,,,21.031618118286133,,,,,,
1,,1949,,,,,,,100656.203125,-17.585674285888672,,,
,,1999,,,,,,359.1620922088623,,,,,
,,1999,,,,,21.218299865722656,,,,,,
1,,1999,,,,,,,100673.0625,-17.86406135559082,,,
,,2049,,,,,,355.9553623199463,,,,,
,,2049,,,,,21.40665054321289,,,,,,
1,,2049,,,,,,,100570.1875,-18.028057098388672,,,
,,2099,,,,,,355.3657531738281,,,,,
,,2099,,,,,21.033525466918945,,,,,,
1,,2099,,,,,,,101026.6875,-17.44419288635254,,,
,,2149,,,,,,361.6454601287842,,,,,
,,2149,,,,,21.19755744934082,,,,,,
1,,2149,,,,,,,101224.90625,-17.40897560119629,,,
,,2199,,,,,,356.1594486236572,,,,,
,,2199,,,,,21.154403686523438,,,,,,
1,,2199,,,,,,,101555.59375,-17.48638343811035,,,
,,2249,,,,,,362.5674247741699,,,,,
,,2249,,,,,21.099328994750977,,,,,,
1,,2249,,,,,,,100827.8359375,-17.789466857910156,,,
,,2299,,,,,,352.87952423095703,,,,,
,,2299,,,,,20.75672149658203,,,,,,
1,,2299,,,,,,,101421.5546875,-17.73761558532715,,,
,,2349,,,,,,356.59027099609375,,,,,
,,2349,,,,,21.071434020996094,,,,,,
1,,2349,,,,,,,100182.34375,-17.535295486450195,,,
,,2399,,,,,,352.5841236114502,,,,,
,,2399,,,,,21.073341369628906,,,,,,
1,,2399,,,,,,,100541.734375,-17.23720359802246,,,
,,2449,,,,,,352.3833751678467,,,,,
,,2449,,,,,20.89858055114746,,,,,,
1,,2449,,,,,,,100366.28125,-17.504009246826172,,,
,,2499,,,,,,348.26159477233887,,,,,
,,2499,,,,,21.136999130249023,,,,,,
1,,2499,,,,,,,101047.765625,-17.525495529174805,,,
,,2549,,,,,,351.7913818359375,,,,,
,,2549,,,,,21.052837371826172,,,,,,
1,,2549,,,,,,,100185.140625,-17.656579971313477,,,
,,2599,,,,,,352.6425361633301,,,,,
,,2599,,,,,21.134376525878906,,,,,,
1,,2599,,,,,,,101332.75,-17.10931396484375,,,
,,2649,,,,,,351.55725479125977,,,,,
,,2649,,,,,21.275997161865234,,,,,,
1,,2649,,,,,,,100640.2421875,-17.769067764282227,,,
