epoch,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/po_loss,train/po_pref_rate,train/reward,val/max_reward,val/reward
,9,,,,,7287.525415420532,,,,,,,
,9,,,,26.276111602783203,,,,,,,,
0,9,,,,,,-3.4575767517089844,-98.4375,-3.4575767517089844,0.4226888120174408,-102.703125,,
,19,,,,,6933.160305023193,,,,,,,
,19,,,,25.21681785583496,,,,,,,,
0,19,,,,,,-2.274937629699707,-96.53125,-2.274937629699707,0.4217122495174408,-100.49739837646484,,
,29,,,,,7077.654838562012,,,,,,,
,29,,,,25.88939666748047,,,,,,,,
0,29,,,,,,-1.4923012256622314,-95.03125,-1.4923012256622314,0.4203016459941864,-99.21745300292969,,
0,31,,,,,,,,,,,-94.34700012207031,-97.82627868652344
,32,,,440.6011211872101,,,,,,,,,
,39,,,,,6996.476650238037,,,,,,,
,39,,,,24.434328079223633,,,,,,,,
1,39,,,,,,-1.9143853187561035,-95.65625,-1.9143853187561035,0.420952707529068,-99.88542175292969,,
,49,,,,,7109.864950180054,,,,,,,
,49,,,,25.103330612182617,,,,,,,,
1,49,,,,,,-0.952305257320404,-95.59375,-0.952305257320404,0.4215494692325592,-99.92057800292969,,
,59,,,,,6920.774459838867,,,,,,,
,59,,,,24.648666381835938,,,,,,,,
1,59,,,,,,-1.8070127964019775,-94.9375,-1.8070127964019775,0.4240993857383728,-99.04557800292969,,
1,63,,,,,,,,,,,-93.6989974975586,-97.06108856201172
,64,,,417.72001028060913,,,,,,,,,
,69,,,,,6740.345001220703,,,,,,,
,69,,,,22.810935974121094,,,,,,,,
2,69,,,,,,-1.7970727682113647,-94.6875,-1.7970727682113647,0.4207356870174408,-98.5859375,,
,79,,,,,6699.66197013855,,,,,,,
,79,,,,21.509408950805664,,,,,,,,
2,79,,,,,,-1.5209308862686157,-94.0625,-1.5209308862686157,0.42041015625,-98.17708587646484,,
,89,,,,,7244.865655899048,,,,,,,
,89,,,,22.962093353271484,,,,,,,,
2,89,,,,,,-1.4855892658233643,-94.96875,-1.4855892658233643,0.4241536557674408,-99.03515625,,
2,95,,,,,,,,,,,-93.78900146484375,-97.29338836669922
,96,,,441.4017426967621,,,,,,,,,
,99,,,,,6856.145620346069,,,,,,,
,99,,,,35.59374809265137,,,,,,,,
3,99,,,,,,-1.967153787612915,-94.875,-1.967153787612915,0.418023020029068,-98.97526550292969,,
,109,,,,,6842.923164367676,,,,,,,
,109,,,,22.07779884338379,,,,,,,,
