scenario,solver,instance_id,status,objective,elapsed_s,notes
tsp50,two_opt,tsp50_00000,ok,626001.0,0.0013269999908516183,
tsp50,two_opt,tsp50_00001,ok,624036.0,0.0012303999974392354,
tsp50,two_opt,tsp50_00002,ok,638175.0,0.0012292000028537586,
tsp50,two_opt,tsp50_00003,ok,649148.0,0.001707999996142462,
tsp50,two_opt,tsp50_00004,ok,676821.0,0.0013044999941485003,
tsp50,two_opt,tsp50_00005,ok,607170.0,0.0012480000004870817,
tsp50,two_opt,tsp50_00006,ok,757891.0,0.0012603000068338588,
tsp50,two_opt,tsp50_00007,ok,675995.0,0.0012745999993057922,
tsp50,two_opt,tsp50_00008,ok,601237.0,0.0012394000077620149,
tsp50,two_opt,tsp50_00009,ok,625584.0,0.0015391999913845211,
tsp50,ga,tsp50_00000,ok,774992.0,0.007252999988850206,
tsp50,ga,tsp50_00001,ok,1152175.0,0.006961599996429868,
tsp50,ga,tsp50_00002,ok,763705.0,0.012339299995801412,
tsp50,ga,tsp50_00003,ok,643637.0,0.012024099996779114,
tsp50,ga,tsp50_00004,ok,812341.0,0.006642899999860674,
tsp50,ga,tsp50_00005,ok,683668.0,0.00799989998631645,
tsp50,ga,tsp50_00006,ok,831399.0,0.012554499990073964,
tsp50,ga,tsp50_00007,ok,616567.0,0.0064211999997496605,
tsp50,ga,tsp50_00008,ok,717410.0,0.006288399992627092,
tsp50,ga,tsp50_00009,ok,677534.0,0.007538499994552694,
tsp50,pso,tsp50_00000,ok,852131.0,0.005892600005608983,
tsp50,pso,tsp50_00001,ok,752141.0,0.007531299997936003,
tsp50,pso,tsp50_00002,ok,1091641.0,0.0057649000082165,
tsp50,pso,tsp50_00003,ok,759891.0,0.005597199997282587,
tsp50,pso,tsp50_00004,ok,670167.0,0.007012899994151667,
tsp50,pso,tsp50_00005,ok,937681.0,0.0055585999944014475,
tsp50,pso,tsp50_00006,ok,761137.0,0.005859600001713261,
tsp50,pso,tsp50_00007,ok,800757.0,0.006287500000325963,
tsp50,pso,tsp50_00008,ok,745531.0,0.006025499998941086,
tsp50,pso,tsp50_00009,ok,662604.0,0.006785699995816685,
cvrp50,two_opt,cvrp50_00000,ok,1200526.0,0.0013763000024482608,
cvrp50,two_opt,cvrp50_00001,ok,1141398.0,0.0009122000046772882,
cvrp50,two_opt,cvrp50_00002,ok,1062170.0,0.0013764999894192442,
cvrp50,two_opt,cvrp50_00003,ok,1041314.0,0.0014741000049980357,
cvrp50,two_opt,cvrp50_00004,ok,1152395.0,0.0007790000090608373,
cvrp50,two_opt,cvrp50_00005,ok,870178.0,0.0008178999996744096,
cvrp50,two_opt,cvrp50_00006,ok,1241513.0,0.0007889999978942797,
cvrp50,two_opt,cvrp50_00007,ok,939475.0,0.0007860999903641641,
cvrp50,two_opt,cvrp50_00008,ok,929331.0,0.0011187999916728586,
cvrp50,two_opt,cvrp50_00009,ok,1050343.0,0.0007925999962026253,
cvrp50,ga,cvrp50_00000,ok,1479209.0,0.003952800005208701,
cvrp50,ga,cvrp50_00001,ok,1381221.0,0.0037991999997757375,
cvrp50,ga,cvrp50_00002,ok,1070623.0,0.0036127000057604164,
cvrp50,ga,cvrp50_00003,ok,1242523.0,0.004548099997919053,
cvrp50,ga,cvrp50_00004,ok,1156306.0,0.003988500000559725,
cvrp50,ga,cvrp50_00005,ok,870178.0,0.004045800000312738,
cvrp50,ga,cvrp50_00006,ok,1298514.0,0.00373659998876974,
cvrp50,ga,cvrp50_00007,ok,1071126.0,0.0038592000055359676,
cvrp50,ga,cvrp50_00008,ok,1242018.0,0.004079799997271039,
cvrp50,ga,cvrp50_00009,ok,1476520.0,0.0037398999993456528,
cvrp50,pso,cvrp50_00000,ok,1479209.0,0.0029992999916430563,
cvrp50,pso,cvrp50_00001,ok,1381221.0,0.0038075000047683716,
cvrp50,pso,cvrp50_00002,ok,1070623.0,0.003200699997250922,
cvrp50,pso,cvrp50_00003,ok,1242523.0,0.0049291999894194305,
cvrp50,pso,cvrp50_00004,ok,1156306.0,0.00593309999385383,
cvrp50,pso,cvrp50_00005,ok,870178.0,0.004581299988785759,
cvrp50,pso,cvrp50_00006,ok,1298514.0,0.0038835000013932586,
cvrp50,pso,cvrp50_00007,ok,1071126.0,0.004805399992619641,
cvrp50,pso,cvrp50_00008,ok,1242018.0,0.003116400010185316,
cvrp50,pso,cvrp50_00009,ok,1476520.0,0.003176900005200878,
