scenario,solver,count,ok_count,optimal_count,feasible_count,failed_count,total_elapsed_s,sum_instance_elapsed_s,avg_elapsed_s,avg_objective_ok,best_objective_ok,workers,solver_threads
cvrp100,ga,10000,10000,0,0,0,27.884436572901905,1751.754678973928,0.1751754678973928,1871356.9706,1251417.0,64,1
cvrp100,pso,10000,10000,0,0,0,21.718053232878447,1337.2448033457622,0.1337244803345762,1871049.4977,1251417.0,64,1
cvrp100,two_opt,10000,10000,0,0,0,3.870309729129076,102.33420647215098,0.010233420647215098,1642223.5172,1215813.0,64,1
cvrp50,ga,10000,10000,0,0,0,19.830270040780306,1230.5176790384576,0.12305176790384575,1220836.0566,806882.0,64,1
cvrp50,pso,10000,10000,0,0,0,12.432138700038195,758.4872748870403,0.07584872748870403,1212896.3382,806882.0,64,1
cvrp50,two_opt,10000,10000,0,0,0,3.3088808823376894,26.68672976270318,0.002668672976270318,1085746.6481,746471.0,64,1
tsp100,ga,10000,10000,0,0,0,24.957543544471264,1559.2628121953458,0.15592628121953458,1423694.855,956577.0,64,1
tsp100,pso,10000,10000,0,0,0,17.04633032158017,1060.745517523028,0.10607455175230279,1428955.2227,907397.0,64,1
tsp100,two_opt,10000,10000,0,0,0,3.328178013674915,132.33185558300465,0.013233185558300465,922447.7946,726777.0,64,1
tsp50,ga,10000,10000,0,0,0,17.516917584463954,1088.1295458665118,0.10881295458665118,762071.8354,522807.0,64,1
tsp50,pso,10000,10000,0,0,0,10.319542272947729,625.1432630149648,0.06251432630149648,765051.1531,533264.0,64,1
tsp50,two_opt,10000,10000,0,0,0,3.2121721394360065,43.32066731713712,0.004332066731713712,647112.2715,494408.0,64,1
