scenario,solver,instance_id,status,objective,elapsed_s,notes
tsp50,two_opt,tsp50_00000,ok,541455.0,0.004592437297105789,
tsp50,two_opt,tsp50_00001,ok,609582.0,0.002397053875029087,
tsp50,two_opt,tsp50_00002,ok,815970.0,0.0069506848230957985,
tsp50,two_opt,tsp50_00003,ok,639464.0,0.00641610287129879,
tsp50,two_opt,tsp50_00004,ok,638242.0,0.0050583090633153915,
tsp50,two_opt,tsp50_00005,ok,667650.0,0.004662718623876572,
tsp50,two_opt,tsp50_00006,ok,823953.0,0.004891659133136272,
tsp50,two_opt,tsp50_00007,ok,614222.0,0.004917839542031288,
tsp50,two_opt,tsp50_00008,ok,575773.0,0.0047406991943717,
tsp50,two_opt,tsp50_00009,ok,630859.0,0.005372321233153343,
tsp50,two_opt,tsp50_00010,ok,621726.0,0.004799068905413151,
tsp50,two_opt,tsp50_00011,ok,723907.0,0.004957240074872971,
tsp50,two_opt,tsp50_00012,ok,596469.0,0.00573528278619051,
tsp50,two_opt,tsp50_00013,ok,594487.0,0.004692330025136471,
tsp50,two_opt,tsp50_00014,ok,707207.0,0.004697599448263645,
tsp50,two_opt,tsp50_00015,ok,594308.0,0.004829820245504379,
tsp50,two_opt,tsp50_00016,ok,609920.0,0.005605210550129414,
tsp50,two_opt,tsp50_00017,ok,634290.0,0.004628757946193218,
tsp50,two_opt,tsp50_00018,ok,593034.0,0.004807938821613789,
tsp50,two_opt,tsp50_00019,ok,591603.0,0.004637289792299271,
tsp50,two_opt,tsp50_00020,ok,611442.0,0.004761208780109882,
tsp50,two_opt,tsp50_00021,ok,608715.0,0.00466183852404356,
tsp50,two_opt,tsp50_00022,ok,700678.0,0.004666970111429691,
tsp50,two_opt,tsp50_00023,ok,695195.0,0.00475681945681572,
tsp50,two_opt,tsp50_00024,ok,624566.0,0.0036483770236372948,
tsp50,two_opt,tsp50_00025,ok,657793.0,0.005023469217121601,
tsp50,two_opt,tsp50_00026,ok,561030.0,0.004514599218964577,
tsp50,two_opt,tsp50_00027,ok,605879.0,0.0046241991221904755,
tsp50,two_opt,tsp50_00028,ok,624727.0,0.005913621746003628,
tsp50,two_opt,tsp50_00029,ok,938954.0,0.004652299918234348,
tsp50,two_opt,tsp50_00030,ok,605059.0,0.005875160917639732,
tsp50,two_opt,tsp50_00031,ok,604361.0,0.004623269662261009,
tsp50,two_opt,tsp50_00032,ok,623533.0,0.004601659253239632,
tsp50,two_opt,tsp50_00033,ok,825833.0,0.004734239540994167,
tsp50,two_opt,tsp50_00034,ok,568228.0,0.004563929513096809,
tsp50,two_opt,tsp50_00035,ok,679102.0,0.004597268998622894,
tsp50,two_opt,tsp50_00036,ok,628646.0,0.004663289524614811,
tsp50,two_opt,tsp50_00037,ok,663834.0,0.004579069092869759,
tsp50,two_opt,tsp50_00038,ok,599717.0,0.004534628242254257,
tsp50,two_opt,tsp50_00039,ok,756462.0,0.004668008536100388,
tsp50,two_opt,tsp50_00040,ok,732441.0,0.00465736910700798,
tsp50,two_opt,tsp50_00041,ok,702883.0,0.005574320442974567,
tsp50,two_opt,tsp50_00042,ok,613187.0,0.004657059907913208,
tsp50,two_opt,tsp50_00043,ok,805045.0,0.004661348648369312,
tsp50,two_opt,tsp50_00044,ok,632204.0,0.004875819198787212,
tsp50,two_opt,tsp50_00045,ok,606820.0,0.0033200569450855255,
tsp50,two_opt,tsp50_00046,ok,600856.0,0.004649828188121319,
tsp50,two_opt,tsp50_00047,ok,677566.0,0.004549279808998108,
tsp50,two_opt,tsp50_00048,ok,722213.0,0.004679079167544842,
tsp50,two_opt,tsp50_00049,ok,729042.0,0.005091359838843346,
tsp50,two_opt,tsp50_00050,ok,636335.0,0.004560017958283424,
tsp50,two_opt,tsp50_00051,ok,684456.0,0.004192638210952282,
tsp50,two_opt,tsp50_00052,ok,701324.0,0.004592178389430046,
tsp50,two_opt,tsp50_00053,ok,590097.0,0.004547287710011005,
tsp50,two_opt,tsp50_00054,ok,685001.0,0.0046834079548716545,
tsp50,two_opt,tsp50_00055,ok,624998.0,0.004521489143371582,
tsp50,two_opt,tsp50_00056,ok,660465.0,0.00462642777711153,
tsp50,two_opt,tsp50_00057,ok,597769.0,0.00429223757237196,
tsp50,two_opt,tsp50_00058,ok,712009.0,0.004648718051612377,
tsp50,two_opt,tsp50_00059,ok,812750.0,0.004202278330922127,
tsp50,two_opt,tsp50_00060,ok,693480.0,0.0046264491975307465,
tsp50,two_opt,tsp50_00061,ok,597382.0,0.0046151187270879745,
tsp50,two_opt,tsp50_00062,ok,620259.0,0.004637087695300579,
tsp50,two_opt,tsp50_00063,ok,607226.0,0.004539438523352146,
tsp50,two_opt,tsp50_00064,ok,733603.0,0.002474813722074032,
tsp50,two_opt,tsp50_00065,ok,580717.0,0.002401924692094326,
tsp50,two_opt,tsp50_00066,ok,708551.0,0.004468307830393314,
tsp50,two_opt,tsp50_00067,ok,593058.0,0.0028407759964466095,
tsp50,two_opt,tsp50_00068,ok,655091.0,0.004630968905985355,
tsp50,two_opt,tsp50_00069,ok,683023.0,0.005368050187826157,
tsp50,two_opt,tsp50_00070,ok,624703.0,0.006935573183000088,
tsp50,two_opt,tsp50_00071,ok,589461.0,0.00783840473741293,
tsp50,two_opt,tsp50_00072,ok,593958.0,0.005314829759299755,
tsp50,two_opt,tsp50_00073,ok,570759.0,0.0069419825449585915,
tsp50,two_opt,tsp50_00074,ok,648838.0,0.007000083103775978,
tsp50,two_opt,tsp50_00075,ok,631418.0,0.002372095361351967,
tsp50,two_opt,tsp50_00076,ok,790578.0,0.004849148914217949,
tsp50,two_opt,tsp50_00077,ok,652637.0,0.0023863036185503006,
tsp50,two_opt,tsp50_00078,ok,654254.0,0.005582400597631931,
tsp50,two_opt,tsp50_00079,ok,548249.0,0.005942070856690407,
tsp50,two_opt,tsp50_00080,ok,600721.0,0.0055840518325567245,
tsp50,two_opt,tsp50_00081,ok,570429.0,0.0054590702056884766,
tsp50,two_opt,tsp50_00082,ok,719908.0,0.0026147151365876198,
tsp50,two_opt,tsp50_00083,ok,668940.0,0.005943051539361477,
tsp50,two_opt,tsp50_00084,ok,729642.0,0.006306562572717667,
tsp50,two_opt,tsp50_00085,ok,679622.0,0.004568958654999733,
tsp50,two_opt,tsp50_00086,ok,775369.0,0.00475176889449358,
tsp50,two_opt,tsp50_00087,ok,628840.0,0.0046633388847112656,
