epoch,step,train/loss,train/max_reward,train/reward,val/max_aug_reward,val/max_reward,val/reward
0,49,-2.20908522605896,-7.499079704284668,-8.784743309020996,,,
0,99,-2.0754547119140625,-6.868103981018066,-7.955909252166748,,,
0,149,-1.952791690826416,-6.706120491027832,-7.737308025360107,,,
0,199,-1.7224074602127075,-6.651391983032227,-7.591435432434082,,,
0,249,-1.6933910846710205,-6.527890205383301,-7.438773155212402,,,
0,299,-1.533618688583374,-6.500085830688477,-7.367114067077637,,,
0,349,-1.3171476125717163,-6.472075462341309,-7.315903663635254,,,
0,399,-1.3406623601913452,-6.408155918121338,-7.225887775421143,,,
0,449,-1.464618444442749,-6.345839977264404,-7.173715114593506,,,
0,499,-1.3419647216796875,-6.3582963943481445,-7.187875747680664,,,
0,549,-1.2899810075759888,-6.371636867523193,-7.175954341888428,,,
0,599,-1.1017292737960815,-6.328253746032715,-7.093189716339111,,,
0,649,-1.1282721757888794,-6.303234577178955,-7.053103923797607,,,
0,699,-1.3250564336776733,-6.300430774688721,-7.050426006317139,,,
0,749,-0.9628917574882507,-6.230544567108154,-6.973876953125,,,
0,799,-1.1004977226257324,-6.248887062072754,-7.022951602935791,,,
0,849,-0.9479541778564453,-6.249471187591553,-6.96196174621582,,,
0,899,-0.9948849081993103,-6.2594757080078125,-6.979220867156982,,,
0,949,-0.9844657778739929,-6.2542219161987305,-6.955185890197754,,,
0,999,-0.8744113445281982,-6.138728618621826,-6.818621635437012,,,
0,1049,-0.8647791743278503,-6.204192161560059,-6.887013912200928,,,
0,1099,-1.0484238862991333,-6.155206680297852,-6.858871936798096,,,
0,1149,-1.0034500360488892,-6.150444984436035,-6.82877779006958,,,
0,1199,-0.8004282116889954,-6.038852691650391,-6.701871395111084,,,
0,1249,-0.7307732105255127,-6.023590087890625,-6.675321102142334,,,
0,1299,-0.7713304162025452,-6.132661819458008,-6.77993631362915,,,
0,1349,-0.6569055318832397,-6.088425159454346,-6.725349426269531,,,
0,1399,-0.7526170015335083,-6.109192848205566,-6.736143589019775,,,
0,1449,-0.7306698560714722,-6.102034091949463,-6.7317962646484375,,,
0,1499,-0.902810275554657,-6.098355770111084,-6.699954509735107,,,
0,1549,-0.7462573647499084,-6.029243469238281,-6.638673782348633,,,
0,1599,-0.6003566384315491,-6.041602611541748,-6.638006210327148,,,
0,1649,-0.6739916801452637,-6.096243858337402,-6.696178913116455,,,
0,1699,-0.6293221712112427,-6.054024696350098,-6.642417907714844,,,
0,1749,-0.5933757424354553,-6.015056610107422,-6.575878620147705,,,
0,1799,-0.5226413011550903,-6.037574768066406,-6.615423202514648,,,
0,1849,-0.6034072637557983,-6.027067184448242,-6.593246936798096,,,
0,1899,-0.6188896894454956,-6.025612831115723,-6.591422080993652,,,
0,1949,-0.592205286026001,-6.019717216491699,-6.584622859954834,,,
0,1999,-0.6333674192428589,-6.038544178009033,-6.607088565826416,,,
0,2049,-0.5616905689239502,-5.987185955047607,-6.548420429229736,,,
0,2099,-0.5732154846191406,-6.0157060623168945,-6.564370155334473,,,
0,2149,-0.56340491771698,-6.007351875305176,-6.533445835113525,,,
0,2199,-0.6284450888633728,-6.083293437957764,-6.630552768707275,,,
0,2249,-0.6736705899238586,-6.039858818054199,-6.57403039932251,,,
0,2299,-0.42622560262680054,-6.069043159484863,-6.571802616119385,,,
0,2349,-0.5562275052070618,-6.082967758178711,-6.597174644470215,,,
0,2399,-0.5321812033653259,-6.006166934967041,-6.518730163574219,,,
0,2449,-0.5524250268936157,-5.952983379364014,-6.462230205535889,,,
0,2499,-0.46873146295547485,-5.985151290893555,-6.507191181182861,,,
0,2499,,,,-5.8041157722473145,-5.950441360473633,-6.386979103088379
1,2549,-0.5342690944671631,-6.030920028686523,-6.517707347869873,,,
