model,problem,cpu_time_s,cpu_only_time_s,cpu_with_cuda_time_s,gpu_time_s,event_cpu_time_s,event_gpu_time_s,wall_time_s,profiled_steps,total_steps,profile_warmup,event_profiled_steps,device_type,cuda_available,cuda_device_index,cuda_device_name,batch_size,train_data_size,precision
SymNCO,TSP50,602.9802636000012,602.9802636000012,0.0,0.0,472.3577478999964,463.873040008545,488.7332768310007,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32
SymNCO,TSP100,1252.945451399972,1252.945451399972,0.0,0.0,1012.3821113000076,1024.055563354492,1117.0762868199963,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32
SymNCO,CVRP50,748.9859724999845,748.9859724999845,0.0,0.0,612.1133835000137,604.0887634277343,599.8745602790004,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32
SymNCO,CVRP100,1365.4100187500521,1365.4100187500521,0.0,0.0,1187.7587098000276,1237.6169174194333,1333.2064306849934,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32
EAM-POMO,TSP100,1348.9501984999708,1348.9501984999708,0.0,0.0,15659.396732799927,1101.5263717651364,1039.626155060003,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32
