model,problem,cpu_time_s,cpu_only_time_s,cpu_with_cuda_time_s,gpu_time_s,wall_time_s,batch_size,train_data_size,precision
AttentionModel,TSP50,532.2000676720226,532.2000676720226,0.0,0.0,7406.504241453,64,160000,32
