model,problem,cpu_time_s,cpu_only_time_s,cpu_with_cuda_time_s,gpu_time_s,event_cpu_time_s,event_gpu_time_s,wall_time_s,profiled_steps,total_steps,profile_warmup,event_profiled_steps,device_type,cuda_available,cuda_device_index,cuda_device_name,batch_size,train_data_size,precision,wall_time_real_s,wall_time_profiled_s,profile_wall_over_real,wall_profiler_overhead_s,event_gpu_over_wall_real,event_gpu_over_wall_real_capped,other_time_real_s,other_time_real_s_capped,event_cpu_over_wall_real
SymNCO,TSP50,602.9802636000012,602.9802636000012,0.0,0.0,472.3577478999964,463.873040008545,336.636,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32,336.636,488.7332768310007,1.4518152450450952,152.09727683100067,1.377966230612724,1.0,-127.23704000854497,0.0,1.403170629106799
SymNCO,TSP100,1252.945451399972,1252.945451399972,0.0,0.0,1012.3821113000076,1024.055563354492,937.0559999999999,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32,937.0559999999999,1117.0762868199963,1.1921126238133009,180.0202868199964,1.092843504928726,1.0,-86.99956335449212,0.0,1.0803859228263921
SymNCO,CVRP50,748.9859724999845,748.9859724999845,0.0,0.0,612.1133835000137,604.0887634277343,569.16,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32,569.16,599.8745602790004,1.0539647204283513,30.714560279000466,1.0613689708126615,1.0,-34.92876342773434,0.0,1.0754680292009517
SymNCO,CVRP100,1365.410018750052,1365.410018750052,0.0,0.0,1187.7587098000276,1237.616917419433,1465.32,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32,1465.32,1333.2064306849934,0.9098397829040711,-132.11356931500654,0.8446052175766612,0.8446052175766612,227.70308258056684,227.70308258056684,0.8105797435372667
EAM-POMO,TSP100,1348.9501984999708,1348.9501984999708,0.0,0.0,15659.396732799927,1101.5263717651364,674.7840000000001,50,2500,5,50,cuda,True,1,NVIDIA GeForce RTX 3090,64,160000,32,674.7840000000001,1039.626155060003,1.5406799139576557,364.8421550600028,1.6324132933874191,1.0,-426.74237176513634,0.0,23.20653236117028
