epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/po_loss,train/po_pref_rate,train/reward,val/max_aug_reward,val/max_reward,val/reward
,49,,,235.14151573181152,,,,,,,
,49,,16.491174697875977,,,,,,,,
0,49,,,,0.2858297526836395,0.2858297526836395,0.4949999749660492,-11.387124061584473,,,
,99,,,238.84987831115723,,,,,,,
,99,,16.68691635131836,,,,,,,,
0,99,,,,0.284574955701828,0.284574955701828,0.49499842524528503,-10.391396522521973,,,
,149,,,226.2125015258789,,,,,,,
,149,,17.96865463256836,,,,,,,,
0,149,,,,0.28508350253105164,0.28508350253105164,0.4949999749660492,-9.977652549743652,,,
,199,,,226.46689414978027,,,,,,,
,199,,17.878293991088867,,,,,,,,
0,199,,,,0.2886190116405487,0.2886190116405487,0.4949999749660492,-9.834662437438965,,,
,249,,,226.84669494628906,,,,,,,
,249,,17.736196517944336,,,,,,,,
0,249,,,,0.2956075668334961,0.2956075668334961,0.4949968755245209,-9.670673370361328,,,
,299,,,226.8824577331543,,,,,,,
,299,,18.401384353637695,,,,,,,,
0,299,,,,0.29854467511177063,0.29854467511177063,0.4949999749660492,-9.58894157409668,,,
,349,,,237.22362518310547,,,,,,,
,349,,17.679452896118164,,,,,,,,
0,349,,,,0.29432493448257446,0.29432493448257446,0.4949999749660492,-9.599369049072266,,,
,399,,,226.98521614074707,,,,,,,
,399,,18.28312873840332,,,,,,,,
0,399,,,,0.2580853998661041,0.2580853998661041,0.4949999749660492,-9.900757789611816,,,
,449,,,226.59659385681152,,,,,,,
,449,,18.405675888061523,,,,,,,,
0,449,,,,0.24397943913936615,0.24397943913936615,0.4949999749660492,-9.857026100158691,,,
,499,,,226.43208503723145,,,,,,,
,499,,18.46623420715332,,,,,,,,
0,499,,,,0.23549474775791168,0.23549474775791168,0.4949999749660492,-9.948051452636719,,,
,549,,,226.75371170043945,,,,,,,
,549,,18.226146697998047,,,,,,,,
0,549,,,,0.2220001369714737,0.2220001369714737,0.4949999749660492,-9.968849182128906,,,
,599,,,227.71334648132324,,,,,,,
,599,,21.28911018371582,,,,,,,,
0,599,,,,0.23275160789489746,0.23275160789489746,0.4949968755245209,-9.780101776123047,,,
,649,,,226.84907913208008,,,,,,,
,649,,18.404245376586914,,,,,,,,
0,649,,,,0.22941583395004272,0.22941583395004272,0.49499842524528503,-9.818564414978027,,,
,699,,,226.90224647521973,,,,,,,
,699,,18.457889556884766,,,,,,,,
0,699,,,,0.22207708656787872,0.22207708656787872,0.4949999749660492,-9.75537109375,,,
,749,,,245.2991008758545,,,,,,,
,749,,30.825376510620117,,,,,,,,
0,749,,,,0.21900826692581177,0.21900826692581177,0.49499842524528503,-9.798874855041504,,,
,799,,,245.60856819152832,,,,,,,
,799,,30.861616134643555,,,,,,,,
0,799,,,,0.21664665639400482,0.21664665639400482,0.4949999749660492,-9.71304702758789,,,
,849,,,245.0733184814453,,,,,,,
,849,,30.921459197998047,,,,,,,,
0,849,,,,0.21344541013240814,0.21344541013240814,0.4949999749660492,-9.701398849487305,,,
,899,,,245.36657333374023,,,,,,,
,899,,30.92479705810547,,,,,,,,
0,899,,,,0.22802822291851044,0.22802822291851044,0.4949999749660492,-9.605813026428223,,,
,949,,,245.56827545166016,,,,,,,
