epoch,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/po_loss,train/po_pref_rate,train/reward,val/max_reward,val/reward
,2849,,,,,5265.415668487549,,,,,,,
,2849,,,,14.341354370117188,,,,,,,,
142,2849,,,,,,-0.6400814056396484,-51.619998931884766,-0.6400814056396484,0.4166666865348816,-55.464168548583984,,
142,2859,,,,,,,,,,,-51.92100143432617,-55.10649490356445
,2860,,,192.22464036941528,,,,,,,,,
143,2879,,,,,,,,,,,-51.869998931884766,-55.07829666137695
,2880,,,192.18561625480652,,,,,,,,,
,2899,,,,,5320.053339004517,,,,,,,
,2899,,,,45.221805572509766,,,,,,,,
144,2899,,,,,,-0.3584427237510681,-51.07999801635742,-0.3584427237510681,0.42114585638046265,-54.935001373291016,,
144,2899,,,,,,,,,,,-51.87099838256836,-55.02295684814453
,2900,,,215.28347873687744,,,,,,,,,
145,2919,,,,,,,,,,,-51.85100173950195,-55.012413024902344
,2920,,,195.84427499771118,,,,,,,,,
146,2939,,,,,,,,,,,-51.875999450683594,-55.07887268066406
,2940,,,220.86755871772766,,,,,,,,,
,2949,,,,,5185.877084732056,,,,,,,
,2949,,,,14.662027359008789,,,,,,,,
147,2949,,,,,,-0.7368359565734863,-51.279998779296875,-0.7368359565734863,0.4205208420753479,-55.44166946411133,,
147,2959,,,,,,,,,,,-51.76499938964844,-55.020206451416016
,2960,,,193.4360225200653,,,,,,,,,
148,2979,,,,,,,,,,,-51.88399887084961,-55.13182830810547
,2980,,,196.53843545913696,,,,,,,,,
,2999,,,,,5706.692218780518,,,,,,,
,2999,,,,43.48134994506836,,,,,,,,
149,2999,,,,,,-0.41856279969215393,-51.439998626708984,-0.41856279969215393,0.41930556297302246,-55.30833435058594,,
149,2999,,,,,,,,,,,-51.83599853515625,-55.027793884277344
,3000,,,198.51154589653015,,,,,,,,,
150,3000,-51.801998138427734,-55.09349822998047,,,,,,,,,,
