epoch,lr-Adam,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,val/max_reward,val/reward
7,,249,,,,0.6894829273223877,-93.9375,-98.11067962646484,,
7,,255,,,,,,,-93.12699890136719,-96.50395202636719
,,256,469.1777286529541,,,,,,,
,0.0001,256,,,,,,,,
,,259,,,7728.973388671875,,,,,
,,259,,26.35025978088379,,,,,,
8,,259,,,,0.6888296008110046,-93.90625,-97.91015625,,
,,269,,,7251.460075378418,,,,,
,,269,,28.61499786376953,,,,,,
8,,269,,,,0.6885582208633423,-94.5,-98.57292175292969,,
,,279,,,8248.61192703247,,,,,
,,279,,27.480363845825195,,,,,,
8,,279,,,,0.690764307975769,-94.46875,-98.88151550292969,,
8,,287,,,,,,,-93.25900268554688,-96.62157440185547
,,288,460.6536808013916,,,,,,,
,0.0001,288,,,,,,,,
,,289,,,7619.9400424957275,,,,,
,,289,,30.52353858947754,,,,,,
9,,289,,,,0.6901613473892212,-94.65625,-98.8984375,,
,,299,,,7270.521879196167,,,,,
,,299,,48.33483695983887,,,,,,
9,,299,,,,0.6878631711006165,-94.1875,-98.359375,,
,,309,,,7641.8163776397705,,,,,
,,309,,34.735918045043945,,,,,,
9,,309,,,,0.6859129667282104,-93.5625,-97.40755462646484,,
,,319,,,8326.626300811768,,,,,
,,319,,31.63599967956543,,,,,,
9,,319,,,,0.6710401177406311,-94.375,-98.09375,,
9,,319,,,,,,,-93.04199981689453,-96.3631362915039
,,320,460.8624680042267,,,,,,,
,0.0001,320,,,,,,,,
,,329,,,7839.101791381836,,,,,
,,329,,32.57918357849121,,,,,,
10,,329,,,,0.6905370950698853,-94.78125,-98.69010925292969,,
,,339,,,8226.607322692871,,,,,
,,339,,29.404640197753906,,,,,,
10,,339,,,,0.6880061626434326,-94.53125,-98.6328125,,
,,349,,,7985.789775848389,,,,,
,,349,,30.206918716430664,,,,,,
10,,349,,,,0.688190758228302,-94.71875,-98.56640625,,
10,,351,,,,,,,-93.15299987792969,-96.47869110107422
,,352,468.81733226776123,,,,,,,
,0.0001,352,,,,,,,,
,,359,,,8040.308713912964,,,,,
,,359,,39.72196578979492,,,,,,
11,,359,,,,0.6882432103157043,-93.53125,-97.49479675292969,,
,,369,,,7876.079559326172,,,,,
,,369,,31.154394149780273,,,,,,
11,,369,,,,0.6870169639587402,-93.5,-97.89192962646484,,
,,379,,,7896.04115486145,,,,,
,,379,,28.00583839416504,,,,,,
11,,379,,,,0.6916217803955078,-93.65625,-97.78515625,,
11,,383,,,,,,,-93.06300354003906,-96.44457244873047
,,384,469.0270125865936,,,,,,,
,0.0001,384,,,,,,,,
,,389,,,8449.646949768066,,,,,
,,389,,37.389278411865234,,,,,,
12,,389,,,,0.6906067728996277,-93.78125,-97.98046875,,
,,399,,,7589.669704437256,,,,,
,,399,,53.0245304107666,,,,,,
12,,399,,,,0.6863340735435486,-93.84375,-97.86198425292969,,
,,409,,,8548.134088516235,,,,,
,,409,,31.725168228149414,,,,,,
12,,409,,,,0.6872541308403015,-93.78125,-97.90885925292969,,
12,,415,,,,,,,-92.79100036621094,-96.14643859863281
,,416,475.95218420028687,,,,,,,
,0.0001,416,,,,,,,,
,,419,,,8032.910108566284,,,,,
,,419,,34.3170166015625,,,,,,
13,,419,,,,0.6869466304779053,-93.28125,-97.484375,,
,,429,,,7705.643653869629,,,,,
,,429,,36.080121994018555,,,,,,
13,,429,,,,0.6890116930007935,-93.53125,-97.59375,,
,,439,,,8002.287149429321,,,,,
,,439,,31.58712387084961,,,,,,
13,,439,,,,0.6883668303489685,-93.53125,-97.87630462646484,,
13,,447,,,,,,,-92.85099792480469,-96.12896728515625
,,448,466.48260378837585,,,,,,,
,0.0001,448,,,,,,,,
,,449,,,8016.883611679077,,,,,
,,449,,30.809402465820312,,,,,,
14,,449,,,,0.6881739497184753,-94.0625,-98.015625,,
,,459,,,10545.403242111206,,,,,
,,459,,30.606746673583984,,,,,,
14,,459,,,,0.6863243579864502,-94.5,-98.51302337646484,,
,,469,,,9484.44128036499,,,,,
,,469,,24.666309356689453,,,,,,
14,,469,,,,0.6869412660598755,-94.15625,-98.09635925292969,,
,,479,,,8171.323776245117,,,,,
,,479,,38.54942321777344,,,,,,
14,,479,,,,0.6833969354629517,-93.125,-97.3125,,
14,,479,,,,,,,-92.82599639892578,-96.21345520019531
,,480,500.0793106555939,,,,,,,
,0.0001,480,,,,,,,,
,,489,,,7747.620582580566,,,,,
,,489,,30.93862533569336,,,,,,
15,,489,,,,0.6879265904426575,-93.46875,-97.6640625,,
,,499,,,7920.8245277404785,,,,,
,,499,,47.16801643371582,,,,,,
15,,499,,,,0.6894883513450623,-94.03125,-98.15755462646484,,
,,509,,,8075.142860412598,,,,,
,,509,,28.836965560913086,,,,,,
15,,509,,,,0.6906388998031616,-93.28125,-97.59245300292969,,
15,,511,,,,,,,-92.76699829101562,-96.1068344116211
,,512,466.58560395240784,,,,,,,
,0.0001,512,,,,,,,,
,,519,,,7793.923377990723,,,,,
,,519,,30.116796493530273,,,,,,
16,,519,,,,0.6878751516342163,-93.375,-97.66667175292969,,
,,529,,,7986.366748809814,,,,,
,,529,,29.711008071899414,,,,,,
16,,529,,,,0.6870737075805664,-93.5,-97.84375,,
,,539,,,8202.181816101074,,,,,
,,539,,28.371095657348633,,,,,,
16,,539,,,,0.6882684826850891,-93.875,-98.02604675292969,,
16,,543,,,,,,,-92.81600189208984,-96.03717803955078
,,544,474.7840337753296,,,,,,,
,0.0001,544,,,,,,,,
,,549,,,7700.2997398376465,,,,,
,,549,,30.32064437866211,,,,,,
17,,549,,,,0.6866306662559509,-94.0625,-98.38932800292969,,
,,559,,,7840.544939041138,,,,,
,,559,,31.53681755065918,,,,,,
17,,559,,,,0.6913336515426636,-93.4375,-97.53385925292969,,
,,569,,,7901.906251907349,,,,,
,,569,,33.81848335266113,,,,,,
17,,569,,,,0.6895071864128113,-93.25,-97.38802337646484,,
17,,575,,,,,,,-92.98500061035156,-96.34237670898438
,,576,466.033127784729,,,,,,,
,0.0001,576,,,,,,,,
,,579,,,8630.931854248047,,,,,
,,579,,33.100128173828125,,,,,,
18,,579,,,,0.6882029175758362,-93.09375,-97.14714050292969,,
,,589,,,8526.974201202393,,,,,
,,589,,33.94198417663574,,,,,,
18,,589,,,,0.6883864402770996,-93.0625,-97.23828125,,
,,599,,,8113.736629486084,,,,,
,,599,,49.672842025756836,,,,,,
18,,599,,,,0.6877284049987793,-92.59375,-97.06510925292969,,
18,,607,,,,,,,-92.59500122070312,-96.02086639404297
,,608,475.08492255210876,,,,,,,
,0.0001,608,,,,,,,,
,,609,,,7889.82629776001,,,,,
,,609,,36.19670867919922,,,,,,
19,,609,,,,0.6876145005226135,-93.65625,-97.7109375,,
,,619,,,7910.484552383423,,,,,
,,619,,29.558181762695312,,,,,,
19,,619,,,,0.6872615218162537,-93.15625,-97.265625,,
,,629,,,7870.571851730347,,,,,
,,629,,29.393434524536133,,,,,,
19,,629,,,,0.6898981332778931,-92.75,-96.64974212646484,,
,,639,,,7781.479358673096,,,,,
,,639,,40.3139591217041,,,,,,
19,,639,,,,0.678091287612915,-92.875,-97.0625,,
19,,639,,,,,,,-92.53700256347656,-95.88457489013672
,,640,470.09746861457825,,,,,,,
,0.0001,640,,,,,,,,
,,649,,,8446.10071182251,,,,,
,,649,,28.045654296875,,,,,,
20,,649,,,,0.6890442967414856,-93.40625,-97.52474212646484,,
,,659,,,8293.578147888184,,,,,
,,659,,32.21321105957031,,,,,,
20,,659,,,,0.6886356472969055,-93.03125,-97.31120300292969,,
,,669,,,8166.901111602783,,,,,
,,669,,42.10543632507324,,,,,,
20,,669,,,,0.6897080540657043,-92.8125,-96.9296875,,
20,,671,,,,,,,-92.7750015258789,-96.22968292236328
,,672,499.7212567329407,,,,,,,
,0.0001,672,,,,,,,,
,,679,,,7982.437610626221,,,,,
,,679,,35.64286231994629,,,,,,
21,,679,,,,0.6890175342559814,-93.34375,-97.65364837646484,,
,,689,,,8029.202699661255,,,,,
,,689,,30.76624870300293,,,,,,
21,,689,,,,0.6875449419021606,-94.3125,-98.2578125,,
,,699,,,7749.12691116333,,,,,
,,699,,46.89335823059082,,,,,,
21,,699,,,,0.6889328956604004,-92.65625,-96.86067962646484,,
21,,703,,,,,,,-92.62100219726562,-96.04579162597656
,,704,475.7028617858887,,,,,,,
,0.0001,704,,,,,,,,
,,709,,,7852.830648422241,,,,,
,,709,,35.96663475036621,,,,,,
22,,709,,,,0.6869714856147766,-94.125,-98.35807800292969,,
,,719,,,7823.5228061676025,,,,,
,,719,,27.81081199645996,,,,,,
22,,719,,,,0.687584638595581,-93.625,-97.43880462646484,,
,,729,,,8183.4235191345215,,,,,
,,729,,27.723312377929688,,,,,,
22,,729,,,,0.6885634660720825,-93.125,-97.06771087646484,,
22,,735,,,,,,,-92.4489974975586,-95.78236389160156
,,736,478.3671817779541,,,,,,,
,0.0001,736,,,,,,,,
,,739,,,7931.460618972778,,,,,
,,739,,30.503273010253906,,,,,,
23,,739,,,,0.6874436736106873,-92.5,-96.59765625,,
,,749,,,7483.489036560059,,,,,
,,749,,28.766393661499023,,,,,,
23,,749,,,,0.6876283884048462,-93.875,-98.03255462646484,,
,,759,,,7751.975774765015,,,,,
,,759,,32.44328498840332,,,,,,
23,,759,,,,0.6889551877975464,-92.09375,-96.31120300292969,,
23,,767,,,,,,,-92.41799926757812,-95.7464599609375
,,768,465.16571283340454,,,,,,,
,0.0001,768,,,,,,,,
,,769,,,8897.70770072937,,,,,
,,769,,30.329227447509766,,,,,,
24,,769,,,,0.6900798082351685,-93.8125,-97.8828125,,
,,779,,,7588.937044143677,,,,,
,,779,,31.080245971679688,,,,,,
24,,779,,,,0.6854578852653503,-94.21875,-98.2109375,,
,,789,,,7738.930940628052,,,,,
,,789,,26.051044464111328,,,,,,
24,,789,,,,0.6866414546966553,-92.6875,-96.75,,
,,799,,,8354.17628288269,,,,,
,,799,,51.96714401245117,,,,,,
24,,799,,,,0.6926522850990295,-93.75,-97.80208587646484,,
