epoch,lr-Adam,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,val/max_reward,val/reward
19,,619,,,,,,-4.781795501708984,-93.5625,-97.52604675292969,,
,,629,,,,,7639.816045761108,,,,,
,,629,,,,29.38532829284668,,,,,,
19,,629,,,,,,-3.1475462913513184,-92.53125,-96.43620300292969,,
,,639,,,,,7690.350532531738,,,,,
,,639,,,,34.9118709564209,,,,,,
19,,639,,,,,,-0.038308463990688324,-93.25,-97.0625,,
19,,639,,,,,,,,,-92.81300354003906,-96.15921020507812
,,640,,,464.67792105674744,,,,,,,
,0.0001,640,,,,,,,,,,
,,649,,,,,8205.456018447876,,,,,
,,649,,,,31.3112735748291,,,,,,
20,,649,,,,,,-2.4163174629211426,-92.8125,-96.87630462646484,,
,,659,,,,,8189.19825553894,,,,,
,,659,,,,28.731107711791992,,,,,,
20,,659,,,,,,-2.98144793510437,-93.21875,-97.01171875,,
,,669,,,,,7842.587471008301,,,,,
,,669,,,,29.448986053466797,,,,,,
20,,669,,,,,,-4.372864723205566,-92.5,-96.56380462646484,,
20,,671,,,,,,,,,-92.66400146484375,-96.02043914794922
,,672,,,460.9291718006134,,,,,,,
,0.0001,672,,,,,,,,,,
,,679,,,,,7814.913749694824,,,,,
,,679,,,,36.18311882019043,,,,,,
21,,679,,,,,,-5.9182586669921875,-92.1875,-96.55208587646484,,
,,689,,,,,7809.600353240967,,,,,
,,689,,,,31.472444534301758,,,,,,
21,,689,,,,,,-4.649222373962402,-93.34375,-97.35026550292969,,
,,699,,,,,7888.564586639404,,,,,
,,699,,,,49.50666427612305,,,,,,
21,,699,,,,,,-5.226805686950684,-92.53125,-96.56120300292969,,
21,,703,,,,,,,,,-92.76300048828125,-96.046875
,,704,,,459.37744784355164,,,,,,,
,0.0001,704,,,,,,,,,,
,,709,,,,,7713.393211364746,,,,,
,,709,,,,26.25274658203125,,,,,,
22,,709,,,,,,-3.1236953735351562,-93.5,-97.61328125,,
,,719,,,,,7712.954998016357,,,,,
,,719,,,,29.25586700439453,,,,,,
22,,719,,,,,,-3.645965576171875,-92.6875,-96.97917175292969,,
,,729,,,,,7647.116899490356,,,,,
,,729,,,,33.2033634185791,,,,,,
22,,729,,,,,,-7.192916393280029,-92.8125,-96.77734375,,
22,,735,,,,,,,,,-92.74500274658203,-95.97932434082031
,,736,,,465.63292050361633,,,,,,,
,0.0001,736,,,,,,,,,,
,,739,,,,,9884.48715209961,,,,,
,,739,,,,25.96259117126465,,,,,,
23,,739,,,,,,-3.401444911956787,-91.9375,-96.13021087646484,,
,,749,,,,,7237.112045288086,,,,,
,,749,,,,25.496244430541992,,,,,,
23,,749,,,,,,-4.717898368835449,-93.28125,-97.23698425292969,,
,,759,,,,,7266.502618789673,,,,,
,,759,,,,24.69635009765625,,,,,,
23,,759,,,,,,-4.322068691253662,-92.09375,-95.87109375,,
23,,767,,,,,,,,,-92.7699966430664,-96.1402587890625
,,768,,,470.5470943450928,,,,,,,
,0.0001,768,,,,,,,,,,
,,769,,,,,8585.016012191772,,,,,
,,769,,,,25.996685028076172,,,,,,
24,,769,,,,,,-4.104075908660889,-93.78125,-97.72917175292969,,
,,779,,,,,7778.998136520386,,,,,
,,779,,,,36.38124465942383,,,,,,
24,,779,,,,,,-4.921566009521484,-93.6875,-97.63411712646484,,
,,789,,,,,7612.051010131836,,,,,
,,789,,,,33.97679328918457,,,,,,
24,,789,,,,,,-5.883277416229248,-92.375,-96.50130462646484,,
,,799,,,,,8098.449468612671,,,,,
,,799,,,,50.48084259033203,,,,,,
24,,799,,,,,,-3.4719390869140625,-93.625,-97.609375,,
24,,799,,,,,,,,,-92.70800018310547,-96.01913452148438
,,800,,,505.51349210739136,,,,,,,
,0.0001,800,,,,,,,,,,
,,809,,,,,7843.074321746826,,,,,
,,809,,,,35.515546798706055,,,,,,
25,,809,,,,,,-5.563545227050781,-92.78125,-96.86198425292969,,
,,819,,,,,7837.904930114746,,,,,
,,819,,,,36.084651947021484,,,,,,
25,,819,,,,,,-5.030468940734863,-91.96875,-96.1015625,,
,,829,,,,,8661.650657653809,,,,,
,,829,,,,40.69256782531738,,,,,,
25,,829,,,,,,-2.768786907196045,-93.25,-97.1328125,,
25,,831,,,,,,,,,-92.53800201416016,-95.7964096069336
,,832,,,500.5107412338257,,,,,,,
,0.0001,832,,,,,,,,,,
,,839,,,,,7778.148174285889,,,,,
,,839,,,,37.79006004333496,,,,,,
26,,839,,,,,,-5.173423767089844,-92.03125,-96.14974212646484,,
,,849,,,,,7942.122459411621,,,,,
,,849,,,,38.823843002319336,,,,,,
26,,849,,,,,,-3.7932324409484863,-92.65625,-96.9296875,,
,,859,,,,,7052.6862144470215,,,,,
,,859,,,,37.26315498352051,,,,,,
26,,859,,,,,,-2.3038997650146484,-93.9375,-97.859375,,
26,,863,,,,,,,,,-92.64600372314453,-95.96513366699219
,,864,,,491.256142616272,,,,,,,
,0.0001,864,,,,,,,,,,
,,869,,,,,7750.462293624878,,,,,
,,869,,,,25.874853134155273,,,,,,
27,,869,,,,,,-4.5038161277771,-92.59375,-96.53125,,
,,879,,,,,8193.663835525513,,,,,
,,879,,,,39.54458236694336,,,,,,
27,,879,,,,,,-3.996743679046631,-92.71875,-96.79557800292969,,
,,889,,,,,9043.99824142456,,,,,
,,889,,,,34.645795822143555,,,,,,
27,,889,,,,,,-3.0705859661102295,-92.75,-96.76823425292969,,
27,,895,,,,,,,,,-92.49500274658203,-95.7878646850586
,,896,,,535.8310177326202,,,,,,,
,0.0001,896,,,,,,,,,,
,,899,,,,,10577.09002494812,,,,,
,,899,,,,41.50247573852539,,,,,,
28,,899,,,,,,-2.406005382537842,-92.625,-96.53776550292969,,
,,909,,,,,7096.583604812622,,,,,
,,909,,,,34.36875343322754,,,,,,
28,,909,,,,,,-4.842624187469482,-92.5,-96.88802337646484,,
,,919,,,,,7649.045467376709,,,,,
,,919,,,,35.79139709472656,,,,,,
28,,919,,,,,,-5.245436668395996,-92.46875,-96.54817962646484,,
28,,927,,,,,,,,,-92.40399932861328,-95.71453094482422
,,928,,,537.6492807865143,,,,,,,
,0.0001,928,,,,,,,,,,
,,929,,,,,8160.411834716797,,,,,
,,929,,,,29.08468246459961,,,,,,
29,,929,,,,,,-3.1433939933776855,-92.4375,-96.47005462646484,,
,,939,,,,,7784.152507781982,,,,,
,,939,,,,28.032779693603516,,,,,,
29,,939,,,,,,-4.156298637390137,-92.875,-96.92448425292969,,
,,949,,,,,8403.2883644104,,,,,
,,949,,,,28.842687606811523,,,,,,
29,,949,,,,,,-3.823742628097534,-92.1875,-96.35546875,,
,,959,,,,,8394.909620285034,,,,,
,,959,,,,24.997472763061523,,,,,,
29,,959,,,,,,-4.4550580978393555,-93.5,-98.04167175292969,,
29,,959,,,,,,,,,-92.58000183105469,-95.947998046875
,,960,,,505.9215211868286,,,,,,,
,0.0001,960,,,,,,,,,,
,,969,,,,,7113.748788833618,,,,,
,,969,,,,33.70809555053711,,,,,,
30,,969,,,,,,-4.658473014831543,-92.21875,-96.30599212646484,,
,,979,,,,,8204.514980316162,,,,,
,,979,,,,30.829429626464844,,,,,,
30,,979,,,,,,-2.0865142345428467,-92.90625,-96.74349212646484,,
,,989,,,,,7883.460521697998,,,,,
,,989,,,,25.982379913330078,,,,,,
30,,989,,,,,,-3.792280912399292,-92.25,-96.59245300292969,,
30,,991,,,,,,,,,-92.70500183105469,-96.0298843383789
,,992,,,471.3701364994049,,,,,,,
,0.0001,992,,,,,,,,,,
,,999,,,,,7080.41524887085,,,,,
,,999,,,,46.64444923400879,,,,,,
31,,999,,,,,,-4.516988754272461,-93.09375,-97.08464050292969,,
,,1009,,,,,8659.197568893433,,,,,
,,1009,,,,40.28654098510742,,,,,,
31,,1009,,,,,,-0.7312787771224976,-92.21875,-96.53515625,,
,,1019,,,,,7855.3900718688965,,,,,
,,1019,,,,28.281211853027344,,,,,,
31,,1019,,,,,,-4.243037223815918,-92.875,-96.81510925292969,,
31,,1023,,,,,,,,,-92.43199920654297,-95.79319763183594
,,1024,,,459.03885078430176,,,,,,,
,0.0001,1024,,,,,,,,,,
,,1029,,,,,7347.525596618652,,,,,
,,1029,,,,28.520822525024414,,,,,,
32,,1029,,,,,,-3.436321258544922,-92.6875,-96.89583587646484,,
,,1039,,,,,8049.116849899292,,,,,
,,1039,,,,30.074357986450195,,,,,,
32,,1039,,,,,,-3.0807712078094482,-91.78125,-95.76171875,,
,,1049,,,,,8285.666704177856,,,,,
,,1049,,,,29.111146926879883,,,,,,
32,,1049,,,,,,-1.8221614360809326,-92.9375,-97.01302337646484,,
32,,1055,,,,,,,,,-92.37699890136719,-95.69591522216797
,,1056,,,460.9004933834076,,,,,,,
,0.0001,1056,,,,,,,,,,
,,1059,,,,,8021.337985992432,,,,,
,,1059,,,,29.614686965942383,,,,,,
