epoch,step,test/max_aug_reward,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/po_loss,train/po_pref_rate,train/reward,val/max_aug_reward,val/max_reward,val/reward
,49,,,,,,390.92111587524414,,,,,,,
,49,,,,,2.003192901611328,,,,,,,,
0,49,,,,,,,0.33551064133644104,0.33551064133644104,0.4899999797344208,-13.486773490905762,,,
,99,,,,,,472.0339775085449,,,,,,,
,99,,,,,19.05989646911621,,,,,,,,
0,99,,,,,,,0.33453133702278137,0.33453133702278137,0.4899999797344208,-13.087973594665527,,,
,149,,,,,,392.1499252319336,,,,,,,
,149,,,,,1.8842220306396484,,,,,,,,
0,149,,,,,,,0.3332354426383972,0.3332354426383972,0.4899999797344208,-12.6581392288208,,,
,199,,,,,,409.1346263885498,,,,,,,
,199,,,,,15.928506851196289,,,,,,,,
0,199,,,,,,,0.3344188332557678,0.3344188332557678,0.4899999797344208,-12.739982604980469,,,
,249,,,,,,397.31383323669434,,,,,,,
,249,,,,,5.766868591308594,,,,,,,,
0,249,,,,,,,0.3340660035610199,0.3340660035610199,0.4899999797344208,-12.32968807220459,,,
,299,,,,,,398.7114429473877,,,,,,,
,299,,,,,15.689849853515625,,,,,,,,
0,299,,,,,,,0.33323153853416443,0.33323153853416443,0.4899999797344208,-12.46009635925293,,,
,349,,,,,,408.95771980285645,,,,,,,
,349,,,,,2.033710479736328,,,,,,,,
0,349,,,,,,,0.33423295617103577,0.33423295617103577,0.4899999797344208,-12.205018997192383,,,
,399,,,,,,469.76161003112793,,,,,,,
,399,,,,,18.117904663085938,,,,,,,,
0,399,,,,,,,0.3329598009586334,0.3329598009586334,0.4899999797344208,-12.261747360229492,,,
,449,,,,,,459.80262756347656,,,,,,,
,449,,,,,2.0470619201660156,,,,,,,,
0,449,,,,,,,0.33332395553588867,0.33332395553588867,0.48999375104904175,-12.203328132629395,,,
,499,,,,,,392.0583724975586,,,,,,,
,499,,,,,15.645980834960938,,,,,,,,
0,499,,,,,,,0.3325502276420593,0.3325502276420593,0.4899999797344208,-12.630291938781738,,,
,549,,,,,,462.322473526001,,,,,,,
,549,,,,,2.1283626556396484,,,,,,,,
0,549,,,,,,,0.33357781171798706,0.33357781171798706,0.4899999797344208,-11.928085327148438,,,
,599,,,,,,416.43238067626953,,,,,,,
,599,,,,,16.882658004760742,,,,,,,,
0,599,,,,,,,0.3328438699245453,0.3328438699245453,0.4899999797344208,-12.011540412902832,,,
,649,,,,,,393.202543258667,,,,,,,
,649,,,,,1.897573471069336,,,,,,,,
0,649,,,,,,,0.3312157988548279,0.3312157988548279,0.4899999797344208,-12.323392868041992,,,
,699,,,,,,417.2518253326416,,,,,,,
,699,,,,,16.818761825561523,,,,,,,,
