epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/pair_count,train/quality,train/reward,val/gap,val/makespan,val/reward
,49,,,1148.0457782745361,,,,,,,
,49,,1.4836788177490234,,,,,,,,
,99,,,1386.9433403015137,,,,,,,
,99,,12.047290802001953,,,,,,,,
,149,,,1066.9209957122803,,,,,,,
,149,,3.047943115234375,,,,,,,,
,199,,,1081.7866325378418,,,,,,,
,199,,8.918046951293945,,,,,,,,
,249,,,1044.3885326385498,,,,,,,
,249,,0.5393028259277344,,,,,,,,
,299,,,1042.4444675445557,,,,,,,
,299,,11.988401412963867,,,,,,,,
,349,,,1066.9469833374023,,,,,,,
,349,,1.3225078582763672,,,,,,,,
,399,,,1040.6875610351562,,,,,,,
,399,,9.08970832824707,,,,,,,,
,449,,,1035.4583263397217,,,,,,,
,449,,1.2814998626708984,,,,,,,,
,499,,,1032.7668190002441,,,,,,,
,499,,14.993906021118164,,,,,,,,
,549,,,1024.0099430084229,,,,,,,
,549,,1.310110092163086,,,,,,,,
,599,,,1252.1913051605225,,,,,,,
,599,,9.214401245117188,,,,,,,,
,649,,,1048.032283782959,,,,,,,
,649,,1.6925334930419922,,,,,,,,
,699,,,1027.07839012146,,,,,,,
,699,,9.159088134765625,,,,,,,,
,749,,,1038.3834838867188,,,,,,,
,749,,1.2936592102050781,,,,,,,,
,799,,,1034.2872142791748,,,,,,,
,799,,9.361028671264648,,,,,,,,
,849,,,1043.5595512390137,,,,,,,
,849,,0.5817413330078125,,,,,,,,
,899,,,1041.4578914642334,,,,,,,
,899,,10.007619857788086,,,,,,,,
,949,,,1035.8691215515137,,,,,,,
,949,,1.2886524200439453,,,,,,,,
,999,,,1053.2474517822266,,,,,,,
,999,,9.370088577270508,,,,,,,,
,1049,,,1068.4001445770264,,,,,,,
,1049,,2.175569534301758,,,,,,,,
,1099,,,1076.4431953430176,,,,,,,
,1099,,9.044170379638672,,,,,,,,
,1149,,,1058.3233833312988,,,,,,,
,1149,,1.314401626586914,,,,,,,,
,1199,,,1045.8974838256836,,,,,,,
,1199,,9.319067001342773,,,,,,,,
,1249,,,1049.2846965789795,,,,,,,
,1249,,0.5061626434326172,,,,,,,,
,1299,,,1025.2537727355957,,,,,,,
,1299,,8.338212966918945,,,,,,,,
,1349,,,1068.6652660369873,,,,,,,
,1349,,1.3909339904785156,,,,,,,,
,1399,,,1037.5018119812012,,,,,,,
,1399,,9.192705154418945,,,,,,,,
,1449,,,1242.9094314575195,,,,,,,
,1449,,3.918886184692383,,,,,,,,
,1499,,,1036.4408493041992,,,,,,,
,1499,,9.186506271362305,,,,,,,,
,1549,,,1035.0651741027832,,,,,,,
,1549,,0.49948692321777344,,,,,,,,
,1599,,,1027.9147624969482,,,,,,,
,1599,,9.124517440795898,,,,,,,,
,1649,,,1045.6874370574951,,,,,,,
,1649,,1.3682842254638672,,,,,,,,
,1699,,,1056.473731994629,,,,,,,
,1699,,9.633779525756836,,,,,,,,
,1749,,,1026.9694328308105,,,,,,,
,1749,,1.3048648834228516,,,,,,,,
,1799,,,1042.961835861206,,,,,,,
,1799,,13.387680053710938,,,,,,,,
,1849,,,1041.2721633911133,,,,,,,
,1849,,1.3442039489746094,,,,,,,,
,1899,,,1256.8838596343994,,,,,,,
,1899,,12.593269348144531,,,,,,,,
,1949,,,1117.2239780426025,,,,,,,
,1949,,1.9278526306152344,,,,,,,,
,1999,,,1511.85941696167,,,,,,,
,1999,,13.624429702758789,,,,,,,,
,2049,,,1428.0104637145996,,,,,,,
,2049,,2.129077911376953,,,,,,,,
,2099,,,1704.641580581665,,,,,,,
,2099,,18.548965454101562,,,,,,,,
,2149,,,1409.5039367675781,,,,,,,
,2149,,2.0525455474853516,,,,,,,,
,2199,,,2285.081386566162,,,,,,,
,2199,,64.41354751586914,,,,,,,,
,2249,,,1889.6100521087646,,,,,,,
,2249,,7.180929183959961,,,,,,,,
,2299,,,2569.157361984253,,,,,,,
,2299,,22.670507431030273,,,,,,,,
,2349,,,1716.4766788482666,,,,,,,
,2349,,9.166479110717773,,,,,,,,
,2399,,,1665.8992767333984,,,,,,,
,2399,,14.010429382324219,,,,,,,,
,2449,,,1910.679817199707,,,,,,,
,2449,,2.2754669189453125,,,,,,,,
,2499,,,2263.8628482818604,,,,,,,
,2499,,24.850845336914062,,,,,,,,
,2549,,,1688.248634338379,,,,,,,
,2549,,2.9532909393310547,,,,,,,,
,2599,,,2205.4953575134277,,,,,,,
,2599,,14.09602165222168,,,,,,,,
,2649,,,2302.9632568359375,,,,,,,
,2649,,2.6013851165771484,,,,,,,,
,2699,,,2624.802827835083,,,,,,,
,2699,,13.58485221862793,,,,,,,,
,2749,,,2252.4092197418213,,,,,,,
,2749,,4.249334335327148,,,,,,,,
,2799,,,2329.998254776001,,,,,,,
,2799,,32.062530517578125,,,,,,,,
,2849,,,2375.8697509765625,,,,,,,
,2849,,1.1169910430908203,,,,,,,,
,2899,,,2295.896291732788,,,,,,,
,2899,,14.075756072998047,,,,,,,,
,2949,,,2552.9377460479736,,,,,,,
,2949,,9.448528289794922,,,,,,,,
,2999,,,1640.8228874206543,,,,,,,
,2999,,12.71367073059082,,,,,,,,
,3049,,,2273.188591003418,,,,,,,
,3049,,2.434253692626953,,,,,,,,
,3099,,,1978.3849716186523,,,,,,,
,3099,,18.457889556884766,,,,,,,,
,3149,,,1634.6521377563477,,,,,,,
,3149,,2.273082733154297,,,,,,,,
,3199,,,2015.1867866516113,,,,,,,
,3199,,28.12957763671875,,,,,,,,
,3249,,,2094.2885875701904,,,,,,,
,3249,,2.4003982543945312,,,,,,,,
,3299,,,2240.9098148345947,,,,,,,
,3299,,23.02694320678711,,,,,,,,
,3349,,,1963.6836051940918,,,,,,,
,3349,,2.384185791015625,,,,,,,,
,3399,,,1962.421178817749,,,,,,,
,3399,,13.939857482910156,,,,,,,,
,3449,,,2410.226345062256,,,,,,,
,3449,,2.2478103637695312,,,,,,,,
,3499,,,2281.637668609619,,,,,,,
,3499,,36.77105903625488,,,,,,,,
,3549,,,1586.916446685791,,,,,,,
,3549,,2.407550811767578,,,,,,,,
,3599,,,2354.848623275757,,,,,,,
,3599,,27.272701263427734,,,,,,,,
,3649,,,1968.5640335083008,,,,,,,
,3649,,2.1085739135742188,,,,,,,,
,3699,,,1917.4809455871582,,,,,,,
,3699,,22.142410278320312,,,,,,,,
,3749,,,2045.0899600982666,,,,,,,
,3749,,2.2971630096435547,,,,,,,,
,3799,,,2229.3500900268555,,,,,,,
,3799,,13.788938522338867,,,,,,,,
,3849,,,2110.9390258789062,,,,,,,
,3849,,2.2246837615966797,,,,,,,,
,3899,,,2055.2940368652344,,,,,,,
,3899,,33.29110145568848,,,,,,,,
,3949,,,1881.65283203125,,,,,,,
,3949,,2.246379852294922,,,,,,,,
,3999,,,2173.445701599121,,,,,,,
,3999,,18.490076065063477,,,,,,,,
,4049,,,2203.5653591156006,,,,,,,
,4049,,2.337932586669922,,,,,,,,
,4099,,,2259.613275527954,,,,,,,
,4099,,24.01900291442871,,,,,,,,
,4149,,,1680.8600425720215,,,,,,,
,4149,,1.3027191162109375,,,,,,,,
,4199,,,2441.542148590088,,,,,,,
,4199,,13.832569122314453,,,,,,,,
,4249,,,1937.025547027588,,,,,,,
,4249,,2.4161338806152344,,,,,,,,
,4299,,,2134.5667839050293,,,,,,,
,4299,,23.349761962890625,,,,,,,,
,4349,,,2199.2573738098145,,,,,,,
,4349,,2.167224884033203,,,,,,,,
,4399,,,1749.6464252471924,,,,,,,
,4399,,30.81989288330078,,,,,,,,
,4449,,,2112.504243850708,,,,,,,
,4449,,2.520322799682617,,,,,,,,
,4499,,,1849.0231037139893,,,,,,,
,4499,,18.8601016998291,,,,,,,,
,4549,,,2065.7031536102295,,,,,,,
,4549,,1.8694400787353516,,,,,,,,
,4599,,,2013.2386684417725,,,,,,,
,4599,,32.10282325744629,,,,,,,,
,4649,,,1716.9172763824463,,,,,,,
,4649,,2.3717880249023438,,,,,,,,
,4699,,,2147.541046142578,,,,,,,
,4699,,23.492813110351562,,,,,,,,
,4749,,,1832.0298194885254,,,,,,,
,4749,,0.8480548858642578,,,,,,,,
,4799,,,1825.8922100067139,,,,,,,
,4799,,54.656267166137695,,,,,,,,
,4849,,,1635.8330249786377,,,,,,,
,4849,,2.168893814086914,,,,,,,,
,4899,,,2180.124282836914,,,,,,,
,4899,,18.7530517578125,,,,,,,,
,4949,,,1947.6003646850586,,,,,,,
,4949,,2.3746490478515625,,,,,,,,
,4999,,,1901.4770984649658,,,,,,,
,4999,,18.796205520629883,,,,,,,,
,5049,,,473.8500118255615,,,,,,,
,5049,,0.6723403930664062,,,,,,,,
,5099,,,662.0528697967529,,,,,,,
,5099,,12.845754623413086,,,,,,,,
,5149,,,827.373743057251,,,,,,,
,5149,,5.5065155029296875,,,,,,,,
,5199,,,956.2370777130127,,,,,,,
,5199,,18.79119873046875,,,,,,,,
,5249,,,651.5746116638184,,,,,,,
,5249,,0.6823539733886719,,,,,,,,
,5299,,,766.7028903961182,,,,,,,
,5299,,17.814159393310547,,,,,,,,
,5349,,,888.1542682647705,,,,,,,
,5349,,0.6101131439208984,,,,,,,,
,5399,,,633.6846351623535,,,,,,,
,5399,,12.697696685791016,,,,,,,,
,5449,,,809.0593814849854,,,,,,,
,5449,,0.7724761962890625,,,,,,,,
,5499,,,457.5762748718262,,,,,,,
,5499,,12.86005973815918,,,,,,,,
,5549,,,593.4081077575684,,,,,,,
,5549,,0.6611347198486328,,,,,,,,
,5599,,,462.5365734100342,,,,,,,
,5599,,44.02756690979004,,,,,,,,
,5649,,,563.2185935974121,,,,,,,
,5649,,0.7002353668212891,,,,,,,,
,5699,,,811.7027282714844,,,,,,,
,5699,,36.76962852478027,,,,,,,,
,5749,,,652.2619724273682,,,,,,,
,5749,,0.6921291351318359,,,,,,,,
,5799,,,570.4233646392822,,,,,,,
,5799,,40.146827697753906,,,,,,,,
,5849,,,538.4926795959473,,,,,,,
,5849,,0.6833076477050781,,,,,,,,
,5899,,,999.0673065185547,,,,,,,
,5899,,32.21750259399414,,,,,,,,
,5949,,,602.4925708770752,,,,,,,
,5949,,0.6783008575439453,,,,,,,,
,5999,,,643.6803340911865,,,,,,,
,5999,,26.76558494567871,,,,,,,,
,6049,,,681.1208724975586,,,,,,,
,6049,,0.7238388061523438,,,,,,,,
,6099,,,640.2938365936279,,,,,,,
,6099,,15.818595886230469,,,,,,,,
,6149,,,560.8489513397217,,,,,,,
,6149,,0.6785392761230469,,,,,,,,
,6199,,,534.4822406768799,,,,,,,
,6199,,12.961626052856445,,,,,,,,
,6249,,,840.2538299560547,,,,,,,
,6249,,0.6861686706542969,,,,,,,,
,6299,,,770.4405784606934,,,,,,,
,6299,,12.82811164855957,,,,,,,,
,6349,,,718.8334465026855,,,,,,,
,6349,,0.7903575897216797,,,,,,,,
,6399,,,750.5605220794678,,,,,,,
,6399,,17.09270477294922,,,,,,,,
,6449,,,736.5074157714844,,,,,,,
,6449,,0.7531642913818359,,,,,,,,
,6499,,,518.8581943511963,,,,,,,
,6499,,13.1378173828125,,,,,,,,
,6549,,,705.2097320556641,,,,,,,
,6549,,0.6723403930664062,,,,,,,,
,6599,,,798.8660335540771,,,,,,,
,6599,,17.520904541015625,,,,,,,,
,6649,,,784.801721572876,,,,,,,
,6649,,0.7441043853759766,,,,,,,,
,6699,,,794.1792011260986,,,,,,,
,6699,,20.694494247436523,,,,,,,,
,6749,,,679.1195869445801,,,,,,,
,6749,,0.7219314575195312,,,,,,,,
,6799,,,610.1174354553223,,,,,,,
,6799,,12.847661972045898,,,,,,,,
,6849,,,834.080696105957,,,,,,,
,6849,,5.3997039794921875,,,,,,,,
,6899,,,788.8338565826416,,,,,,,
,6899,,12.851953506469727,,,,,,,,
,6949,,,936.8431568145752,,,,,,,
,6949,,0.6856918334960938,,,,,,,,
,6999,,,631.7636966705322,,,,,,,
,6999,,14.207839965820312,,,,,,,,
,7049,,,718.5533046722412,,,,,,,
,7049,,0.698089599609375,,,,,,,,
,7099,,,941.2939548492432,,,,,,,
,7099,,31.867265701293945,,,,,,,,
,7149,,,718.799352645874,,,,,,,
,7149,,0.6744861602783203,,,,,,,,
,7199,,,685.7771873474121,,,,,,,
,7199,,13.157129287719727,,,,,,,,
,7249,,,664.5419597625732,,,,,,,
,7249,,0.7386207580566406,,,,,,,,
,7299,,,660.2656841278076,,,,,,,
,7299,,16.4947509765625,,,,,,,,
,7349,,,628.8614273071289,,,,,,,
,7349,,0.7421970367431641,,,,,,,,
,7399,,,792.4098968505859,,,,,,,
,7399,,12.98379898071289,,,,,,,,
,7449,,,553.7147521972656,,,,,,,
,7449,,0.6647109985351562,,,,,,,,
,7499,,,631.5655708312988,,,,,,,
,7499,,27.63509750366211,,,,,,,,
