group,method,spearman_rho,normalized_nn_error,top1_agreement,top5_overlap,mean_nn_actual_distance,mean_random_actual_distance
matched,one_point,0.6650785824077496,0.6975390085465382,0.4375,0.5375000000000001,0.40549972478746743,0.5813291010525807
matched,euclidean_two_point,0.6650901628283824,0.6975390085465382,0.4375,0.5375000000000001,0.40549972478746743,0.5813291010525807
matched,fisher_two_point,0.6665023031163305,0.6975390085465382,0.4375,0.5375000000000001,0.40549972478746743,0.5813291010525807
external,one_point,0.7075197743835752,0.510082302895808,0.5625,0.6375,0.2985750671867844,0.5853468459731543
external,euclidean_two_point,0.7037104595418974,0.5100817503462284,0.625,0.625,0.2985747437536307,0.5853468459731543
external,fisher_two_point,0.6978545117117493,0.510082302895808,0.5625,0.6125,0.2985750671867844,0.5853468459731543
pooled,one_point,0.695267190457484,0.5733877147676409,0.375,0.45625000000000004,0.3394264774490944,0.5919667769419218
pooled,euclidean_two_point,0.6950928356007945,0.5733874415824164,0.40625,0.4625,0.33942631573251747,0.5919667769419218
pooled,fisher_two_point,0.6951085657484319,0.5733877147676409,0.375,0.44999999999999996,0.3394264774490944,0.5919667769419218
