run_key,problem,method,generation,candidate_id,score,discovery_score,family_label,family_signature,name,motifs
TSP100_family_disabled,TSP100,Family-disabled,5,f005_010_baa14678,0.0939711509704595,-0.0939711509704595,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_reg|logsigmoid|weighted_norm|none,pairwise_logsigmoid_advantage_gap_weighted_norm_entropy_reg,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,5,f005_011_831d0d04,-0.009978086853027257,0.009978086853027257,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_var|logsigmoid|weighted_avg_clamp_norm_entropy_var_reg|normalization_entropy_variance,pairwise_logsigmoid_advantage_gap_weighted_avg_clamp_norm_entropy_var_reg,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,5,f005_012_3f5421f4,-0.004200271987914839,0.004200271987914839,Advantage / Pairwise margin,pairwise_margin|advantage_gap_exp_entropy_reg|logsigmoid|weighted_avg|none,pairwise_logsigmoid_advantage_gap_weighted_avg_entropy_reg_scaled_exp,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,5,f005_001_c7c302ed,-0.004412270736694257,0.004412270736694257,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_reg|logsigmoid|weighted_avg|none,pairwise_logsigmoid_advantage_gap_weighted_avg_entropy_reg_clamped,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,5,f005_003_021076b2,-0.008543948745727725,0.008543948745727725,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_reg_interaction_exp_decay|logsigmoid|weighted_mean|none,pairwise_logsigmoid_advantage_gap_entropy_reg_interaction_scaled_exp,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,5,f005_007_2a3a6cb3,0.005232704544067435,-0.005232704544067435,Rank / Rank Blend,pairwise_rank_blend|advantage_delta_rank|softplus_logsigmoid_mixture|weighted_sum|clamp_stabilized,pairwise_rank_blend_margin_advantage_softplus_weighted_logsigmoid_sum,advantage_heavy;unstructured_weighted_sum;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,5,f005_015_08c0381c,-0.008987471771240152,0.008987471771240152,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg|logsigmoid|weighted_avg|none,pairwise_logsigmoid_advantage_gap_weighted_avg_entropy_reg_norm_delta_rank,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,5,f005_004_0770ff36,-0.008472515106201062,0.008472515106201062,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|weighted_sum|weight_normalization,pairwise_logsigmoid_advantage_gap_weighted_sum_weight_norm,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,5,f005_009_e7cc952e,0.0016364177703858118,-0.0016364177703858118,Advantage / Relative Difference,pairwise_relative_difference|advantage_gap|logsigmoid|weighted_harmonic_mean|exp_stability_regularization,pairwise_rel_diff_logsigmoid_advantage_gap_weighted_exp_reg,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,6,f006_001_a2a567f3,-0.005727082061767419,0.005727082061767419,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_zscore_reg|logsigmoid_tanh_adv|weighted_avg_clamp_norm_entropy_zscore_reg_eps_stable|normalization_entropy_zscore_eps,pairwise_logsigmoid_advantage_gap_weighted_avg_clamp_norm_entropy_var_reg_eps_stable_alpha_beta_adapt,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,6,f006_015_0509f79f,-0.006524695968628258,0.006524695968628258,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg|logsigmoid|weighted_sum_log_norm|none,pairwise_logsigmoid_advantage_gap_weighted_sum_log_norm_entropy_reg_delta_rank,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,6,f006_005_0eceb52f,0.05144020500183144,-0.05144020500183144,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_var|logsigmoid|weighted_avg_clamp_norm_entropy_var_reg|normalization_entropy_variance,pairwise_entropy_variance_regularized_loss,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,6,f006_011_0ad0b7d1,-0.004739336395263916,0.004739336395263916,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|weighted_mean|none,pairwise_logsigmoid_advantage_gap_weighted_mean_softplus_scale,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,6,f006_013_83b38258,-0.003721649932861393,0.003721649932861393,Cost / Pairwise margin,pairwise_margin|advantage_w|logsigmoid|weighted_sum|weight_normalization,pairwise_logsigmoid_advantage_weighted_sum_weight_norm_with_cost_reg,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,6,f006_010_ca613bd4,0.003019485092162988,-0.003019485092162988,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_var_reciprocal_reg|logsigmoid|weighted_avg_clamp_reciprocal_entropy_var_reg|normalization_entropy_variance_reciprocal,pairwise_logsigmoid_advantage_gap_weighted_avg_clamp_entropy_reg_reciprocal_variance,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,6,f006_006_3b94fa18,-0.004886169052123801,0.004886169052123801,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_cov|logsigmoid|weighted_avg_norm_entropy_cov_reg|normalization_entropy_covariance,pairwise_advantage_entropy_covariance_reg,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_009_8f9ba543,-0.009253922271728054,0.009253922271728054,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg_poly|logsigmoid|weighted_avg_exp_norm|none,pairwise_logsigmoid_advantage_gap_weighted_exp_norm_entropy_reg_delta_rank_poly,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_014_2a99799f,-0.005190131378173923,0.005190131378173923,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg|logsigmoid|weighted_avg_clipped_norm|clipping,pairwise_logsigmoid_advantage_gap_weighted_avg_clipped_norm_entropy_reg_delta_rank,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_008_26e186ef,-0.0067793106079099275,0.0067793106079099275,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|weighted_sum_sqrt_norm|none,pairwise_softplus_advantage_gap_weighted_sum_normalized_weight,extra_regularizer;advantage_heavy;bounded_or_normalized;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,7,f007_003_50560dfc,-0.0035824146270750923,0.0035824146270750923,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_cov_exp_scaled_variant|logsigmoid|weighted_avg_norm_entropy_cov_reg_exp_scaled|nonlinear_entropy_covariance_scaled,pairwise_advantage_entropy_cov_reg_exp_scaled_variant,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_006_11c1c7de,-0.0036271537780763197,0.0036271537780763197,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg|logsigmoid|weighted_sum_swish_norm|none,pairwise_logsigmoid_advantage_gap_weighted_sum_swish_norm_entropy_reg_delta_rank_poly,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_001_7b75011d,0.06021571235656742,-0.06021571235656742,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg_poly|logsigmoid|weighted_avg_sqrtnorm|none,pairwise_logsigmoid_advantage_gap_weighted_avg_sqrt_norm_entropy_reg_delta_rank_poly,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_000_1fc29ac9,-0.005790252304076926,0.005790252304076926,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg|logsigmoid|weighted_avg_exp_norm|none,pairwise_logsigmoid_advantage_gap_weighted_avg_exp_norm_entropy_reg_delta_rank,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_015_b521d599,-0.0047379539489744715,0.0047379539489744715,Rank / Pairwise margin,pairwise_margin|advantage_gap_entropy_reg_delta_rank_poly_interaction_normalized|logsigmoid|weighted_avg|none,pairwise_logsigmoid_advantage_gap_weighted_avg_entropy_reg_delta_rank_poly_interaction_v2,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_012_34f8c97d,-0.013935184860229377,0.013935184860229377,Prob / Rank-prob,pairwise_rankprob|advantage_w_entropy_reg|logsumexp|weighted_sum|entropy_regularization,pairwise_rankprob_advantage_blend_weighted_logsum_exp_reg,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;unstructured_weighted_sum;bounded_or_normalized
TSP100_family_disabled,TSP100,Family-disabled,7,f007_010_e0b6c5f1,-0.0040601360321042,0.0040601360321042,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg|logsigmoid|weighted_avg_exp_norm|none,pairwise_logsigmoid_advantage_gap_weighted_avg_exp_norm_entropy_reg_delta_rank_poly,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_007_76fc8a3a,-0.004664561080932383,0.004664561080932383,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_reg|logsigmoid|weighted_avg_zscore_norm|normalization_zscore,pairwise_logsigmoid_advantage_gap_weighted_avg_entropy_reg_zscore_norm,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,7,f007_004_a5130722,0.27049304466247603,-0.27049304466247603,Rank / Pairwise margin,pairwise_margin|advantage_gap_delta_rank_entropy_reg|logsigmoid|weighted_avg_exp_tanh_scale|none,pairwise_weighted_exp_tanh_logsigmoid_entropy_reg_delta_rank,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,8,f008_002_89337391,3.0130154323577885,-3.0130154323577885,Advantage / Contrastive,pairwise_contrastive|advantage_gap_entropy_reg|logsigmoid|weighted_mean_exp_norm|entropy_regularization,pairwise_contrastive_advantage_gap_weighted_logsigmoid_entropy_reg,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,8,f008_011_f9946c1c,0.0033922100067140804,-0.0033922100067140804,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|normalized_l2_ratio|none,pairwise_softplus_advantage_gap_weighted_mean_normalized_weight_norm_gap,extra_regularizer;advantage_heavy;bounded_or_normalized;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,8,f008_000_7622dad2,0.12463295783996609,-0.12463295783996609,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_gap|tanh|weighted_mean|entropy_regularization,pairwise_tanh_advantage_gap_weighted_mean_entropy_reg,extra_regularizer;advantage_heavy;bounded_or_normalized
TSP100_family_disabled,TSP100,Family-disabled,8,f008_013_447f3479,0.002517224502563753,-0.002517224502563753,Prob / Bayesian,pairwise_bayesian|delta_regret_weighted|sigmoid_log_prob|weighted_geo_mean_norm|delta_regret_abs_norm_reg,pairwise_bayesian_preference_loss_with_delta_regret,rankprob_or_probabilistic;bounded_or_normalized
TSP100_family_disabled,TSP100,Family-disabled,8,f008_015_9f38be7c,0.020008086395263636,-0.020008086395263636,Cost / Ratio Margin,pairwise_ratio_margin|advantage_gap_cost_gap_squared_reg|logsigmoid|weighted_geo_mean_log_norm|normalization_scale_invariant,pairwise_ratio_margin_advantage_costgap_weighted_geometric_mean_reg,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,8,f008_006_2284bf0f,0.045140102005004845,-0.045140102005004845,Prob / Bayesian Inference,pairwise_bayesian_inference|advantage_w_variance|sigmoid|weighted_harmonic_mean|variance_regularization,pairwise_bayesian_infer_advantage_w_variance_reg,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized
TSP100_family_disabled,TSP100,Family-disabled,8,f008_007_2ac6b819,0.05027598342895523,-0.05027598342895523,Advantage / Pairwise margin,pairwise_margin|advantage_gap_entropy_reg|logsigmoid|weighted_avg_clip_norm|normalization_clipping,pairwise_logsigmoid_advantage_gap_weighted_avg_clip_norm,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,8,f008_012_6317a71c,-0.0038875144958492314,0.0038875144958492314,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|weighted_mean_zscore_norm|none,pairwise_softplus_advantage_gap_weighted_mean_zscore_norm,extra_regularizer;advantage_heavy;bounded_or_normalized;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,8,f008_014_f877dbe3,-0.004812698745727317,0.004812698745727317,Cost / Pairwise margin,pairwise_margin|advantage_gap_with_cost|logsigmoid|weighted_sum_sqrt_norm|none,pairwise_logsigmoid_advantage_gap_weighted_sum_normalized_weight_with_cost_reg,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,9,f009_010_9c7d8a48,-0.010746623229980212,0.010746623229980212,Cost / Pairwise margin,pairwise_margin|advantage_gap_with_cost_and_l2|logsigmoid|weighted_sum_sqrt_norm|none,pairwise_logsigmoid_advantage_gap_weighted_sum_normalized_weight_with_cost_reg_l2,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,9,f009_001_232938ed,0.11306324882507335,-0.11306324882507335,Advantage / Pairwise margin,pairwise_margin|advantage_gap|relu|weighted_sum_inverse_weight_norm|none,pairwise_relu_neg_advantage_gap_weighted_sum_inverse_weight,advantage_heavy;unstructured_weighted_sum;bounded_or_normalized;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,9,f009_004_2985b459,-0.007454957199096501,0.007454957199096501,Cost / Pairwise margin,pairwise_margin|advantage_gap_with_smooth_cost_entropy_interaction|logsigmoid|weighted_sum_sqrt_norm|clipping_with_entropy_interaction_and_softplus_cost_reg,pairwise_logsigmoid_advantage_gap_weighted_sum_norm_cost_reg_clipped_entropy_mutual_info_bonus,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
TSP100_family_disabled,TSP100,Family-disabled,9,f009_008_f7b70409,-0.008725999450683197,0.008725999450683197,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|weighted_mean_zscore_norm|clipping_normalization,pairwise_softplus_advantage_gap_weighted_mean_zscore_norm_clipped,extra_regularizer;advantage_heavy;bounded_or_normalized;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,9,f009_009_788e9325,-0.0019718997955320283,0.0019718997955320283,Cost / Pairwise margin,pairwise_margin|advantage_gap_with_cost|tanh|weighted_sum_sqrt_norm|none,pairwise_tanh_clamped_advantage_gap_weighted_sum_sqrt_norm_scaled_cost_reg_beta_gamma_adjusted,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,9,f009_006_6ea55ea6,-0.004721903610229283,0.004721903610229283,Cost / Pairwise margin,pairwise_margin|advantage_gap_with_cost|logsigmoid|weighted_sum_root_norm|none,pairwise_logsigmoid_advantage_gap_weighted_sum_root_weight_reg_softplus_eps_shift,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,9,f009_012_c804efce,0.018817182540893818,-0.018817182540893818,Prob / Rank-prob,pairwise_rankprob|advantage_gap|log_softmax_margin|weighted_logsumexp_norm_mean|none,pairwise_rankprob_advantage_gap_weighted_log_softmax_normalized,advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized
TSP100_family_disabled,TSP100,Family-disabled,9,f009_013_dd2e6558,-0.006850687789917043,0.006850687789917043,Cost / Pairwise margin,pairwise_margin|advantage_gap_with_cost|softplus|weighted_sum_sqrt_norm|none,pairwise_softplus_advantage_gap_weighted_sum_norm_sqrt_weight_cost_reg_exp,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
TSP100_family_disabled,TSP100,Family-disabled,9,f009_003_f7a0dc38,-0.0017535560607910838,0.0017535560607910838,Cost / Pairwise margin,pairwise_margin|advantage_gap_with_cost|logsigmoid|weighted_median_norm|none,pairwise_logsigmoid_advantage_gap_weighted_median_norm_cost_reg_relu,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,0,f000_012_372ae734,1.2279996871948313,-1.2279996871948313,Advantage / Preference,preference|advantage|logsigmoid|pairwise|margin,pairwise_advantage_gap_loss,advantage_heavy;logsigmoid_backbone
FFSP100_family_aware,FFSP100,Family-aware,0,f000_010_8c1f3fbe,0.1135002136230483,-0.1135002136230483,Cost / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,loss_logsigmoid_001_cost_normalized,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,1,f001_008_bbfc4450,0.10849990844727131,-0.10849990844727131,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,normalized_difference_tanh_logsigmoid,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,1,f001_010_c1dbcc9d,1.3380001068115277,-1.3380001068115277,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,normalized_tanh_advantage_gap_logsigmoid_loss,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,1,f001_007_4382f1f4,0.070000076293951,-0.070000076293951,Cost / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|sum|normalization_injected,loss_logsigmoid_001_cost_normalized_sum,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;unstructured_weighted_sum;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,1,f001_015_4fb61eca,0.13200035095214702,-0.13200035095214702,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|tanh_symmetric_clipping_offset,loss_tanh_logsigmoid_advantage_gap_scaled_clip_offset,advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,2,f002_011_9e2973c8,0.02950077056885192,-0.02950077056885192,Advantage / Unknown,||||,stable_advantage_logsigmoid_scaled_loss,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone
FFSP100_family_aware,FFSP100,Family-aware,2,f002_009_275a70bd,0.04999999999999716,-0.04999999999999716,Cost / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,loss_logsigmoid_001_cost_normalized,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,2,f002_007_9a27bc44,0.03750076293945881,-0.03750076293945881,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|mean|normalization_injected,loss_softplus_margin_advantage_gap_weighted,extra_regularizer;advantage_heavy;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,2,f002_001_a0cbeead,-0.06449928283691264,0.06449928283691264,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|mean|normalization_injected,normalized_advantage_gap_softplus_diff_loss,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,3,f003_013_004466ee,-0.018999862670895595,0.018999862670895595,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,advantage_gap_sigmoid_pairwise_loss_repaired,advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,3,f003_004_a86b21ab,0.14300041198730895,-0.14300041198730895,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|mean|normalization_injected,strategy_crossover_combined_repaired,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,3,f003_011_2100f22a,-0.01949977874755149,0.01949977874755149,Advantage / Unknown,||||,stable_advantage_logsigmoid_scaled_loss,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;logsigmoid_backbone
FFSP100_family_aware,FFSP100,Family-aware,3,f003_009_749d675b,1.0364999771118164,-1.0364999771118164,Advantage / Preference,preference|advantage|logsigmoid|sum|margin,pairwise_advantage_gap_sum_loss,advantage_heavy;unstructured_weighted_sum;logsigmoid_backbone
FFSP100_family_aware,FFSP100,Family-aware,3,f003_015_3e478270,0.09250030517578978,-0.09250030517578978,Advantage / Pairwise margin,pairwise_margin|advantage_gap|softplus|sum|normalization_injected,normalized_advantage_gap_softplus_sum_loss,extra_regularizer;advantage_heavy;unstructured_weighted_sum;bounded_or_normalized;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,3,f003_014_f4f82526,-0.06699943542480469,0.06699943542480469,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,advantage_gap_logsigmoid_weighted_norm,extra_regularizer;advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,3,f003_012_87ea507c,1.179999732971197,-1.179999732971197,Advantage / Preference,preference|advantage|logsigmoid|weighted_sum_normalized|margin,pairwise_advantage_gap_weighted_sum_loss,advantage_heavy;bounded_or_normalized;logsigmoid_backbone
FFSP100_family_aware,FFSP100,Family-aware,3,f003_006_11cec37f,-0.04399948120116903,0.04399948120116903,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|norm_normalized_scaled,loss_neg_logsigmoid_scaled_advantage_gap_norm,advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_015_a445aa4c,0.1004997253417983,-0.1004997253417983,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|sum|normalization_injected,advantage_gap_logsigmoid_weighted_sum,extra_regularizer;advantage_heavy;unstructured_weighted_sum;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_007_90b4a625,0.007499694824225855,-0.007499694824225855,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|sum|normalization_injected,advantage_gap_logsigmoid_weighted_sum,advantage_heavy;unstructured_weighted_sum;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_002_56904754,-0.110499763488761,0.110499763488761,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,advantage_gap_logsigmoid_weighted_norm_shifted,advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_011_ac4ecb3a,0.10250072479248473,-0.10250072479248473,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|symmetric_clipping,advantage_gap_logsigmoid_weighted_symmetric_clipped,advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_004_059496a9,-0.11900005340576314,0.11900005340576314,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,advantage_gap_logsigmoid_weighted_norm_scaled_shifted,advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_003_39fe8a34,0.025000381469730826,-0.025000381469730826,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,advantage_gap_logsigmoid_weighted_norm_scaled,advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_005_d9c96701,4.25849990844727,-4.25849990844727,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,pairwise_advantage_gap_scaled_normalized_loss,advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_000_6e07fb05,0.07250003814697692,-0.07250003814697692,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|sum|normalization_injected,advantage_gap_logsigmoid_weighted_sum,advantage_heavy;unstructured_weighted_sum;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,4,f004_013_436eecd6,-0.01299991607665163,0.01299991607665163,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|symmetric_clipping_with_shift,advantage_gap_logsigmoid_weighted_norm_scaled_shifted_clamp,advantage_heavy;rankprob_or_probabilistic;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,5,f005_001_0ba0d0e5,-0.1575002670288086,0.1575002670288086,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|sum|normalization_injected,advantage_gap_logsigmoid_weighted_norm_scaled_sum,advantage_heavy;unstructured_weighted_sum;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
FFSP100_family_aware,FFSP100,Family-aware,5,f005_010_830ca02d,-0.06900005340575888,0.06900005340575888,Advantage / Pairwise margin,pairwise_margin|advantage_gap|logsigmoid|mean|normalization_injected,advantage_gap_logsigmoid_weighted_norm_scaled_shifted_randphase,extra_regularizer;advantage_heavy;bounded_or_normalized;logsigmoid_backbone;plain_pairwise_margin
