epoch,step,train/delta_nll,train/diversity_edge,train/diversity_node,train/ga_cost_gain,train/ga_cost_gain_rel,train/loss,train/max_reward,train/reward,train/t_decode,train/t_diag,train/t_ga,train/t_total_raw,val/max_aug_reward,val/max_reward,val/reward
0,49,,,,,,-5.806493282318115,-11.850536346435547,-15.147720336914062,0.16677212715148926,0.0,0.0,0.26773297786712646,,,
0,99,,,,,,-4.239218711853027,-9.632081031799316,-12.269448280334473,0.18428510427474976,0.0,0.0,0.2847660779953003,,,
0,149,,,,,,-3.595065116882324,-9.184348106384277,-11.507803916931152,0.17188604176044464,0.0,0.0,0.27302101254463196,,,
0,199,,,,,,-3.2333507537841797,-9.194047927856445,-11.236621856689453,0.20690448582172394,0.0,0.0,0.3613932132720947,,,
0,249,,,,,,-2.979518175125122,-8.891563415527344,-10.973401069641113,0.18729133903980255,0.0,0.0,0.2984447479248047,,,
0,299,,,,,,-2.746455430984497,-8.616029739379883,-10.803102493286133,0.2037920355796814,0.0,0.0,0.3102658987045288,,,
0,349,,,,0.8993148803710938,0.0008332465076819062,-2.8618526458740234,-8.927675247192383,-10.768747329711914,0.18999914824962616,0.0,0.0,0.2923780679702759,,,
0,399,,,,-1.1987686157226562,-0.0011165549512952566,-2.3595328330993652,-8.814947128295898,-10.621770858764648,0.1797378957271576,0.0,0.0,0.28054866194725037,,,
0,449,,,,0.22420883178710938,0.00021109763474669307,-1.8368133306503296,-8.699972152709961,-10.541708946228027,0.18077468872070312,0.0,0.0,0.28292015194892883,,,
0,499,,,,-1.766204833984375,-0.0016697569517418742,-2.039872646331787,-8.623083114624023,-10.491011619567871,0.18612343072891235,0.0,0.0,0.28753718733787537,,,
0,549,,,,-1.766204833984375,-0.0016697569517418742,-2.0575790405273438,-8.56751537322998,-10.3804931640625,0.18138784170150757,0.0,0.0,0.29622724652290344,,,
0,599,,,,-1.766204833984375,-0.0016697569517418742,-1.6482436656951904,-8.617813110351562,-10.32122802734375,0.1964065134525299,0.0,0.0,0.3050706088542938,,,
0,649,,,,-1.766204833984375,-0.0016697569517418742,-1.8332765102386475,-8.65041732788086,-10.28268051147461,0.17923353612422943,0.0,0.0,0.2811754047870636,,,
0,699,,,,1.0380744934082031,0.0010064966045320034,-1.731289029121399,-8.503036499023438,-10.230875015258789,0.19300208985805511,0.0,0.0,0.2971091568470001,,,
0,749,,,,1.0380744934082031,0.0010064966045320034,-1.797533392906189,-8.641998291015625,-10.204647064208984,0.16804857552051544,0.0,0.0,0.27609989047050476,,,
