epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,train/sll_loss,val/max_reward,val/reward
1,2949,,,,7.429479598999023,-869.0,-961.5625,7.429479598999023,,
,2999,,,845.5245494842529,,,,,,
,2999,,27.829408645629883,,,,,,,
1,2999,,,,4.475960731506348,-808.0,-896.9375,4.475960731506348,,
,3049,,,811.2471103668213,,,,,,
,3049,,1.9257068634033203,,,,,,,
1,3049,,,,2.785736560821533,-947.0,-1043.9375,2.785736560821533,,
,3099,,,831.8769931793213,,,,,,
,3099,,20.62845230102539,,,,,,,
1,3099,,,,5.483893871307373,-1008.0,-1091.6875,5.483893871307373,,
,3149,,,858.3297729492188,,,,,,
,3149,,2.0449161529541016,,,,,,,
1,3149,,,,3.119826078414917,-883.0,-984.125,3.119826078414917,,
,3199,,,849.0285873413086,,,,,,
,3199,,20.129919052124023,,,,,,,
1,3199,,,,4.014225006103516,-930.0,-1045.4375,4.014225006103516,,
,3249,,,823.5089778900146,,,,,,
,3249,,2.0406246185302734,,,,,,,
1,3249,,,,4.063841342926025,-856.0,-948.3125,4.063841342926025,,
,3299,,,822.4539756774902,,,,,,
,3299,,20.005226135253906,,,,,,,
1,3299,,,,2.578618049621582,-969.0,-1056.25,2.578618049621582,,
,3349,,,796.457052230835,,,,,,
,3349,,1.9023418426513672,,,,,,,
1,3349,,,,4.674491882324219,-909.0,-1016.4375,4.674491882324219,,
,3399,,,817.1870708465576,,,,,,
,3399,,20.125389099121094,,,,,,,
1,3399,,,,2.4279417991638184,-853.0,-930.1875,2.4279417991638184,,
,3449,,,871.5713024139404,,,,,,
,3449,,5.736589431762695,,,,,,,
1,3449,,,,4.824987411499023,-943.0,-1021.625,4.824987411499023,,
,3499,,,843.7013626098633,,,,,,
,3499,,20.220518112182617,,,,,,,
1,3499,,,,2.988201379776001,-871.0,-984.0,2.988201379776001,,
,3549,,,827.1300792694092,,,,,,
,3549,,1.91497802734375,,,,,,,
1,3549,,,,4.721467018127441,-847.0,-939.5625,4.721467018127441,,
,3599,,,856.0607433319092,,,,,,
,3599,,21.845579147338867,,,,,,,
1,3599,,,,6.380203723907471,-886.0,-1009.5625,6.380203723907471,,
,3649,,,855.0093173980713,,,,,,
,3649,,2.1505355834960938,,,,,,,
1,3649,,,,5.838433742523193,-986.0,-1076.0625,5.838433742523193,,
,3699,,,866.5540218353271,,,,,,
,3699,,21.391868591308594,,,,,,,
1,3699,,,,4.1065850257873535,-802.0,-862.1875,4.1065850257873535,,
,3749,,,829.5438289642334,,,,,,
,3749,,1.9333362579345703,,,,,,,
1,3749,,,,4.135723114013672,-956.0,-1059.5,4.135723114013672,,
,3799,,,826.2076377868652,,,,,,
,3799,,19.394874572753906,,,,,,,
1,3799,,,,5.72703218460083,-896.0,-995.5,5.72703218460083,,
,3849,,,850.1739501953125,,,,,,
,3849,,2.054929733276367,,,,,,,
1,3849,,,,3.9492805004119873,-802.0,-871.3125,3.9492805004119873,,
,3899,,,852.6866436004639,,,,,,
,3899,,20.109891891479492,,,,,,,
1,3899,,,,3.9936776161193848,-814.0,-965.6875,3.9936776161193848,,
,3949,,,801.3148307800293,,,,,,
,3949,,1.9752979278564453,,,,,,,
1,3949,,,,3.6631314754486084,-1012.0,-1073.375,3.6631314754486084,,
,3999,,,827.3558616638184,,,,,,
,3999,,19.980430603027344,,,,,,,
1,3999,,,,5.630119323730469,-903.0,-1045.6875,5.630119323730469,,
1,3999,,,,,,,,-932.9719848632812,-961.54833984375
,4000,2345.5807008743286,,,,,,,,
,4049,,,814.1188621520996,,,,,,
,4049,,2.0911693572998047,,,,,,,
2,4049,,,,5.738665580749512,-761.0,-826.25,5.738665580749512,,
,4099,,,871.4966773986816,,,,,,
,4099,,25.811433792114258,,,,,,,
2,4099,,,,2.6400392055511475,-847.0,-910.1875,2.6400392055511475,,
,4149,,,800.8699417114258,,,,,,
,4149,,2.0360946655273438,,,,,,,
2,4149,,,,3.95036244392395,-927.0,-1033.75,3.95036244392395,,
,4199,,,814.8443698883057,,,,,,
,4199,,20.405292510986328,,,,,,,
2,4199,,,,3.3160946369171143,-982.0,-1067.4375,3.3160946369171143,,
,4249,,,842.0565128326416,,,,,,
,4249,,2.1927356719970703,,,,,,,
2,4249,,,,3.0862250328063965,-931.0,-1037.875,3.0862250328063965,,
,4299,,,869.525671005249,,,,,,
,4299,,20.89524269104004,,,,,,,
2,4299,,,,3.8871748447418213,-910.0,-992.4375,3.8871748447418213,,
,4349,,,857.3932647705078,,,,,,
,4349,,2.4993419647216797,,,,,,,
2,4349,,,,7.501112461090088,-1000.0,-1046.75,7.501112461090088,,
,4399,,,835.83664894104,,,,,,
,4399,,28.198719024658203,,,,,,,
2,4399,,,,4.185165882110596,-773.0,-873.4375,4.185165882110596,,
,4449,,,851.9740104675293,,,,,,
,4449,,5.0201416015625,,,,,,,
2,4449,,,,3.714855670928955,-845.0,-954.4375,3.714855670928955,,
,4499,,,853.9605140686035,,,,,,
,4499,,20.340681076049805,,,,,,,
2,4499,,,,3.5344278812408447,-907.0,-1017.0625,3.5344278812408447,,
,4549,,,838.5379314422607,,,,,,
,4549,,2.2249221801757812,,,,,,,
2,4549,,,,2.8917253017425537,-922.0,-1006.0,2.8917253017425537,,
,4599,,,844.2327976226807,,,,,,
,4599,,19.849538803100586,,,,,,,
2,4599,,,,4.343228340148926,-925.0,-1032.5,4.343228340148926,,
,4649,,,844.184160232544,,,,,,
,4649,,2.1283626556396484,,,,,,,
2,4649,,,,2.417513370513916,-839.0,-928.6875,2.417513370513916,,
,4699,,,848.046064376831,,,,,,
,4699,,20.39194107055664,,,,,,,
2,4699,,,,5.786489009857178,-803.0,-852.625,5.786489009857178,,
,4749,,,842.7951335906982,,,,,,
,4749,,2.238035202026367,,,,,,,
2,4749,,,,3.883531332015991,-905.0,-1040.8125,3.883531332015991,,
,4799,,,816.7617321014404,,,,,,
,4799,,19.664287567138672,,,,,,,
2,4799,,,,3.5633082389831543,-898.0,-1015.125,3.5633082389831543,,
,4849,,,822.89719581604,,,,,,
,4849,,5.908966064453125,,,,,,,
2,4849,,,,4.84721040725708,-964.0,-1054.375,4.84721040725708,,
,4899,,,801.2182712554932,,,,,,
,4899,,20.583391189575195,,,,,,,
2,4899,,,,4.111878395080566,-859.0,-956.0,4.111878395080566,,
,4949,,,828.9258480072021,,,,,,
,4949,,1.9931793212890625,,,,,,,
2,4949,,,,5.164154052734375,-834.0,-918.8125,5.164154052734375,,
,4999,,,835.0160121917725,,,,,,
,4999,,21.152734756469727,,,,,,,
2,4999,,,,2.650773048400879,-965.0,-1052.4375,2.650773048400879,,
,5049,,,875.3290176391602,,,,,,
,5049,,2.2139549255371094,,,,,,,
2,5049,,,,3.9820773601531982,-861.0,-973.1875,3.9820773601531982,,
,5099,,,831.9454193115234,,,,,,
,5099,,28.410911560058594,,,,,,,
2,5099,,,,3.3612072467803955,-907.0,-1011.6875,3.3612072467803955,,
,5149,,,796.5478897094727,,,,,,
,5149,,2.0775794982910156,,,,,,,
2,5149,,,,6.495547771453857,-915.0,-1005.5625,6.495547771453857,,
,5199,,,844.7213172912598,,,,,,
,5199,,20.715713500976562,,,,,,,
2,5199,,,,4.612969398498535,-969.0,-1030.0625,4.612969398498535,,
,5249,,,833.120584487915,,,,,,
,5249,,2.208709716796875,,,,,,,
2,5249,,,,5.418742656707764,-926.0,-992.6875,5.418742656707764,,
,5299,,,834.3977928161621,,,,,,
,5299,,20.39361000061035,,,,,,,
2,5299,,,,4.752063274383545,-1033.0,-1153.0,4.752063274383545,,
,5349,,,834.0573310852051,,,,,,
,5349,,2.1986961364746094,,,,,,,
2,5349,,,,4.15551233291626,-900.0,-979.375,4.15551233291626,,
,5399,,,813.8937950134277,,,,,,
,5399,,20.662546157836914,,,,,,,
2,5399,,,,3.329998016357422,-930.0,-1003.0,3.329998016357422,,
,5449,,,820.5444812774658,,,,,,
,5449,,2.294778823852539,,,,,,,
2,5449,,,,3.8906869888305664,-869.0,-938.875,3.8906869888305664,,
,5499,,,849.2286205291748,,,,,,
,5499,,20.31731605529785,,,,,,,
2,5499,,,,3.4455928802490234,-894.0,-1029.9375,3.4455928802490234,,
,5549,,,828.8981914520264,,,,,,
,5549,,2.1390914916992188,,,,,,,
2,5549,,,,5.214829921722412,-998.0,-1093.75,5.214829921722412,,
,5599,,,811.6934299468994,,,,,,
,5599,,20.255088806152344,,,,,,,
2,5599,,,,3.532356023788452,-873.0,-949.375,3.532356023788452,,
,5649,,,815.3676986694336,,,,,,
,5649,,2.321958541870117,,,,,,,
2,5649,,,,4.483999729156494,-934.0,-1039.8125,4.483999729156494,,
,5699,,,850.6388664245605,,,,,,
,5699,,27.71162986755371,,,,,,,
2,5699,,,,3.694195032119751,-908.0,-981.3125,3.694195032119751,,
,5749,,,837.1312618255615,,,,,,
,5749,,2.1271705627441406,,,,,,,
2,5749,,,,7.443190574645996,-892.0,-996.625,7.443190574645996,,
,5799,,,810.2169036865234,,,,,,
,5799,,19.8209285736084,,,,,,,
2,5799,,,,5.109138488769531,-858.0,-976.3125,5.109138488769531,,
,5849,,,816.3642883300781,,,,,,
,5849,,2.40325927734375,,,,,,,
2,5849,,,,4.443039894104004,-959.0,-1033.4375,4.443039894104004,,
,5899,,,828.6409378051758,,,,,,
,5899,,21.017074584960938,,,,,,,
2,5899,,,,3.6518824100494385,-907.0,-982.0625,3.6518824100494385,,
,5949,,,827.7590274810791,,,,,,
,5949,,2.0248889923095703,,,,,,,
2,5949,,,,2.952061891555786,-960.0,-1032.9375,2.952061891555786,,
,5999,,,856.9540977478027,,,,,,
,5999,,20.10512351989746,,,,,,,
2,5999,,,,4.493434906005859,-1042.0,-1172.0,4.493434906005859,,
2,5999,,,,,,,,-934.1329956054688,-963.5162963867188
,6000,2347.2232682704926,,,,,,,,
,6049,,,885.3359222412109,,,,,,
,6049,,2.457857131958008,,,,,,,
3,6049,,,,3.8334743976593018,-1058.0,-1131.1875,3.8334743976593018,,
,6099,,,918.4277057647705,,,,,,
,6099,,28.246641159057617,,,,,,,
3,6099,,,,3.9317359924316406,-975.0,-1104.3125,3.9317359924316406,,
,6149,,,848.4225273132324,,,,,,
,6149,,3.355741500854492,,,,,,,
3,6149,,,,3.7403032779693604,-930.0,-1075.75,3.7403032779693604,,
,6199,,,856.0926914215088,,,,,,
,6199,,29.01768684387207,,,,,,,
3,6199,,,,6.426924705505371,-920.0,-975.3125,6.426924705505371,,
,6249,,,1026.4396667480469,,,,,,
,6249,,4.8656463623046875,,,,,,,
3,6249,,,,2.7824625968933105,-888.0,-965.125,2.7824625968933105,,
,6299,,,869.1339492797852,,,,,,
,6299,,21.567344665527344,,,,,,,
3,6299,,,,3.474165201187134,-791.0,-872.1875,3.474165201187134,,
,6349,,,828.3720016479492,,,,,,
,6349,,2.1855831146240234,,,,,,,
3,6349,,,,4.4891276359558105,-836.0,-936.75,4.4891276359558105,,
,6399,,,855.687141418457,,,,,,
,6399,,21.09360694885254,,,,,,,
3,6399,,,,3.005620241165161,-980.0,-1063.25,3.005620241165161,,
,6449,,,818.1757926940918,,,,,,
,6449,,2.232074737548828,,,,,,,
3,6449,,,,4.180621147155762,-931.0,-1038.4375,4.180621147155762,,
,6499,,,831.0120105743408,,,,,,
,6499,,20.722627639770508,,,,,,,
3,6499,,,,4.123111248016357,-1018.0,-1114.6875,4.123111248016357,,
,6549,,,849.0035533905029,,,,,,
,6549,,2.4957656860351562,,,,,,,
3,6549,,,,4.078721523284912,-1046.0,-1173.125,4.078721523284912,,
,6599,,,876.908540725708,,,,,,
,6599,,24.32727813720703,,,,,,,
3,6599,,,,3.9352452754974365,-960.0,-1089.3125,3.9352452754974365,,
,6649,,,844.0508842468262,,,,,,
,6649,,2.1331310272216797,,,,,,,
3,6649,,,,4.27878999710083,-829.0,-936.625,4.27878999710083,,
,6699,,,807.7149391174316,,,,,,
,6699,,20.398378372192383,,,,,,,
3,6699,,,,3.687659740447998,-880.0,-1040.4375,3.687659740447998,,
,6749,,,851.5312671661377,,,,,,
,6749,,5.729913711547852,,,,,,,
3,6749,,,,7.719326972961426,-976.0,-1141.375,7.719326972961426,,
,6799,,,855.1023006439209,,,,,,
,6799,,28.40876579284668,,,,,,,
3,6799,,,,5.386317253112793,-872.0,-956.8125,5.386317253112793,,
,6849,,,832.6330184936523,,,,,,
,6849,,3.4875869750976562,,,,,,,
3,6849,,,,3.6979854106903076,-991.0,-1057.6875,3.6979854106903076,,
,6899,,,861.1190319061279,,,,,,
,6899,,22.60565757751465,,,,,,,
3,6899,,,,4.301738739013672,-878.0,-988.9375,4.301738739013672,,
,6949,,,853.8722991943359,,,,,,
,6949,,2.8476715087890625,,,,,,,
3,6949,,,,2.9774436950683594,-860.0,-989.3125,2.9774436950683594,,
,6999,,,891.6213512420654,,,,,,
,6999,,21.67797088623047,,,,,,,
3,6999,,,,4.1614089012146,-976.0,-1103.5,4.1614089012146,,
,7049,,,876.1842250823975,,,,,,
,7049,,2.7823448181152344,,,,,,,
3,7049,,,,3.0239851474761963,-908.0,-1000.4375,3.0239851474761963,,
,7099,,,894.1917419433594,,,,,,
,7099,,21.00658416748047,,,,,,,
3,7099,,,,4.407618999481201,-940.0,-1017.3125,4.407618999481201,,
,7149,,,828.3963203430176,,,,,,
,7149,,2.260446548461914,,,,,,,
3,7149,,,,4.956817150115967,-850.0,-938.8125,4.956817150115967,,
,7199,,,878.2472610473633,,,,,,
,7199,,20.721912384033203,,,,,,,
3,7199,,,,2.5591647624969482,-904.0,-1000.8125,2.5591647624969482,,
,7249,,,1065.2482509613037,,,,,,
,7249,,2.31170654296875,,,,,,,
3,7249,,,,8.334976196289062,-837.0,-911.375,8.334976196289062,,
,7299,,,870.3885078430176,,,,,,
,7299,,21.04806900024414,,,,,,,
3,7299,,,,3.8689255714416504,-937.0,-1063.0625,3.8689255714416504,,
,7349,,,870.0242042541504,,,,,,
,7349,,2.092599868774414,,,,,,,
3,7349,,,,5.980130195617676,-905.0,-954.0,5.980130195617676,,
,7399,,,1081.5420150756836,,,,,,
,7399,,20.949602127075195,,,,,,,
3,7399,,,,3.2273693084716797,-1031.0,-1102.625,3.2273693084716797,,
,7449,,,1059.4656467437744,,,,,,
,7449,,2.25067138671875,,,,,,,
3,7449,,,,3.5502724647521973,-896.0,-1002.375,3.5502724647521973,,
,7499,,,926.100492477417,,,,,,
,7499,,23.69523048400879,,,,,,,
3,7499,,,,3.9277865886688232,-1027.0,-1143.125,3.9277865886688232,,
,7549,,,1146.4860439300537,,,,,,
,7549,,3.3779144287109375,,,,,,,
3,7549,,,,2.0217511653900146,-874.0,-968.375,2.0217511653900146,,
,7599,,,997.2338676452637,,,,,,
,7599,,22.774457931518555,,,,,,,
3,7599,,,,2.1098506450653076,-937.0,-1020.4375,2.1098506450653076,,
,7649,,,1070.6720352172852,,,,,,
,7649,,2.4480819702148438,,,,,,,
3,7649,,,,4.893466949462891,-889.0,-974.4375,4.893466949462891,,
,7699,,,1061.7198944091797,,,,,,
,7699,,21.755456924438477,,,,,,,
3,7699,,,,4.630369186401367,-911.0,-1028.375,4.630369186401367,,
,7749,,,883.9967250823975,,,,,,
,7749,,2.6569366455078125,,,,,,,
3,7749,,,,3.0364644527435303,-909.0,-967.9375,3.0364644527435303,,
,7799,,,894.8028087615967,,,,,,
,7799,,28.500795364379883,,,,,,,
3,7799,,,,7.597118854522705,-887.0,-970.0625,7.597118854522705,,
,7849,,,881.2153339385986,,,,,,
,7849,,3.0260086059570312,,,,,,,
3,7849,,,,4.4212260246276855,-903.0,-1035.1875,4.4212260246276855,,
,7899,,,889.2884254455566,,,,,,
,7899,,21.563053131103516,,,,,,,
3,7899,,,,6.399374008178711,-943.0,-1011.9375,6.399374008178711,,
,7949,,,859.9100112915039,,,,,,
,7949,,4.177570343017578,,,,,,,
3,7949,,,,4.922625541687012,-845.0,-951.375,4.922625541687012,,
,7999,,,890.8720016479492,,,,,,
,7999,,21.489381790161133,,,,,,,
3,7999,,,,5.848051071166992,-900.0,-989.4375,5.848051071166992,,
3,7999,,,,,,,,-939.0549926757812,-967.09375
,8000,2484.2886180877686,,,,,,,,
,8049,,,877.720832824707,,,,,,
,8049,,2.366304397583008,,,,,,,
4,8049,,,,3.2730495929718018,-934.0,-1073.9375,3.2730495929718018,,
,8099,,,873.5198974609375,,,,,,
,8099,,22.168874740600586,,,,,,,
4,8099,,,,3.9318902492523193,-901.0,-958.875,3.9318902492523193,,
,8149,,,878.3133029937744,,,,,,
,8149,,3.0832290649414062,,,,,,,
4,8149,,,,4.645506381988525,-898.0,-998.9375,4.645506381988525,,
,8199,,,877.5994777679443,,,,,,
,8199,,27.49490737915039,,,,,,,
4,8199,,,,2.1412553787231445,-1020.0,-1145.3125,2.1412553787231445,,
,8249,,,1186.5696907043457,,,,,,
,8249,,3.74603271484375,,,,,,,
4,8249,,,,4.127430438995361,-904.0,-970.75,4.127430438995361,,
,8299,,,975.4350185394287,,,,,,
,8299,,21.810531616210938,,,,,,,
4,8299,,,,3.640378475189209,-907.0,-1030.875,3.640378475189209,,
,8349,,,1009.6352100372314,,,,,,
,8349,,4.63104248046875,,,,,,,
4,8349,,,,5.9416823387146,-873.0,-938.75,5.9416823387146,,
,8399,,,867.2018051147461,,,,,,
,8399,,21.77286148071289,,,,,,,
4,8399,,,,3.4048986434936523,-820.0,-883.75,3.4048986434936523,,
,8449,,,868.2951927185059,,,,,,
,8449,,2.3927688598632812,,,,,,,
4,8449,,,,4.005510330200195,-956.0,-1022.4375,4.005510330200195,,
,8499,,,921.8752384185791,,,,,,
,8499,,22.54962921142578,,,,,,,
4,8499,,,,6.083354949951172,-857.0,-920.0625,6.083354949951172,,
,8549,,,1142.0235633850098,,,,,,
,8549,,2.4700164794921875,,,,,,,
4,8549,,,,3.024186611175537,-947.0,-1054.6875,3.024186611175537,,
,8599,,,972.6638793945312,,,,,,
,8599,,29.412269592285156,,,,,,,
4,8599,,,,2.6471455097198486,-823.0,-972.9375,2.6471455097198486,,
,8649,,,906.9747924804688,,,,,,
,8649,,2.628803253173828,,,,,,,
4,8649,,,,4.780400276184082,-903.0,-1030.3125,4.780400276184082,,
,8699,,,1137.6771926879883,,,,,,
,8699,,21.880626678466797,,,,,,,
4,8699,,,,1.6532340049743652,-866.0,-955.6875,1.6532340049743652,,
,8749,,,1132.0853233337402,,,,,,
,8749,,2.7484893798828125,,,,,,,
4,8749,,,,3.4739339351654053,-910.0,-1106.0,3.4739339351654053,,
,8799,,,953.3019065856934,,,,,,
,8799,,22.16315269470215,,,,,,,
