problem,problem_label,condition,condition_label,target_size,bin,x_min,x_max,x_mid,weight_mean,weight_q25,weight_q75,count
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,0.0,3.167381237290101e-07,0.006943472661077976,0.0034515324514359236,0.23039625236490835,0.20000000298023224,0.20000000298023224,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,1.0,0.006945810746401548,0.015189707279205322,0.010935372207313776,0.26279432615063203,0.20000000298023224,0.20000000298023224,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,2.0,0.015192009508609772,0.02488715760409832,0.019966168329119682,0.32165750335998045,0.20000000298023224,0.20000000298023224,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,3.0,0.024891497567296028,0.03653637692332268,0.03036955837160349,0.4182293215431837,0.20000000298023224,0.2827005609869957,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,4.0,0.036536719650030136,0.0507049635052681,0.04339090920984745,0.5589728354004823,0.20000000298023224,0.4588302746415138,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,5.0,0.050705987960100174,0.06890890747308731,0.05900614336133003,0.6722865243012721,0.20000000298023224,0.6827275305986404,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,6.0,0.06891287863254547,0.09643519669771194,0.08155142888426781,0.7208867930989016,0.20000000298023224,0.8365580290555954,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,7.0,0.09643806517124176,0.15091902017593384,0.11861081421375275,1.0177110010972288,0.23687472194433212,1.7024635076522827,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,8.0,0.15091949701309204,0.3279855251312256,0.2067253217101097,1.7109237615014508,0.7233701050281525,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,9.0,0.32803332805633545,0.6036230325698853,0.4903060346841812,2.334594424419041,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,10.0,0.6036323308944702,0.7666355967521667,0.6884004771709442,2.4863975703887067,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,11.0,0.7666389346122742,0.8827320337295532,0.8265113830566406,2.4880651194103613,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,12.0,0.8827401995658875,0.992296040058136,0.9326403737068176,2.4915105180538095,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,13.0,0.9923405051231384,1.1205381155014038,1.0555551648139954,2.4961275855781504,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,14.0,1.1205495595932007,1.237045407295227,1.1807173490524292,2.4995265391289676,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,15.0,1.237135887145996,1.3625363111495972,1.2947219610214233,2.5,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,16.0,1.3625564575195312,1.5287282466888428,1.438109040260315,2.5,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,17.0,1.5287574529647827,1.7357028722763062,1.626050591468811,2.5,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,18.0,1.735826015472412,1.9411958456039429,1.834845244884491,2.5,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,19.0,1.9412046670913696,2.1632072925567627,2.055829644203186,2.5,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,20.0,2.1632630825042725,2.3698697090148926,2.261481285095215,2.5,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,21.0,2.36991024017334,2.5755972862243652,2.468520164489746,2.5,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,22.0,2.575868606567383,2.923692226409912,2.7205270528793335,2.5,2.5,2.5,4886.0
tsp100,TSP,search,TSP100 ckpt @ TSP100,100,23.0,2.923724889755249,4.311467170715332,3.2365517616271973,2.5,2.5,2.5,4886.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,0.0,4.321915714200486e-09,0.00014276748697739094,4.115990304853767e-05,1.897429177915005,1.140141487121582,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,1.0,0.00014288659440353513,0.0005483130225911736,0.0003031404339708388,2.0111290118556107,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,2.0,0.0005488647730089724,0.0014671810204163194,0.0008907037554308772,1.5550972502625966,0.20000000298023224,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,3.0,0.001468037604354322,0.003384664421901107,0.0022246609441936016,1.1738251259481987,0.20000000298023224,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,4.0,0.003386841621249914,0.0061487662605941296,0.004698754288256168,1.2393091783053913,0.20000000298023224,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,5.0,0.006151964422315359,0.011448939330875874,0.0086634187027812,1.1357963046833213,0.20000000298023224,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,6.0,0.011450134217739105,0.018196646124124527,0.014451975002884865,1.5922971523308058,0.3987242877483368,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,7.0,0.018200423568487167,0.028525035828351974,0.022769946604967117,1.5719607451473767,0.5778186023235321,2.5,1060.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,8.0,0.028526106849312782,0.043998900800943375,0.03549544885754585,1.9807015946319257,1.3854224681854248,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,9.0,0.04402964189648628,0.06750385463237762,0.056240830570459366,1.9915491652505561,1.5989227294921875,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,10.0,0.06750485301017761,0.10926347225904465,0.08317384868860245,2.217387710058049,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,11.0,0.10933206975460052,0.2925666868686676,0.16422022879123688,2.3748548478449885,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,12.0,0.2926127016544342,0.9910841584205627,0.647159993648529,2.498940332783044,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,13.0,0.9920670986175537,1.2544810771942139,1.1666408777236938,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,14.0,1.2544894218444824,1.4083125591278076,1.3432918787002563,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,15.0,1.4083153009414673,1.5197840929031372,1.4675685167312622,2.5,2.5,2.5,1060.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,16.0,1.5199424028396606,1.6259474754333496,1.5716195106506348,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,17.0,1.6259797811508179,1.7594813108444214,1.6780024766921997,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,18.0,1.759485125541687,1.910742998123169,1.8360074758529663,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,19.0,1.9110121726989746,2.075244903564453,2.0089781284332275,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,20.0,2.0756614208221436,2.372213363647461,2.2083072662353516,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,21.0,2.3722305297851562,2.7841997146606445,2.590862512588501,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,22.0,2.7842016220092773,3.4820938110351562,3.132774591445923,2.5,2.5,2.5,1061.0
tsp100,TSP,transfer,TSP50 ckpt @ TSP50,50,23.0,3.4831736087799072,4.806159973144531,3.904046058654785,2.5,2.5,2.5,1061.0
cvrp100,CVRP,search,CVRP100 ckpt @ CVRP100,100,0.0,3.4729640901787207e-05,0.07512135803699493,0.03779933229088783,0.4201895351799167,0.30000001192092896,0.4901905059814453,1225.0
cvrp100,CVRP,search,CVRP100 ckpt @ CVRP100,100,1.0,0.07514716684818268,0.14849546551704407,0.11316974461078644,0.4078064907813559,0.30000001192092896,0.45726776123046875,1225.0
cvrp100,CVRP,search,CVRP100 ckpt @ CVRP100,100,2.0,0.14868953824043274,0.22331872582435608,0.18622305989265442,0.4150228954821217,0.30000001192092896,0.4818449020385742,1225.0
cvrp100,CVRP,search,CVRP100 ckpt @ CVRP100,100,3.0,0.22338293492794037,0.3006635010242462,0.2620067596435547,0.4146068649875874,0.30000001192092896,0.4760265350341797,1225.0
